,SP5448_03125
SRX1726505,-0.0026827847
SRX1726506,0.1063630249
SRX1726507,-0.10368024020000001
SRX1726508,-0.6622358192000001
SRX1726509,-0.5655558204000001
SRX1726510,0.0087414046
SRX1726511,-1.2169298324
SRX1726512,-1.1716318973
SRX1726513,-0.9921959891000001
SRX1081650,0.4623134868
SRX1081651,0.1447646019
SRX1081652,-0.1892774924
SRX1081653,-0.09027919400000001
SRX1081654,0.1404359408
SRX1081655,-0.3320788523
SRX1081656,0.043782420100000004
SRX1081657,-0.3098906671
SRX1081658,-0.3622506046
SRX1081659,-0.0374673912
SRX1081660,-0.4462502351
SRX1081661,-0.23472512710000001
SRX1081662,0.0704545911
SRX1081663,0.0862256759
SRX1081664,0.2023358439
SRX1081665,0.2583830137
SRX1081666,0.2513261899
SRX1081668,-0.0012567619
SRX1081669,0.060082840500000005
SRX1081670,0.2295937822
SRX1081671,0.053777939000000004
SRX1081672,-1.6681139617
SRX1081673,-1.7436073659
SRX1081674,-1.3658205418
SRX1081675,-1.4384329318
SRX1081676,-1.2668360193
SRX1081677,-1.2902488932
SRX1081678,-1.0903815849
SRX1081679,-1.6193084621
SRX1081680,-1.516331331
SRX1081681,-1.5630959018000001
SRX1081682,-1.5972420347
SRX1081683,-1.7771648689
SRX1081684,-1.0573231307
SRX1081685,-1.4770774218
SRX1081686,-1.3444349166
SRX1081687,-1.3401264104
SRX1081688,-1.4229704651000001
SRX1081689,-1.4691921765
SRX1081690,-1.3656258065
SRX1081691,-1.137236194
SRX1081692,-1.5420564481999999
SRX1962715,-0.11260026690000001
SRX1962716,0.0662362261
SRX1962717,0.0463640408
SRX1962718,-0.7753789146000001
SRX1962719,-0.5880166472
SRX1962720,-0.552827764
SRX1962721,-0.2824639571
SRX4892146,-0.0438344477
SRX4892147,0.0170803282
SRX4892148,-0.0181072946
SRX4892149,0.044861414100000004
SRX4892150,-0.060614024
SRX4892151,0.09343759950000001
SRX4892152,-0.0071865278
SRX4892153,-0.0346174299
SRX4892154,-0.0833308465
SRX4892155,-0.06834756830000001
SRX4892156,0.1044718976
SRX4892157,0.125425185
SRX4892158,0.0108153599
SRX4892159,-0.0060267174
SRX4892160,0.004523612000000001
SRX4892161,0.016145625400000002
SRX7620814,-0.2668915462
SRX7620815,0.0407920949
SRX7620816,-0.013425879100000001
SRX7620817,0.2670569714
SRX7620818,0.3772943394
SRX7620819,0.1833112779
SRX7620856,0.012680075300000001
SRX7620857,-0.5267211142
SRX7620858,0.134966731
SRX7620859,-0.5071882596
SRX7620860,-0.040349433500000004
SRX7620861,-0.6022814546
SRX7620862,-0.1486420619
SRX7620863,-0.34143791230000003
SRX7620864,0.017914878000000002
SRX7620865,-0.2850027994
SRX7620866,0.3702525143
SRX7620867,-0.3369199222
SRX2161502,-0.0067902162
SRX2161503,-0.0186206312
SRX2161504,0.025410847400000002
SRX2161505,-0.0066185401000000005
SRX2161506,0.11192538540000001
SRX2161507,-0.1018499278
SRX2161508,0.0268199103
SRX2161509,0.2753646033
SRX2161510,0.2184752362
SRX2161511,0.1677933949
SRX2161512,0.1984958305
SRX2161513,0.0351427231
SRX2161514,-0.16371588450000002
SRX2161515,-0.3158501172
SRX2161516,-0.28330226540000003
SRX2161517,-0.0810615838
SRX2161518,-0.1467349796
SRX2161519,-0.11971145750000001
SRX2161520,-0.5352620436000001
SRX2161521,-0.2945328145
SRX2161522,-0.3269571643
SRX2161523,-0.3538496359
SRX2161524,-0.6238948051000001
SRX2161525,-0.3747399577
