,SP5448_01795
SRX1726505,-0.030657605
SRX1726506,0.18109887730000002
SRX1726507,-0.1504412723
SRX1726508,-0.15954773460000002
SRX1726509,-0.20680672760000002
SRX1726510,0.0992167459
SRX1726511,-0.7089007495
SRX1726512,-0.7814145019000001
SRX1726513,-0.5047481216
SRX1081650,0.2732941472
SRX1081651,-0.2137426415
SRX1081652,-0.20656952950000002
SRX1081653,-0.1661550976
SRX1081654,-0.3347571881
SRX1081655,0.1077946348
SRX1081656,-0.0121252049
SRX1081657,-0.3138088344
SRX1081658,-0.1107351565
SRX1081659,-0.0029265565
SRX1081660,0.08686887530000001
SRX1081661,-0.5424425553000001
SRX1081662,0.0864116178
SRX1081663,0.1140875363
SRX1081664,0.40406034490000003
SRX1081665,0.10312130010000001
SRX1081666,0.2759502938
SRX1081668,0.49785482080000004
SRX1081669,-0.10933302
SRX1081670,0.1737251007
SRX1081671,-0.11057288750000001
SRX1081672,0.4059519147
SRX1081673,0.8406496126
SRX1081674,0.4008257106
SRX1081675,0.6313768175000001
SRX1081676,0.7213786971
SRX1081677,0.7918740341
SRX1081678,0.8695129097000001
SRX1081679,0.5397051427
SRX1081680,0.2214441604
SRX1081681,0.4192094717
SRX1081682,0.2114575488
SRX1081683,0.5706195457000001
SRX1081684,0.48363828280000004
SRX1081685,0.3051866672
SRX1081686,0.3763893467
SRX1081687,0.6400621793
SRX1081688,0.6265938950000001
SRX1081689,0.4399277024
SRX1081690,0.6878690590000001
SRX1081691,0.7495052088
SRX1081692,0.5196967928
SRX1962715,-0.009933211800000001
SRX1962716,0.0790723175
SRX1962717,-0.0691391058
SRX1962718,-0.45837086990000003
SRX1962719,-0.34659115560000003
SRX1962720,-0.4182962677
SRX1962721,-0.1252831667
SRX4892146,-0.0284267134
SRX4892147,0.0102122147
SRX4892148,0.0803914127
SRX4892149,-0.06217691400000001
SRX4892150,-0.0642599684
SRX4892151,-0.0594673766
SRX4892152,-0.1503263288
SRX4892153,-0.10600954080000001
SRX4892154,0.0436834153
SRX4892155,0.1098353314
SRX4892156,0.0015267908000000001
SRX4892157,-0.0189646285
SRX4892158,0.057274418300000005
SRX4892159,0.0208078786
SRX4892160,0.1984542249
SRX4892161,0.1726612622
SRX7620814,-0.13352958980000001
SRX7620815,-0.1632659411
SRX7620816,-0.0803961237
SRX7620817,0.0414262107
SRX7620818,0.0719856304
SRX7620819,-0.0028087389
SRX7620856,-0.0590672691
SRX7620857,-0.028062504000000002
SRX7620858,0.23817070740000001
SRX7620859,-0.0651454167
SRX7620860,-0.2623788776
SRX7620861,-0.061373937
SRX7620862,-0.0821906297
SRX7620863,0.4670482587
SRX7620864,0.1771104843
SRX7620865,0.5549926302
SRX7620866,0.28227179999999996
SRX7620867,0.5136506054000001
SRX2161502,0.056240833100000005
SRX2161503,-0.11469865700000001
SRX2161504,0.058457823900000004
SRX2161505,0.1871151173
SRX2161506,0.1655351932
SRX2161507,0.17586169200000001
SRX2161508,0.3488650227
SRX2161509,0.2360072169
SRX2161510,0.39760639610000004
SRX2161511,0.3505207195
SRX2161512,0.3138807149
SRX2161513,0.3977564075
SRX2161514,0.23982199950000002
SRX2161515,0.1756838194
SRX2161516,0.1150938292
SRX2161517,0.4358897554
SRX2161518,0.36702634230000003
SRX2161519,0.5705975766
SRX2161520,0.2243294079
SRX2161521,0.1350897752
SRX2161522,0.17914681640000002
SRX2161523,0.3951719568
SRX2161524,0.0625254455
SRX2161525,0.2213293071
