,BSU_11430
LBexp_1,-1.129
LBexp_2,0.3705
LBexp_3,0.09040000000000001
LBtran_1,1.1365
LBtran_2,1.2343
LBtran_3,1.1005
LBstat_1,0.7611
LBstat_2,0.7011000000000001
LBstat_3,0.6462
LBGexp_1,-2.0127
LBGexp_2,-0.987
LBGexp_3,-2.2951
LBGtran_2,-0.3589
LBGtran_3,0.6166
LBGstat_1,-3.9702
LBGstat_2,-4.3165
LBGstat_3,-2.8063000000000002
S0_1,1.0866
S0_2,0.6197
S0_3,0.874
S1_1,2.1648
S1_2,2.2945
S1_3,2.7002
S2_1,1.4433
S2_2,1.4906000000000001
S2_3,1.5049000000000001
S3_1,0.3604
S3_2,0.6184000000000001
S4_1,0.6682
S4_2,0.4882
S4_3,0.2401
S5_1,-0.0867
S5_2,0.9211
S5_3,0.40890000000000004
S6_1,0.1922
S6_2,-2.3281
S6_3,0.332
S6/t_1,0.1044
S6/t_2,-3.1317
S6_4,-0.24980000000000002
S6_5,0.3337
S6_6,0.33290000000000003
S7_4,0.0786
S7_5,0.3292
S7_6,-0.0166
S8_4,-0.0245
S8_5,-2.0626
G135_1,-3.9755000000000003
G135_3,-5.0326
G150_1,-3.1927
G150_2,-3.0561
G150_3,-2.9437
G180_1,-3.7537000000000003
G180_2,-3.5986000000000002
G180_3,-4.811
C30_1,-1.9708
C30_2,-1.8647
C90_1,0.5226000000000001
C90_2,0.8882
BI_1,1.1169
BI_2,1.2176
BC_2,1.7913000000000001
BC/t_1,1.3108
BC/t_2,1.6705
BC_1,1.2448000000000001
Sw_1,1.6543
Sw_2,2.1637
BT_1,2.0813
BT_2,1.7045
B36_1,1.0766
B36_2,0.9835
B60_1,1.3755
B60_2,1.3392
M9exp_1,0.38420000000000004
M9exp_2,-0.1078
M9exp_3,-0.27640000000000003
M9tran_1,-0.4193
M9tran_2,-0.4197
M9tran_3,-0.16440000000000002
M9stat_1,1.2962
M9stat_2,0.7074
M9stat_3,0.49970000000000003
M+G_1,-0.031900000000000005
M+G_2,-0.11850000000000001
M+G_3,-0.199
Glu_1,0.5381
Glu_2,0.3476
Glu_3,0.7527
Fru_1,0.7771
Fru_2,0.7775000000000001
Fru_3,0.09
Mal_1,-0.5433
Mal_2,-0.5852
Mal_3,-0.1822
G+S_2,-0.4252
G+S_3,0.0031000000000000003
Pyr_1,-0.3017
Pyr_2,-0.2165
Pyr_3,-0.333
Gly_1,0.2018
Gly_2,0.9548000000000001
Gly_3,-0.6845
Glucon_1,-0.07880000000000001
Glucon_2,0.5167
Glucon_3,-0.6187
aero_1,1.1071
aero_2,0.7875000000000001
aero_3,1.4304999999999999
nit_1,0.2119
nit_2,0.4955
nit_3,0.2489
ferm_1,-0.0645
ferm_2,-0.0663
ferm_3,0.189
T-5.40H_1,0.1802
T-4.40H_1,-0.1973
T-3.40H_1,-0.2944
T-2.40H_1,-0.42460000000000003
T-1.40H_1,-0.6069
T-1.10H_1,-0.7024
T-0.40H_1,-0.5853
T0.0H_1,-0.5658000000000001
T0.30H_1,-0.028800000000000003
T1.0H_1,0.4975
T1.30H_1,0.986
T2.0H_1,1.1023
T2.30H_1,1.9287
T3.0H_1,1.6945000000000001
T3.30H_1,2.0231
T4.0H_1,1.904
T5.0H_1,1.4818
HPh_1,1.0296
HPh_2,0.7797000000000001
HPh_3,0.6003000000000001
LPh_1,1.0677
LPh_2,1.5683
LPh_3,1.0143
LPhT_1,-0.4345
LPhT_2,-0.4526
LPhT_3,-0.12340000000000001
SMMPr_1,-0.5015000000000001
SMMPr_2,-0.5675
SMMPr_3,-0.455
HiTm_1,0.19010000000000002
HiTm_2,-0.5288
HiTm_3,-0.06810000000000001
LoTm_1,1.9556
LoTm_2,1.7436
LoTm_3,1.7862
HiOs_1,-0.5621
HiOs_2,-0.5094000000000001
HiOs_3,-0.7978000000000001
BMM_1,-0.0872
BMM_2,-0.31270000000000003
BMM_3,-0.5469
Heat_1,-0.6193000000000001
Heat_2,-1.0184
Heat_3,-1.163
Cold_1,-0.4615
Cold_2,-0.8318000000000001
Cold_3,-1.553
Etha_1,-0.8343
Etha_2,-1.3862
