,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X
0,RichMedia__BHIN_Growth_Late,1.5253234525000003,0.05615140676967366,2.0,0.0,1.485618412,1.0,1.565028493000001
1,RichMedia__BHIN_Growth_Mid,0.32982761299999996,1.131925375764204,2.0,2.0,1.1302197219999996,3.0,-0.4705644959999997
2,RichMedia__BHIN_Growth_Stat,-0.7754266139999997,0.11811025749160053,2.0,4.0,-0.6919100499999997,5.0,-0.8589431779999996
3,RichMedia__LBv2_Growth_Late,-0.6078983605000001,0.20609811612251078,2.0,6.0,-0.4621649850000002,7.0,-0.753631736
4,RichMedia__LBv2_Growth_Mid,0.0,0.1703173441469626,2.0,8.0,0.1204325490000002,9.0,-0.1204325490000002
5,RichMedia__LBv2_Growth_Stat,-1.9074816540000001,0.46480352436797234,2.0,10.0,-1.5788159300000002,11.0,-2.236147378
6,RichMedia__MHB_Rich_Mid,0.9395412419999998,0.37842577404077465,2.0,12.0,1.2071286729999997,13.0,0.6719538109999998
7,RichMedia__NBO_Rich_Mid,1.1052947020000001,0.040995877526951,2.0,14.0,1.1342831650000005,15.0,1.076306239
8,Carbon__M9Na_Arabinose_Mid,-0.24405575250000044,0.2609456483932677,2.0,16.0,-0.4285721900000006,17.0,-0.0595393150000003
9,Carbon__M9Na_Galactose_Mid,-0.055408758000000446,0.125689595071996,2.0,18.0,0.0334672069999992,19.0,-0.1442847230000001
10,Carbon__M9Na_GlcNAcGrowth_Late,-0.3973689605000006,0.06821069714402286,2.0,20.0,-0.3491367140000001,21.0,-0.445601207000001
11,Carbon__M9Na_GlcNAcGrowth_Mid,-0.18290951,0.06150146647869121,2.0,22.0,-0.1394214060000003,23.0,-0.2263976139999997
12,Carbon__M9Na_GlcNAcGrowth_Stat,-3.435516990000001,0.03806058676857737,2.0,24.0,-3.408604091000001,25.0,-3.462429889000001
13,Carbon__M9Na_GlcNAc_Mid,-0.0145467470000007,0.052914439509707006,2.0,26.0,0.0228694119999985,27.0,-0.0519629059999999
14,Carbon__M9Na_Gluconate_Mid,-0.7121026790000005,0.36329277109878066,2.0,28.0,-0.4552158970000004,29.0,-0.9689894610000004
15,Carbon__M9Na_Glucosamine_Mid,-1.6721406270000005,0.20546257915418248,2.0,30.0,-1.8174246100000009,31.0,-1.5268566440000004
16,Carbon__M9Na_Glycerol_Mid,-0.2971124865000005,0.05599043956778905,2.0,32.0,-0.2575212670000013,33.0,-0.3367037059999997
17,Carbon__M9Na_Maltose_Mid,-0.0747936995000007,0.4661598096215102,2.0,34.0,-0.4044184620000006,35.0,0.2548310629999992
18,Carbon__M9Na_Mannitol_Mid,-0.3103854789999998,0.048779428959966696,2.0,36.0,-0.3448777439999997,37.0,-0.2758932139999999
19,Carbon__M9Na_Trehalose_Mid,0.0331259349999993,0.10044050190103194,2.0,38.0,0.1041480949999993,39.0,-0.0378962250000007
20,Carbon__M9Na_ethanol_Mid,-2.0369875930000005,0.00798697756868264,2.0,40.0,-2.031339947,41.0,-2.042635239000001
21,Carbon__M9Na_fructose_Mid,0.30889114149999924,0.3080595863250982,2.0,42.0,0.5267221639999988,43.0,0.0910601189999997
22,Carbon__M9Na_fumarate_Mid,-1.0773778135000005,0.04986732193521088,2.0,44.0,-1.1126393350000008,45.0,-1.0421162920000002
23,Carbon__M9Na_glucoseGrowth_Late,-0.01091751300000075,0.1032524958641837,2.0,46.0,-0.083928053000001,47.0,0.0620930269999995
24,Carbon__M9Na_glucoseGrowth_Mid,0.0,0.006098685679075966,2.0,48.0,-0.0043124219999999,49.0,0.0043124219999999
25,Carbon__M9Na_glucoseGrowth_Stat,-1.023919164500001,0.25957022670890983,2.0,50.0,-0.8403752970000014,51.0,-1.2074630320000006
26,Carbon__M9Na_ribose_Mid,-0.5914675225000012,0.013102658249795241,2.0,52.0,-0.6007325010000013,53.0,-0.5822025440000012
27,Carbon__M9Na_succinate_Mid,0.13571917099999897,0.41316549038005185,2.0,54.0,0.4278712909999989,55.0,-0.1564329490000009
28,Carbon__M9Na_sucrose_Mid,-1.1799177720000005,0.18698978784806408,2.0,56.0,-1.0476960250000005,57.0,-1.3121395190000005
29,TF__LBv2_HapROver_Late,1.408519208,0.10353990790067837,2.0,58.0,1.4817329790000002,59.0,1.3353054369999997
30,TF__LBv2_HapROver_Mid,1.086005132,0.11957374084027363,2.0,60.0,1.1705565350000002,61.0,1.0014537289999996
31,TF__LBv2_HapROver_Stat,0.7309124389999999,0.03412710023726008,2.0,62.0,0.7550439429999996,63.0,0.7067809350000003
32,TF__LBv2_LuxOOver_Late,0.4082944665000001,0.16576190982543734,2.0,64.0,0.2910830960000004,65.0,0.5255058369999999
33,TF__LBv2_LuxOOver_Mid,-0.14251648350000015,0.31636017847915965,2.0,66.0,-0.3662169110000004,67.0,0.0811839440000001
34,TF__LBv2_LuxOOver_Stat,-0.48170281950000016,0.054952084372315906,2.0,68.0,-0.4428458280000003,69.0,-0.520559811
35,TF__LBv2_QstROver_Late,-0.4449470775000002,0.03608790380595702,2.0,70.0,-0.4194290760000001,71.0,-0.4704650790000002
36,TF__LBv2_QstROver_Mid,-0.5075985200000002,0.04666665329475069,2.0,72.0,-0.5405968269999999,73.0,-0.4746002130000004
37,TF__LBv2_QstROver_Stat,-0.2002332354999998,0.20281254446372762,2.0,74.0,-0.3436433609999998,75.0,-0.0568231099999998
38,TF__LBv2_TfoXOver_Late,-1.726592058,0.4452528435262447,2.0,76.0,-2.0414333630000003,77.0,-1.4117507529999995
39,TF__LBv2_TfoXOver_Mid,0.23177797750000015,0.13478749042693153,2.0,78.0,0.3270871260000003,79.0,0.136468829
40,TF__LBv2_TfoXOver_Stat,-0.44914518349999977,0.10180820975751323,2.0,80.0,-0.3771559079999997,81.0,-0.5211344589999998
41,Stress-I__20-300-T1,-0.16020518450000004,0.17192116556428355,2.0,82.0,-0.2817718065000001,83.0,-0.0386385625
42,Stress-I__20-300-T2,0.1047496579999998,0.2503471232491245,2.0,84.0,0.2817718065000001,85.0,-0.0722724905000005
43,Stress-II-1__LBv2_LowpH_Mid,-0.6372935650000002,0.19227828754781962,2.0,86.0,-0.7732548460000004,87.0,-0.5013322840000001
44,Stress-II-1__LBv2_highSalt_Mid,-0.38336775849999993,0.256199802236385,2.0,88.0,-0.5645283760000002,89.0,-0.2022071409999997
45,Stress-II-2__M9Na_glucoseKanamycin_Mid,-1.7978786965000007,0.3739551076801791,2.0,90.0,-1.5334525040000004,91.0,-2.062304889000001
46,Stress-III__R_wt,0.0,0.04047644749209161,2.0,92.0,-0.0286211704999992,93.0,0.0286211704999992
47,Stress-III__R_s,-0.36048316349999965,0.08612239709794825,2.0,94.0,-0.2995854324999998,95.0,-0.4213808944999995
48,Competence-condition__OSS_TfoXOver_Stat,0.16628757499999963,0.04228991475632685,2.0,96.0,0.1961910604999994,97.0,0.1363840894999999
49,Competence-condition__OSS_VectorOnly_Stat,-4.440892098500626e-16,0.12599468689934137,2.0,98.0,0.0890916974999997,99.0,-0.0890916975000006
50,Competence-Recovery__LBv2_TfoXOver_Recov,0.3858877534999996,0.15793239079479013,2.0,100.0,0.4975628179999996,101.0,0.2742126889999996
51,Competence-Recovery__LBv2_VectorOnly_Recov,0.0,0.6807073638755216,2.0,102.0,0.481332793,103.0,-0.481332793
