,A,ModE
SRX254750,-1.6577552616,-0.329944045
SRX254751,-4.4271098741,-0.4323208505
SRX254752,-2.5340383156,0.065221105
SRX254753,-2.3690528171,-0.1477032563
SRX254754,-2.5310258344000003,-0.07713330830000001
SRX254755,-3.0596115918,0.1785135199
SRX254756,-2.4947873596,-0.0484926493
SRX254757,-1.183450838,-1.5132272619
SRX254758,-0.08669019160000001,-0.6640683614
SRX254759,0.1630649855,-0.7072889741
SRX254760,-2.6574452535,-0.25183522880000003
SRX254761,-2.1691746668,-0.42505892770000003
SRX254762,-3.0601693478,-0.3321822741
SRX254763,-2.1629562108,-0.1479182349
SRX254764,-3.9177172981,0.10725738010000001
SRX254765,0.5244558982,0.2144134232
SRX254766,-1.3860599955000001,-1.199378431
SRX254767,-0.0875570761,-0.5407977511000001
SRX254768,-2.7860779088000003,-0.9345763524
SRX254772,-0.691868134,-0.1868857751
SRX254773,-2.1460997988,-1.0818809873
SRX254774,-3.0307250656,-0.9501797988
SRX254775,0.039861877500000004,-0.0294010481
SRX254776,-0.4177329547,-0.995571481
SRX254777,1.1184621525,1.0816759819
SRX254778,-0.4589185637,-0.11565180500000001
SRX254779,-0.7441288921,-0.5378408655
SRX254780,-3.3010327283,-0.6310578207
SRX254781,0.602228895,0.7859385417
SRX254782,-0.63808862,0.0097622808
SRX254783,0.9317508513,0.7159012562
SRX254784,1.5328018476,0.9699796336000001
SRX254785,0.8857909841,0.1151329001
SRX254786,0.2046199471,0.021334469300000002
SRX7136401,0.0678640211,-0.1464685409
SRX7136403,-0.5127282032,0.0504529027
SRX7136405,1.4056956299,-0.1569439337
SRX7136407,-1.065303836,-0.4730551724
SRX7136409,2.1102923142,0.5510563692
SRX7136411,0.4448641821,0.0960156382
SRX3754949,-0.1433410356,0.0277698133
SRX3754950,0.0401396783,-0.0056763223
SRX3754951,0.1032013573,-0.022093491
SRX3754952,-0.10768941380000001,-0.0893140048
SRX3754953,0.024984462500000002,-0.156266111
SRX3754954,0.2335415284,-0.1110590156
SRX3754955,-1.7461921319,-0.0644301623
SRX3754956,-1.5677669549000002,0.0014034027
SRX3754957,-1.6948993581,-0.060483260100000005
SRX3754966,-0.3822993986,0.2579227606
SRX3754967,-0.1705377759,0.2484890541
SRX3754969,-0.5388511198,0.2982997441
SRX1424798,-0.1615311632,0.019736157600000002
SRX1424799,0.1615311632,-0.019736157600000002
SRX1424800,0.1558521975,0.2468397159
SRX1424801,0.2628478763,-0.0225787934
SRX1424802,-0.0184710404,-0.4009914362
SRX1424803,-0.0149846934,0.0426002186
SRX1424804,0.1731098341,0.3851461175
SRX1424805,0.1478978693,0.3246820566
SRX1424806,-0.3213962416,0.2789837492
SRX1424807,0.16674388780000002,-0.4839449423
SRX1424808,-0.2144912589,0.21270064730000002
SRX1424809,0.053683328700000005,0.2821292728
SRX1424816,-0.2959920307,-0.3163831648
SRX1424817,-0.058266284800000005,-0.1250000358
SRX1424818,-1.0734347914,0.3074784089
SRX1424819,-1.1796476529,0.2503492591
SRX1424824,-0.0755734244,0.254678938
SRX1424825,-0.3490800309,0.22143528580000002
SRX1424826,-0.9385436589,0.7196805555
SRX1424827,-1.0601058434,0.7511476199
SRX1424828,-1.3844365843,0.300463963
SRX1424829,-1.2400152814,0.35071635560000003
SRX1424830,-1.0028736517,-1.2777403149
SRX1424831,-1.1001563507,0.5308654929000001
SRX1424834,0.053189760700000005,0.40855333190000004
SRX1424835,0.5348324716,0.5335689015
SRX1424840,-1.5438947321,-0.8217376227000001
SRX1424841,-1.2164049896,-0.7220247459
SRX1424842,-0.4956179484,-0.3991465643
SRX1424843,-0.9275153417,-1.0332210924
SRX1424844,-0.236684788,-0.5847939898
SRX1424845,-0.6853955227,0.2636033358
SRX1424846,0.0009539578,-0.9448773149
SRX1424847,-0.5744371593,0.6180505048
SRX5060277,0.25718390010000003,0.1504272455
SRX5060279,6.3244612613,-0.5687254282
SRX5060281,-0.25718390010000003,-0.1504272455
SRX5060283,6.3347814403000005,-0.6387856437
SRX5936089,0.4214321427,-0.0569776421
SRX5936090,0.2045618136,-0.0069547502
SRX5936091,-0.5731922371,0.07037971330000001
SRX5936092,-0.0528017193,-0.0064473209
SRX5936093,1.6402125194,-0.59054404
SRX5936094,0.6407485755,-0.6165266363
SRX5936095,0.5779329024000001,-1.0826239157
SRX5936096,1.0135093314,-0.9611472185000001
SRX5936097,1.048915717,-1.046130371
SRX5936098,0.7292479592000001,-0.8998555263
SRX5936099,0.8480703782000001,-0.9486188432
SRX5936100,0.8813335967,-1.0871193749999999
SRX5936101,0.40744961500000004,-1.6187361669
SRX5936102,-0.4926527207,-1.7798567607
SRX5936103,0.5664729653,-1.6913958876000001
SRX5936104,0.7599284926000001,-2.2036472426
SRX5936105,1.0442064665,-1.9007025486
SRX5936106,0.4320068783,-2.47284059
SRX5936107,1.1035232441,-1.9541962644000002
SRX5936108,0.7069745175000001,-2.3732961718
SRX5936109,0.8627463198,-2.1078020054
SRX5936110,0.6280458296,-2.5471909519
SRX5936111,0.3866094135,-2.7554131395
SRX5936112,0.0687975304,-2.7648718603
SRX5936113,-0.8822683154000001,-2.3199175724
SRX5936114,-1.0906914738,-2.5605315192
SRX5936115,0.22636593200000002,-2.5790617196
SRX5936116,-0.0673268857,-2.3647949757
SRX5936118,-0.7068665597,-2.4359081773
SRX5936119,-0.0403133282,-2.5330311124
SRX5936121,-0.24245760260000002,-2.5596712206000003
SRX5936122,-0.0476900425,-2.6814609082
SRX5936123,-0.3202032479,-2.488852811
SRX5936124,-0.6278825865000001,-2.3925221786
SRX5936125,0.12333307610000001,-2.8623733405
SRX5936126,-0.5335240361,-2.6244887562
SRX5936128,1.3378356588,-0.1403292945
SRX5936129,0.7342200853,-0.30576339900000005
SRX5936130,0.3525364803,-0.5625988165
SRX5936131,0.4134704235,-0.3766111789
SRX5936132,0.4074256598,-0.1019877461
SRX5936133,-0.5301442909,-0.5691777522
SRX5936134,0.42970184250000004,0.0494304455
SRX5936135,0.0456331818,-0.1522287357
SRX5936137,-0.1888445275,-0.0955392828
SRX5936138,-1.1064993072,-0.16964156
SRX5936139,0.2072990989,-0.2704696116
SRX5936140,-1.3828310953,-0.7961827888
SRX5936141,-0.3020968425,-0.5847324679
SRX5936142,-0.18205293,-0.32991092800000005
SRX5936143,0.8401693272,-0.1677130104
SRX5936144,0.2702280467,-0.28842921450000003
SRX8557650,-0.1376999673,-0.0237093473
SRX8557651,-0.0623010164,0.0840162961
SRX8557652,0.20000098360000002,-0.0603069488
SRX8557653,0.178171286,-0.7300239756
SRX8557654,-0.2078769809,-0.39895778400000004
SRX8557655,0.2674968735,-0.40577283810000003
SRX8557656,1.9883288811000002,-1.8475099451
SRX8557657,0.8529263855,-1.2985031101
SRX8557658,0.8357486538000001,-1.7960872068
SRX8557659,-0.38508064140000003,-0.1454297107
SRX8557660,0.504020188,-0.3223797744
SRX8557661,0.8709305591000001,-0.5015967100000001
SRX8557662,0.5838958674,-0.3092447642
SRX8557663,-0.167350457,-0.3795784688
SRX8557664,-0.0990403198,-0.4884815523
SRX8557665,-0.3787283234,-0.4275681878
SRX8557666,0.3936519987,-0.0352452836
SRX8557667,-0.5991033725,-0.5303945045
SRX3405147,-0.8156708564,-0.060600817
SRX3405148,-0.2767807667,-0.010243148300000001
SRX3405149,1.0924516232,0.0708439654
SRX3405150,0.0451989276,-0.0423987159
SRX3405151,1.4306031014,-0.35131641890000004
SRX3405152,-0.0615466124,0.2445392486
SRX3405153,-1.0381242204,-0.0947853365
SRX3405154,-1.351997557,-0.2362845301
SRX3405155,-1.3796505718,-0.076219351
SRX3405156,-0.0708434554,-0.057785732400000005
SRX3405157,-1.0825988274,-0.32562332380000003
SRX312063,1.058842774,-0.7738474277
SRX312064,0.651261033,-0.9430046944
SRX312065,2.2711328311,-1.8907009769
SRX312066,0.2440882426,-2.8091853163
SRX312067,1.011286754,-2.414436179
SRX312068,1.7188091143,-1.5730522474000002
SRX312069,1.7684213683,-1.5760741129
SRX312070,0.024679736900000002,0.1110862891
SRX312071,-0.024679736900000002,-0.1110862891
SRX312072,0.4328164996,-0.8054461265
SRX312073,0.2815565704,-0.6922479462000001
SRX312074,-0.8846382930000001,0.3551619822
SRX312075,-1.0859059542,0.3572728013
SRX312076,-0.33470568500000003,-1.5152677548
ecoli_00001,-0.3685565853,-0.084430988
ecoli_00002,0.3685565853,0.084430988
ecoli_00003,-1.6066546305,0.20473306800000002
ecoli_00004,-1.6307184753000001,0.378407117
ecoli_00005,0.34673992530000003,-0.291480968
ecoli_00006,0.42784150130000004,-0.26072177
ecoli_00007,-0.9744634351,0.067465657
ecoli_00008,-1.2617151195,0.086492833
ecoli_00009,0.33417869040000003,-0.06595967400000001
ecoli_00010,0.2344652882,0.01086965
ecoli_00011,-0.4108647972,-0.116084238
ecoli_00012,0.4158197243,0.060440072000000004
ecoli_00014,0.1643324727,-0.28316339
ecoli_00015,0.2310811565,-0.072607156
ecoli_00016,-0.6320140702,-0.017670991
ecoli_00017,-0.0068908852,-0.19220251700000002
ecoli_00018,0.5114318334,-0.134833414
ecoli_00019,-0.5608703994,0.8591787540000001
ecoli_00020,-0.2407272868,0.742631738
ecoli_00021,-1.0332266879,0.702243764
ecoli_00022,-0.8013192162,0.71465303
ecoli_00023,-1.5290555176,0.281171288
ecoli_00024,-1.6443597893000002,0.30486315
ecoli_00025,-1.0651062187,0.46457838100000004
ecoli_00026,-2.2434417594,0.19350064
ecoli_00027,-0.6374422677,0.098171873
ecoli_00028,0.1860846658,0.06612028
ecoli_00029,-0.4685500663,0.19263363500000003
ecoli_00030,0.024083450500000003,0.161917687
ecoli_00031,0.42756188030000003,0.229935719
ecoli_00032,-0.43198184500000003,0.056000068
ecoli_00033,-0.9306354748000001,0.19834748200000002
ecoli_00034,-2.4706439810000003,0.132509125
ecoli_00035,-0.9128562951,0.11993911200000001
ecoli_00036,-1.0423142646,0.183871832
ecoli_00037,-0.2840799134,-0.15673684400000001
ecoli_00038,-0.3644823553,0.079645745
ecoli_00039,0.4794072311,-0.063419362
ecoli_00040,0.0092177013,-0.48770921400000006
ecoli_00041,-0.48662867600000004,-0.07985452400000001
ecoli_00042,-0.4697074022,-0.284576626
ecoli_00043,-0.6449582530000001,-0.273329592
ecoli_00044,-0.2181731646,-0.550098879
ecoli_00045,0.9166090486,-0.530889292
ecoli_00046,0.5179603542,-0.321538445
ecoli_00047,-0.5987464566,-0.29171863400000003
ecoli_00048,0.1006531204,-0.147981934
ecoli_00049,0.184246179,-0.279385202
ecoli_00050,0.9136801706000001,-0.387518095
ecoli_00051,0.7737586364,-0.344260092
ecoli_00052,0.9610737592,-0.599935946
ecoli_00053,0.5189766664000001,-0.90155344
ecoli_00054,0.5207346886,-0.26282335700000004
ecoli_00055,0.7169930896000001,-0.20318016200000003
ecoli_00056,0.5898888061,-0.26827502200000003
ecoli_00057,0.3638484428,-0.09541382400000001
ecoli_00058,0.7188641954,-0.450253665
ecoli_00059,-0.6257747978,-0.5355300510000001
ecoli_00060,0.4092920001,-0.044647893
ecoli_00061,-0.019765314200000002,-0.14801849
ecoli_00062,0.8368684083,-0.6052820560000001
ecoli_00063,-1.9080807540000002,-0.313443876
ecoli_00064,-0.5145086637,-0.30534956900000004
ecoli_00065,-0.8374365090000001,-0.124640203
ecoli_00066,0.2720399737,-0.6917266550000001
ecoli_00067,0.4331570274,-0.7287698570000001
ecoli_00068,4.1044963141,-0.17335313400000002
ecoli_00070,1.26014344,-0.48319673300000004
ecoli_00071,1.7697799067000002,-0.43325123
ecoli_00072,0.9293824471000001,-0.15202462900000002
ecoli_00073,10.6019246467,0.352083674
ecoli_00074,11.0947724503,0.34779872300000003
ecoli_00075,5.9011026918,0.138004802
ecoli_00077,0.2678120015,0.037668071000000004
ecoli_00078,8.1068682116,0.009520435
ecoli_00079,2.3692122708,0.35273223200000003
ecoli_00080,1.1534835649,-0.076818562
ecoli_00081,4.8674853094,-0.068505405
ecoli_00082,0.9277921610000001,-0.531848585
ecoli_00083,1.1922756433,-0.516333854
ecoli_00084,1.3360939608,-0.44099058500000005
ecoli_00085,1.3465588623,-0.530014532
ecoli_00086,-0.9395268384000001,0.390355357
ecoli_00087,-1.9718985461,0.225882395
ecoli_00088,-0.4730255432,-0.09427700400000001
ecoli_00089,-0.0076943493,-0.312778045
ecoli_00090,-0.3286267123,-0.424695521
ecoli_00091,-0.0465145041,-0.294972652
ecoli_00092,6.6005288466,-0.062873264
ecoli_00093,4.4888324268,-0.32473118500000003
ecoli_00094,-0.4942335592,-0.518439203
ecoli_00095,-1.1711996044,-0.41100772500000005
ecoli_00096,7.4042897824,-0.677055257
ecoli_00097,7.8911755314,-0.8303129990000001
ecoli_00098,1.0247869297,0.153616112
ecoli_00099,-0.6461708735,-0.174843029
ecoli_00100,0.339731386,-0.0050196550000000005
ecoli_00101,0.0706261864,-0.44742943
ecoli_00102,-0.8892489074000001,-0.602572828
ecoli_00103,-0.0590222901,-0.384061682
ecoli_00104,0.5556522586,-0.527986877
ecoli_00105,0.9718755055,-0.374355149
ecoli_00106,0.9993616058,-0.280163313
ecoli_00107,0.6991563961,-0.20116244500000002
ecoli_00108,-1.0244447198,0.5644143620000001
ecoli_00109,-0.3510853389,0.5433262710000001
ecoli_00110,-1.2011331014,0.103048865
ecoli_00111,-1.2066290483,0.10948429600000001
ecoli_00112,-0.3681631577,-0.011165708
ecoli_00113,2.26057604,-0.052061979
ecoli_00114,2.1929687337,-0.189333056
ecoli_00115,1.9316877790000002,0.025119796000000003
ecoli_00116,0.23264888900000003,-0.290569214
ecoli_00117,0.040871449500000004,-0.16792400300000002
ecoli_00118,-0.1804874746,-0.381093171
ecoli_00119,-0.9834182248000001,-0.16930909200000002
ecoli_00120,-0.7935363383,-0.24684545400000002
ecoli_00121,-1.1687702665,-0.12428870500000001
ecoli_00122,-1.9752996391000002,-0.146321258
ecoli_00123,-0.20297377630000002,-0.126486955
ecoli_00124,-0.43187266550000003,-0.245159331
ecoli_00125,0.1055034141,0.302572178
ecoli_00126,0.013696113000000001,-0.367871245
ecoli_00127,-0.6532605944000001,-0.688803774
ecoli_00128,0.0489023678,-0.9920692990000001
ecoli_00129,0.9754237696,0.484915931
ecoli_00130,0.2454967318,-0.060407678000000006
ecoli_00131,0.5016714282,0.008157867000000001
ecoli_00132,1.1542331385,-0.18600148500000002
ecoli_00133,1.1330149106,0.260355616
ecoli_00134,0.9853163326000001,-0.284119931
ecoli_00135,-0.4867550601,0.157871681
ecoli_00136,-0.0851580185,-0.125706807
ecoli_00137,0.0108747653,-0.07931919300000001
ecoli_00138,-0.1921077451,0.517742186
ecoli_00139,-0.7519878221,0.369939501
ecoli_00140,0.026608974,-0.34151580200000003
ecoli_00141,0.4207134946,0.40144129900000003
ecoli_00142,-0.5553620984000001,-0.5920230790000001
ecoli_00143,5.3458219779,0.148913239
ecoli_00144,-0.37820830250000004,0.30288674200000004
ecoli_00145,-2.1374425957,0.197508442
ecoli_00146,1.0965255152,-0.32989392
ecoli_00147,0.17616104670000002,0.20411124100000003
ecoli_00148,0.9724564227,0.23472874400000002
ecoli_00149,-0.3801434151,0.120766775
ecoli_00150,-0.19073668370000002,0.139351933
ecoli_00151,0.9586733432000001,-0.043928918000000004
ecoli_00152,-0.5196241119,0.027603568000000002
ecoli_00153,-0.5638256992,-0.063905289
ecoli_00154,-0.27194257050000004,-0.003202162
ecoli_00155,-1.7813731903,0.06772869100000001
ecoli_00157,-1.1640465671,-0.30183543
ecoli_00158,-1.06665922,-0.08096157
ecoli_00159,-0.7073624767000001,-0.6295967330000001
ecoli_00160,-0.2110208621,-0.44957063100000005
ecoli_00169,1.4471872537000001,-0.6400592030000001
ecoli_00170,1.7078838547,-0.612991093
ecoli_00171,2.008360539,-0.374618689
ecoli_00172,2.8016790903,-0.322498809
ecoli_00173,1.3242217991,-0.360041141
ecoli_00174,1.1054107613,-0.23743898500000002
ecoli_00175,3.0608348997,-0.188837151
ecoli_00176,3.0472394946,-0.25398142100000004
ecoli_00177,0.0879685961,-0.439034894
ecoli_00178,-0.4664639098,-0.7479968060000001
ecoli_00179,1.8544252856,0.011154384000000002
ecoli_00180,1.7487678556000001,-0.154893825
ecoli_00181,1.5302870917,-0.83979265
ecoli_00182,1.3703883753000001,-0.79432306
ecoli_00183,1.0002167137,0.030437906
ecoli_00184,1.6311136089,0.071751835
ecoli_00185,1.6830856033,-0.521623656
ecoli_00186,1.3804495342,-0.46363318400000003
ecoli_00187,1.1785508929,-0.292921058
ecoli_00188,1.6866427333,-0.251372774
ecoli_00189,2.6294246879000003,-0.560701444
ecoli_00190,2.7354245857,-0.569781513
ecoli_00191,1.4425268500000001,-0.131815501
ecoli_00192,0.5798339178,-0.09466276500000001
ecoli_00193,2.6248532431,-0.25100431700000003
ecoli_00194,2.0189278605,-0.37460268900000004
ecoli_00195,2.0555986438,-0.47794361300000004
ecoli_00196,2.7444740732,-0.80141298
ecoli_00197,2.7463627384000002,-0.615016435
ecoli_00198,1.3157108474,-0.6315108530000001
ecoli_00199,-0.7492648736,-0.42343629
ecoli_00200,-0.5128017287000001,-0.33274205500000004
ecoli_00201,0.2949560746,0.147078036
ecoli_00202,0.7586056243,0.095122962
ecoli_00203,0.6675651383,0.133925747
ecoli_00204,0.46353906110000004,-0.259063527
ecoli_00205,0.36570877960000003,0.225965256
ecoli_00206,0.0825726464,0.065880347
ecoli_00207,-1.2271433151,0.21141509600000002
ecoli_00208,-1.0036039786,0.27712957800000004
ecoli_00209,-0.3417799036,-0.332585416
ecoli_00210,-0.1516833441,-0.17496672
ecoli_00211,-0.5036085078,-0.347708579
ecoli_00212,-0.4068754342,-0.49628546300000004
ecoli_00213,-0.4900326323,-0.041785612
ecoli_00214,-0.0437019949,0.192713467
ecoli_00215,-0.1268238001,-0.42240192600000004
ecoli_00216,0.4075853155,-0.34172598400000004
ecoli_00217,-0.1953467396,-0.352950814
ecoli_00218,-0.303319962,0.058348867000000006
ecoli_00219,-0.3527976479,-0.285480129
ecoli_00220,0.1027365387,-0.256416699
ecoli_00221,-0.2974773161,-0.47647129800000004
ecoli_00222,0.33569078480000003,-0.54194926
ecoli_00223,0.3696730896,-0.045628668000000004
ecoli_00224,0.5276266146,0.029298273000000003
ecoli_00225,0.4013557955,-0.008602804
ecoli_00226,0.3215119044,0.10337607700000001
ecoli_00227,0.10477301550000001,-0.618914951
ecoli_00228,0.1561510281,-0.7920561930000001
ecoli_00229,0.5566742754,-0.6888673200000001
ecoli_00230,0.2402500076,-0.41452457200000004
ecoli_00231,-0.028791586900000003,-0.47323792900000006
ecoli_00232,-0.1378739953,-0.37461292500000004
ecoli_00233,0.2120856042,-0.487212313
ecoli_00234,0.3845899515,-0.38215881100000004
ecoli_00235,0.3962437602,-0.39547265800000003
ecoli_00236,-0.09570929360000001,-0.24135304500000002
ecoli_00237,0.17327682700000002,-0.7612810760000001
ecoli_00238,0.4735828421,-0.6368236150000001
ecoli_00239,0.7567755983000001,-0.7307099220000001
ecoli_00240,0.5822542914000001,-0.810829298
ecoli_00241,0.7409029054,-0.288477833
ecoli_00242,1.0035043087,-0.162192065
ecoli_00243,0.1586652279,-0.327190651
ecoli_00244,1.2030020409,-0.501285006
ecoli_00245,1.1380502406,-0.6080288070000001
ecoli_00246,-0.1543025768,-0.15521653400000002
ecoli_00247,1.1262295162,-0.062074513000000005
ecoli_00248,-0.3134807738,0.22017011600000003
ecoli_00249,-0.3445334326,-0.39196175
ecoli_00250,-0.2219921944,-0.268240741
ecoli_00251,-0.47315583780000003,-0.42070694000000003
ecoli_00252,-0.26718410800000003,-0.3920402
ecoli_00253,-0.7111897617,0.27948975800000003
ecoli_00254,-0.555502229,0.106005782
ecoli_00255,-0.0609863028,0.050943315
ecoli_00256,0.36031124880000004,0.102468112
ecoli_00257,-1.0514832236,0.005439753
ecoli_00258,-1.1314777451,-0.174142778
ecoli_00259,0.99925243,0.016266468000000003
ecoli_00260,0.785477285,0.060672839000000006
ecoli_00261,-0.5509029563,-0.10176212
ecoli_00262,-0.5735338107,-0.35002623400000005
ecoli_00263,0.3026033481,-0.5509177430000001
ecoli_00264,-0.25200816870000003,-0.598931426
ecoli_00265,-0.7286751837000001,-0.191687606
ecoli_00266,0.088155144,-0.041082771000000004
ecoli_00267,0.8734396461,-0.40227669
ecoli_00268,0.6879331532,-0.37070369400000003
ecoli_00269,-0.0844472508,0.25372719
ecoli_00270,-0.5361240585,0.183229666
ecoli_00271,0.5860534308,-0.578017358
ecoli_00272,-0.1123338723,-0.448800472
ecoli_00273,0.2698153451,-0.14942153800000002
ecoli_00274,-0.6274922738,-0.262533105
ecoli_00275,-0.15780031,0.002508878
ecoli_00276,-0.17294621440000002,-0.044580667000000004
ecoli_00277,-0.1559370049,-0.09451562200000001
ecoli_00278,-0.1995956562,-0.18890020500000002
ecoli_00279,-1.2422893006,-0.050761246
ecoli_00280,-1.8912529374,-0.167986933
ecoli_00281,0.3729711502,-0.792366203
ecoli_00282,1.0510723311,-0.896947512
ecoli_00283,2.1978209932,-0.461123636
ecoli_00284,2.1663486588,-0.26981428700000004
ecoli_00285,1.1248049142,-0.271902751
ecoli_00286,1.256829397,-0.240594681
ecoli_00287,0.0438235858,-0.389579848
ecoli_00288,0.2368832958,-0.594365554
ecoli_00289,1.3116885292,-0.367976829
ecoli_00290,1.7429765235999999,-0.143685202
ecoli_00291,1.0483082486,-0.009784791000000001
ecoli_00292,0.0768320639,-0.032976364
ecoli_00293,0.5565946061,-0.18814855800000002
ecoli_00294,-0.1949682819,-0.25616087800000004
ecoli_00295,2.3009112293,-0.748606901
ecoli_00296,2.1459547927,-0.30472143700000004
ecoli_00297,0.1705697972,-0.024343618
ecoli_00298,0.0810250103,0.079199537
ecoli_00299,2.487110461,-0.591329302
ecoli_00300,2.3033263165,-0.729517052
ecoli_00301,1.2207721809,-0.297795175
ecoli_00302,1.2863729898,-0.324498094
ecoli_00303,0.3262660817,-0.308008422
ecoli_00304,0.13869968300000002,-0.421594701
ecoli_00305,-0.2351256358,0.253243885
ecoli_00306,0.1638967547,0.097138658
ecoli_00307,0.408191201,0.175809556
ecoli_00308,-0.24442816080000002,0.26056044700000003
ecoli_00309,-0.2975884808,0.079732536
ecoli_00310,-0.0073882632,0.082236055
ecoli_00311,0.6391724845,0.144858482
ecoli_00312,-0.1071508496,0.147877371
ecoli_00313,0.30906224320000003,-0.38237877800000003
ecoli_00314,-0.6557024465,-0.283026912
ecoli_00315,-0.7648626708,0.054599474
ecoli_00316,0.1101367533,-0.044668066
ecoli_00317,-0.2279935046,-0.039495466
ecoli_00318,-0.5703974366,-0.11313103000000001
ecoli_00319,-0.0179136926,-0.61580018
ecoli_00320,0.1355709918,-0.467570655
ecoli_00321,-0.0074404338,0.18494781600000001
ecoli_00322,0.1917112357,0.326753609
ecoli_00323,2.003098088,-0.554535532
ecoli_00324,2.7560862542,-0.5354291560000001
ecoli_00325,2.3351602572,-0.7095126810000001
ecoli_00326,2.6677906780000002,-0.380331548
ecoli_00327,0.1491115316,-0.37646575600000004
ecoli_00328,-0.37799245600000003,-0.43899274200000005
ecoli_00329,0.2774688194,-0.45662597800000004
ecoli_00330,0.0011060581,-0.204790244
ecoli_00331,0.279353942,-0.3778178
ecoli_00332,-0.0176935883,-0.36539870500000005
ecoli_00333,1.1233162416,-0.221088107
ecoli_00334,0.7256577508000001,-0.39766256
ecoli_00335,1.8378333744000002,-0.7221438680000001
ecoli_00336,2.1533074916,-0.523034227
ecoli_00337,1.0378605516,-0.250590651
ecoli_00338,2.4155414217,-0.21581629600000002
ecoli_00339,0.1648511494,-0.8406815400000001
ecoli_00340,0.626085699,-0.48608312000000004
ecoli_00341,1.4263080258,-0.6858033920000001
ecoli_00342,0.9196099943,-0.650857761
ecoli_00343,-0.4211810881,-0.20426765500000002
ecoli_00344,-0.0365072735,-0.188747365
ecoli_00345,-0.059115400900000004,-0.158782125
ecoli_00346,-0.22810781100000002,-0.14046143700000002
ecoli_00347,0.8018662018,-0.6065606720000001
ecoli_00348,0.6190344195,-0.675516886
ecoli_00349,1.3653752822,-1.036799831
ecoli_00350,1.4043930896,-0.894234653
ecoli_00351,2.4876039042,-0.27946164300000004
ecoli_00352,1.5375055065,-0.9145852950000001
ecoli_00353,1.1692803864,-0.644331934
ecoli_00354,0.9049255047,-0.7305830130000001
ecoli_00355,-0.6740967593,0.023291759000000002
ecoli_00356,0.0199864766,-0.12322967
ecoli_00357,0.2982374986,-0.381330455
ecoli_00358,0.7435704224,-0.24343318
ecoli_00359,-0.7717583426,-0.158233789
ecoli_00360,-0.5422682715,-0.29977500300000004
ecoli_00361,-0.09676190750000001,-0.39729007600000005
ecoli_00362,0.1315208857,-0.41745367
ecoli_00363,-0.1252555246,-0.759920555
ecoli_00364,-0.4397564773,-0.535866308
ecoli_00365,-0.4603125179,-1.204076807
ecoli_00366,-1.2756821852,-1.2297455290000001
ecoli_00367,1.0520103065,-1.225116026
ecoli_00368,1.076011183,-1.183991264
ecoli_00369,-0.2508058526,-0.6587846970000001
ecoli_00370,-0.44663441540000004,-0.697828058
ecoli_00371,-0.6494795132,-1.5310541199999999
ecoli_00372,-0.4438219317,-1.28521223
ecoli_00373,0.45582786950000004,-1.696641078
ecoli_00374,0.7435159963,-1.655076121
ecoli_00375,0.08208975660000001,-0.43082959
ecoli_00376,-0.2861207119,-0.32558148000000003
ecoli_00377,-0.9381422999000001,-0.626750998
ecoli_00378,-0.6550332254,-0.5568623140000001
ecoli_00379,-0.7831785291000001,-0.7910804330000001
ecoli_00380,-0.5425559591,-0.891346767
ecoli_00381,0.08676930690000001,-0.72326888
ecoli_00382,-0.6108357523,-0.628107545
ecoli_00383,-0.819317319,-1.270888657
ecoli_00384,-1.0623958603,-1.100962646
ecoli_00385,1.4063328601,-1.240538035
ecoli_00386,0.6706795095,-1.046215723
ecoli_00387,0.13609945780000002,-0.7520748540000001
ecoli_00388,0.1737296952,-0.694715645
ecoli_00389,0.2683673884,-1.318940386
ecoli_00390,-0.5205974905,-1.144270582
ecoli_00391,-0.3536694963,-0.9922550560000001
ecoli_00392,0.0710277434,-0.9811487160000001
ecoli_00393,-1.2604654355,-0.282673545
ecoli_00394,-0.6341905983,-0.41652426200000003
ecoli_00395,-0.4384611371,-0.181983302
ecoli_00396,0.1692348953,-0.457175684
ecoli_00397,-1.0275814785,-0.621775127
ecoli_00398,-0.31522844980000003,-0.696447848
ecoli_00399,-0.786410161,-0.18257552300000002
ecoli_00400,-0.930067458,-0.099280425
ecoli_00401,0.052322448,0.23082186400000002
ecoli_00402,-0.40468810520000004,-0.418571118
ecoli_00403,1.5134178827,-0.08128352
ecoli_00404,0.9970013311,-0.630971704
ecoli_00405,-0.7996295170000001,0.020696785000000002
ecoli_00406,-1.4859524971,-0.062412535000000005
ecoli_00407,-0.10352456560000001,-0.37069768000000003
ecoli_00408,0.022672282800000002,-0.384089412
ecoli_00409,-0.5997239751,-0.75207884
ecoli_00410,-0.1092220255,-0.5819991750000001
ecoli_00411,-1.7900509866,-0.5934227360000001
ecoli_00412,-1.9719685818000001,-0.672847105
ecoli_00413,-0.1021555207,-0.41483032400000003
ecoli_00414,-0.2721975191,-0.417173795
ecoli_00415,0.7591292845000001,-0.059370086
ecoli_00416,0.9970911645,-0.43012982600000005
ecoli_00417,-0.7680100776000001,0.038360666
ecoli_00418,-0.8673212238,0.037703054
ecoli_00419,0.4071866608,-0.26097252400000004
ecoli_00420,0.5524759531,-0.262663176
ecoli_00421,-0.2123208362,0.025120704
ecoli_00422,0.11052449160000001,0.149838192
ecoli_00423,-0.641163382,-0.24529942200000002
ecoli_00424,-1.6069291391,-0.23421802700000002
ecoli_00425,-1.4732460958,-0.430644746
