,PN96_RS20235
SBRG_BHIN_Growth_Late_1,-0.28572781
SBRG_BHIN_Growth_Late_2,0.243941229
SBRG_BHIN_Growth_Mid_1,0.5314822749999999
SBRG_BHIN_Growth_Mid_2,-0.003220475
SBRG_BHIN_Growth_Stat_1,-0.5040972109999999
SBRG_BHIN_Growth_Stat_2,0.4394638639999999
SBRG_LBv2_Growth_Late_1,0.0059206619999999
SBRG_LBv2_Growth_Late_2,-0.317017227
SBRG_LBv2_Growth_Mid_1,0.1054196749999999
SBRG_LBv2_Growth_Mid_2,-0.105419675
SBRG_LBv2_Growth_Stat_1,-0.535475735
SBRG_LBv2_Growth_Stat_2,-0.528204052
SBRG_MHB_Rich_Mid_1,0.4944050399999999
SBRG_MHB_Rich_Mid_2,0.3434380130000001
SBRG_NBO_Rich_Mid_1,0.732313604
SBRG_NBO_Rich_Mid_2,0.0894080429999999
SBRG_M9Na_Arabinose_Mid_1,-1.0737495564999997
SBRG_M9Na_Arabinose_Mid_2,-1.0584861574999995
SBRG_M9Na_Galactose_Mid_1,-0.2009438064999997
SBRG_M9Na_Galactose_Mid_2,-0.7441367214999997
SBRG_M9Na_GlcNAcGrowth_Late_1,-0.4973513164999996
SBRG_M9Na_GlcNAcGrowth_Late_2,-0.3908021524999996
SBRG_M9Na_GlcNAcGrowth_Mid_1,-0.1138038664999996
SBRG_M9Na_GlcNAcGrowth_Mid_2,-0.4970733614999996
SBRG_M9Na_GlcNAcGrowth_Stat_1,-1.0550117034999995
SBRG_M9Na_GlcNAcGrowth_Stat_2,-1.1535884764999995
SBRG_M9Na_GlcNAc_Mid_1,-0.7383342284999996
SBRG_M9Na_GlcNAc_Mid_2,-0.5620183464999997
SBRG_M9Na_Gluconate_Mid_1,-0.9302032444999996
SBRG_M9Na_Gluconate_Mid_2,-0.8461466404999998
SBRG_M9Na_Glucosamine_Mid_1,-1.2101006454999998
SBRG_M9Na_Glucosamine_Mid_2,-1.1146588914999995
SBRG_M9Na_Glycerol_Mid_1,-0.8653142614999998
SBRG_M9Na_Glycerol_Mid_2,-0.9023633144999996
SBRG_M9Na_Maltose_Mid_1,-0.5959360054999996
SBRG_M9Na_Maltose_Mid_2,-0.4780499584999997
SBRG_M9Na_Mannitol_Mid_1,-0.6613522004999997
SBRG_M9Na_Mannitol_Mid_2,-1.0825099924999997
SBRG_M9Na_Trehalose_Mid_1,-1.6767475544999997
SBRG_M9Na_Trehalose_Mid_2,-0.4452615364999996
SBRG_M9Na_ethanol_Mid_1,-0.9570182814999996
SBRG_M9Na_ethanol_Mid_2,0.8934479635000003
SBRG_M9Na_fructose_Mid_1,-1.0470799334999996
SBRG_M9Na_fructose_Mid_2,-1.0051464184999996
SBRG_M9Na_fumarate_Mid_1,-0.5862179494999997
SBRG_M9Na_fumarate_Mid_2,-0.7114663724999997
SBRG_M9Na_glucoseGrowth_Late_1,-0.2135567124999997
SBRG_M9Na_glucoseGrowth_Late_2,-0.2961161034999997
SBRG_M9Na_glucoseGrowth_Mid_1,0.0959923905000001
SBRG_M9Na_glucoseGrowth_Mid_2,-0.0959923904999997
SBRG_M9Na_glucoseGrowth_Stat_1,-0.4588670884999997
SBRG_M9Na_glucoseGrowth_Stat_2,-1.1529197714999997
SBRG_M9Na_ribose_Mid_1,-1.0553385974999996
SBRG_M9Na_ribose_Mid_2,-1.0375131854999995
SBRG_M9Na_succinate_Mid_1,-0.6108832614999997
SBRG_M9Na_succinate_Mid_2,-1.0813821484999997
SBRG_M9Na_sucrose_Mid_1,-0.7483642854999997
SBRG_M9Na_sucrose_Mid_2,-0.8980768214999997
SBRG_LBv2_HapROver_Late_1,0.664214826
SBRG_LBv2_HapROver_Late_2,0.7219765170000001
SBRG_LBv2_HapROver_Mid_1,0.0778292299999999
SBRG_LBv2_HapROver_Mid_2,0.316674871
SBRG_LBv2_HapROver_Stat_1,0.0075033249999999
SBRG_LBv2_HapROver_Stat_2,0.1138974389999999
SBRG_LBv2_LuxOOver_Late_1,-0.293277301
SBRG_LBv2_LuxOOver_Late_2,-0.093601767
SBRG_LBv2_LuxOOver_Mid_1,-0.391496592
SBRG_LBv2_LuxOOver_Mid_2,-0.1180495609999999
SBRG_LBv2_LuxOOver_Stat_1,-0.31848783
SBRG_LBv2_LuxOOver_Stat_2,-0.614623901
SBRG_LBv2_QstROver_Late_1,-0.388241799
SBRG_LBv2_QstROver_Late_2,-0.392635524
SBRG_LBv2_QstROver_Mid_1,-0.0848614739999999
SBRG_LBv2_QstROver_Mid_2,-0.364704803
SBRG_LBv2_QstROver_Stat_1,-0.0761347639999999
SBRG_LBv2_QstROver_Stat_2,-0.129590955
SBRG_LBv2_TfoXOver_Late_1,-0.711741823
SBRG_LBv2_TfoXOver_Late_2,-0.6034386
SBRG_LBv2_TfoXOver_Mid_1,0.807029878
SBRG_LBv2_TfoXOver_Mid_2,0.565075037
SBRG_LBv2_TfoXOver_Stat_1,0.1869089219999999
SBRG_LBv2_TfoXOver_Stat_2,-0.23491315
SRX12193062,-0.384008566
SRX12193071,0.580221802
SRX12193063,0.384008566
SRX12193072,0.3854698789999999
SBRG_LBv2_LowpH_Mid_1,0.4375907519999999
SBRG_LBv2_LowpH_Mid_2,0.285019976
SBRG_LBv2_highSalt_Mid_1,0.981805145
SBRG_LBv2_highSalt_Mid_2,1.128741651
SBRG_M9Na_glucoseKanamycin_Mid_1,0.9403003625000004
SBRG_M9Na_glucoseKanamycin_Mid_2,0.8738972585000004
SRX8117098,-0.1329478835
SRX8117099,0.1329478834999999
SRX8117100,0.4386464484999999
SRX8117101,0.2380994474999999
SBRG_OSS_TfoXOver_Stat_1,0.49728685
SBRG_OSS_TfoXOver_Stat_2,0.422732799
SBRG_OSS_VectorOnly_Stat_1,0.248209599
SBRG_OSS_VectorOnly_Stat_2,-0.248209599
SBRG_LBv2_TfoXOver_Recov_1,-0.2529902585
SBRG_LBv2_TfoXOver_Recov_2,0.0607267564999999
SBRG_LBv2_VectorOnly_Recov_1,-0.0260446425
SBRG_LBv2_VectorOnly_Recov_2,0.0260446424999999
