,-0.048593645399999996,-0.032395763599999995,-0.016197881799999994,6.938893903907228e-18,0.016197881800000008,0.032395763600000016,0.04859364540000001,0.0647915272,0.08098940900000001,0.09718729080000002,0.11338517260000003,0.1295830544,0.14578093620000002,0.16197881800000002,0.1781766998,0.1943745816,0.21057246340000002,0.2267703452,0.24296822700000004,0.2591661088
thresh,-0.0404947045,0.0404947045,2,,,,,,,,,,,,,,,,,
unreg,2,24,669,4358,419,37,16,11,6,10,9,1,1,1,0,4,1,0,0,0
AtsR,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0
unreg_genes,['PA5024' 'cysD'],[],[],[],[],[],"['PA3287' 'PA2326' 'trxB2' 'PA0848' 'PA2059' 'PA0730' 'PA2060' 'PA2293'
 'PA5102' 'tauD' 'PA2603' 'katB' 'msuE' 'PA3939' 'PA3932' 'PA2599']","['PA3933' 'PA2083' 'PA2597' 'oprE' 'PA2598' 'PA2335' 'PA0187' 'PA2058'
 'PA2358' 'PA4191' 'PA2310']",['PA2057' 'PA2336' 'PA2050' 'PA2595' 'PA2596' 'PA3449'],"['PA2589' 'PA2590' 'PA2084' 'PA2092' 'PA2087' 'PA2088' 'PA2090' 'PA2307'
 'PA2051' 'PA2089']","['PA2091' 'PA2309' 'PA2085' 'PA2070' 'PA2086' 'PA2308' 'PA2094' 'PA2093'
 'PA3447']",['PA3448'],['atsR'],['tonB2'],[],['PA0192' 'PA0194' 'exbB1' 'exbD1'],['PA0193'],[],[],[]
AtsR_genes,[],[],[],[],[],[],[],[],[],[],[],[],['PA0185'],[],['PA0184' 'atsA'],[],[],[],[],[]
