,PN96_RS24125
SBRG_BHIN_Growth_Late_1,0.5695882695000005
SBRG_BHIN_Growth_Late_2,0.6697155805000001
SBRG_BHIN_Growth_Mid_1,0.0998579315000007
SBRG_BHIN_Growth_Mid_2,0.4254439395000009
SBRG_BHIN_Growth_Stat_1,-2.0566933564999994
SBRG_BHIN_Growth_Stat_2,-1.6739980845
SBRG_LBv2_Growth_Late_1,-0.8965764494999995
SBRG_LBv2_Growth_Late_2,-1.4020312334999998
SBRG_LBv2_Growth_Mid_1,-0.0834228934999998
SBRG_LBv2_Growth_Mid_2,0.0834228934999998
SBRG_LBv2_Growth_Stat_1,-2.5725568595
SBRG_LBv2_Growth_Stat_2,-2.6663311615
SBRG_MHB_Rich_Mid_1,0.7250573075000002
SBRG_MHB_Rich_Mid_2,1.1924095445000005
SBRG_NBO_Rich_Mid_1,0.0613160674999999
SBRG_NBO_Rich_Mid_2,-0.0772350015
SBRG_M9Na_Arabinose_Mid_1,0.5115954904999995
SBRG_M9Na_Arabinose_Mid_2,0.7929813374999988
SBRG_M9Na_Galactose_Mid_1,0.7016262564999991
SBRG_M9Na_Galactose_Mid_2,0.5760750765000004
SBRG_M9Na_GlcNAcGrowth_Late_1,-0.5907177275000004
SBRG_M9Na_GlcNAcGrowth_Late_2,-0.6066622235000008
SBRG_M9Na_GlcNAcGrowth_Mid_1,-0.3023366145000006
SBRG_M9Na_GlcNAcGrowth_Mid_2,-0.2316121945000002
SBRG_M9Na_GlcNAcGrowth_Stat_1,-2.7817712455000008
SBRG_M9Na_GlcNAcGrowth_Stat_2,-2.8934513505000004
SBRG_M9Na_GlcNAc_Mid_1,0.1167015055
SBRG_M9Na_GlcNAc_Mid_2,-0.1161739075000003
SBRG_M9Na_Gluconate_Mid_1,0.3720232034999995
SBRG_M9Na_Gluconate_Mid_2,0.2585762564999996
SBRG_M9Na_Glucosamine_Mid_1,-0.3867872385000002
SBRG_M9Na_Glucosamine_Mid_2,-0.9482324635
SBRG_M9Na_Glycerol_Mid_1,0.9881542364999998
SBRG_M9Na_Glycerol_Mid_2,0.8156825144999988
SBRG_M9Na_Maltose_Mid_1,-0.0758321915000008
SBRG_M9Na_Maltose_Mid_2,0.0708869554999989
SBRG_M9Na_Mannitol_Mid_1,0.4289830605000002
SBRG_M9Na_Mannitol_Mid_2,0.4479187934999995
SBRG_M9Na_Trehalose_Mid_1,0.1067970994999996
SBRG_M9Na_Trehalose_Mid_2,0.1117488034999993
SBRG_M9Na_ethanol_Mid_1,-0.9121946945
SBRG_M9Na_ethanol_Mid_2,0.5401024005000004
SBRG_M9Na_fructose_Mid_1,0.3157708975000002
SBRG_M9Na_fructose_Mid_2,-0.3299703345000004
SBRG_M9Na_fumarate_Mid_1,1.5832416174999988
SBRG_M9Na_fumarate_Mid_2,1.5784930655
SBRG_M9Na_glucoseGrowth_Late_1,-0.2893604775000007
SBRG_M9Na_glucoseGrowth_Late_2,-0.3144815555000004
SBRG_M9Na_glucoseGrowth_Mid_1,0.0389445564999988
SBRG_M9Na_glucoseGrowth_Mid_2,-0.0389445565000006
SBRG_M9Na_glucoseGrowth_Stat_1,-1.3519141845
SBRG_M9Na_glucoseGrowth_Stat_2,-1.6336757345000006
SBRG_M9Na_ribose_Mid_1,0.4215186724999995
SBRG_M9Na_ribose_Mid_2,1.2037414574999996
SBRG_M9Na_succinate_Mid_1,0.1098645815000001
SBRG_M9Na_succinate_Mid_2,0.0828446725000002
SBRG_M9Na_sucrose_Mid_1,0.658871272499999
SBRG_M9Na_sucrose_Mid_2,1.2897042284999998
SBRG_LBv2_HapROver_Late_1,-0.2371898735000002
SBRG_LBv2_HapROver_Late_2,-0.1387131274999991
SBRG_LBv2_HapROver_Mid_1,0.0210373085000004
SBRG_LBv2_HapROver_Mid_2,0.1542606175000003
SBRG_LBv2_HapROver_Stat_1,-0.1789640774999998
SBRG_LBv2_HapROver_Stat_2,-0.4187250114999994
SBRG_LBv2_LuxOOver_Late_1,-1.4893145314999998
SBRG_LBv2_LuxOOver_Late_2,-1.2249868924999996
SBRG_LBv2_LuxOOver_Mid_1,-0.8469382205000002
SBRG_LBv2_LuxOOver_Mid_2,-0.3727737465
SBRG_LBv2_LuxOOver_Stat_1,-0.4812256475000005
SBRG_LBv2_LuxOOver_Stat_2,-0.4900316075000006
SBRG_LBv2_QstROver_Late_1,-1.5104345724999997
SBRG_LBv2_QstROver_Late_2,-1.6092013234999998
SBRG_LBv2_QstROver_Mid_1,-1.3484876324999997
SBRG_LBv2_QstROver_Mid_2,-1.1102039185
SBRG_LBv2_QstROver_Stat_1,-0.9148139685
SBRG_LBv2_QstROver_Stat_2,-0.5998841274999993
SBRG_LBv2_TfoXOver_Late_1,-3.0754353455
SBRG_LBv2_TfoXOver_Late_2,-2.5693651195
SBRG_LBv2_TfoXOver_Mid_1,-0.8113173094999997
SBRG_LBv2_TfoXOver_Mid_2,-0.8402700945000001
SBRG_LBv2_TfoXOver_Stat_1,-0.5885031694999991
SBRG_LBv2_TfoXOver_Stat_2,-0.587146924499999
SRX12193062,-0.0471247740000002
SRX12193071,0.110520975
SRX12193063,0.0471247739999993
SRX12193072,0.1747400099999998
SBRG_LBv2_LowpH_Mid_1,0.6433745344999995
SBRG_LBv2_LowpH_Mid_2,0.6985843875000004
SBRG_LBv2_highSalt_Mid_1,-3.2256266615
SBRG_LBv2_highSalt_Mid_2,-3.2091104095
SBRG_M9Na_glucoseKanamycin_Mid_1,0.0772408914999989
SBRG_M9Na_glucoseKanamycin_Mid_2,-0.0293957675000005
SRX8117098,-0.0797880935000003
SRX8117099,0.0797880935000003
SRX8117100,-0.3578228394999998
SRX8117101,-0.2636556785000001
SBRG_OSS_TfoXOver_Stat_1,-0.2902699364999996
SBRG_OSS_TfoXOver_Stat_2,0.1360083965000003
SBRG_OSS_VectorOnly_Stat_1,-0.0239885434999997
SBRG_OSS_VectorOnly_Stat_2,0.0239885434999997
SBRG_LBv2_TfoXOver_Recov_1,-1.466804614
SBRG_LBv2_TfoXOver_Recov_2,-1.363539769
SBRG_LBv2_VectorOnly_Recov_1,-0.7044773439999998
SBRG_LBv2_VectorOnly_Recov_2,0.7044773440000007
