,A,CsgD,RpoS,CpxR,FliZ,BtsR
hot_tale__hot_ale3_30c__2,-0.1470367909193323,-1.8557401670000004,-0.7026216259999991,-1.1382320190000002,5.804386139499999,-0.17018105949999995
hot_tale__hot_ale3_37c__1,-0.4125349552881854,-3.0001089650000012,-1.4008936260000002,-0.8373825720000009,5.419553338500002,0.1351725014999996
hot_tale__hot_ale3_37c__2,-1.166981302129081,-2.6013611910000005,-1.261976733000001,-0.7918612400000002,5.381424309499999,0.1699008374999993
hot_tale__hot_ale3_44c__1,-2.1844553846019195,-0.3558328320000008,-1.372628723,-0.2720702690000003,3.1107724554999985,0.14856437649999954
hot_tale__hot_ale3_44c__2,-1.0571375678239043,-0.22132408300000075,-1.5608087029999993,-0.3483393110000001,2.7740396894999995,0.01787969849999982
hot_tale__hot_ale4_30c__1,-1.376434492900938,-3.1165121430000013,-1.9313040480000003,-1.3759843010000008,5.3019990235000005,0.07488559849999987
hot_tale__hot_ale4_30c__2,-1.061402601758784,-2.408007848000001,-1.859626883,-1.3259132100000004,5.1959628735,0.08986347349999946
hot_tale__hot_ale4_37c__1,-1.2871599406600864,-2.5967161860000005,-1.8883688719999998,-1.0898555329999997,5.9219945345,0.4369812424999999
hot_tale__hot_ale4_37c__2,-1.0170260751488234,-2.7898420220000006,-1.8301999230000003,-0.7698779820000006,5.8513224755,0.5173525264999999
hot_tale__hot_ale4_44c__1,-0.4627855440101355,-0.3058123410000002,-1.3972837360000003,0.03000774700000086,2.9112701885000005,0.2733334094999993
hot_tale__hot_ale4_44c__2,-0.4772765524527393,-0.14522434200000056,-1.3387296620000004,-0.07318856700000076,4.0816889294999985,0.41802635549999945
hot_tale__hot_ale8_30c__1,-1.0667170217102269,-3.4373017150000007,-1.9839582040000003,-1.3573399270000008,6.089087789500001,0.15487995449999925
hot_tale__hot_ale8_30c__2,-1.0797343221530844,-3.2953785810000014,-1.9168988690000008,-1.317130691,5.9660606455,-0.19559677850000054
hot_tale__hot_ale8_37c__1,-0.1288508073785229,-2.750661758000001,-1.904136262,-0.9532708450000004,6.122221521499998,0.1652293164999996
hot_tale__hot_ale8_37c__2,-0.6264815004224795,-2.5443003970000007,-1.8966237050000003,-0.9193279729999996,6.004274145499999,-0.03723366250000026
hot_tale__hot_ale8_44c__1,-0.5957368477438855,-0.4029927510000002,-1.4268070109999993,-0.06267672399999924,3.5334206275,0.2603518705000001
hot_tale__hot_ale8_44c__2,-0.1165295310927804,-0.44033125400000106,-1.4012864030000003,-0.22350117299999986,4.3903497015,0.3046675414999997
hot_tale__hot_ale9_mid_30c__1,-0.7071361079436488,-0.4798498780000005,-1.4862597169999994,-1.101302446,5.226066481499999,-0.13594917150000094
hot_tale__hot_ale9_mid_30c__2,-0.6808386544350904,-0.9242449090000012,-1.6028070109999994,-1.123741968,5.102889585499999,0.005223810499999536
hot_tale__hot_ale9_30c__1,-0.7652220443528726,-2.4533560130000005,-1.7950013550000008,-1.086531153,5.6305496975,0.2285216584999992
hot_tale__hot_ale9_30c__2,-0.5027697768631658,-2.6288006610000005,-1.947474307,-0.944917865,5.7080261635000005,0.2877190434999992
hot_tale__hot_ale9_mid_37c__1,-0.6803110673423426,-1.3134151490000008,-1.6525674640000003,-1.1753819829999994,5.616464254499999,0.4518896634999994
hot_tale__hot_ale9_mid_37c__2,-0.5959731556675688,-1.4007167220000003,-1.6748199380000006,-1.1582209089999995,5.659227845499999,0.4340672294999992
hot_tale__hot_ale9_37c__1,-0.4980150721485678,-2.0753063200000006,-1.4977907750000004,-0.8424627180000002,5.5504935735,0.4121021894999997
hot_tale__hot_ale9_37c__2,-0.7745193015848446,-2.0514726410000006,-1.5303036040000002,-0.8258320770000003,5.615694049499999,0.2919180455000001
hot_tale__hot_ale9_mid_44c__1,-0.6586561637103042,-0.0003154270000003123,-1.1648128910000004,-0.4604730940000002,0.08058006150000008,0.4267098075
hot_tale__hot_ale9_mid_44c__2,-0.619329605268365,-0.14739887500000126,-0.9895178179999996,-0.25778105299999954,0.20125396450000024,0.3594794814999993
hot_tale__hot_ale9_44c__1,-0.7103342342388649,0.0573006179999993,-0.8601416400000002,-0.19707644,0.17684577449999986,0.4652087074999995
hot_tale__hot_ale9_44c__2,-0.7551227254858915,-0.11726301700000084,-0.8377917470000007,-0.23699719400000066,0.4746732875000004,0.5056558134999989
hot_tale__hot_ale10_30c__1,-1.160077299790836,-2.090370999000001,-1.3864959540000008,-0.9407211489999998,5.5582104145,0.00023751149999906573
hot_tale__hot_ale10_30c__2,-0.5941814770866537,-1.8790775550000005,-1.4021387819999998,-0.8106305420000011,5.4976350755,-0.2779493075000001
hot_tale__hot_ale10_37c__1,-0.6512564809581065,-2.8374618420000006,-1.4716649169999998,-0.917643721,5.8133705885000015,0.34132781749999985
hot_tale__hot_ale10_37c__2,-0.7207849529484623,-2.8200780410000013,-1.5490202170000007,-0.9719036560000004,5.8665418925,0.37910601149999934
hot_tale__hot_ale10_44c__1,0.1116241876986156,0.15691724599999898,-0.9616132069999992,-0.3839800000000002,3.0911386105000003,0.6975938524999998
hot_tale__hot_ale10_44c__2,-0.3195033900340798,0.7399763619999993,-0.9517457350000011,-0.16028494399999982,2.5035359165,0.7854559534999996
hot_tale__hot_ale16_30c__1,-1.803339814774482,-2.3389624380000007,-1.5313009379999991,-1.156334171,5.422026204499999,-0.12629331550000078
hot_tale__hot_ale16_30c__2,-1.4784858928183258,-2.3662063880000006,-1.6343591869999994,-1.0266639519999998,5.545840044499999,-0.22872934550000054
hot_tale__hot_ale16_37c__1,-1.122664998015931,-1.826437415000001,-1.5650683179999998,-1.1844748239999987,5.6205115225,0.20630927849999914
hot_tale__hot_ale16_37c__2,-1.2180140617948858,-2.142620069000001,-1.6141350879999994,-1.1742849679999994,5.626379062500001,0.2005948205000001
hot_tale__hot_ale16_44c__1,-0.585709727232911,0.05151617900000005,-1.2489221809999993,-0.41894225500000015,1.7481114325,0.7671466765000003
hot_tale__hot_ale16_44c__2,-0.6786402960922979,0.1086850290000001,-1.1555121919999998,-0.2856581620000016,0.7332496344999999,0.8877203304999997
pdhr_ale__pdhR-13_51__1,0.6851987373678297,0.660771905999999,0.5452866519999997,-0.11419232600000127,4.5063532255,0.02413390049999986
pdhr_ale__pdhR-13_51__2,0.2912118047548829,0.6691774979999998,0.41892709200000056,-0.09090013600000013,4.036187212500002,0.12896367749999982
pdhr_ale__pdhR-14_46__1,-0.4815911835530143,2.514712112,1.5375000920000002,0.11974795200000088,0.27416379250000045,-0.4060675105000007
pdhr_ale__pdhR-14_46__2,-0.5708677932186087,1.9966246219999988,1.4069425520000003,0.12486786200000033,0.15073814349999992,-0.18036028449999986
pdhr_ale__pdhR-15_51__1,-0.2807862672425275,1.413238884,0.5506141820000003,-0.1529568620000008,4.7550778555,-0.2478915905000001
pdhr_ale__pdhR-15_51__2,-0.2574286266550677,1.4981912430000008,0.542759671999999,-0.1056479760000002,4.8521146265,-0.11095923350000092
pdhr_ale__pdhR-16_49__1,-0.2333227391913949,2.801432444,0.8923856620000006,0.1736673660000001,0.5156883985,-0.2371050805000001
pdhr_ale__pdhR-16_49__2,-0.5731032727424283,2.336376839,1.664690922,-0.08014692899999963,0.10160144150000017,-0.5585721255000005
tcs__del_atoC_LiAcet__1,-1.1551538600512614,-1.4708641010000008,0.1400875759999991,0.07293228799999874,-1.3447920045,0.8218092774999999
tcs__del_atoC_LiAcet__2,-1.6949488084528606,-1.6710381080000003,0.3175289919999997,0.08558736999999894,-0.9688211884999998,0.9268594905000008
tcs__del_atoC_LiCl__1,-1.102814236498877,-0.7397343560000005,0.5720978920000004,0.08524624999999908,-0.9696946255,0.5819520804999998
tcs__del_atoC_LiCl__2,-1.3327080785701064,-0.8932264660000007,0.6645033520000005,0.0186196160000005,-0.2797811554999998,0.7669174664999998
tcs__del_atoC_m9__1,-0.3750269970188819,-0.686856338000001,0.4565168320000002,-0.04577471800000055,-0.4674688905000002,0.7420590794999997
tcs__del_atoC_m9__2,-0.5745556915235995,-0.8900601320000003,0.4858056319999999,-0.051182880000000715,-0.1380186095,0.6179421204999995
tcs__del_baeR_etoh__1,0.6685410679338595,-5.653592756000001,-0.3660686989999995,-1.4581327789999987,-1.2039569135,0.6959836984999992
tcs__del_baeR_etoh__2,1.418403598185141,-6.009046678000001,-0.18654836400000008,-1.1763932190000004,-0.8133503934999999,0.9212543965000002
tcs__del_baeR_lb__1,2.141438922272293,-2.6506723750000005,1.7351000919999997,0.23402994399999955,2.3978380595,-0.3034723975000002
tcs__del_baeR_lb__2,1.8261935104935048,-2.0916803720000012,1.6869867619999999,0.2443653440000002,2.5885582355000003,-0.4591419615000021
tcs__del_btsR_01xlb__1,4.057598912141987,3.5445209729999982,1.4074916319999993,-0.4494025549999998,0.3712025914999999,-4.1845354215000015
tcs__del_btsR_01xlb__2,4.402644822035833,3.541847981,1.352980122,-0.5649843890000001,0.2310526815,-4.8343927655000005
tcs__del_btsR_lb__1,-1.0769142955082744,-3.0750188790000017,-0.6825328420000005,-0.0695399830000003,1.2123751345000002,-4.8343927655000005
tcs__del_btsR_lb__2,-0.924791910168372,-3.2832068310000007,-0.7267166940000003,0.005588332000000307,1.4708552145000002,-4.8343927655000005
tcs__del_btsR_pyruvate__1,3.066066255826104,3.0917214799999986,1.308905381999999,-0.5116017770000011,0.07235635750000036,-4.8343927655000005
tcs__del_btsR_pyruvate__2,3.19350799386232,3.1186854810000004,1.2243911920000006,-0.5205223670000017,0.25240600350000003,-4.8343927655000005
tcs__del_cpxR_etoh__1,-0.0820689427255027,-4.8421238870000005,-1.1037663309999992,-8.11516967,0.28125380050000004,0.9408029184999992
tcs__del_cpxR_etoh__2,-0.0061828960534036,-4.550997560000001,-1.0972002140000008,-8.11516967,-0.3668905334999999,0.9325634184999992
tcs__del_cpxR_lb__1,1.794623366214168,-2.4383301350000006,1.5897364320000005,-8.11516967,1.9770340845000005,-0.16113762350000016
tcs__del_cpxR_lb__2,1.2895642599493595,-2.5394433150000006,1.7093981219999996,-8.11516967,2.0966635735,-0.2435538865000009
tcs__del_cusR_CuSO4__1,-0.0502439434473051,-4.972910545,1.2612222119999998,1.1031450750000005,1.0128888985,0.4392965744999993
tcs__del_cusR_CuSO4__2,0.4545914826011544,-4.619761443000001,1.344198651999999,1.0918724490000002,0.9432212725000017,0.4585581624999993
tcs__del_cusR_lb__1,-0.5430399756679251,-3.6580545990000006,-0.045943152999999626,-0.1889431290000001,0.9022049445000002,1.5803786214999995
tcs__del_cusR_lb__2,-0.4946419067585983,-3.1327522690000005,-0.08051990100000063,-0.3044116630000007,0.8832668804999999,1.4778051605000002
tcs__del_kdpE_01-kcl__1,1.0544537883242735,1.9859014079999997,2.1430292019999992,0.5676237390000001,0.8752565895000002,-0.6175159115000008
tcs__del_kdpE_01-kcl__2,0.7254198708659925,2.050807034,2.1303641419999995,0.5081176339999995,0.8047028175,-0.5141697155000005
tcs__del_kdpE_115-kcl__1,0.9386676186353838,-0.06808477000000135,1.9626137519999995,-0.1285022660000017,0.03933937850000024,-0.4558707675000005
tcs__del_kdpE_115-kcl__2,1.1726870253867807,-0.18037043600000047,1.9231374920000004,-0.20955395399999865,-0.2814540834999999,-0.8333060005000004
tcs__del_phoB_m9__1,-1.0678354309037985,0.3610503369999991,1.017683461999999,0.0004925880000001825,-0.13871203749999994,0.18122769949999906
tcs__del_phoB_m9__2,-0.8576093873607238,0.4726108269999996,0.9924556320000004,0.058835445999999784,0.18773611950000024,0.22285548649999945
tcs__del_phoB_m9p__1,0.6860737772786544,-2.974167710000001,0.3819785919999994,-0.03515381500000103,-1.6679912835,-1.1088185615000006
tcs__del_phoB_m9p__2,0.541287181395482,-3.1233466430000005,0.3786073319999996,-0.007822716999999813,-1.5914595435,-1.0519624685000006
tcs__del_rcsB_etoh__1,0.189874666644896,-3.8587571510000007,0.6027950220000005,-0.7620316889999987,-0.6531415895000001,0.4018343934999988
tcs__del_rcsB_etoh__2,-0.2215869089027567,-4.127188509000002,0.6368650020000004,-0.6736793879999999,-0.9015589905,0.5339227724999995
tcs__del_rcsB_lb__1,0.3531055058412829,-3.2654538500000005,1.367672301999999,0.09179587799999922,0.7284750065000001,0.8504383705000009
tcs__del_rcsB_lb__2,0.969249181553674,-2.7603700350000007,1.4394831819999998,0.1545685670000001,1.3114851185000005,0.8463805055
tcs__del_zraR_lb__1,-1.6686861808770856,-2.1723822470000007,0.3257998620000002,-0.09834924599999972,1.1707289055,1.8081013345
tcs__del_zraR_lb__2,-1.5143688311617394,-1.7918797160000004,0.3942829220000004,-0.11137016800000056,1.3364399034999996,1.8681857005
tcs__del_zraR_zncl2__1,-0.9746914221438624,-3.950222483000001,1.110020682,0.5395339010000004,-0.3045331545000001,1.3652575354999996
tcs__del_zraR_zncl2__2,-1.0043282655864318,-3.832605414000001,1.140191741999999,0.5818603839999987,-0.4912190645000001,1.4297975084999992
tcs__wt_01-kcl__1,1.2879736373615014,0.8219461289999996,1.6509296320000004,0.2551139110000005,1.2314180035,-1.0841864905000005
tcs__wt_01-kcl__2,1.568029519906854,0.948036254999999,1.5050050220000006,0.2563628349999991,0.9181468955,-0.5982222815000009
tcs__wt_01xlb__1,2.9131604788409784,3.411858096,1.405993702,-0.6099235910000003,1.3471814825,-0.8308932695000006
tcs__wt_01xlb__2,3.239353844892511,3.2872454010000003,1.369863552,-0.6095663550000001,1.2048390995,-0.8956501005000006
tcs__wt_115-kcl__1,0.0455177982900618,-0.095282129000001,1.9654553519999995,-0.1420766620000009,0.18919562750000016,-0.9290519215000006
tcs__wt_115-kcl__2,0.3286065900924119,-0.22401656500000036,1.9559904019999996,-0.19695695700000027,0.33048568850000004,-0.5404759295000003
tcs__wt_CuSO4__1,0.0059938522039033,-4.30470573,0.9521508319999992,-0.3491044590000003,3.8351030525,1.4659661464999996
tcs__wt_CuSO4__2,0.1405798417051147,-4.985356007000001,1.0443749120000003,-0.2986586270000009,4.026958368500002,1.5761790194999996
tcs__wt_etoh__1,1.756632087988414,-3.7930366160000006,1.2274404620000006,-0.44597890600000056,0.6497213665000001,1.2835935394999989
tcs__wt_etoh__2,1.681041809195127,-3.751875741000001,1.175064451999999,-0.3586412670000003,0.2436261205000001,1.2958843794999997
tcs__wt_lb__1,2.0597968779666918,-2.683574148000001,0.8492971019999995,0.10966768599999988,4.2338851075,0.489344385499999
tcs__wt_lb__2,2.2515210197181275,-2.3591498880000006,0.8937301820000005,0.13041708599999954,4.2675199555,0.5260048054999995
tcs__wt_LiAcet__1,-0.2947116906830312,-2.0106715370000012,0.4707743119999997,0.19330223700000104,3.7515275225,0.6138630164999999
tcs__wt_LiAcet__2,-0.2426948063217057,-0.874656765000001,0.3545623419999995,0.13087803999999892,3.6260127525,0.5151065084999988
tcs__wt_LiCl__1,-0.2598413980148048,-1.125851303000001,0.5484054020000002,0.12776876200000056,4.3817252364999995,0.5663617434999999
tcs__wt_LiCl__2,-0.1037652682908994,-1.0526436030000008,0.4702834819999993,0.13727762899999973,4.3960935755,0.2652701894999998
tcs__wt_m9p__1,0.3382498425876607,-3.1412303550000007,0.0929358889999996,0.14037129099999926,3.3872718345,-1.1676756715000003
tcs__wt_m9p__2,0.8636083677092714,-3.7305600510000008,0.06531996100000015,0.19542098799999866,3.3226794885000004,-1.0509975135000005
tcs__wt_pyr__1,2.821265565754669,2.8712021779999986,1.6245794119999992,-0.5108778540000003,0.9613591125000004,-1.2134914205000005
tcs__wt_pyr__2,2.993895804896718,2.940394431,1.586807102,-0.5182420179999996,1.5434002004999998,-1.040716644500001
tcs__wt_zncl2__1,-0.57601764827401,-4.035931132000002,0.5992908719999992,0.565597618,3.1827354975000004,1.0440396184999994
tcs__wt_zncl2__2,-0.4034686970313031,-4.5511575010000005,0.606785111999999,0.5700599939999993,3.0608093955,1.0639108654999996
ros_tale__0_0_0pq__1,-1.5399762567660509,-2.1050539070000007,-0.21162116,-0.9063387170000006,3.1637461254999995,0.0654873174999997
ros_tale__0_0_0pq__2,-1.5781623046685775,-1.9648034260000005,-0.1972240460000005,-0.8610538629999995,3.3003631705000003,-0.19001845550000065
ros_tale__0_0_250pq__1,1.2655548498338471,-0.18465213800000055,1.830212432,0.21075892,1.6807074735,-0.9570217865000004
ros_tale__0_0_250pq__2,1.0605038274529923,-0.11837601600000006,1.8180117919999998,0.14056082199999942,1.5082907134999999,-0.8741608345000005
ros_tale__1_mid_250pq__1,-0.9868128903079936,-1.3697963160000004,0.02145051599999981,-0.6644265690000006,2.9865611355,-0.30721948250000075
ros_tale__1_mid_250pq__2,-1.5760167790510209,-1.3384117380000005,0.12467335300000038,-0.6408598210000003,3.1191059744999987,-0.1696914205000004
ros_tale__1_0_0pq__3,-1.1978907255341775,-1.2978384740000006,-0.16620885100000038,-0.7224240620000009,4.5657399325,0.23541159849999985
ros_tale__1_0_0pq__4,-1.3164943291782658,-1.6873588130000003,-0.11242322400000047,-0.6526911480000006,4.577680792500002,0.10050687949999926
ros_tale__1_0_250pq__1,-0.8412792198458113,-1.7276981420000004,-0.14096666000000013,-0.8244349660000001,3.8998293805,-0.1939775275000004
ros_tale__1_0_250pq__2,-1.2526940780284717,-1.6695448520000005,-0.07097354799999955,-0.878853072000001,3.7543655805,-0.0652856875000003
ros_tale__1_0_750pq__1,-1.4281209575253888,-2.3497239850000007,0.3124861219999993,-1.1990032,3.3186759715000003,0.3629989794999995
ros_tale__1_0_750pq__2,-2.495463515454827,-3.0982859710000006,0.6919141819999997,-1.0979971810000002,3.3385111485000003,0.2142195254999999
ros_tale__1_1_0pq__1,-3.15210739267838,-2.9931330040000006,0.7869479320000003,-0.9518913410000004,4.871999620499999,0.2936447704999994
ros_tale__1_1_0pq__2,-2.467586970375647,-3.193586138000001,0.7573943019999998,-0.8028934609999999,4.6291143275,0.1484878294999996
ros_tale__1_1_250pq__1,-2.1021073149707696,-3.125979547000002,0.8782502319999992,-1.3570437039999987,4.6265108375,-0.02803593850000041
ros_tale__1_1_250pq__2,-1.8758451500991824,-3.1445825960000007,0.917509162,-1.3477130620000004,4.6347051215,-0.5774542445000002
ros_tale__1_1_750pq__1,-1.77891759247995,-2.9338101230000007,1.4049796420000007,-1.5270958629999996,4.6072644765,-0.08453180450000009
ros_tale__1_1_750pq__2,-1.6228057312625717,-2.9276636430000007,1.2115643719999998,-1.1930465020000005,4.5214728775,-0.3399063545000001
ros_tale__1_2_0pq__1,-1.8375066421236737,-2.8400955250000006,-0.20712402400000046,-1.47771221,6.033184383499999,0.034639764499999615
ros_tale__1_2_0pq__2,-2.4575824189337347,-2.9756787840000007,-0.19377329399999965,-0.7854254790000006,6.0832468555,0.029021605499999662
ros_tale__1_2_250pq__1,-2.4379715144690195,-2.5227057260000008,0.08313350199999903,-1.4669988170000003,6.077744795499999,0.18652169549999972
ros_tale__1_2_250pq__2,-1.9714343690092413,-3.1293196820000007,0.2143280369999996,-1.449036113,6.1334390155,-0.03550634850000023
ros_tale__1_2_750pq__1,-1.8250752309724825,-2.8691825520000003,0.29981098200000034,-1.3245790379999995,6.1773021765000005,0.11197487549999964
ros_tale__1_2_750pq__2,-1.778342689454031,-2.7211998510000006,0.2835187389999998,-1.23478113,6.1525784625,-0.004666527500000406
ros_tale__1_3_0pq__1,-1.454000830138215,-2.144703646000001,0.3799091919999995,-0.7984064270000006,6.272766209499999,-0.020585527500000644
ros_tale__1_3_0pq__2,-1.970333737326783,-2.216950673000001,0.4928210719999999,-0.9186238860000008,6.342366684500001,0.07501903349999939
ros_tale__1_3_250pq__1,-4.348850725121932,-2.7449895940000006,0.6446780719999996,-1.338775762000001,4.977416260499999,-0.010828454500000362
ros_tale__1_3_250pq__2,-3.083008260529559,-2.6924799820000005,0.9995141919999996,-0.9996017170000008,5.3062784745,0.2565421304999997
ros_tale__1_3_250pq__3,-2.784001589384656,-3.1812433720000004,0.9828902520000008,-1.0285048689999998,5.6031470955,0.7469719554999994
ros_tale__1_3_250pq__4,-4.084466560049235,-5.3719567470000005,0.8411365120000003,-0.7094920060000005,4.9246168095,0.2155401664999994
ros_tale__1_3_750pq__1,-3.1968889237324976,-2.1597010060000006,0.6866499319999999,-1.2147598879999997,5.2989215505,-0.12883296050000048
ros_tale__1_3_750pq__2,-2.2373345477578064,-2.2949111160000006,0.7047887020000001,-1.2032906710000004,5.3894199985,-0.4933499115000002
ros_tale__1_4_0pq__1,-0.9389210904039688,-1.8929861170000004,0.7022076819999992,-0.5579585379999994,4.2895514725,-0.1937309375000007
ros_tale__1_4_0pq__2,-1.4743130604725854,-2.0788245620000008,0.6370417919999998,-0.7329360370000009,4.3863470585,-0.18022374850000045
ros_tale__1_4_250pq__1,-1.2445216559881525,-2.2504241270000005,0.586811162,-1.1441822650000004,3.8384633675,-0.8763497165000005
ros_tale__1_4_250pq__2,-0.7109642735881764,-2.2720360100000008,0.7414351719999992,-0.9629349200000004,3.8712136994999993,0.06825897049999963
ros_tale__1_4_750pq__1,-1.8369527548593665,-2.2067884770000012,0.9147585819999992,-1.134663958,3.7038039345,-0.5206873965000005
ros_tale__1_4_750pq__2,-2.4338533725226297,-1.946564728000001,0.7827507520000001,-1.3546517050000002,3.381208103500001,-0.4086233965000004
ros_tale__1_4_750pq__3,-0.8934272460415275,-3.2692349340000018,1.2547179019999994,-0.8615780379999993,3.5199586295,-0.5369657325000006
ros_tale__1_4_750pq__4,-1.3321893187023104,-3.4145836620000005,1.3894021720000005,-1.2759771359999998,3.5174003115000003,-0.016668405500000816
ros_tale__2_mid_250pq__1,-0.8814200971007135,-0.5613920000000014,0.5977345920000001,-0.2650560860000004,2.1624249325000005,-0.2433775165000007
ros_tale__2_mid_250pq__2,-0.8153790928848064,-1.0452872800000002,0.22391677599999935,-0.4266907370000004,1.9310703275000003,-0.5208645995000003
ros_tale__2_0_0pq__1,-2.560292356996772,-1.87545315,0.7582373720000001,-0.2701216550000005,2.5829394694999994,-0.5752811095000006
ros_tale__2_0_0pq__2,-2.0561466977140097,-1.5066248680000005,0.7543898319999993,-0.2932722410000004,2.5430169635000004,-0.3574775695000003
ros_tale__2_0_250pq__1,-1.5303576548320938,-1.7439467790000007,-0.008456470000000493,-1.0068428250000006,1.5656788214999997,-0.4851005415000005
ros_tale__2_0_250pq__2,-1.8251120399208,-1.5953457900000003,0.0017487369999997784,-1.146121334,1.7100671035,-0.3630610395000007
ros_tale__2_0_750pq__1,-0.3378382280029682,-1.8122843520000007,1.072355732,-0.2420988600000005,-0.009588745499999884,-0.6162487795000002
ros_tale__2_0_750pq__2,0.3097005691506267,-1.547034301000001,1.1242296520000004,-0.09444603300000054,0.10069734250000018,-0.9828029795000006
ros_tale__2_1_0pq__1,-2.0379436975941165,-2.442908599000001,0.385690382,-1.2021151740000002,0.7815395505000002,-0.010927024499999938
ros_tale__2_1_0pq__2,-2.0964419656610134,-2.8215763490000008,0.3954835419999991,-1.167897117,1.2446259465000002,0.3330904104999997
ros_tale__2_1_250pq__1,-1.609027964301009,-3.7757534570000018,0.821033152,-0.8814448220000006,0.7099287534999998,-0.4363379475000002
ros_tale__2_1_250pq__2,-1.9272796846263989,-3.4700902630000012,0.4874058219999995,-0.8913671570000004,1.2495242875,-0.4815973145000001
ros_tale__2_1_750pq__1,-2.791272970396624,-3.2507002730000005,0.6522788819999992,-0.9051123939999988,0.5168859895,-0.4384840955000007
ros_tale__2_1_750pq__2,-1.712973426398526,-3.3995349840000006,0.6989125719999993,-0.7879700420000004,1.0865002785,-0.23076527250000026
ros_tale__2_1_750pq__3,-2.8941069447115773,-3.4212997880000007,0.6330313319999998,-0.8999967460000002,0.8466127965000001,-0.29909799850000063
ros_tale__2_2_0pq__1,-3.5357727915648547,-1.7387030140000013,0.197083490999999,-1.49600563,2.8478255605000005,0.8631288894999996
ros_tale__2_2_0pq__2,-3.4194567585090905,-1.4204811019999999,0.2026273159999992,-1.1453336440000002,3.1004866835000007,0.3563163384999992
ros_tale__2_2_250pq__1,-3.328354279142153,-2.137837174000001,0.07535655399999898,-1.3535615449999998,0.6307790135000002,1.1154521504999997
ros_tale__2_2_250pq__2,-3.377900186324882,-1.2463233100000002,-0.13739720699999936,-1.1329083999999998,0.15890882649999982,0.5367200084999997
ros_tale__2_2_750pq__1,-3.3575565995230563,-1.1082543300000005,0.11647995499999908,-1.149695115,-0.20107037249999984,0.7094978384999999
ros_tale__2_2_750pq__2,-3.5428433350492834,-1.3186709790000009,-0.05991092400000043,-1.0035422820000006,-0.4965128915000001,0.9310932505
ros_tale__2_3_0pq__1,-2.7551366381690823,-1.3837937850000008,0.04083961099999911,-1.4975286699999997,-0.06442451449999975,-0.1823789275000003
ros_tale__2_3_0pq__2,-2.1921264338387814,-0.8059999950000005,0.486767261999999,-1.27602948,-0.6051734715000001,-0.8146529105000004
ros_tale__2_3_250pq__1,-3.359062604301459,-0.9781090310000008,0.3818305219999996,-1.7579131810000002,-0.28234691249999955,-0.614476129499999
ros_tale__2_3_250pq__2,-3.2581594513762377,-1.389439234000001,0.2366674539999991,-2.123097154,-1.0977492375,-1.2534947065000006
ros_tale__2_3_750pq__1,-2.8507430139331627,-1.2475833660000006,0.7325937820000004,-1.5191010250000003,-0.28759305749999964,-0.9972419425000004
ros_tale__2_3_750pq__2,-2.455721600768338,-1.1350384090000007,0.5610367820000004,-1.7444007629999998,-0.4575293215,-0.8742305125000005
ros_tale__3_0_0pq__1,-2.8269438652436865,-2.7726966390000007,0.11628375399999945,-0.4027855200000001,4.6954317165,0.2879732474999992
ros_tale__3_0_0pq__2,-2.310595489384588,-2.3968098690000006,0.15466231799999974,-0.3458190739999987,4.4501148575,0.05300328949999944
ros_tale__3_0_250pq__1,-2.011464594079253,-3.3243726650000007,0.7528424820000001,-0.3441390200000001,3.8677752575,0.5777950284999989
ros_tale__3_0_250pq__2,-2.0866630528899304,-3.2481896260000007,0.7440650519999998,-0.4440448860000004,3.9456143385,0.6385964655000009
ros_tale__3_0_750pq__1,1.5313031978319755,-2.9384246080000005,2.6784122220000004,1.4400880679999997,3.0319808625,-1.4399786445000005
ros_tale__3_0_750pq__2,1.270524599767243,-2.3340567480000005,2.6702761420000005,1.489093840999999,2.7255958704999994,-1.3199882685000004
ros_tale__3_1_0pq__1,-1.6185133890621843,-2.7082910440000005,0.9820542220000004,-0.4261191679999996,1.9483701465000005,-0.4305525015000011
ros_tale__3_1_0pq__2,-2.145675621940272,-2.776459289000001,0.8129473819999989,-0.4254391430000002,2.6010614205,0.1877583774999998
ros_tale__3_1_250pq__1,-2.59850978102173,-2.426486989000001,0.6386402120000003,-0.4846259870000002,1.9597785615000003,0.5384734594999996
ros_tale__3_1_250pq__2,-2.2591599279190544,-2.6442735230000007,0.6721256219999994,-0.8339006470000009,1.8019768004999996,0.6929454594999997
ros_tale__3_1_750pq__1,-3.0955118976981435,-1.7631611870000006,0.9753889220000004,-0.383307963,1.2913157814999998,-0.18136852250000055
ros_tale__3_1_750pq__2,-3.2046086132062617,-2.560979519000001,0.6514548920000003,-0.7242027750000002,1.4510642754999994,0.8766355184999997
ros_tale__3_2_0pq__1,-1.312467707146795,-0.7345577270000003,1.7305693620000009,0.4280083870000002,1.5260822884999996,0.2415202814999997
ros_tale__3_2_0pq__2,-0.8513443988455053,-0.6164670200000009,1.731126741999999,0.4761709339999989,1.5440190864999996,0.3567288804999995
ros_tale__3_2_0pq__3,-1.0008268140312666,-0.21937843300000104,1.6821786619999999,0.4747369320000008,1.8675549235,0.5272810894999997
ros_tale__3_2_0pq__4,-0.8140965993214312,-0.3666829230000008,1.7177405419999996,0.4840471500000003,1.6104725484999998,0.7338943264999997
ros_tale__3_2_250pq__1,-0.0669038136475157,-1.2210957460000005,1.5247512620000006,-0.4798134170000008,-1.2272578915,-1.4390674065000004
