,-0.10919575911828378,-0.07799697079877413,-0.04679818247926448,-0.015599394159754837,0.01559939415975481,0.046798182479264455,0.0779969707987741,0.10919575911828375,0.1403945474377934,0.171593335757303,0.20279212407681269,0.23399091239632236,0.265189700715832,0.2963884890353416,0.32758727735485127,0.35878606567436094,0.38998485399387056,0.4211836423133802,0.4523824306328898,0.4835812189523995
thresh,-0.1247951532780386,0.1247951532780386,11,,,,,,,,,,,,,,,,,
unreg,0,2,45,1944,1829,37,3,1,1,0,1,0,0,0,0,0,0,0,0,0
CpxR,0,0,0,26,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FliZ,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CsgD,0,0,0,9,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS,0,0,2,142,136,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BtsR,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CpxR and RpoS,0,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FliZ and RpoS,0,0,1,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CsgD and RpoS,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RpoS and BtsR,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CpxR, FliZ, CsgD, RpoS, and BtsR",0,0,0,0,4,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],['rhaT'],[],['yjbT'],[],[],[],[],[],[],[],[],[]
CpxR_genes,[],[],[],"['marB' 'ldtC' 'marA' 'yaiW' 'psd' 'yidQ' 'lpxD' 'bacA' 'yqaE' 'mscM'
 'mzrA' 'sbmA' 'tsr' 'slt' 'fabZ' 'lpxA' 'ppiA' 'dsbC' 'ompC' 'skp' 'acrD'
 'hha' 'tomB' 'yccA' 'ldtD' 'cheA']","['aroG' 'ftnB' 'ung' 'motA' 'marR' 'degP' 'cpxP' 'efeU' 'bamE' 'yqjA'
 'motB' 'srkA' 'dgcZ' 'ppiD' 'dsbA' 'yebE' 'yjfN' 'cheW' 'spy']",[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
FliZ_genes,[],[],[],[],['flhD' 'flhC'],['yjbJ'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CsgD_genes,[],[],[],['fliK' 'fliZ' 'fliI' 'fliE' 'flgN' 'fliJ' 'fliH' 'fliG' 'fliF'],['pepD' 'flgM' 'fliA' 'tcyJ' 'iraP' 'nlpA' 'yhbS' 'yhbT'],['yccT'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS_genes,[],[],['araH' 'osmB'],"['proW' 'proX' 'gltF' 'appC' 'hdfR' 'appB' 'ydhY' 'iraD' 'ydhT' 'appY'
 'glsA' 'yabI' 'proP' 'ytfK' 'proV' 'appA' 'speC' 'topA' 'fadL' 'astC'
 'crr' 'gadX' 'ynfE' 'yafN' 'ydhV' 'ymgC' 'ybaT' 'insC-5' 'ftsA' 'ydhW'
 'dhaM' 'gabP' 'msyB' 'yciZ' 'evgA' 'yehY' 'yhfG' 'alkA' 'dinB' 'araG'
 'astD' 'rraA' 'adhE' 'frdA' 'galM' 'ybiI' 'fbaB' 'epd' 'envC' 'pdeC'
 'aidB' 'dhaK' 'hyaD' 'yffO' 'ecnB' 'yihG' 'yciT' 'dps' 'xthA' 'rssB'
 'yggE' 'insN' 'acs' 'frdC' 'patD' 'pstS' 'hofN' 'rssA' 'astA' 'sohB'
 'actP' 'setA' 'ydhX' 'phoU' 'sucB' 'metK' 'lsrB' 'pykF' 'ynfF' 'znuA'
 'puuB' 'acnA' 'ihfB' 'mglB' 'aldB' 'ynfG' 'narU' 'yadV' 'sucC' 'sucD'
 'pqiA' 'mglA' 'puuE' 'yehX' 'pstA' 'yehW' 'ddpF' 'ybgA' 'evgS' 'asr'
 'lsrA' 'yadS' 'ddpD' 'ftsQ' 'sucA' 'yiaG' 'luxS' 'otsB' 'ihfA' 'katE'
 'gor' 'ygiB' 'lsrG' 'yibQ' 'frdB' 'pqiC' 'pcnB' 'gabD' 'ydhU' 'ydbD'
 'ansP' 'lsrF' 'hyaC' 'elaB' 'hofP' 'sra' 'ddpC' 'insD-5' 'ftsZ' 'puuC'
 'dkgB' 'osmF' 'csrA' 'astB' 'otsA' 'cbpA' 'gltB' 'gabT' 'ppk' 'yjcH'
 'htrE' 'fic']","['folK' 'galE' 'ynfH' 'ygiC' 'pphA' 'pfkB' 'dhaL' 'recF' 'glk' 'ompN'
 'hyaB' 'insI-1' 'pstC' 'yddG' 'mutS' 'ravA' 'yffP' 'mtn' 'yafO' 'cfa'
 'rsd' 'cbpM' 'ariR' 'tolC' 'glgP' 'ppx' 'yhiM' 'frdD' 'ydbK' 'ymjE'
 'xapA' 'artQ' 'tpiA' 'murQ' 'pabA' 'glgC' 'gpmM' 'astE' 'araF' 'ynfB'
 'tktB' 'oxyR' 'galT' 'tam' 'hofM' 'pqiB' 'mglC' 'dnaN' 'ddpB' 'ydcT'
 'yqiH' 'yciE' 'mnmG' 'blr' 'sodC' 'puuA' 'viaA' 'pstB' 'lhgO' 'artP'
 'puuR' 'yafP' 'poxB' 'hyaF' 'talA' 'alkB' 'ddpA' 'yciF' 'treA' 'blc'
 'gltD' 'murP' 'artI' 'speB' 'hyaA' 'xapB' 'hofO' 'speG' 'ydcU' 'pgk'
 'lsrD' 'ilvY' 'pfkA' 'gpmA' 'pgi' 'puuD' 'fbaA' 'ydcS' 'gyrB' 'galK'
 'gadA' 'ldcC' 'dkgA' 'dhaR' 'rsmG' 'pykA' 'yqiI' 'glgA' 'puuP' 'nhaR'
 'treF' 'csiD' 'mpl' 'osmC' 'dmsD' 'fau' 'gapA' 'ydcV' 'artM' 'uspB'
 'murR' 'hdeD' 'glgS' 'ada' 'osmE' 'phr' 'yeiL' 'yhjG' 'lsrC' 'bsmA' 'eno'
 'bolA' 'ybjP' 'gadW' 'rhaR' 'fumC' 'csiE' 'ymgA' 'nhaA' 'ycgZ' 'ddpX'
 'btuF' 'sgrT' 'hyaE' 'hmp' 'patA']",['yciG' 'hchA' 'rhaS'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
BtsR_genes,[],[],[],['cspC' 'yobF' 'mdh'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CpxR and RpoS_genes,[],[],[],['ompF' 'baeR' 'baeS' 'mdtA' 'mdtC' 'kbp' 'mdtD' 'rseD'],['rseC' 'rpoE' 'cpxA' 'mdtB' 'rseB' 'rseA' 'rpoH' 'cpxR'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
FliZ and RpoS_genes,[],[],['mdtE'],['mdtF' 'gadE' 'hdeB' 'osmY'],['pdeR' 'hdeA' 'gadB' 'yhiD' 'gadC' 'mlrA'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
CsgD and RpoS_genes,[],[],[],['yccJ' 'wrbA'],[],['dgcC'],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
RpoS and BtsR_genes,[],[],[],['pdhR'],['btsT' 'lpd' 'aceF' 'aceE'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
"CpxR, FliZ, CsgD, RpoS, and BtsR_genes",[],[],[],[],['csgF' 'csgD' 'csgG' 'csgE'],[],[],[],[],[],[],[],['csgC'],['csgA'],[],[],['csgB'],[],[],[]
