,new_1228135_1228924
LBexp_1,8.9665
LBexp_2,9.2198
LBexp_3,9.207
LBtran_1,7.9619
LBtran_2,8.1509
LBtran_3,8.3282
LBstat_1,8.7793
LBstat_2,8.8618
LBstat_3,8.6016
LBGexp_1,9.3004
LBGexp_2,8.3866
LBGexp_3,8.8717
LBGtran_2,8.0362
LBGtran_3,8.2649
LBGstat_1,8.1717
LBGstat_2,8.995
LBGstat_3,7.978
S0_1,8.3581
S0_2,8.283
S0_3,8.3337
S1_1,8.9071
S1_2,8.7512
S1_3,8.7608
S2_1,9.1491
S2_2,8.363
S2_3,8.4703
S3_1,8.0432
S3_2,7.5127
S4_1,8.5765
S4_2,8.3476
S4_3,8.0092
S5_1,8.6
S5_2,8.6212
S5_3,8.728
S6_1,8.733
S6_2,8.1081
S6_3,8.6267
S6/t_1,8.9172
S6/t_2,8.0347
S6_4,8.4794
S6_5,8.837
S6_6,8.7986
S7_4,9.3269
S7_5,9.3188
S7_6,9.6027
S8_4,9.1204
S8_5,9.3599
G135_1,9.6431
G135_3,8.3665
G150_1,8.8994
G150_2,10.3848
G150_3,9.2196
G180_1,9.3489
G180_2,9.6775
G180_3,8.8262
C30_1,9.2542
C30_2,9.3491
C90_1,8.609
C90_2,8.2953
BI_1,9.1758
BI_2,9.1161
BC_2,8.6046
BC/t_1,8.2289
BC/t_2,8.982
BC_1,8.2132
Sw_1,8.7518
Sw_2,9.4954
BT_1,9.0499
BT_2,8.5983
B36_1,11.8077
B36_2,11.5606
B60_1,12.1906
B60_2,12.4961
M9exp_1,8.9441
M9exp_2,8.7503
M9exp_3,8.3321
M9tran_1,8.4046
M9tran_2,8.6096
M9tran_3,8.5545
M9stat_1,9.463
M9stat_2,9.7695
M9stat_3,9.9678
M+G_1,9.172
M+G_2,8.7082
M+G_3,8.6604
Glu_1,8.707699999999999
Glu_2,9.2387
Glu_3,8.9088
Fru_1,8.6648
Fru_2,8.9603
Fru_3,8.557
Mal_1,8.5851
Mal_2,8.6123
Mal_3,8.9795
G+S_2,8.609
G+S_3,8.6314
Pyr_1,8.6739
Pyr_2,9.0411
Pyr_3,9.1162
Gly_1,8.3694
Gly_2,8.7829
Gly_3,8.624600000000001
Glucon_1,8.5968
Glucon_2,8.7028
Glucon_3,8.6503
aero_1,10.1289
aero_2,8.9131
aero_3,9.4061
nit_1,9.4763
nit_2,9.9198
nit_3,9.6301
ferm_1,9.1933
ferm_2,9.0018
ferm_3,9.6655
T-5.40H_1,9.351
T-4.40H_1,9.5477
T-3.40H_1,9.3457
T-2.40H_1,9.1161
T-1.40H_1,8.999
T-1.10H_1,9.1544
T-0.40H_1,9.3948
T0.0H_1,9.2696
T0.30H_1,9.582
T1.0H_1,8.8302
