,A,Metr-I
R2,,0.006480145207025889
xmin,,-5.042934068499999
xmid,,
xmax,,1.9480089870000008
ystart,,-3.556575893883547
yend,,0.17665725425018042
ALE:GalactoseA5:1.0,-0.3209576354533252,0.2168628665000005
ALE:GalactoseA5:2.0,-0.6307803945286087,0.1937491905000001
ALE:GalactoseA6:1.0,2.326031494751304,0.0024224905000007
ALE:GalactoseA6:2.0,1.7708407061541445,0.3268788255000006
ALE:GalactoseA8:1.0,0.2666833794996741,-0.0829357964999992
ALE:GalactoseA8:2.0,1.269287354292571,-0.2193409524999996
ALE:IL_Control:1.0,-0.7132585952571863,-0.0015841114999997
ALE:IL_Control:2.0,-1.013970140517017,0.1873854505000007
ALE:IL_Control:3.0,0.1485667718376552,-0.2504667444999997
ALE:IL_Control:4.0,1.578661963271112,0.0646654055000004
ALE:IL_TEOH_OAc:1.0,0.9426333410170074,-0.1823177534999995
ALE:IL_TEOH_OAc:2.0,-1.5875149645078444,0.6905692525000005
ALE:IL_TEA_HS:1.0,-1.829295022026392,0.4409008745000005
ALE:IL_TEA_HS:2.0,0.2047516510248693,0.8652211665000005
ALE:IL_Mixed:1.0,-1.9186967827253807,1.0802094615
ALE:IL_Mixed:2.0,-1.2965917157827025,0.8754768325000004
ALE:IL_PP5350:1.0,6.459050452654644,-0.4081156564999997
ALE:IL_PP5350:2.0,5.460098926032504,-0.2752752314999993
ALE:IL_T8:1.0,4.655330783647522,-0.3289890084999998
ALE:IL_T8:2.0,6.180890612244854,-0.1471570684999994
ALE:IL_T9:1.0,5.154468575775748,0.1254071415000002
ALE:IL_T9:2.0,7.952579083084177,-0.1906623634999995
ALE:IL_Control2:1.0,6.281728371171544,0.1796112325000001
ALE:IL_Control2:2.0,5.811075642225477,-0.0951392904999997
ALE:IL_Glc+Ace:1.0,0.1050549638746347,0.2066154935000002
ALE:IL_Glc+Ace:2.0,-0.409404628902443,0.1806546425000004
ALE:XyloseA1:1.0,1.51244926234156,0.2871719625000004
ALE:XyloseA1:2.0,1.7925342332405876,0.3385421225000007
ALE:XyloseA2:1.0,-0.9023987791660764,0.3501179654999999
ALE:XyloseA2:2.0,-1.1489701576829194,0.7342578125000001
ALE:XyloseA3:1.0,-1.2393704405569954,0.2096191585000006
ALE:XyloseA3:2.0,-0.6961716252523896,0.4265018035000008
ALE:XyloseA4:1.0,0.6731035756826542,0.3253871455000006
ALE:XyloseA4:2.0,0.0029165324226356,0.2499213775000006
Aromatic:Coumarate:1.0,0.884558170092767,0.1837563753333322
Aromatic:Coumarate:2.0,1.0576425678469272,0.0451292053333327
Aromatic:Coumarate:3.0,-0.211580274084407,0.2290460293333325
Aromatic:Coumarate+ferulate:1.0,1.0010424694358189,0.4358945863333323
Aromatic:Coumarate+ferulate:2.0,0.3911509448426395,0.2139985213333322
Aromatic:Coumarate+ferulate:3.0,0.8616322618605179,0.4331829853333326
Aromatic:Ferulate:1.0,-0.4771699410376517,0.8686948003333326
Aromatic:Ferulate:2.0,-0.1118490820981854,0.4454047323333325
Aromatic:Ferulate:3.0,1.157979415721643,0.5532969323333328
Aromatic:Glucose:1.0,0.1450985189492499,0.1106431933333329
Aromatic:Glucose:2.0,-0.4817516411437664,-0.1469473326666674
Aromatic:Glucose:3.0,0.3366531221756642,0.0363041393333327
Bioreactor1:24h:1.0,0.8379487110979169,0.3557375284999997
Bioreactor1:24h:2.0,-0.8379487115602816,-0.3557375284999997
Bioreactor2:S_0min:1.0,0.9118523088010296,0.2599098063333334
Bioreactor2:S_15min:1.0,-0.1744046908827769,0.4610155943333334
Bioreactor2:P1_15min:1.0,-0.1487544784257189,0.2113501743333334
Bioreactor2:P3_15min:1.0,1.1342972101215625,0.3758623163333334
Bioreactor2:P5_15min:1.0,0.8731952957362616,-0.1034354596666666
Bioreactor2:S_1h:1.0,-0.2984327585293631,0.3686510123333335
Bioreactor2:S_3h:1.0,-0.0910649018529169,0.3604235883333333
Bioreactor2:S_9h:1.0,2.0655104471844883,0.5395561933333335
Bioreactor2:S_25h:1.0,0.827564799906572,0.3647753003333334
Bioreactor2:P1_25h:1.0,1.882578526858956,0.1867993753333334
Bioreactor2:P3_25h:1.0,0.8378085635182599,0.7107607303333334
Bioreactor2:P5_25h:1.0,0.3909400563388296,0.7613040333333334
Bioreactor2:S_0min:2.0,-1.306213989564175,-0.0565532356666664
Bioreactor2:S_15min:2.0,-0.5464185553332294,0.1083694273333333
Bioreactor2:P1_15min:2.0,0.1884664837006791,0.4310075533333335
Bioreactor2:P3_15min:2.0,-0.6932311806591788,0.6795502673333336
Bioreactor2:P5_15min:2.0,-0.4209767394443153,0.4062954713333333
Bioreactor2:S_1h:2.0,1.0644973555572357,0.4457173513333332
Bioreactor2:S_3h:2.0,0.6327220581117602,0.5990548723333333
Bioreactor2:S_9h:2.0,1.2424905437047782,0.3264095473333335
Bioreactor2:S_25h:2.0,1.4735061193402308,0.2914611833333334
Bioreactor2:P1_25h:2.0,1.956246248888411,0.8402455253333336
Bioreactor2:P3_25h:2.0,2.3349690616975867,0.6611005133333334
Bioreactor2:P5_25h:2.0,1.1250970216544522,0.7852122113333335
Bioreactor2:S_0min:3.0,0.3943616808253986,-0.2033565706666666
Bioreactor2:S_15min:3.0,-1.1623298067983303,0.3581988853333333
Bioreactor2:P1_15min:3.0,1.141010017747756,0.3382836253333334
Bioreactor2:P3_15min:3.0,-0.7134940501522716,0.5174482223333334
Bioreactor2:P5_15min:3.0,-0.8848070763252838,0.1402382983333334
Bioreactor2:S_1h:3.0,-0.3214666093184,0.4821875263333335
Bioreactor2:S_3h:3.0,-0.60180280491278,0.4030879133333334
Bioreactor2:S_9h:3.0,0.3193153586010638,0.4138586823333334
Bioreactor2:S_25h:3.0,1.879304400969804,0.4884956663333333
Bioreactor2:P1_25h:3.0,0.8557000664279151,0.1186400393333333
Bioreactor2:P3_25h:3.0,1.914524379183682,0.5573226553333335
Bioreactor2:P5_25h:3.0,1.6890116038903205,0.7654599913333335
Carbon:Citrate:1.0,-3.08970968435956,-0.0290433685
Carbon:Citrate:2.0,-3.807680360953992,0.4592250765000001
Carbon:Citrate:3.0,-3.370021170432468,-0.5036527075000001
Carbon:Ferulate:1.0,-3.177719730793042,0.0039646194999996
Carbon:Ferulate:2.0,-3.850462541881356,-0.1460426054999999
Carbon:Ferulate:3.0,-3.2631067224606034,-0.7704535635000003
Carbon:Glucose:1.0,0.2345758881897414,-0.4609389805000004
Carbon:Glucose:2.0,-0.234575888297076,0.4609389804999999
Carbon:Serine:1.0,-2.1451523712842486,-0.1907584435
Carbon:Serine:2.0,-2.30222504731619,-0.0923237955000004
Carbon:Serine:3.0,-3.3350747798863045,-0.8466733905000003
Carbon2:Glucose:1.0,-0.1149500576693552,0.0756712533333345
Carbon2:Glucose:2.0,-0.1474194432962224,0.050346371333334
Carbon2:Glucose:3.0,0.2623695033199378,-0.126017624666666
Carbon2:Coumarate:1.0,2.773999620225177,0.0910284353333343
Carbon2:Coumarate:2.0,2.976618576140011,0.0156847403333344
Carbon2:Coumarate:3.0,2.038822754200281,0.5663531443333341
Crc:Control:1.0,-0.2267033274898992,0.0172152625000006
Crc:Control:2.0,0.2267033278600713,-0.0172152624999997
Crc:Del_crc:1.0,2.03818183312968,-0.0904823434999997
Crc:Del_crc:2.0,1.8927636726517727,0.024409384500001
Crc:Del_crcZ_crcY:1.0,1.2094309150656657,-0.170468519499999
Crc:Del_crcZ_crcY:2.0,0.7232839772210558,-0.3496022584999991
FinR:Control:1.0,0.5884244257186622,0.1880090706666668
FinR:Control:2.0,0.0753088356354252,-0.3052431243333333
FinR:Control:3.0,-0.6637332627939346,0.1172340536666665
FinR:Del_finR:1.0,-0.2114758642569491,-0.4269429833333333
FinR:Del_finR:2.0,0.2618208880628023,-0.9959382203333336
FinR:Del_finR:3.0,-0.0718474202618834,-0.3812948243333331
FleQ:Del_fleQ:1.0,-0.8622050105104659,0.3530753416666665
FleQ:Del_fleQ:2.0,-0.4575651385458248,0.4325559826666665
FleQ:Del_fleQ:3.0,-0.2108515906171625,0.3248921176666663
FleQ:OE_wspR:1.0,-0.4528437313963331,-0.6571819623333335
FleQ:OE_wspR:2.0,0.2763860308717489,-0.3923912763333335
FleQ:Control:1.0,-0.6730526782886658,0.1172350566666664
FleQ:OE_wspR:3.0,-0.7115055944509892,-0.4016396453333333
FleQ:Control:2.0,0.6074412928916726,0.1880086866666666
FleQ:Control:3.0,0.0656113839757127,-0.3052437433333335
Fuel:Butanol:1.0,-0.2647377888421841,-2.1812219605000003
Fuel:Butanol:2.0,-0.9867964520915504,-1.9496414495000003
Fuel:Control:1.0,-0.1804784178251532,-0.1601193085000005
Fuel:Control:2.0,0.1804784184415974,0.1601193084999996
Fuel:Isopentanol:1.0,0.4972212011391402,-2.319109373500001
Fuel:Isopentanol:2.0,0.1814279320458746,-2.2321965435000006
Glycolaldehyde:Glycolaldehyde:1.0,1.8641345799870248,0.0239442034999992
Glycolaldehyde:Control:1.0,-0.8172215520362538,0.0424073054999993
Glycolaldehyde:Glycolaldehyde:2.0,1.7939069402241012,-0.2540231135000006
Glycolaldehyde:Control:2.0,0.8172215517082821,-0.0424073055000002
HNS_protein:Control_ex:1.0,0.0156967245190066,-0.2535352975
HNS_protein:Del_turB_ex:1.0,0.6309365629819053,-0.4029034314999995
HNS_protein:Del_turB_ex:2.0,-0.2787117649553222,0.0061167315000005
HNS_protein:WT_pCAR1_ex:1.0,1.61386105217987,-0.0855362724999997
HNS_protein:WT_pCAR1_Del_turA_ex:1.0,3.94275057782505,0.2870719104999999
HNS_protein:WT_pCAR1_Del_turA_st:1.0,2.82244244074927,0.3051910014999999
HNS_protein:WT_pCAR1_Del_turA_ex:2.0,4.056000099647889,0.2531888015000003
HNS_protein:WT_pCAR1_Del_turA_st:2.0,3.635657305591151,0.4913122285
HNS_protein:WT_pCAR1_ex:2.0,1.5619868866015845,-0.2085493605000001
HNS_protein:WT_pCAR1_Del_turB_ex:1.0,2.3092855106239694,0.0244952065000001
HNS_protein:WT_pCAR1_Del_turB_st:1.0,2.9686928507258257,0.4887694825000004
HNS_protein:WT_pCAR1_Del_turB_ex:2.0,2.6201134695383628,0.0712169305000003
HNS_protein:WT_pCAR1_Del_pmr_ex:1.0,2.731640241654797,0.1787060445000001
HNS_protein:WT_pCAR1_Del_pmr_ex:2.0,3.0176646365534965,0.3579672094999999
HNS_protein:WT_pCAR1_Del_turB_st:2.0,3.079940587500852,0.8281225105000001
HNS_protein:Control_ex:2.0,-0.0156967246057442,0.2535352975
HNS_protein:WT_Del_turA_ex:1.0,7.671702835434667,-0.6722750184999997
HNS_protein:WT_Del_turA_ex:2.0,4.614505909282149,-0.4961076754999993
Mobile_gene:2737_exp:1.0,1.45816608042364,0.0795855920000008
Mobile_gene:2737_exp:2.0,1.1894724249513495,0.2177329220000006
Mobile_gene:2737_exp:3.0,-1.3174281928584184,-0.0998898129999998
Mobile_gene:2737_exp:4.0,-1.330210309982809,-0.1974287009999997
Mobile_gene:2737_reg:1.0,4.1255154891191,-0.6230728629999991
Mobile_gene:2737_reg:2.0,4.202384806150266,-0.3351310259999991
Mobile_gene:2737_reg:3.0,4.070235733155031,-0.3736408529999995
Mobile_gene:2737_reg:4.0,3.4901770656767006,-0.2149002139999991
Mobile_gene:3227_exp:1.0,-0.1804689590522005,0.0042158590000003
Mobile_gene:3227_exp:2.0,1.530908896180118,-0.2592620749999996
Mobile_gene:3227_exp:3.0,2.7648282993318025,-0.2479027079999998
Mobile_gene:3227_exp:4.0,1.1217664012449733,-0.3704702419999996
Mobile_gene:3227_reg:1.0,3.51457872966106,-0.5170308559999999
Mobile_gene:3227_reg:2.0,2.650958187100598,-0.4452967149999995
Mobile_gene:3227_reg:3.0,2.789570914199349,-0.5121108189999992
Mobile_gene:3227_reg:4.0,3.008534699168734,-0.6723809619999992
Mobile_gene:mfsR_exp:1.0,-5.299061486653175,-2.1280562079999994
Mobile_gene:mfsR_exp:2.0,-4.70923725254491,-3.6281004219999993
Mobile_gene2:Condition1:1.0,0.2906974843986247,0.2602780294999993
Mobile_gene2:Condition1:2.0,-0.0121905043754186,0.4972942804999993
Mobile_gene2:Condition2:1.0,-0.93768557677081,0.0736439234999997
Mobile_gene2:Condition2:2.0,1.401755333432253,-0.0465610445000006
Mobile_gene2:Condition2:3.0,-0.5962714423502058,-0.0590294125000001
Mobile_gene2:Condition2:4.0,0.1322016848866509,0.0319465335000002
Muconate:CJ522_fructose:1.0,-9.462090211458966,0.6175879970000002
Muconate:CJ522_fructose:2.0,-7.113316337400017,-0.3339593159999996
Muconate:CJ522_fructose:3.0,-6.361616571348302,0.1746121260000004
Muconate:CJ522_fructose_glucose:1.0,-4.777353684744919,-0.5824542209999999
Muconate:CJ522_fructose_glucose:2.0,-6.184526838663354,0.1996497790000004
Muconate:CJ522_fructose_glucose:3.0,-7.073073683117847,-0.5990676169999993
Muconate:CJ522_fructose_glucose_gluconate:1.0,-7.060584893632579,-0.2626405039999993
Muconate:CJ522_fructose_glucose_gluconate:2.0,-7.282484839000618,-0.3835586309999996
Muconate:CJ522_fructose_glucose_gluconate:3.0,-5.74731376910365,-0.2549813789999993
Muconate:CJ522_glucose_gluconate:1.0,-9.71801873778029,-0.0432058199999998
Muconate:CJ522_glucose_gluconate:2.0,-9.24094020737705,-0.4001472659999994
