,-0.36725650264615384,-0.30604708553846155,-0.24483766843076926,-0.18362825132307697,-0.12241883421538469,-0.0612094171076924,-1.1102230246251565e-16,0.06120941710769218,0.12241883421538446,0.1836282513230767,0.24483766843076904,0.3060470855384614,0.3672565026461536,0.42846591975384585,0.4896753368615382,0.5508847539692305,0.6120941710769228,0.673303588184615,0.7345130052923072,0.7957224223999997
thresh,-0.3978612112,0.3978612112,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,28,4146,36,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ymdG'],[]
