,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-1.6351808236333334,0.5339895396735154,3.0,0.0,-1.0200877579,1.0,-1.9800129951,2.0,-1.9054417179,,,,,,,,,,
1,LB__LBtran,-6.1586831953,0.6261785404262004,3.0,3.0,-6.6368274075,4.0,-6.3893271191,5.0,-5.4498950593,,,,,,,,,,
2,LB__LBstat,-4.714767605466666,1.0246057143773686,3.0,6.0,-5.8896039868,7.0,-4.0063681032,8.0,-4.2483307264,,,,,,,,,,
3,LB__LBGexp,-1.2463049648666666,1.1658657897743834,3.0,9.0,-1.3424844617,10.0,-2.3611017836,11.0,-0.0353286493,,,,,,,,,,
4,LB__LBGtran,-2.85142959075,1.119831920040798,2.0,12.0,-2.0595888463,13.0,-3.6432703352,,,,,,,,,,,,
5,LB__LBGstat,-0.4511504278666667,0.44481497458761093,3.0,14.0,-0.3571805187,15.0,-0.060828163500000004,16.0,-0.9354426014,,,,,,,,,,
6,Life Cycle__S0,4.125792908766666,0.6218052845792731,3.0,17.0,3.4677379584,18.0,4.7035462846,19.0,4.2060944833,,,,,,,,,,
7,Life Cycle__S1,-1.6448923260333332,0.6871954328582288,3.0,20.0,-1.3303354005,21.0,-2.4330654063,22.0,-1.1712761713,,,,,,,,,,
8,Life Cycle__S2,-1.8447740065,0.9293451265713709,3.0,23.0,-1.1231825214,24.0,-1.5177022758,25.0,-2.8934372223000002,,,,,,,,,,
9,Life Cycle__S3,2.8373185979,0.9718387114699524,2.0,26.0,3.524512341,27.0,2.1501248548,,,,,,,,,,,,
10,Life Cycle__S4,2.2058515293,1.162657914297322,3.0,28.0,3.3138574819,29.0,0.995330821,30.0,2.308366285,,,,,,,,,,
11,Life Cycle__S5,3.031183829166667,0.6065292293730591,3.0,31.0,3.4909842061000003,32.0,2.3437736232,33.0,3.2587936582,,,,,,,,,,
12,Life Cycle__S6,5.609200472687499,1.159985076872381,8.0,34.0,7.3319975671,35.0,5.0838593452,36.0,6.0897659224,37.0,7.2863790615,38.0,4.6237815256,39.0,5.2574568633,40.0,4.6057364865,41.0,4.5946270099
13,Life Cycle__S7,5.795992045333333,0.3953158528595286,3.0,42.0,5.3844836244,43.0,5.8306607855,44.0,6.1728317261,,,,,,,,,,
14,Life Cycle__S8,6.7471593132,1.385681077694975,2.0,45.0,5.7673348266,46.0,7.7269837998,,,,,,,,,,,,
15,Life Cycle__G135,2.9570663443000003,0.5175407838486762,2.0,47.0,2.5911097465,48.0,3.3230229421,,,,,,,,,,,,
16,Life Cycle__G150,1.1787679240666666,0.8279996733315901,3.0,49.0,0.8923026757,50.0,2.1119604872,51.0,0.5320406093,,,,,,,,,,
17,Life Cycle__G180,4.413463947266667,0.64858178303105,3.0,52.0,4.1727236789,53.0,5.147993199,54.0,3.9196749639,,,,,,,,,,
18,Stress Time Course__C30,5.17294337885,0.9060309330861617,2.0,55.0,5.8136039956,56.0,4.5322827621,,,,,,,,,,,,
19,Stress Time Course__C90,0.53085330345,1.2704787706073424,2.0,57.0,1.4292174575,58.0,-0.3675108506,,,,,,,,,,,,
20,Biofilm__BI,0.96604117575,0.3725097799345093,2.0,59.0,0.7026369843,60.0,1.2294453672,,,,,,,,,,,,
21,Biofilm__BC,8.97461732955,1.0066406463726565,4.0,61.0,9.5404964003,62.0,7.7757864426,63.0,8.5554820789,64.0,10.0267043964,,,,,,,,
22,Biofilm__Sw,14.29672620925,0.6868071012345135,2.0,65.0,13.8110802506,66.0,14.7823721679,,,,,,,,,,,,
23,Life Cycle__BT,0.49668181155,0.0001342565967769733,2.0,67.0,0.49677674530000004,68.0,0.4965868778,,,,,,,,,,,,
24,Life Cycle__B36,3.2250849802,0.15701155250370868,2.0,69.0,3.1140610467,70.0,3.3361089137,,,,,,,,,,,,
25,Life Cycle__B60,1.9672909478,0.11457422182269587,2.0,71.0,2.048307157,72.0,1.8862747386,,,,,,,,,,,,
26,M9__M9exp,0.0,0.3218798381538551,3.0,73.0,-0.37166319470000003,74.0,0.18837767060000002,75.0,0.1832855241,,,,,,,,,,
27,M9__M9tran,-0.13159698083333335,0.23605098600676686,3.0,76.0,0.0740320912,77.0,-0.0794677156,78.0,-0.3893553181,,,,,,,,,,
28,M9__M9stat,5.9940850737,0.019358655277788638,3.0,79.0,5.9823706947,80.0,5.9834547671,81.0,6.0164297593,,,,,,,,,,
29,Supplement__M+G,1.0843208115333334,1.1917816526396263,3.0,82.0,2.4498115001,83.0,0.5496291472,84.0,0.2535217873,,,,,,,,,,
30,Supplement__Glu,0.5619993789000001,0.09851766028661135,3.0,85.0,0.6736311488000001,86.0,0.48722326320000003,87.0,0.5251437247,,,,,,,,,,
31,Supplement__Fru,-0.7947706604000001,1.1284806051582668,3.0,88.0,-1.9121791037,89.0,-0.8165983107,90.0,0.3444654332,,,,,,,,,,
32,Supplement__Mal,-1.8423767770000001,0.20079548643671866,3.0,91.0,-1.9553448588000002,92.0,-1.6105431232,93.0,-1.961242349,,,,,,,,,,
33,Supplement__G+S,0.12665355845,0.2889545604514522,2.0,94.0,-0.0776681707,95.0,0.3309752876,,,,,,,,,,,,
34,Supplement__Pyr,-0.591040443,0.7355566013085064,3.0,96.0,0.2307505721,97.0,-1.1877803999,98.0,-0.8160915012000001,,,,,,,,,,
35,Supplement__Gly,-1.3451165306000001,1.3772550806350878,3.0,99.0,-1.4995640564000001,100.0,-2.6386374662,101.0,0.1028519308,,,,,,,,,,
36,Supplement__Glucon,1.6618842081,1.235463753889668,3.0,102.0,2.0498803107,103.0,0.2789938339,104.0,2.6567784797,,,,,,,,,,
37,Stressors__aero,-2.5265375973666666,0.9484514249641638,3.0,105.0,-3.5133544263000003,106.0,-2.4444739472,107.0,-1.6217844185999999,,,,,,,,,,
