,-0.29775641131721015,-0.25805555647491546,-0.21835470163262077,-0.1786538467903261,-0.1389529919480314,-0.09925213710573672,-0.05955128226344203,-0.019850427421147343,0.019850427421147343,0.05955128226344203,0.09925213710573672,0.1389529919480314,0.1786538467903261,0.21835470163262077,0.25805555647491546,0.29775641131721015,0.33745726615950483,0.3771581210017995,0.4168589758440942,0.4565598306863889
thresh,-0.19850427421147343,0.19850427421147343,1,,,,,,,,,,,,,,,,,
unreg,1,1,0,0,0,2,31,1098,1125,31,3,2,0,0,1,0,0,1,0,0
unreg_genes,['Saci_1047'],['Saci_1048'],[],[],[],[],[],[],[],[],[],[],[],[],['xylE_2'],[],[],['naiP'],[],[]
