,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,-1.8157269924211596,0.5340516133308891,2.0,0.0,-2.1933585097110475,1.0,-1.438095475131272,,
1,Chrom__sac_sta,10.503817246109108,0.8430401939772915,2.0,2.0,11.099936684083273,3.0,9.907697808134943,,
2,Chrom__sac_MW001,3.70536934468646e-15,0.3521530478751479,2.0,4.0,-0.2490098081680243,5.0,0.2490098081680317,,
3,Chrom__sac_fadR,0.10282753533248337,0.07292691319020742,2.0,6.0,0.1543946501802817,7.0,0.05126042048468503,,
4,FadR__wt_p,-6.661338147750939e-16,2.9500712530516418,2.0,8.0,2.086015388016311,9.0,-2.086015388016312,,
5,FadR__ko_p,-0.29568724660855006,4.045814170611547,2.0,10.0,2.5651353888515023,11.0,-3.1565098820686024,,
6,GDGT__75_2.4_log,2.146431180941969e-15,0.9201342101582707,3.0,12.0,1.0537071056745215,27.0,-0.40885793303781226,50.0,-0.6448491726367028
7,GDGT__80_3.5_stat,15.622502153321745,1.7414443498011727,3.0,13.0,16.716867032413262,20.0,16.5362791783104,42.0,13.614360249241571
8,GDGT__80_2.4_log,0.14360916296907922,1.2626728575625235,3.0,14.0,-0.2649436224957284,37.0,1.5599730984729692,41.0,-0.8642019870700031
9,GDGT__75_3.5_stat,14.332296334416434,0.39223140430216397,3.0,15.0,14.78198470208102,24.0,14.154150689225276,28.0,14.060753611943007
10,GDGT__80_1.6_stat,10.670394997367346,0.7037798504423854,3.0,16.0,10.046741750288287,17.0,10.531002662479244,33.0,11.433440579334507
11,GDGT__75_2.4_stat,-0.9273702779857419,0.43482548152485484,3.0,18.0,-0.9203340293635496,26.0,-0.4961056199936323,31.0,-1.365671184600044
12,GDGT__80_2.4_stat,0.03633468976858859,0.5636808425864407,3.0,19.0,0.475587090153331,29.0,0.2326761432058491,30.0,-0.5992591640534143
13,GDGT__80_1.6_log,10.553097498113756,0.6206677562603373,2.0,21.0,10.114219118798232,39.0,10.99197587742928,,
14,GDGT__65_3.5_stat,10.605936668700203,1.360952110212358,3.0,22.0,9.263495990691887,23.0,11.984674085811243,34.0,10.56963992959748
15,GDGT__75_1.6_stat,9.769040544537221,0.5925125958525911,3.0,25.0,9.779554988434109,32.0,10.356225945208159,38.0,9.171340699969397
16,GDGT__75_1.6_log,13.7325884117977,1.2206446973210643,2.0,35.0,12.869462268902573,36.0,14.595714554692824,,
17,GDGT__65_2.4_stat,-3.1425579611399894,0.6796774375306268,3.0,40.0,-3.315342367017948,46.0,-3.7191669504339124,49.0,-2.393164565968108
18,GDGT__65_2.4_log,0.8744556762687958,0.7240889631364889,3.0,43.0,1.192498449115124,44.0,0.04577659929303314,47.0,1.38509198039823
19,GDGT__80_3.5_log,9.759593960387699,0.781773839987785,3.0,45.0,9.044538732555884,51.0,10.594292772881266,52.0,9.639950375725947
20,GDGT__65_1.6_log,10.817234304699182,0.48596915297841464,3.0,48.0,11.219017320617759,53.0,10.277087990235863,54.0,10.955597603243923
21,NutLim__t0,3.247402347028583e-15,0.4998952834098988,2.0,55.0,0.3534793447823137,56.0,-0.3534793447823072,,
22,NutLim__t05,-0.34428652088853395,0.31514283808345456,3.0,57.0,-0.2835972248308398,58.0,-0.6853603362050861,59.0,-0.0639020016296759
23,NutLim__t1,0.17411996267052554,0.6569182544203983,3.0,60.0,0.7599864603323071,61.0,-0.5360805005193194,62.0,0.29845392819858896
24,NutLim__t15,0.5422882229861475,0.7369546296440349,3.0,63.0,1.2024081365479788,64.0,-0.2528345262681253,65.0,0.6772910586785893
25,NutLim__t2,0.8667172087523562,0.6096276483903217,3.0,66.0,0.8957814786343478,67.0,0.24307726656860004,68.0,1.4612928810541208
26,NutLim__t4,1.811199408575106,0.06584778060899614,2.0,69.0,1.7646379963804006,70.0,1.857760820769811,,
27,UV_irr__wt0,9.274988184889328e-16,0.1688330714056313,3.0,71.0,0.14255004218076672,72.0,-0.186445417051998,73.0,0.04389537487123405
28,UV_irr__wt1,0.09437323985821627,0.3781803537230756,3.0,74.0,-0.3406137027268485,75.0,0.2785478009422235,76.0,0.34518562135927383
29,UV_irr__wt2,1.214789414003933,0.3150590647790273,3.0,77.0,0.993110859811343,78.0,1.075816405057793,79.0,1.5754409771426634
30,UV_irr__mut0,0.9284855997181435,0.5037793136732814,3.0,80.0,1.2789487693523247,81.0,0.3511653779904897,82.0,1.1553426518116163
31,UV_irr__mut1,1.0676531469288737,0.35352136615794283,3.0,83.0,1.186967860780272,84.0,1.3460791460325678,85.0,0.6699124339737813
32,UV_irr__mut2,1.0105329850704665,0.4598747677894221,3.0,86.0,0.7243198354048392,87.0,0.7662814222990265,88.0,1.5409976975075337
33,YtrA__overexpr,-2.120017789525354,1.6633267005314738,3.0,89.0,-4.003755688326959,90.0,-1.5026551715956094,91.0,-0.8536425086534928
34,YtrA__wt,-5.921189464667502e-15,2.19444158630433,3.0,92.0,0.8671747744837566,93.0,-2.495523324310772,94.0,1.6283485498269976
