,Value,list
TF,Sigma-70,
reg_genes,0,[]
comp_genes,51,"['pys2' 'PA0647' 'ampDh3' 'PA2288' 'PA0808' 'PA0910' 'PA0648' 'PA0819'
 'ptrB' 'PA0817' 'PA0909' 'prtN' 'PA0908' 'PA0907' 'PA0613' 'PA2027'
 'PA0670' 'pyoS5' 'PA3866' 'PA0646' 'PA0911']"
both_genes,0,"['PA0630' 'PA0616' 'PA0645' 'PA0639' 'PA0629' 'PA0633' 'PA0644' 'PA0641'
 'PA0635' 'PA0626' 'PA0640' 'PA0638' 'PA0622' 'PA0634' 'PA0625' 'PA0621'
 'PA0619' 'PA0615' 'PA0623' 'PA0631' 'PA0627' 'PA0617' 'PA0620' 'PA0637'
 'PA0636' 'PA0614' 'PA0618' 'PA0628' 'PA0643' 'PA0624']"
reg_genes2,30,
comp_genes2,0,
both_genes2,0,
