,-0.13102538192137841,-0.11086763085655096,-0.09070987979172351,-0.07055212872689606,-0.05039437766206861,-0.030236626597241162,-0.010078875532413711,0.010078875532413739,0.03023662659724119,0.05039437766206864,0.07055212872689609,0.09070987979172354,0.11086763085655099,0.13102538192137841,0.1511831329862059,0.17134088405103337,0.1914986351158608,0.21165638618068822,0.2318141372455157,0.2519718883103432
thresh,-0.0403155021296549,0.0403155021296549,1,,,,,,,,,,,,,,,,,
unreg,1,0,1,6,23,212,1020,764,178,62,19,7,1,1,1,0,0,0,0,0
unreg_genes,['SACI_RS09540'],[],['SACI_RS11920'],"['SACI_RS11555' 'SACI_RS11850' 'SACI_RS11590' 'Saci_1074' 'Saci_0653'
 'Saci_0382']","['Saci_1445' 'SACI_RS11630' 'Saci_1987' 'Saci_1442' 'Saci_1926'
 'Saci_2069' 'Saci_0236' 'Saci_0479' 'Saci_0481' 'SACI_RS11725'
 'Saci_2237' 'satP' 'Saci_1269' 'Saci_1753' 'ytrA' 'mctP_1' 'soxE_1'
 'Saci_1868' 'Saci_1863' 'Saci_2047' 'Saci_1671' 'moaC' 'Saci_1354']",[],[],[],[],"['rps13' 'Saci_1979' 'Saci_1969' 'Saci_1895' 'ppm1' 'Saci_0625'
 'Saci_0079' 'lcfB_1' 'Saci_1567' 'aroB' 'rpl29' 'nac' 'albA2' 'Saci_0474'
 'Saci_0249' 'cdc6-3' 'Saci_2124' 'Saci_0374' 'rbsK' 'hisD' 'rpl5'
 'Saci_0527' 'tmk_2' 'fen1' 'ypwA' 'cbiL' 'hisF' 'Saci_1232' 'mmgC_3'
 'Saci_1800' 'rpl19e' 'SACI_RS11990' 'Saci_1653' 'apc4_1' 'rps4' 'ydaP'
 'tyrA' 'Saci_2329' 'aroE' 'xpb2' 'Saci_2031' 'Saci_1028' 'dpo2' 'rpl32e'
 'nurA' 'Saci_0774' 'pdxK' 'Saci_1038' 'ttuA_2' 'Saci_0816' 'Saci_0261'
 'Saci_2054' 'rocA1' 'Saci_0974' 'D-KDXD_2' 'aptB' 'aroK' 'hisI'
 'SACI_RS11800' 'Saci_2021' 'aptA' 'lipA']","['Saci_1029' 'lipM_1' 'Saci_1298' 'rps4e' 'Saci_1992' 'SACI_RS10430'
 'rpl6' 'rps5' 'paaX' 'rps8' 'Saci_0589' 'gci' 'rps14' 'aroC' 'rpl18'
 'Saci_2210' 'speH_2' 'Saci_1569' 'Saci_1968']",['rpl14' 'lysW' 'rps17' 'norW_2' 'Saci_0630' 'rpl30' 'Saci_0505'],['rpl24'],['rpl15'],['SACI_RS09405'],[],[],[],[],[]
