,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,-5.075424807166667,1.9096547202040102,3.0,0.0,-2.882291689,1.0,-6.3705020584,2.0,-5.9734806741,,,,,,,,,,
1,LB__LBtran,-4.655291675733333,1.428305361697047,3.0,3.0,-3.0114624175,4.0,-5.3613389946,5.0,-5.5930736151,,,,,,,,,,
2,LB__LBstat,10.141668329733333,0.694570119679923,3.0,6.0,9.3784602245,7.0,10.7367265747,8.0,10.30981819,,,,,,,,,,
3,LB__LBGexp,-2.8999718363,0.19019248682559747,3.0,9.0,-2.9866065805,10.0,-2.6818860521,11.0,-3.0314228763,,,,,,,,,,
4,LB__LBGtran,-8.28201571195,0.5720451702799987,2.0,12.0,-8.686512731,13.0,-7.8775186929,,,,,,,,,,,,
5,LB__LBGstat,-1.7758520128666664,3.6328375953368437,3.0,14.0,0.6259182734000001,15.0,0.0017076753,16.0,-5.9551819873,,,,,,,,,,
6,Life Cycle__S0,-1.3577317791,0.6992559295559178,3.0,17.0,-0.7977078453,18.0,-2.1414686215,19.0,-1.1340188705,,,,,,,,,,
7,Life Cycle__S1,12.451444821566668,0.7796086583721993,3.0,20.0,11.7989676518,21.0,13.3148005421,22.0,12.2405662708,,,,,,,,,,
8,Life Cycle__S2,7.754166997966666,0.4596067677315649,3.0,23.0,7.6640038753,24.0,7.346323246,25.0,8.2521738726,,,,,,,,,,
9,Life Cycle__S3,5.2297321681,1.2836176630592155,2.0,26.0,6.1373869221,27.0,4.3220774141,,,,,,,,,,,,
10,Life Cycle__S4,6.3455508971666665,1.82117236796964,3.0,28.0,4.5400536957,29.0,8.1820037795,30.0,6.3145952163,,,,,,,,,,
11,Life Cycle__S5,11.497797734566666,2.1479650965224133,3.0,31.0,10.1750498474,32.0,13.9761767899,33.0,10.3421665664,,,,,,,,,,
12,Life Cycle__S6,20.68727437065,12.218817376627854,8.0,34.0,18.9412667871,35.0,41.914670807,36.0,15.4819209811,37.0,17.130525404,38.0,37.7982152291,39.0,10.8269726372,40.0,12.0417646163,41.0,11.3628585034
13,Life Cycle__S7,13.101706331866666,1.8590490111754916,3.0,42.0,12.6242697538,43.0,15.1529101964,44.0,11.5279390454,,,,,,,,,,
14,Life Cycle__S8,22.2991238265,10.036750400259093,2.0,45.0,15.2020695574,46.0,29.3961780956,,,,,,,,,,,,
15,Life Cycle__G135,-0.1973692403999998,3.5627726116168774,2.0,47.0,-2.7166299139,48.0,2.3218914331000002,,,,,,,,,,,,
