,A,PuuR,RpoS
ecoli_00421,-0.6680656722,-1.5837516900000002,-1.426807011
ecoli_00422,-1.2498366065,-1.460783357,-1.401286403
ecoli_00423,-0.0303079435,-1.702685833,-1.486259717
ecoli_00424,0.0495194017,-1.681854406,-1.602807011
ecoli_00425,0.7124967170000001,-1.945575851,-1.7950013550000001
ecoli_00426,0.7725303869,-1.9369528599999999,-1.947474307
ecoli_00427,-0.0823276022,-2.348884816,-1.652567464
ecoli_00428,0.1594878311,-2.381306565,-1.6748199380000002
ecoli_00429,0.9998593896,-2.163525303,-1.497790775
ecoli_00430,0.2310515642,-2.21953313,-1.530303604
ecoli_00431,0.4141609399,-1.099160624,-1.164812891
ecoli_00432,0.6095188996,-1.080913916,-0.989517818
ecoli_00433,0.6946368384,-1.059912053,-0.86014164
ecoli_00434,0.4755342246,-1.1798817160000001,-0.837791747
ecoli_00435,0.2331742742,-1.974200728,-1.386495954
ecoli_00436,0.3505045403,-1.8092958440000002,-1.402138782
ecoli_00437,0.2490256753,-2.429562347,-1.471664917
ecoli_00438,-0.2097077571,-2.587783118,-1.549020217
ecoli_00439,-1.0598110392,-1.535593935,-0.9616132070000001
ecoli_00440,-1.3137776864,-1.47897051,-0.951745735
ecoli_00441,-0.5462393469,-2.441002123,-1.531300938
ecoli_00442,-0.2587997958,-2.397414831,-1.634359187
ecoli_00443,-0.1136697541,-2.377355008,-1.565068318
ecoli_00444,-0.2775574578,-2.804143258,-1.614135088
ecoli_00445,-0.3207288408,-1.714477477,-1.248922181
ecoli_00446,-0.3017719386,-1.447813358,-1.155512192
ecoli_00447,-1.4676775503,-2.714404413,0.545286652
ecoli_00448,-1.0119387268,-2.795326074,0.418927092
ecoli_00449,-1.036300173,-1.8518533750000001,1.5375000920000002
ecoli_00450,-1.5961669361,-1.958652548,1.406942552
ecoli_00451,-1.2586609717,-3.10863848,0.550614182
ecoli_00452,-1.5038890815000001,-2.875500395,0.5427596720000001
ecoli_00453,-2.5004120612,-2.926364194,0.892385662
ecoli_00454,-1.8451551581,-2.643263264,1.6646909220000001
ecoli_00455,-3.4474133171,-2.967921693,0.14008757600000002
ecoli_00456,-3.4736743204,-2.833457767,0.317528992
ecoli_00457,-3.9491534659000003,-2.30737287,0.572097892
ecoli_00458,-4.2791160239,-2.467406616,0.664503352
ecoli_00459,-3.6797708162,-2.615776261,0.45651683200000004
ecoli_00460,-3.690800623,-2.3274227610000002,0.48580563200000004
ecoli_00461,-4.6016118192,-4.091697141,-0.366068699
ecoli_00462,-4.5741916605,-4.042636822,-0.18654836400000002
ecoli_00463,-5.0684797247,-2.836436188,1.7351000920000001
ecoli_00464,-4.8168022412,-2.720888609,1.686986762
ecoli_00465,-3.0979897975,-1.1029741,1.4074916320000002
ecoli_00466,-2.7274167086,-1.024812634,1.352980122
ecoli_00467,-3.5590368356,-2.789419564,-0.6825328420000001
ecoli_00468,-3.8864510806,-3.085971627,-0.726716694
ecoli_00469,-3.1081518148,-0.809060917,1.308905382
ecoli_00470,-2.2851689078,-0.912453128,1.2243911920000001
ecoli_00471,-4.9045879816,-3.8980865280000003,-1.103766331
ecoli_00472,-4.541671668,-3.784473416,-1.097200214
ecoli_00473,-4.0091540242,-2.991612236,1.589736432
ecoli_00474,-4.4151963453,-2.662976497,1.709398122
ecoli_00475,-4.4591801681,-2.827482486,1.261222212
ecoli_00476,-3.6690784474,-2.815388387,1.344198652
ecoli_00477,-3.3841949464,-3.333557475,-0.045943153
ecoli_00478,-3.3062848692999998,-2.983125134,-0.080519901
ecoli_00479,-2.5113214237,-1.3084069980000002,2.143029202
ecoli_00480,-2.2891948251,-1.37575618,2.130364142
ecoli_00481,-1.9870627482,-1.607505616,1.9626137520000002
ecoli_00482,-1.5661263671999999,-1.8660871700000001,1.923137492
ecoli_00483,-2.2972804773,-1.099713239,1.017683462
ecoli_00484,-2.8460793902,-1.095669121,0.9924556320000001
ecoli_00485,-0.3811743037,-3.508151649,0.381978592
ecoli_00486,-0.6195609135,-3.726963027,0.378607332
ecoli_00487,-4.6973605779,-3.444784715,0.602795022
ecoli_00488,-4.7218831439,-3.524156355,0.6368650020000001
ecoli_00489,-4.199391328,-2.529302637,1.367672302
ecoli_00490,-4.0960498382,-2.7070768,1.439483182
ecoli_00491,-0.8957915372,-1.8268578,0.325799862
ecoli_00492,-0.6510368080000001,-2.113847828,0.39428292200000004
ecoli_00493,-1.9690935563,-1.932908177,1.110020682
ecoli_00494,-2.0247455565,-2.063627602,1.140191742
ecoli_00495,-1.9894058742,-2.150409423,1.650929632
ecoli_00496,-2.4942822723,-2.400521469,1.5050050220000002
ecoli_00497,-2.375777876,-0.740825461,1.405993702
ecoli_00498,-2.2633580338,-0.8742621490000001,1.369863552
ecoli_00499,-1.26163389,-1.894453906,1.9654553520000002
ecoli_00500,-0.8175594031000001,-1.83880726,1.955990402
ecoli_00501,-4.0740389535,-2.957045773,0.9521508320000001
ecoli_00502,-2.2420157895,-3.043358771,1.044374912
ecoli_00503,-4.3057268375,-3.155075486,1.2274404620000001
ecoli_00504,-3.4614888949,-3.101544109,1.175064452
ecoli_00505,-4.3406159533,-3.152572387,0.8492971020000001
ecoli_00506,-4.4369484268,-2.893761193,0.8937301820000001
ecoli_00507,-4.2455916124,-2.8629370620000003,0.47077431200000003
ecoli_00508,-3.3548797923,-2.45646014,0.35456234200000003
ecoli_00509,-4.0684976051,-2.4642330980000002,0.548405402
ecoli_00510,-3.9208592045,-2.253849312,0.47028348200000003
ecoli_00511,-0.7823434995,-3.443609506,0.09293588900000001
ecoli_00512,-0.6476075042,-3.45942371,0.06531996100000001
ecoli_00513,-2.4009250165,-0.39718604300000004,1.6245794120000001
ecoli_00514,-2.4544026879,-0.35684415,1.586807102
ecoli_00515,-1.0081084109,-1.896268911,0.5992908720000001
ecoli_00516,-1.3062327522000001,-1.9572954770000002,0.6067851120000001
ecoli_00517,-0.773381164,-0.988909542,0.385690382
ecoli_00518,-1.0474681061,-2.183602707,0.395483542
ecoli_00519,-2.6691332213,-2.607366631,0.821033152
ecoli_00520,-1.9155654352,-2.721990093,0.48740582200000004
ecoli_00521,-1.0667102143,-2.688360454,0.6522788820000001
ecoli_00522,-0.9087394075,-2.826223455,0.698912572
ecoli_00523,-0.8812652400000001,-2.7752609120000002,0.6330313320000001
ecoli_00524,-0.36548311040000003,-0.028677438000000003,1.730569362
ecoli_00525,-0.3753903442,-0.12265379100000001,1.731126742
ecoli_00526,-0.4676132364,0.030195752000000003,1.682178662
ecoli_00527,-0.3454907829,0.030880367000000002,1.717740542
ecoli_00528,-2.3930660581,1.499769581,1.524751262
ecoli_00529,-2.2671713998,-0.035595550000000004,0.856116462
ecoli_00530,-0.7651799581000001,-1.869538489,0.655051432
ecoli_00531,-1.5578931069,-1.825442567,0.485958512
ecoli_00532,-0.556700528,-2.097440543,0.634709132
ecoli_00533,-1.1625118092,-2.209473758,0.524656542
ecoli_00534,-0.6198739032,-2.20547301,0.773720472
ecoli_00535,-1.2269748581,-2.186545987,0.6472917020000001
ecoli_00536,-1.0379509005,1.612836115,0.605508142
ecoli_00537,-1.484497947,1.967926754,0.990139002
ecoli_00538,-0.49634569300000003,1.060907192,0.408591482
ecoli_00539,-1.2472236302,1.18967369,0.5977885820000001
ecoli_00540,-1.3206539189,0.761578015,1.730857472
ecoli_00541,-1.014983876,0.8351321920000001,1.7069542819999999
ecoli_00542,-1.4668195158000001,0.347771899,1.784431142
ecoli_00543,-1.8344512407,0.49496959900000004,1.9958476520000001
ecoli_00544,-1.9061800164,0.143431089,1.542874952
ecoli_00545,-2.0548931005,0.10513100900000001,1.534533042
ecoli_00546,-0.31342291580000003,1.527521882,0.786947932
ecoli_00547,-0.13118303250000002,1.438557525,0.757394302
ecoli_00548,-0.1070640206,1.421358416,0.8782502320000001
ecoli_00549,-0.6781966389,1.299095814,0.9175091620000001
ecoli_00550,-0.6634926029,1.280737358,1.404979642
ecoli_00551,-0.5398284076000001,1.198107921,1.211564372
ecoli_00552,-0.2478733019,-2.242839739,-0.20712402400000002
ecoli_00553,-0.7987982684,-2.213997618,-0.193773294
ecoli_00554,-0.9114273133,-2.343375291,0.08313350200000001
ecoli_00555,-2.0574158334,-2.453962002,0.21432803700000003
ecoli_00556,-1.9971829107999999,-2.589267039,0.299810982
ecoli_00557,-3.0024054193,-2.404861014,0.283518739
ecoli_00558,-2.977277094,-2.154436815,0.116283754
ecoli_00559,-1.7464899492,-1.845871862,0.15466231800000002
ecoli_00560,-1.6895583457,-1.9928777530000001,0.752842482
ecoli_00561,-2.0739012163,-1.7734704090000002,0.7440650520000001
ecoli_00562,-2.4003218954,1.8745778510000002,2.678412222
ecoli_00563,-1.4504055515,0.7505725,2.670276142
ecoli_00564,-0.6026601051,-2.244573969,0.021450516000000003
ecoli_00565,-0.8629296535000001,-2.224820091,0.12467335300000001
ecoli_00566,-2.4396009012,-2.428494529,0.8053895320000001
ecoli_00567,-1.6320267566000002,-2.671694958,0.764711982
ecoli_00568,0.9711183427000001,-1.757335885,-0.16620885100000002
ecoli_00569,0.4900141476,-1.863022193,-0.112423224
ecoli_00570,0.2953149462,-1.88659932,-0.14096666
ecoli_00571,0.3253205631,-2.08362244,-0.07097354800000001
ecoli_00572,-1.3777537558000001,-1.14574639,0.31248612200000003
ecoli_00573,-2.9607832559,-1.546389868,0.691914182
ecoli_00574,-2.0342404854,-2.390846225,0.379909192
ecoli_00575,-2.3330173079,-2.375278353,0.492821072
ecoli_00576,-1.7595896161,-1.9665871730000002,0.644678072
ecoli_00577,-1.6153166631,-2.162042741,0.999514192
ecoli_00578,-1.3615930367,-2.185935549,0.982890252
ecoli_00579,-2.3909267223,-1.933746216,0.8411365120000001
ecoli_00580,-1.7258072064,-1.823476872,0.686649932
ecoli_00581,-2.1537600123,-2.020027176,0.704788702
ecoli_00582,-1.5878047496,-1.519298776,0.597734592
ecoli_00583,-1.9673023276000001,-2.252604597,0.223916776
ecoli_00584,-0.5736346517,-2.498702828,0.7582373720000001
ecoli_00585,-0.5391693114,-2.630963134,0.7543898320000001
ecoli_00586,1.1148508334,-1.916455407,-0.320550728
ecoli_00587,1.2560247268,-1.7683457310000001,-0.008478832
ecoli_00588,0.309620424,-2.153439764,-0.00845647
ecoli_00589,-0.571648665,-2.172445577,0.0017487370000000002
ecoli_00590,-1.8926382122,1.351155669,1.0723557320000001
ecoli_00591,-2.2160708187,1.280895373,1.124229652
ecoli_00592,-1.7940564714,-2.12504072,0.702207682
ecoli_00593,-1.5186149282999999,-2.155703651,0.637041792
ecoli_00594,-1.3757382889,-2.383441689,0.586811162
ecoli_00595,-2.0375639337,-2.2484030760000002,0.7414351720000001
ecoli_00596,-0.7134813926,-2.034551134,0.914758582
ecoli_00597,-1.3538746535000001,-1.943965987,0.782750752
ecoli_00598,-0.7682770123,-1.445182432,1.2547179019999999
ecoli_00599,-0.3316111647,-1.263824348,1.389402172
ecoli_00600,-0.7377400192,0.909693379,0.982054222
ecoli_00601,-0.9165772139,0.995943644,0.812947382
ecoli_00602,-1.1141641228,0.385475742,0.638640212
ecoli_00603,-0.8910930836000001,0.079653632,0.672125622
ecoli_00604,-0.8908276254,0.691923395,0.975388922
ecoli_00605,-0.8913460595,0.207846929,0.6514548920000001
ecoli_00606,0.420849425,-1.702610987,0.197083491
ecoli_00607,-1.3959387178,-2.757303712,0.202627316
ecoli_00608,-1.4256980732,-2.181885739,0.075356554
ecoli_00609,-1.0625275884,-2.934251319,-0.13739720700000002
ecoli_00610,-1.147834195,-2.658912076,0.11647995500000001
ecoli_00611,-1.6656625366000002,-2.973614569,-0.059910924000000004
ecoli_00612,0.6303955218,-2.345106854,0.040839611000000005
ecoli_00613,0.7923146456,-1.795818061,0.48676726200000003
ecoli_00614,0.3371022231,-1.647631451,0.381830522
ecoli_00615,1.9426237108,-2.025282142,0.23666745400000003
ecoli_00616,0.42091317180000004,-1.604495659,0.732593782
ecoli_00617,0.0907357969,-1.727219907,0.5610367820000001
ecoli_00618,-0.4087562315,-1.888474809,-0.21162116
ecoli_00619,0.1502410277,-1.912276461,-0.19722404600000001
ecoli_00620,-1.6032907607,0.8424318470000001,1.8302124320000002
ecoli_00621,-1.5446094799,0.843827336,1.818011792
ecoli_00622,-0.3161064571,-1.067900347,0.628178432
ecoli_00623,-0.5672825281,-1.223490881,0.574027162
ecoli_00624,-1.5083272199,-0.582336753,0.8950668820000001
ecoli_00625,-1.3459201019,-0.7277334870000001,0.9553809320000001
ecoli_00626,-0.8058880329,-0.036878437,0.481077462
ecoli_00627,-0.5835546905,0.10901564100000001,0.414372032
ecoli_00628,-0.7902371581000001,0.484346728,0.789958142
ecoli_00629,-1.2437540424,0.342018602,0.807071062
ecoli_00630,-1.2729792475,-0.3529983,1.180860802
ecoli_00631,-1.1243475701,-0.36781637100000003,1.316103432
ecoli_00632,-0.7516268528000001,-1.287877661,0.867514882
ecoli_00633,-0.8512331852,-1.312784212,0.9655816920000001
ecoli_00634,-0.8732250485,-1.185398036,0.939073072
ecoli_00635,-0.8620470385000001,-1.031161477,0.9392079120000001
ecoli_00636,-1.2869804433,-1.140246938,1.299081872
ecoli_00637,-1.1206423593000001,-1.593029741,1.276132952
ecoli_00638,-0.5673689475,-0.914105425,0.676725562
ecoli_00639,-0.5988357177,-0.951352916,0.6239913220000001
ecoli_00640,-1.8403380873000001,-1.075300089,0.9195953720000001
ecoli_00641,-1.2726155691,-1.158936507,1.070828622
ecoli_00642,-1.1865033924,-0.877048983,0.907281302
ecoli_00643,-1.0151483157,-1.2456207400000001,1.014560852
ecoli_00644,-0.7717044606,-1.222718022,0.648728662
ecoli_00645,-1.2215372938,-1.141352807,0.6310093720000001
ecoli_00646,-0.9992075683,-1.276625686,0.260359279
ecoli_00647,-0.7525318806,-1.292435658,0.337925702
ecoli_00648,-0.8067257790000001,-1.308412495,0.5832992720000001
ecoli_00649,-0.8537669235,-1.31639765,0.536610012
ecoli_00650,-0.6371720872000001,-1.054250199,0.7844718420000001
ecoli_00651,-0.6008001727,-1.115556884,0.5880848120000001
ecoli_00652,-1.6857951243,-1.0318560940000001,1.6502528120000002
ecoli_00653,-1.4663121053000001,-1.048145447,1.605420772
ecoli_00654,-1.2436694874,-0.616173537,0.738394282
ecoli_00655,-0.9185152415000001,-0.587184386,0.758771582
ecoli_00656,-1.1302041237,-1.40033953,0.817985662
ecoli_00657,-1.1848841389,-1.44121339,0.7961451820000001
ecoli_00658,-0.4826985076,-1.055298375,0.14390909999999998
ecoli_00659,-1.1019282925,-1.263035365,0.268901973
ecoli_00660,-0.9895963834,-1.305513197,1.286770342
ecoli_00661,-0.8264711493,-1.2760114869999999,1.396164682
ecoli_00662,-0.3298012414,-0.9986472070000001,0.434391552
ecoli_00663,-0.5675939569,-0.691288698,0.369242772
ecoli_00664,-0.8802011498000001,-1.217952679,1.281037232
ecoli_00665,-0.8602955560000001,-1.388742808,1.2743906520000001
ecoli_00666,-0.7741786193,-1.130423459,1.038756942
ecoli_00667,-0.7784736885,-1.322156884,1.039930542
ecoli_00668,-1.4645364159,-0.42765262400000004,1.647250302
ecoli_00669,-0.8299381990000001,-0.347248445,1.699236672
ecoli_00670,-0.8242467750000001,-1.208454029,1.321080842
ecoli_00671,-0.8356529034,-1.180999638,1.337915162
ecoli_00672,-0.8207236097,-2.416456811,0.585122592
ecoli_00673,-0.8015950911,-2.2696610870000002,0.9447356020000001
ecoli_00674,-0.9405624998000001,-0.998573153,0.401728872
ecoli_00675,-0.9434731285,-1.3042710990000002,0.347043152
ecoli_00676,-0.6519973648,-1.064850836,0.5440581320000001
ecoli_00677,-0.4638949194,-1.094048247,0.567509232
ecoli_00678,-0.9575679561,-0.761796204,1.8341525920000001
ecoli_00679,-1.3255034732,-0.34411498700000004,1.939742772
ecoli_00680,-1.3308306911,-1.54451665,0.6613088420000001
ecoli_00681,-1.142297939,-1.527029323,0.717844762
ecoli_00682,-0.4213232321,-0.8868360420000001,1.164276552
ecoli_00683,-0.7535877935,-0.9795542140000001,1.244606692
ecoli_00684,-0.8905635391000001,-1.084600828,0.613336202
ecoli_00685,-0.6652577837,-1.292121695,0.764384932
ecoli_00686,-0.6448003516,-1.661475205,-0.046391769000000006
ecoli_00687,-1.1172060926,-1.8590247990000002,0.10538008600000001
ecoli_00688,-1.1189351616,-1.2543591840000001,0.342216642
ecoli_00689,-0.6230609829,-1.32899484,0.36331122200000004
ecoli_00690,-1.0840992723,-0.75259674,1.538991512
ecoli_00691,-1.3944534866,-0.6555044480000001,1.658506142
ecoli_00692,-1.6174429703,-0.560263116,1.485949062
ecoli_00693,-1.6846010966,-1.049172344,1.585049412
ecoli_00694,-1.484827225,-1.133928303,1.462841342
ecoli_00695,-1.6380649831,-1.355090653,1.192064092
ecoli_00696,-1.3692358906,-0.75707558,1.719680742
ecoli_00697,-1.3193607378,-0.683060674,1.610427042
ecoli_00698,-1.039753149,-1.7837272620000002,0.48229885200000006
ecoli_00699,-0.8887860373,-1.709773378,0.38756987200000004
ecoli_00700,-0.6318982872000001,-0.561221955,0.569808832
ecoli_00701,-0.9994240502,-0.54822595,0.5878713320000001
ecoli_00702,-0.9691598975000001,-1.253400745,0.748215262
ecoli_00703,-1.0177081966,-1.518586561,0.772745432
ecoli_00704,-0.7966755590000001,-1.117766345,0.550518202
ecoli_00705,-0.7517298181000001,-1.223277792,0.563995832
ecoli_00706,-0.7364853583000001,-1.6788101430000002,0.401711162
ecoli_00707,-0.5728229162,-1.5576905220000001,0.22758527
ecoli_00708,-0.8186743397,-1.192946468,0.671752252
ecoli_00709,-0.4992200437,-1.390072208,0.614882872
ecoli_00710,-1.1537720378,-0.37938387100000004,0.8383157120000001
ecoli_00711,-1.072209339,-0.44092519100000005,0.953487402
ecoli_00712,-1.089175196,-1.037174329,0.964090352
ecoli_00713,-1.1650085488,-0.7109052410000001,0.901377312
ecoli_00714,-2.0649757571,-0.232934664,1.718903732
ecoli_00715,-2.1631456074,-0.381617755,1.351313052
ecoli_00716,0.9929300714,-0.971575171,0.106695308
ecoli_00717,1.1074459767,-1.237628556,0.141060303
ecoli_00718,1.3477906854000001,-1.7505177600000001,-0.230745355
ecoli_00719,1.487582479,-1.480911063,-0.146208637
ecoli_00720,1.5112979439,-1.640736928,-0.153329452
ecoli_00721,1.2152648466,-1.446980216,-0.157571648
ecoli_00722,0.5389279487,-1.317248294,1.635612032
ecoli_00723,0.0160910083,-1.379096853,1.622138852
ecoli_00724,0.28695269700000003,-1.743908275,0.106107449
ecoli_00725,0.2092499724,-1.790353498,0.524486572
ecoli_00727,-0.4330731392,-1.5985918510000001,1.2533454320000001
ecoli_00728,-0.09077778160000001,-1.7728342910000001,0.143984317
ecoli_00729,0.38735779130000003,-1.952385441,0.525939852
ecoli_00730,-0.599896651,-2.031546389,-0.05823077
ecoli_00731,0.5822217647,-2.391923668,0.114430689
ecoli_00732,-0.17412819300000001,-2.308474126,0.073392837
ecoli_00733,0.1504381163,-1.466979728,0.42039634200000003
ecoli_00734,0.2565140945,-1.498672153,0.548322022
ecoli_00735,-0.16051351400000002,-1.158980747,0.622492342
ecoli_00736,0.06307288800000001,-1.35434503,0.20184136100000002
ecoli_00737,-0.30632512630000003,-1.127940954,0.8692270320000001
ecoli_00738,0.271492455,-1.49805441,0.6974166620000001
ecoli_00739,-0.3291150432,-1.3547967060000001,0.07791659100000001
ecoli_00740,0.2245487719,-1.627839427,0.158465929
ecoli_00741,-1.7036730055,-2.39475924,0.9537564220000001
ecoli_00742,-1.450607597,-2.349712576,0.9814993820000001
ecoli_00743,0.8103737825,-0.7977232280000001,0.851815082
ecoli_00744,0.9870383252,-0.861045107,0.805688422
ecoli_00745,1.0855780686,-0.933456939,0.49241269200000004
ecoli_00746,1.2464663127,-1.031991095,0.517062142
ecoli_00747,0.9582263161000001,-1.018066162,0.528303952
ecoli_00748,0.8567173751,-1.1465307980000001,0.573257302
ecoli_00749,-0.6691430701000001,-2.094277835,1.5288345520000002
ecoli_00750,-1.1111183398,-2.34459877,1.247999062
ecoli_00751,1.4178160237,-1.267855205,0.9376607320000001
ecoli_00752,1.5757658207,-1.447613987,0.8732817420000001
ecoli_00753,1.4424746464,-1.887474186,0.270418667
ecoli_00754,1.2514438904,-1.614988683,0.209615396
ecoli_00755,2.3040158655000003,-1.635096383,0.675028442
ecoli_00756,1.4403965899,-1.54746407,0.801770202
ecoli_00757,0.7574054568,-1.509557514,-0.557170091
ecoli_00758,0.6149451661,-1.586188456,-0.416391233
ecoli_00759,-3.1209418854,-2.871055054,0.662849232
ecoli_00760,-2.7384460227,-3.110823064,0.8956378920000001
ecoli_00761,0.783559407,-1.5811472069999999,-0.16321665600000002
ecoli_00762,0.4953196836,-1.5908492170000001,-0.29974473300000004
ecoli_00763,0.593644535,-1.631827616,-0.18690598600000002
ecoli_00764,0.5952770746,-1.471293258,-0.027747274000000002
ecoli_00765,0.2528436745,-1.380298096,0.034659745
ecoli_00766,0.3396670155,-1.447604971,-0.031113969000000002
ecoli_00767,-0.5011321543,-1.200465698,2.785352722
ecoli_00768,0.5268323377,-1.024300076,3.009075552
ecoli_00769,0.5946294869000001,-1.376870336,0.9025170320000001
ecoli_00770,0.45071067600000003,-1.219133474,0.861155212
ecoli_00771,-0.1530848782,-1.6105601200000002,1.043320932
ecoli_00772,0.0368978999,-1.728284252,1.034550672
ecoli_00773,1.2514796951,-1.351700427,1.160442362
ecoli_00774,1.1291900959,-1.343346761,1.357744682
ecoli_00775,0.8538229551000001,-1.302010059,0.8815165420000001
ecoli_00776,0.8535636740000001,-1.616777172,0.8068994620000001
ecoli_00777,1.2660980775000001,-1.942413497,-0.46818323500000003
ecoli_00778,0.5906154472,-2.2572494929999998,-0.504733132
ecoli_00779,-0.2846307675,-2.676259021,-0.568459668
ecoli_00780,0.3103316571,-2.7005772820000002,-0.40645875600000003
ecoli_00781,1.1574846898,-1.860892581,-0.5666004250000001
ecoli_00782,0.7813187646,-1.894770225,-0.618132993
ecoli_00783,0.7068932629,-2.200860009,-0.261739756
ecoli_00784,0.8574386296000001,-2.733303248,-0.12966528100000002
ecoli_00785,1.3647621483,-2.521835277,-0.524940594
ecoli_00786,0.5316144575,-2.403729833,-0.7528981960000001
ecoli_00787,0.8860673481,-1.62282776,0.328525112
ecoli_00788,0.9898096843,-1.6940024230000001,0.216529764
ecoli_00789,1.6541338982,-2.069941105,-0.45060715500000004
ecoli_00790,1.4339768659,-2.361024103,-0.34063654800000004
ecoli_00791,1.4261758866,-1.251808868,0.08479708100000001
ecoli_00792,0.4671190338,-2.040276918,0.475393002
ecoli_00793,0.8230175383,-1.9900398890000002,-0.35326148100000004
ecoli_00794,1.0424871742,-2.125128057,-0.380653725
ecoli_00795,1.2141333173,-1.870401985,0.36044262200000005
ecoli_00796,1.3749091228,-1.9806433760000002,0.331702712
ecoli_00797,0.1651030875,-1.397502715,0.19266828200000002
ecoli_00798,1.3955416663,-1.469462421,0.5997283720000001
ecoli_00799,0.5016641884,-2.011399072,0.227307742
ecoli_00800,-0.046232611,-0.9251813240000001,0.612511522
ecoli_00818,-2.2518528106,-1.063478941,1.3332109920000002
ecoli_00819,-1.4258099856,-1.091696344,1.280275182
ecoli_00820,-2.027737496,-1.315491532,1.756563822
ecoli_00821,-2.1517693227,-1.485045055,1.789561882
ecoli_00822,-1.6263139463,-0.9566854650000001,1.7383771920000002
ecoli_00823,-1.723126373,-0.9943393070000001,1.656277972
ecoli_00824,-1.833354396,-0.871008238,1.607751292
ecoli_00825,-1.7944871483,-1.118354829,1.653060862
ecoli_00826,-1.5745119386000002,-1.004130236,1.2814093020000001
ecoli_00827,-1.7626548409,-1.224730693,1.281068312
ecoli_00828,-1.2422978149000001,-1.421693205,1.0339006020000001
ecoli_00829,-1.279235682,-1.179315083,1.0135920920000001
ecoli_00830,-1.0013057786,-0.889918564,1.542635782
ecoli_00831,-0.9391880573,-0.8663687050000001,1.552532362
ecoli_00832,-1.6332789931,-2.388973575,1.851431072
ecoli_00833,-1.4264674287,-2.150348956,1.957580102
ecoli_00834,-2.188677733,-0.5912087260000001,1.415156502
ecoli_00835,-2.0795784219,-0.47329313700000003,1.3531878019999999
ecoli_00836,-2.4254250083,-1.229743934,1.498717262
ecoli_00837,-1.8616046168,-1.122884111,1.560191642
ecoli_00838,-1.0392913986,-1.676417539,1.521477682
ecoli_00839,-2.0329679036,-1.475975121,1.600326662
ecoli_00840,-2.152890699,-1.537573005,1.514438652
ecoli_00841,-2.0538022837,-1.566445108,1.4329907020000001
ecoli_00842,-1.5790350298,-0.723045307,1.370709192
ecoli_00843,-1.5317043258,-0.84983429,1.300769352
ecoli_00844,-1.6986289956,-1.345962471,1.313243352
ecoli_00845,-1.8638926365000001,-1.170567226,1.440201662
