sample,new_1454795_1455013_c
LBexp_1,7.3935
LBexp_2,7.4154
LBexp_3,7.5856
LBtran_1,7.5939999999999985
LBtran_2,7.5653
LBtran_3,7.6659
LBstat_1,7.7849
LBstat_2,7.9892
LBstat_3,7.9615
LBGexp_1,7.2535
LBGexp_2,7.4557
LBGexp_3,7.4363
LBGtran_2,7.8104
LBGtran_3,7.6545
LBGstat_1,7.8232
LBGstat_2,7.6639
LBGstat_3,7.8048
S0_1,6.992000000000001
S0_2,7.1802
S0_3,7.4649
S1_1,7.1904
S1_2,7.3205
S1_3,6.7637
S2_1,7.7329
S2_2,7.2754
S2_3,7.136
S3_1,7.8862
S3_2,7.2787
S4_1,8.2406
S4_2,8.0542
S4_3,7.9016
S5_1,8.4665
S5_2,8.0906
S5_3,8.5389
S6_1,8.7483
S6_2,7.8751
S6_3,8.8697
S6/t_1,8.562000000000001
S6/t_2,7.7972
S6_4,8.5734
S6_5,8.7222
S6_6,8.618
S7_4,9.435
S7_5,9.4741
S7_6,9.5716
S8_4,9.1421
S8_5,9.3434
G135_1,7.8091
G135_3,7.8279
G150_1,7.6147
G150_2,6.8698
G150_3,8.283999999999999
G180_1,7.5951
G180_2,7.1119
G180_3,7.3809
C30_1,9.528
C30_2,9.3812
C90_1,9.019
C90_2,7.207000000000002
BI_1,7.4595
BI_2,7.5094
BC_2,7.8227
BC/t_1,8.3321
BC/t_2,9.5438
BC_1,7.7396
Sw_1,7.5694
Sw_2,7.2113
BT_1,8.0858
BT_2,8.0206
B36_1,10.9336
B36_2,10.9021
B60_1,12.1425
B60_2,12.1434
M9exp_1,7.1179999999999986
M9exp_2,7.224
M9exp_3,7.0235
M9tran_1,7.4783
M9tran_2,7.322
M9tran_3,7.1363
M9stat_1,7.8307
M9stat_2,7.9078
M9stat_3,7.6229
M+G_1,9.306
M+G_2,7.4195
M+G_3,7.4985
Glu_1,8.2635
Glu_2,7.4681
Glu_3,7.5731
Fru_1,8.0138
Fru_2,8.3324
Fru_3,7.5188
Mal_1,7.2488
Mal_2,8.1186
Mal_3,7.3433
G+S_2,8.2326
G+S_3,8.144
Pyr_1,8.353
Pyr_2,8.2718
Pyr_3,8.6772
Gly_1,7.6537
Gly_2,8.085
Gly_3,8.3122
Glucon_1,8.6671
Glucon_2,8.3587
Glucon_3,8.1771
aero_1,7.4599
aero_2,7.2115
aero_3,7.1285
nit_1,7.3998
nit_2,7.3727
nit_3,7.3549
ferm_1,7.3734
ferm_2,7.3448
ferm_3,7.7360000000000015
T-5.40H_1,7.3185
T-4.40H_1,7.4564
T-3.40H_1,7.2763
T-2.40H_1,7.1751
T-1.40H_1,7.0745
T-1.10H_1,7.0391
T-0.40H_1,6.8206
T0.0H_1,6.9036
T0.30H_1,8.0046
T1.0H_1,7.697
T1.30H_1,7.9075
T2.0H_1,7.9525
T2.30H_1,7.5015
T3.0H_1,7.2975
T3.30H_1,7.6624
T4.0H_1,7.4065
T5.0H_1,7.5953
HPh_1,7.7264
HPh_2,7.2232
HPh_3,7.9716
LPh_1,7.5055
LPh_2,7.2876
LPh_3,7.654
LPhT_1,7.9416
LPhT_2,7.5472
LPhT_3,7.7879999999999985
SMMPr_1,6.7806
SMMPr_2,7.1993
SMMPr_3,7.266
HiTm_1,7.6112
HiTm_2,7.3403
HiTm_3,7.4905
LoTm_1,8.4235
LoTm_2,8.2487
LoTm_3,8.2321
HiOs_1,7.5246
HiOs_2,8.1706
HiOs_3,7.8631
BMM_1,7.0416
BMM_2,7.2001
BMM_3,7.4402
Heat_1,7.7847
Heat_2,7.1775
Heat_3,7.6147
Cold_1,7.1873
Cold_2,7.417999999999998
Cold_3,7.536
Etha_1,7.9161
Etha_2,8.349
Etha_3,7.6216
SMM_1,7.4749
SMM_2,7.3488
SMM_3,7.0688
Salt_1,7.4786
Salt_2,7.1757
Salt_3,7.0959
Mt0_1,7.592
Mt0_3,7.1185
M0t45_1,7.2865
M0t45_2,7.9177
M0t45_3,7.3107
M0t90_1,7.6129
M0t90_2,7.4273
M0t90_3,7.2973
M40t45_1,7.4719
M40t45_2,7.7344
M40t45_3,7.2457
M40t90_1,7.2752
M40t90_2,7.2869
M40t90_3,7.4502
dia0_1,7.2914
dia0_2,7.423999999999999
dia0_3,7.1319
dia5_1,7.5267
dia5_2,7.8446
dia5_3,7.6144
dia15_1,7.0612
dia15_2,7.5979
dia15_3,7.7527
Diami_1,7.4816
Diami_2,7.2337
Diami_3,7.8109
Paraq_1,7.5055
Paraq_2,7.3814
Paraq_3,7.2129
H2O2_1,7.2449
H2O2_2,7.1612
H2O2_3,7.3683
Oxctl_1,7.8554
Oxctl_2,7.8133
Oxctl_3,7.5227
GM-0.1_1,7.0694
GM-0.2_1,7.4787
GM+5_1,6.8758
GM+15_1,6.8933
GM+25_1,7.0076
GM+45_1,6.9463
GM+60_1,6.9416
GM+90_1,7.1747
GM+120_1,7.4949
GM+150_1,7.6327
GM-0.1_2,7.1222
GM-0.2_2,7.4217
GM+5_2,6.7897
GM+10_2,6.8305
GM+15_2,7.6258
GM+25_2,7.3562
GM+45_2,6.657
GM+60_2,6.8372
GM+90_2,7.752999999999999
GM+150_2,6.5752
GM-0.1_3,7.5137
GM-0.2_3,6.8283
GM+5_3,7.1401
GM+10_3,6.7261
GM+15_3,7.2527
GM+25_3,7.3118
GM+45_3,7.666
GM+60_3,7.3012
GM+90_3,7.5728
GM+120_3,8.1796
GM+150_3,7.4526
MG-0.1_1,6.8707
MG+5_1,7.4963
MG+10_1,7.0205
MG+15_1,7.2437
MG+25_1,7.11
MG+45_1,7.3847
MG+120_1,7.4678
MG+150_1,7.3281
MG-0.1_2,6.4509
MG-0.2_2,7.1129
MG+5_2,6.7646
MG+10_2,7.0147
MG+15_2,7.5175
MG+25_2,6.9795
MG+45_2,6.8269
MG+60_2,7.1866
MG+90_2,6.8137
MG+120_2,7.072
MG-0.1_3,7.2293
MG-0.2_3,7.6131
MG+5_3,7.6147
MG+10_3,7.154
MG+15_3,7.3229
MG+25_3,7.18
MG+45_3,7.1082
MG+60_3,7.3186
MG+90_3,6.9634
MG+120_3,7.3193
MG+150_3,7.5213
