,PSPTOB0025
SRX1828913,0.0229127611
SRX1828914,2.5377504958
SRX1828915,0.2528851293
SRX1828916,2.5634670046
SRX1828917,-0.2757978904
SRX1828918,2.2299975847
SRX3983989,2.6421748379
SRX3983990,0.4722789149
SRX3983993,2.855608615
SRX3983994,2.3149358877
SRX3983995,1.4892679291
SRX3983996,2.5856484870000003
SRX3983997,3.498115284
SRX3983998,1.1693253954
SRX3983999,1.9236378243
SRX3984000,2.2345975207
SRX3984001,3.8441280512000002
SRX3984002,3.9784235433
SRX3984003,3.4275033973
SRX3984004,1.2095995542
SRX3984005,2.4330865139
SRX3984006,3.7796505186
SRX3984007,1.674545591
SRX3984008,1.5952989943
SRX3984009,0.6336679798
SRX3984010,5.1174286901
SRX3984011,1.3981074003
SRX3984012,0.7669329287000001
SRX3984013,1.1093709162
SRX3984014,1.0674371258
SRX3984015,3.0955551187
SRX3984016,1.2315858034
SRX3984017,5.2646933805
SRX3984019,0.3593511278
SRX3984020,4.7559545694
SRX3984021,4.8319468967
SRX3984022,4.9988528543
SRX3984023,0.0302259455
SRX3984024,1.6626684815
SRX3984025,1.9520905358
SRX3984026,2.5397357653
SRX3984027,1.8484085753000001
SRX3984028,1.6551218734000002
SRX3984029,2.1624237265
SRX3984031,4.1722105243
SRX3984032,4.5559013587
SRX3984034,0.11702279300000001
SRX3984035,0.2221682572
SRX3984036,6.2145189032
SRX3984037,5.9126425599
SRX3984038,6.1619052276
SRX3984039,5.9626525494
SRX3984040,2.1172793118
SRX3984041,6.1560033421
SRX3984042,1.7548153838
SRX3984043,0.8161236016000001
SRX3984045,1.1505555571000001
SRX3984046,0.10980362190000001
SRX3984047,3.9621290921
SRX3984048,3.4125894348
SRX3984049,3.0542785865
SRX3984050,2.651832383
SRX3984051,3.9940399589
SRX3984052,1.3266794907000001
SRX3984056,4.4883084517
SRX3984057,4.4904947895
SRX3984058,4.9493328174
SRX3984059,1.0196245612000001
SRX3984061,0.8524238863
SRX3984062,1.5264349025000001
SRX3984063,1.2444135992
SRX3984064,1.3230120904
SRX3984065,1.4206224379
SRX3984066,1.1610529601
SRX3984067,1.1439237776
SRX3984068,1.3096638129
SRX3984069,2.5249095175000003
SRX3984070,3.5506787280000003
SRX3984071,3.2474104909
SRX3984073,2.0453284603
SRX3984074,2.411091107
SRX3984077,0.10985311880000001
SRX3984078,0.1941274712
SRX3984079,3.5352957153
SRX3984080,-0.2570523604
SRX3984082,1.4829835548
SRX3984084,4.3747511714
SRX6997963,0.20486357460000001
SRX6997964,-0.08295152480000001
SRX6997965,-0.3918791055
SRX6997967,0.25777923680000003
SRX6997968,-0.7368965712000001
SRX6997969,-0.024015573000000002
SRX6997971,-0.4626428114
SRX6997972,-0.7894242096
SRX6997973,-0.9774454785000001
SRX3159100,0.14184654800000002
SRX3159101,0.1211984406
SRX3159102,-0.24203433270000002
SRX3159103,-0.0210106559
SRX3159000,-0.1142549113
SRX3159001,-0.1311921289
SRX3159002,-0.3043740364
SRX3159003,-0.0045745771
SRX3159004,-0.1808791948
SRX3159005,-0.3980146992
SRX3159006,-0.45148399050000004
SRX3159007,-0.165973469
SRX3159008,-0.08945517110000001
SRX3159009,-0.4515826073
SRX3159010,-0.0898856982
SRX3159012,-0.8626497233
SRX3159013,-1.0587213185
SRX3159014,-0.1515683086
SRX3159015,-0.9277307368000001
SRX3159016,0.1987257369
SRX3159017,-0.367411717
SRX3159018,-1.8709474216
SRX3159019,0.23655420270000002
SRX3159020,-0.6759909219
SRX3159021,-0.7561452676
SRX3159022,-0.0307445111
SRX3159023,0.2844695273
SRX3159024,1.0075263242
SRX3159025,-0.9468305363
SRX3159026,-1.1896872973
SRX3159027,-0.1068613805
SRX3159028,0.12467701560000001
SRX3159029,0.0015092993
SRX3159030,0.2692916063
SRX3159034,0.0580799081
SRX3159036,0.5836672597
SRX3159037,-0.022943398400000002
SRX3159041,-0.1309885227
SRX3159042,-0.23573058870000002
SRX3159043,-0.045055331000000004
SRX3159045,0.3085820674
SRX3159047,-0.0517406682
SRX3159048,1.488186694
SRX3159049,-0.0457370121
SRX3159050,0.6336136427
SRX3159051,0.014413772200000001
SRX3159052,0.0738247531
SRX3159053,-0.7020171198
SRX3159054,-0.15583766300000002
SRX3159055,0.5059529106
SRX3159056,-0.393635514
SRX3159057,0.38843565300000005
SRX3159058,-0.4677614779
SRX3159060,-0.17397677990000002
SRX3159061,-0.8358344586
SRX3159062,0.579094015
SRX3159063,0.2762239521
SRX3159066,0.2375147112
SRX3159069,0.3342915651
SRX3159070,0.09201766410000001
SRX3159071,0.26654092690000003
SRX3159073,0.17570468
SRX3159074,0.3595650143
SRX3159075,0.7591202515000001
SRX3159076,0.5240328867
SRX3159080,0.39981923010000003
SRX3159082,-0.3963659458
SRX3159083,-0.08313561800000001
SRX3159086,1.5643589194
SRX3159087,-0.2839362841
SRX3159088,-0.0941093469
SRX3159089,-0.9572073359000001
SRX3159090,0.423157642
SRX3159091,0.7153779210000001
SRX3159092,-0.3660499354
SRX3159093,-0.0668538944
SRX3159094,0.2790339229
SRX3159095,-0.4228154837
SRX3159096,0.0577077988
SRX3159097,0.0567703634
SRX3159098,0.1233510911
SRX3159099,-0.1889582427
SRX3158988,-0.32444844570000003
SRX3158989,0.9539713081000001
SRX3158990,1.3424235127
SRX3158991,0.7148737549
SRX3158992,0.20134042570000002
SRX3158996,0.12310802
SRX3644656,-0.0408567593
SRX3644657,0.0342990985
SRX3644658,0.0065576608
SRX3644659,-0.3572559513
SRX3644660,-0.25627565480000003
SRX3644661,-0.0641779068
SRX3644662,-0.6033113239
SRX3644663,-0.48851372340000004
SRX3644664,-0.08050497520000001
SRX3644665,0.2891202009
SRX3644666,0.1706513071
SRX3644667,1.0001231026
SRX3644668,-0.9078155064000001
SRX3644669,-0.7181875083
SRX3644670,-0.8294959185
SRX3644671,0.4237203298
SRX3644672,0.34727275960000004
SRX3644673,0.6534202764
