sample,new_3307598_3308367
LBexp_1,7.382999999999999
LBexp_2,7.5744
LBexp_3,7.3552
LBtran_1,8.3295
LBtran_2,8.0385
LBtran_3,7.8285
LBstat_1,7.6541
LBstat_2,7.9743
LBstat_3,8.6115
LBGexp_1,7.1151
LBGexp_2,7.1249
LBGexp_3,7.2426
LBGtran_2,8.1031
LBGtran_3,7.9157
LBGstat_1,7.4007
LBGstat_2,7.3387
LBGstat_3,7.8708
S0_1,10.3335
S0_2,10.9129
S0_3,11.2688
S1_1,8.4855
S1_2,8.5973
S1_3,8.5119
S2_1,8.538
S2_2,8.1629
S2_3,8.1678
S3_1,9.748
S3_2,9.2835
S4_1,10.0594
S4_2,9.4719
S4_3,8.7605
S5_1,10.1589
S5_2,9.9943
S5_3,10.1137
S6_1,9.5941
S6_2,9.0198
S6_3,9.3355
S6/t_1,9.4525
S6/t_2,8.6039
S6_4,9.3578
S6_5,9.8422
S6_6,9.7722
S7_4,9.6232
S7_5,9.5563
S7_6,9.4767
S8_4,9.5456
S8_5,9.4126
G135_1,7.5594
G135_3,7.507999999999999
G150_1,7.4758
G150_2,7.3458
G150_3,7.9399
G180_1,7.5047
G180_2,7.1658
G180_3,7.1243
C30_1,9.0434
C30_2,9.0703
C90_1,8.2441
C90_2,7.8163
BI_1,8.7394
BI_2,9.2826
BC_2,11.4998
BC/t_1,10.4439
BC/t_2,11.4522
BC_1,10.3733
Sw_1,11.9061
Sw_2,12.9227
BT_1,10.845
BT_2,10.1531
B36_1,9.9161
B36_2,9.6867
B60_1,11.5308
B60_2,12.6744
M9exp_1,10.2306
M9exp_2,9.8169
M9exp_3,7.9838
M9tran_1,8.1856
M9tran_2,8.2318
M9tran_3,9.4438
M9stat_1,10.1856
M9stat_2,11.6443
M9stat_3,11.4903
M+G_1,8.7143
M+G_2,8.1553
M+G_3,8.7173
Glu_1,8.7401
Glu_2,10.5214
Glu_3,8.5503
Fru_1,9.693
Fru_2,8.2153
Fru_3,8.0666
Mal_1,8.9755
Mal_2,8.2421
Mal_3,10.8989
G+S_2,8.232999999999999
G+S_3,8.4427
Pyr_1,9.3615
Pyr_2,8.8083
Pyr_3,8.7784
Gly_1,12.605
Gly_2,12.8965
Gly_3,11.1107
Glucon_1,8.6481
Glucon_2,8.9351
Glucon_3,9.4043
aero_1,7.8264
aero_2,8.5364
aero_3,8.5781
nit_1,8.4852
nit_2,7.997000000000001
nit_3,8.3521
ferm_1,7.9197
ferm_2,7.7012
ferm_3,8.7811
T-5.40H_1,8.618
T-4.40H_1,8.2851
T-3.40H_1,8.2239
T-2.40H_1,8.0683
T-1.40H_1,8.0376
T-1.10H_1,7.9965
T-0.40H_1,8.0197
T0.0H_1,7.9355
T0.30H_1,10.07
T1.0H_1,8.9029
T1.30H_1,8.4572
T2.0H_1,8.488
T2.30H_1,8.5159
T3.0H_1,8.237
T3.30H_1,8.712
T4.0H_1,8.6048
T5.0H_1,8.4649
HPh_1,8.5841
HPh_2,8.1292
HPh_3,8.0119
LPh_1,10.2411
LPh_2,8.1745
LPh_3,7.9814
LPhT_1,9.928
LPhT_2,10.0237
LPhT_3,9.7462
SMMPr_1,8.1188
SMMPr_2,8.0899
SMMPr_3,8.1262
HiTm_1,12.4314
HiTm_2,9.1437
HiTm_3,9.0282
LoTm_1,11.964
LoTm_2,13.7385
LoTm_3,11.8255
HiOs_1,9.0001
HiOs_2,8.8377
HiOs_3,8.7053
BMM_1,8.1891
BMM_2,8.2702
BMM_3,8.9281
Heat_1,11.5813
Heat_2,11.7165
Heat_3,11.6779
Cold_1,8.0021
Cold_2,7.7161
Cold_3,7.7359
Etha_1,14.253
Etha_2,13.4486
Etha_3,13.983
SMM_1,8.2334
SMM_2,8.0694
SMM_3,8.0376
Salt_1,13.2559
Salt_2,13.5268
Salt_3,13.0944
Mt0_1,7.309
Mt0_3,6.8716
M0t45_1,7.6697
M0t45_2,7.9759
M0t45_3,7.6779
M0t90_1,7.7769
M0t90_2,8.0323
M0t90_3,7.752999999999999
M40t45_1,7.7354
M40t45_2,8.2611
M40t45_3,7.8605
M40t90_1,7.6611
M40t90_2,8.0203
M40t90_3,7.8812
dia0_1,7.1449
dia0_2,7.2607
dia0_3,7.2144
dia5_1,8.3003
dia5_2,8.0413
dia5_3,7.675
dia15_1,8.611
dia15_2,8.4991
dia15_3,7.8215
Diami_1,8.4492
Diami_2,8.7932
Diami_3,8.7863
Paraq_1,8.3113
Paraq_2,7.9788
Paraq_3,7.5586
H2O2_1,8.0454
H2O2_2,8.9721
H2O2_3,9.3662
Oxctl_1,8.0862
Oxctl_2,8.2291
Oxctl_3,7.8997
GM-0.1_1,8.6659
GM-0.2_1,8.8836
GM+5_1,8.641
GM+15_1,8.4642
GM+25_1,8.7743
GM+45_1,8.6593
GM+60_1,8.3105
GM+90_1,8.3095
GM+120_1,8.3391
GM+150_1,8.3264
GM-0.1_2,9.2775
GM-0.2_2,9.2322
GM+5_2,9.1943
GM+10_2,8.7917
GM+15_2,8.4448
GM+25_2,8.8848
GM+45_2,7.8312
GM+60_2,7.9201
GM+90_2,8.6889
GM+150_2,7.9536
GM-0.1_3,9.3034
GM-0.2_3,9.1183
GM+5_3,9.5855
GM+10_3,8.2712
GM+15_3,8.8695
GM+25_3,8.5438
GM+45_3,8.8027
GM+60_3,8.1947
GM+90_3,8.3884
GM+120_3,8.7485
GM+150_3,8.31
MG-0.1_1,8.8651
MG+5_1,9.2366
MG+10_1,9.4407
MG+15_1,8.7691
MG+25_1,8.9546
MG+45_1,8.5628
MG+120_1,8.2433
MG+150_1,8.1136
MG-0.1_2,8.0665
MG-0.2_2,8.5792
MG+5_2,8.9076
MG+10_2,9.2697
MG+15_2,9.6159
MG+25_2,8.6269
MG+45_2,8.2662
MG+60_2,8.461
MG+90_2,7.9269
MG+120_2,8.7415
MG-0.1_3,8.872
MG-0.2_3,8.6541
MG+5_3,8.7468
MG+10_3,8.2329
MG+15_3,8.6151
MG+25_3,8.4288
MG+45_3,8.594
MG+60_3,8.5871
MG+90_3,8.1962
MG+120_3,8.1173
MG+150_3,8.0597
