k,name,in_iM,gene_weight,regulator,function,category
5,Lead,False,-0.01328732649795711,,,
11,Chromium,False,-0.011745345760136843,,,
3,Cadmium,False,-0.007275968715548515,,,
7,Zinc - Steady,False,-0.00475469353608787,,,
10,Copper,False,-0.003467085163574666,,,
4,UC-4,False,-0.002283362334128469,,,
6,Iron,False,0.0018621053430251772,,,
14,UC-7,False,-0.0016281505161896347,,,
1,UC-2,False,0.0015267281397245824,,,
13,UC-6,False,0.0013026016461662948,,,
0,UC-1,False,-0.00112326928996481,,,
9,UC-5,False,-0.0008649048086884152,,,
2,UC-3,False,-0.00029951610165880995,,,
12,Zinc - Intermediate,False,-0.00010957838409911304,,,
8,Zinc - Fast,False,8.229409511841368e-05,,,
