,-0.3111662791192626,-0.2593052325993855,-0.20744418607950837,-0.15558313955963127,-0.10372209303975416,-0.05186104651987705,5.551115123125783e-17,0.05186104651987716,0.10372209303975427,0.15558313955963138,0.20744418607950849,0.2593052325993856,0.3111662791192627,0.3630273256391398,0.4148883721590169,0.466749418678894,0.5186104651987711,0.5704715117186483,0.6223325582385253,0.6741936047584025
thresh,-0.33709680237920114,0.33709680237920114,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,1,98,4069,87,1,0,0,0,0,0,0,0,0,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ldrA'],[],[]
