,0
Title,<i>E. coli</i> Modulome
Organism,<i>Escherichia coli</i>
Strain,K-12
Publication,"<a href=""https://doi.org/10.1101/2021.04.08.439047"">Lamoureux, et al., 2021</a>"
Number of Samples,2232
Number of Unique Conditions,911
Number of Genes,4211
Number of iModulons,342
