,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X
0,AB0057_PGcoculture__PGAB,0.6858019359333335,0.22007672336372716,3.0,0.0,0.936783719,1.0,0.5948055743,2.0,0.5258165145,,
1,AB0057_PGcoculture__AB ,-2.4999998599062323e-11,0.07631784642649588,4.0,3.0,0.0831857746,4.0,0.0232726107,5.0,-0.0066187881,6.0,-0.0998395973
2,AB0057_PGcoculture__ABPG,-0.38192975272500007,0.33392978576988097,4.0,7.0,-0.5683803390000001,8.0,-0.5977764381,9.0,0.11269132250000001,10.0,-0.4742535563
3,AB5075_AZI__AZI_000,0.0,0.07495291490638063,2.0,11.0,-0.0529997144,17.0,0.0529997144,,,,
4,AB5075_AZI__preculture,0.5097727196,0.03979223187873355,2.0,12.0,0.4816353626,13.0,0.5379100766,,,,
5,AB5075_AZI__AZI_040,-1.20663817405,0.15216397878330376,2.0,14.0,-1.0990419928,18.0,-1.3142343553,,,,
6,AB5075_AZI__AZI_028,0.18625395405,0.1724362203759328,2.0,15.0,0.0643231333,19.0,0.3081847748,,,,
7,AB5075_AZI__AZI_003,0.12328627395,0.006792966745333456,2.0,16.0,0.1184829211,20.0,0.1280896268,,,,
8,AB5075_VIR-O_AV-T__AV-T/vector,-0.1810196652,0.22179737864931207,3.0,21.0,-0.053930421900000004,28.0,-0.4371267971,29.0,-0.0520017766,,
9,AB5075_VIR-O_AV-T__VIR-O/vector,-1.850371707708594e-17,0.3393451920044613,3.0,22.0,-0.3411617571,23.0,0.0036627820000000003,24.0,0.3374989751,,
10,AB5075_VIR-O_AV-T__VIR-O/1645,-0.6686492426999999,0.1595095337105321,3.0,25.0,-0.852421096,26.0,-0.5874507290000001,27.0,-0.5660759031,,
11,AB5075_VIR-O_LSO__VIR-O,0.0,0.15808090811567582,3.0,30.0,-0.0043241033,32.0,-0.1558744951,34.0,0.1601985984,,
12,AB5075_VIR-O_LSO__LSO,-0.17907386563333336,0.5180067978708741,3.0,31.0,-0.3596044789,33.0,-0.5826582992,35.0,0.4050411812,,
13,AB5075_Zinc__Control,0.0,0.7978182215851007,3.0,36.0,0.4129666481,37.0,-0.9196507836000001,38.0,0.5066841355,,
