,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,2.7307839709999997,2.987912266330438,3.0,0.0,-0.6171793417,1.0,3.6829789872000003,2.0,5.1265522675,,,,,,,,,,
1,LB__LBtran,34.3001082779,3.378676386071428,3.0,3.0,30.717512912,4.0,34.7537916835,5.0,37.4290202382,,,,,,,,,,
2,LB__LBstat,24.709361204766665,0.8521716720275121,3.0,6.0,23.7648146571,7.0,24.9427403115,8.0,25.4205286457,,,,,,,,,,
3,LB__LBGexp,2.7693177210999997,0.38695376349490984,3.0,9.0,2.8605970754000003,10.0,3.1024712259,11.0,2.344884862,,,,,,,,,,
4,LB__LBGtran,28.6086878845,1.3380496483322377,2.0,12.0,29.5548318644,13.0,27.6625439046,,,,,,,,,,,,
5,LB__LBGstat,21.508657423733336,1.3527386526638825,3.0,14.0,22.5485383702,15.0,21.9981165618,16.0,19.9793173392,,,,,,,,,,
6,Life Cycle__S0,23.463587160333333,2.071328743727255,3.0,17.0,23.3610836262,18.0,21.4454132743,19.0,25.5842645805,,,,,,,,,,
7,Life Cycle__S1,5.817446342333334,0.7095948280770988,3.0,20.0,5.7972796375,21.0,6.5369095634,22.0,5.1181498261,,,,,,,,,,
8,Life Cycle__S2,9.068216384666668,2.939405682187457,3.0,23.0,8.7760176941,24.0,6.2858228226,25.0,12.1428086373,,,,,,,,,,
9,Life Cycle__S3,2.99904465645,5.004385872685393,2.0,26.0,6.5376798427,27.0,-0.5395905298,,,,,,,,,,,,
10,Life Cycle__S4,0.39502116709999996,0.39797400823210416,3.0,28.0,0.2227203479,29.0,0.8501128078,30.0,0.1122303456,,,,,,,,,,
