,A,PhoB
tcs__del_btsR_01xlb__2,7.6229868093,2.151606509
tcs__del_btsR_lb__1,-4.8093907425,-0.8547377190000001
tcs__del_btsR_lb__2,-4.4740262132,-0.8218046210000001
tcs__del_btsR_pyruvate__1,8.1717547817,2.361356577
tcs__del_btsR_pyruvate__2,8.0947194609,2.367585896
tcs__del_cpxR_etoh__1,4.0750721074,0.946586652
tcs__del_cpxR_etoh__2,3.9969643018000003,0.87955819
tcs__del_cpxR_lb__1,-2.8700544594,0.038567188
tcs__del_cpxR_lb__2,-2.4667727728,-0.377336869
tcs__del_cusR_CuSO4__1,-2.1421982046,-0.60353383
tcs__del_cusR_CuSO4__2,-1.9104855689,-0.45663275600000003
tcs__del_cusR_lb__1,-4.0146884905,-1.171903853
tcs__del_cusR_lb__2,-3.7855302549000003,-1.007599121
tcs__del_kdpE_01-kcl__1,-0.5316659756000001,0.229791813
tcs__del_kdpE_01-kcl__2,-0.5250610861,-0.095115512
tcs__del_kdpE_115-kcl__1,-1.8421545772,-0.722959738
tcs__del_kdpE_115-kcl__2,-2.1384854268,-0.7827447200000001
tcs__del_phoB_m9__1,-6.0088948551,-5.282633958
tcs__del_phoB_m9__2,-6.2131867492,-5.282633958
tcs__del_phoB_m9p__1,-7.5824016212,-5.282633958
tcs__del_phoB_m9p__2,-7.6079481822,-5.282633958
tcs__del_rcsB_etoh__1,7.4816761534000005,2.4723925490000003
tcs__del_rcsB_etoh__2,7.4237522748,2.526133744
tcs__del_rcsB_lb__1,-2.8852161769,-0.088404828
tcs__del_rcsB_lb__2,-2.9604839339,-0.056345136000000004
tcs__del_zraR_lb__1,-2.56185264,-0.39651705600000003
tcs__del_zraR_lb__2,-3.0648059026,-0.53979235
tcs__del_zraR_zncl2__1,-1.5214719649,-0.213391612
tcs__del_zraR_zncl2__2,-2.116772241,-0.21758517600000002
tcs__wt_01-kcl__1,-2.7122194602,-0.058967909000000006
tcs__wt_01-kcl__2,-2.8019825924,-0.150435282
tcs__wt_01xlb__1,5.4307727919,1.6833137360000001
tcs__wt_01xlb__2,5.6537995807,1.8368352190000001
tcs__wt_115-kcl__1,-1.6785590707,-0.682374535
tcs__wt_115-kcl__2,-2.1592902024,-0.860939047
tcs__wt_CuSO4__1,-1.7162206708,-0.9027704740000001
tcs__wt_CuSO4__2,-1.9745454072,-0.778806929
tcs__wt_etoh__1,4.6342763037,1.778500754
tcs__wt_etoh__2,4.497978406,1.7171386270000002
tcs__wt_lb__1,-3.3471947674,-0.530474656
tcs__wt_lb__2,-3.1379732197,-0.66361421
tcs__wt_LiAcet__1,-3.3267611703,-1.332945795
tcs__wt_LiAcet__2,-3.9029841691,-1.004846426
tcs__wt_LiCl__1,-3.1679826981,-0.775510374
tcs__wt_LiCl__2,-3.7268477341,-1.040161234
tcs__wt_m9p__1,8.5641134209,5.022704642
tcs__wt_m9p__2,8.4617613223,4.979726942
tcs__wt_pyr__1,5.2211624232,1.708972026
tcs__wt_pyr__2,5.1968654222,1.71526768
tcs__wt_zncl2__1,-2.146904071,-0.227710493
tcs__wt_zncl2__2,-2.1068196131,-0.39820969
ros_tale__1_112_0pq__1,-5.2109376199,-1.4347989490000002
ros_tale__1_112_0pq__2,-5.3486785534,-1.806604738
ros_tale__1_112_250pq__1,-3.8581309437,-1.318576126
ros_tale__1_112_250pq__2,-4.2017224013,-1.2980672580000001
ros_tale__1_112_750pq__1,-4.9563732831,-1.116835655
ros_tale__1_112_750pq__2,-4.0851606396,-1.074398467
ros_tale__1_112_750pq__3,-5.3099032837,-1.342652597
ros_tale__3_76_0pq__1,2.0507899675,-0.343425395
ros_tale__3_76_0pq__2,2.2856025965,-0.11020076100000001
ros_tale__3_76_0pq__3,2.6095162188,-0.258627161
ros_tale__3_76_0pq__4,2.3984145537,0.130459716
ros_tale__3_76_250pq__1,-2.3053016250000002,-1.352112192
ros_tale__3_76_250pq__2,-3.5095425596,-1.276415738
ros_tale__3_76_750pq__1,-3.3840000572,-1.479120111
ros_tale__3_76_750pq__2,-4.8987738727,-1.707001699
ros_tale__7_103_0pq__1,-2.3055059594,-1.291062112
ros_tale__7_103_0pq__2,-2.358314016,-0.88184554
ros_tale__7_103_0pq__3,-1.9722320424,-0.900528478
ros_tale__7_103_0pq__4,-1.7676815305,-1.083698287
ros_tale__7_103_250pq__1,-2.825513848,-1.405779064
ros_tale__7_103_250pq__2,-2.3633618054,-1.064865027
ros_tale__7_103_750pq__1,-1.5595784411,-1.435941012
ros_tale__7_103_750pq__2,-2.0464187575,-1.235207503
ros_tale__9_77_0pq__1,-1.6917278437,-0.8109521160000001
ros_tale__9_77_0pq__2,-1.3369949597,-0.641999706
ros_tale__9_77_250pq__1,-3.0940666245,-0.426380478
ros_tale__9_77_250pq__2,-3.4237783156,-0.539542941
ros_tale__9_77_750pq__1,-2.4428900211,-0.9034198910000001
ros_tale__9_77_750pq__2,-2.8382477357,-0.8227816530000001
ros_tale__11_83_0pq__1,0.6008443814000001,-1.081865241
ros_tale__11_83_0pq__2,1.4841462502,-0.852497378
ros_tale__11_83_250pq__1,0.2742461309,-1.074542542
ros_tale__11_83_250pq__2,0.2619674587,-1.3084105670000001
ros_tale__11_83_750pq__1,-2.1876907682,-1.627596788
ros_tale__11_83_750pq__2,-1.3304894162,-1.7451169210000002
ros_tale__13_87_0pq__1,-4.9801060637,-1.7546889170000002
ros_tale__13_87_0pq__2,-5.0776273318,-1.63741031
ros_tale__13_87_250pq__1,-5.2624207321,-1.36089314
ros_tale__13_87_250pq__2,-4.6298421687,-1.566288323
ros_tale__13_87_750pq__1,-4.1610883788,-1.30577057
ros_tale__13_87_750pq__2,-3.947062998,-1.759341434
ros_tale__14_27_0pq__1,-2.9309585242000002,-1.142248492
ros_tale__14_27_0pq__2,-3.0110347683,-1.23488978
ros_tale__14_27_250pq__1,-2.6400590489,-1.223559293
ros_tale__14_27_250pq__2,-3.472823553,-1.3134003650000001
ros_tale__14_27_750pq__1,-1.1129697499,-0.28814331
ros_tale__14_27_750pq__2,-1.3850423027,-0.5362454440000001
ros_tale__16_28_250pq__1,1.1881377985000001,0.044990051
ros_tale__16_28_250pq__2,1.6299747171,0.281648705
ros_tale__16_32_0pq__1,-2.8565691017,-1.434531555
ros_tale__16_32_0pq__2,-2.6574614191,-1.411341317
ros_tale__16_32_0pq__3,4.3881717395,0.8161159240000001
ros_tale__16_32_0pq__4,4.1850205597,0.6021114790000001
ros_tale__16_32_250pq__1,4.4276264359,0.609352364
ros_tale__16_32_250pq__2,4.1714397881,0.569991086
ros_tale__16_32_750pq__1,-1.0941319487,-1.383708697
ros_tale__16_32_750pq__2,-1.532385482,-1.310352342
ros_tale__17_104_0pq__1,-1.5494565204000001,-1.680785142
ros_tale__17_104_0pq__2,-1.5972659374,-1.424231916
ros_tale__17_104_250pq__1,-3.9543818174,-1.399516167
ros_tale__17_104_250pq__2,-3.1000892234,-1.23627063
ros_tale__17_104_250pq__3,-3.4311015887,-0.8481658
ros_tale__17_104_250pq__4,-3.6779233349,-1.465499959
ros_tale__17_104_750pq__1,-4.3325490545,-1.495956099
ros_tale__17_104_750pq__2,-4.0955090227,-1.3391748780000001
ros_tale__18_24_250pq__1,2.7715128775,0.48033255500000005
ros_tale__18_24_250pq__2,0.10647073010000001,-0.125299569
ros_tale__18_36_0pq__1,-3.5481399324,-1.316105542
ros_tale__18_36_0pq__2,-3.0166011802,-1.346362998
ros_tale__18_36_0pq__3,-0.0325207275,-0.31220714
ros_tale__18_36_0pq__4,0.2822450252,-0.41192644900000003
ros_tale__18_36_250pq__1,-0.2718246954,-0.232864701
ros_tale__18_36_250pq__2,0.190615792,-0.31837345100000003
ros_tale__18_36_750pq__1,-3.831612733,-0.8907897730000001
ros_tale__18_36_750pq__2,-4.2269089929,-0.853401641
ros_tale__19_91_0pq__1,-3.0085705458,-1.029036376
ros_tale__19_91_0pq__2,-3.5958419412,-1.263426079
ros_tale__19_91_250pq__1,-4.7735583159,-1.2670634440000001
ros_tale__19_91_250pq__2,-4.6892160651,-1.543332898
ros_tale__19_91_750pq__1,-5.2088514448,-1.024802647
ros_tale__19_91_750pq__2,-3.8660136518,-1.00319695
ros_tale__19_91_750pq__3,-5.4342659013,-1.188702586
ros_tale__19_91_750pq__4,-4.5095128751,-1.232903931
ros_tale__21_97_0pq__1,-1.388290338,-0.987240023
ros_tale__21_97_0pq__2,-2.9991696661000002,-1.248473714
ros_tale__21_97_250pq__1,-2.6352234519,-1.268267319
ros_tale__21_97_250pq__2,-3.3963337795,-1.266195234
ros_tale__21_97_750pq__1,-2.4703133827,-1.011071283
ros_tale__21_97_750pq__2,-3.3207886514,-1.02112165
ros_tale__25_111_0pq__1,-4.6507189024999995,-1.328818164
ros_tale__25_111_0pq__2,-4.417596815,-1.014737278
ros_tale__25_111_250pq__1,-5.1008015319,-1.597532548
ros_tale__25_111_250pq__2,-5.3093991605,-1.223001622
ros_tale__25_111_750pq__1,-4.8401202048,-1.225496646
ros_tale__25_111_750pq__2,-3.7055161633,-0.8785492500000001
ros_tale__29_119_0pq__1,-5.1949155635,-1.387054677
ros_tale__29_119_0pq__2,-5.1106418611,-1.410677988
ros_tale__29_119_250pq__1,-4.8355082973,-1.449401945
ros_tale__29_119_250pq__2,-5.928277918,-1.633134888
ros_tale__29_119_750pq__1,-5.0189038953,-1.037652696
ros_tale__29_119_750pq__2,-5.7167395296,-1.635827521
ros_tale__ALE4_0pq__1,-0.2953525884,-0.5022442770000001
ros_tale__ALE4_0pq__2,-0.18831799670000002,-0.41610823700000005
ros_tale__ALE4_250pq__1,2.2040994151,0.992646915
ros_tale__ALE4_250pq__2,2.2757283321,0.9037070660000001
pcoli__atASMT_325G__1,-0.0359518282,0.31433510200000003
pcoli__atASMT_325G__2,-0.2344970111,0.034361214
pcoli__bpTDC__1,0.9486168265,0.580944409
pcoli__bpTDC__2,1.1117815724,0.595210737
pcoli__BRCA__1,0.45540933450000004,0.645147718
pcoli__BRCA__2,0.20737223270000002,0.5615635130000001
pcoli__BRCActrl__1,-0.9086117558000001,0.21405702000000001
pcoli__BRCActrl__2,-1.0127205637,0.035691079
pcoli__BRCAswap__1,0.0013106876,0.366236276
pcoli__BRCAswap__2,-0.0831677936,0.25559777300000003
pcoli__btAANAT__1,-0.0202857741,0.052953402000000004
pcoli__btAANAT__2,-0.14953652250000002,-0.09659766800000001
pcoli__btASMT__1,0.2016048815,0.053113514
pcoli__btASMT__2,-0.1661678647,0.220490192
pcoli__CC1__1,-1.0289636234,-0.064176285
pcoli__CC1__2,-0.9528582206,-0.006203199
pcoli__ccCOMT__1,-0.32746873800000004,0.347050252
pcoli__ccCOMT__2,-0.8856609763000001,-0.04324447
pcoli__ckDDC__1,-1.0548626623,-0.166729985
pcoli__ckDDC__2,-1.0148878922,-0.18877655200000001
pcoli__CNTF_belt__1,-0.3476683378,0.24425676100000002
pcoli__CNTF_belt__2,-0.7321261809,-0.10841041300000001
pcoli__cobPNMT__1,-0.9876222595,0.16277627
pcoli__cobPNMT__2,-1.2147809875,0.011386012000000001
pcoli__cvPhhB__1,-0.8500536567,-0.13770187
pcoli__cvPhhB__2,-1.0875878701,-0.338680429
pcoli__ggAANAT__1,-0.4364343979,0.28037188500000004
pcoli__ggAANAT__2,0.0281831274,0.314890104
pcoli__ggTPH__1,-0.7297148853000001,-0.10469591700000001
pcoli__ggTPH__2,-1.0657445732,0.013877755
pcoli__hsAANAT__1,-2.5977508914,-0.058894401000000006
pcoli__hsAANAT__2,-2.3701358967,-0.030809998
pcoli__hsASMT__1,0.0235926144,0.17189509700000002
pcoli__hsASMT__2,-0.2038544834,0.147155046
pcoli__hsPNMT_mb__1,-0.6613660141000001,0.309702333
pcoli__hsPNMT_mb__2,-0.6253500001,0.38693276600000004
pcoli__hsTPH__1,-0.9404875286000001,0.153995757
pcoli__hsTPH__2,-0.6260246695,0.038279141
pcoli__hsTPH_E2K__1,-0.5102743767,-0.113867693
pcoli__hsTPH_E2K__2,-0.1135806297,-0.017302241
pcoli__hsTPH_E2K_N91I_P99C__1,0.28632651340000004,0.579908254
pcoli__hsTPH_E2K_N91I_P99C__2,-0.17226330110000002,0.26601462800000003
pcoli__hsTPH_N158trunc__1,0.0060672557,0.088740288
pcoli__hsTPH_N158trunc__2,0.2421151044,0.10340381800000001
pcoli__hsTPH_N174trunc__1,-0.5340172615000001,0.112196163
pcoli__hsTPH_N174trunc__2,-0.38743676600000004,-0.206180673
pcoli__hsTPH_Ntermtrunc__1,-1.439524379,-0.013471974000000001
pcoli__hsTPH_Ntermtrunc__2,-1.2595287959,-0.12876642900000002
pcoli__hsTPH1__1,-0.2569167633,0.090051856
pcoli__hsTPH1__2,-0.599286106,-0.033717988000000004
pcoli__MBP__1,-1.3771679813,-0.571310642
pcoli__MBP__2,-1.0546160783,-0.32184570900000004
pcoli__msCOMT__1,0.7016269657,0.6249342560000001
pcoli__msCOMT__2,0.5418469142,0.7065176400000001
pcoli__ocAANAT__1,0.102561125,0.11599239700000001
pcoli__ocAANAT__2,-0.2263462099,0.157405818
pcoli__osTDC_K374H__1,-0.449912898,0.367323029
pcoli__osTDC_K374H__2,-0.3243626277,0.24932751400000003
pcoli__osTDC_K374L__1,0.021456175600000002,0.444189596
pcoli__osTDC_K374L__2,0.2689484472,0.461780485
pcoli__osTDC_K374Q__1,0.1128611895,0.320329695
pcoli__osTDC_K374Q__2,-0.1467673683,0.17223880700000002
pcoli__osTDC_L360V__1,0.18364950130000002,0.407317517
pcoli__osTDC_L360V__2,-0.0880219839,0.392443441
pcoli__pmTPH__1,0.2280703486,0.259080205
pcoli__pmTPH__2,0.5453793255,0.30778202
pcoli__RFC__1,-0.1215371278,0.148784503
pcoli__RFC__2,-0.6066013339,-0.12344458500000001
pcoli__RFCctrl__1,-2.2591285674,0.313968907
pcoli__RFCctrl__2,-2.6985918563,0.223095115
pcoli__RFCnopause__1,-2.7061927303,0.066407622
pcoli__RFCnopause__2,-2.1633690497,-0.055767209000000005
pcoli__RFCpluspause__1,-2.6062957224,-0.127673488
pcoli__RFCpluspause__2,-2.9918846613000003,-0.321241153
pcoli__rnCOMT_sol__1,-2.1059060671,0.162696217
pcoli__rnCOMT_sol__2,-2.2495748459,0.18787809300000002
pcoli__rnPNMT__1,0.3791727087,0.22445592600000003
pcoli__rnPNMT__2,0.3685069848,0.311034576
pcoli__rnTDC__1,-0.2104000959,0.383303895
pcoli__rnTDC__2,-0.3615299641,0.323521377
pcoli__rnTDC_trunc__1,0.25732312820000003,0.341875244
pcoli__rnTDC_trunc__2,0.2168533075,0.20922975600000002
pcoli__saCOMT_T2A__1,-0.3802791072,0.0776022
pcoli__saCOMT_T2A__2,-0.21091990900000002,0.24319605
pcoli__sfCOMT__1,0.0892236254,0.129621543
pcoli__sfCOMT__2,-0.1624283862,0.011964832
pcoli__sgAANAT_D63G__1,-0.5130443067,0.1526942
pcoli__sgAANAT_D63G__2,-0.6755097433,0.013648154000000001
pcoli__ssDDC__1,-0.3453788605,0.5584741550000001
pcoli__ssDDC__2,0.0597525915,0.43644434
pcoli__TP53B__1,-0.237989357,0.799128884
pcoli__TP53B__2,-0.717617134,0.553086898
pcoli__WT__1,-1.007268817,0.31129624300000003
pcoli__WT__2,-1.0952617812,0.21833892100000002
cck__glu_ale4__1,0.1298472401,-0.21395842
cck__glu_ale4__2,0.1265636726,-0.343157688
cck__cck_ale1__1,0.0959946071,-0.717446279
cck__cck_ale1__2,0.0230476647,-0.601702849
cck__cck_ale2__1,0.3209862907,-0.792473662
cck__cck_ale2__2,0.4474464999,-0.5065544040000001
cck_pgi__gmos_delpgi__1,-0.6461774971,-0.01115884
cck_pgi__gmos_delpgi__2,-0.8662503180000001,0.07395172500000001
cck_pgi__pgi_ale1__1,-1.4243972166,-0.214048337
cck_pgi__pgi_ale1__2,-0.056470178,-0.212799083
cck_pgi__pgi_ale2__2,0.4212449958,0.005035892
cck_pgi__pgi_ale3__1,-1.0459009148,-0.21392717700000002
cck_pgi__pgi_ale3__2,-0.9960995014,-0.559861216
cck_pgi__pgi_ale4__1,0.1108112547,-0.133389151
cck_pgi__pgi_ale4__2,-0.5354557356,-0.6876107060000001
cck_pgi__pgi_ale4__3,-0.3279445741,-0.49212619300000005
cck_pgi__pgi_ale5__1,0.4394523467,-0.185789215
cck_pgi__pgi_ale5__2,-0.0167739907,-0.304114414
cck_pgi__pgi_ale6__1,0.0767280774,0.11781993600000001
cck_pgi__pgi_ale6__2,0.1699630365,-0.28640714300000003
cck_pgi__pgi_ale7__1,0.7319922188,0.19249606700000002
cck_pgi__pgi_ale7__2,1.3320793117,-0.088696009
cck_pgi__pgi_ale8__1,0.0517564329,-0.111970685
cck_pgi__pgi_ale8__2,0.43640375340000004,-0.174391659
cck_sdh__gmos_delsdhCB__1,-2.5305632091,-0.506150966
cck_sdh__gmos_delsdhCB__2,-1.0586924194,-0.44075512600000005
cck_sdh__sdh_ale1__1,-0.42613473150000003,0.010352866
cck_sdh__sdh_ale1__2,0.26110603200000004,-0.240923
cck_sdh__sdh_ale2__1,0.0927900487,-0.155276411
cck_sdh__sdh_ale3__2,0.041206457700000004,-0.399903493
cck_sdh__sdh_ale3__1,-0.017072344700000002,-0.303374413
cck_sdh__sdh_ale3__3,-0.426583882,-0.395883973
cck_pts__gmos_delptsHIcrr__2,-1.3178099248000001,-1.081246267
cck_pts__gmos_delptsHIcrr__1,-0.5888515999999999,-0.7194017970000001
cck_pts__pts_ale1__2,0.32218286420000003,-0.114917868
cck_pts__pts_ale1__1,0.7178943048,-0.26008891
cck_pts__pts_ale2__2,2.305077264,-0.789741126
cck_pts__pts_ale2__1,1.8207570301,-0.785233591
cck_pts__pts_ale3__2,0.5231733698000001,-0.33323402700000004
cck_pts__pts_ale3__1,0.7258911995,-0.32741003300000004
cck_pts__pts_ale4__2,1.3886542587,-0.614425305
cck_pts__pts_ale4__1,0.4975970776,-0.981676977
cck_gnd__gmos_delgnd__1,-1.317742128,-0.709274362
cck_gnd__gmos_delgnd__2,-2.4759440506,-0.374569967
cck_gnd__gnd_ale1__1,0.5064527361,-0.47569347
cck_gnd__gnd_ale1__2,0.041180993400000004,-0.777259267
cck_gnd__gnd_ale2__1,0.2547678232,-0.70062272
cck_gnd__gnd_ale2__2,-0.041328903,-0.76606461
cck_gnd__gnd_ale3__1,0.5386550454,-0.43149691900000003
cck_gnd__gnd_ale3__2,0.6665138837,-0.487642569
cck_tpiA__gmos_deltpiA__1,2.7947989677000002,0.6242711200000001
cck_tpiA__gmos_deltpiA__2,0.9753903045000001,0.852325686
cck_tpiA__tpiA_ale1__1,12.0251533739,3.548293378
cck_tpiA__tpiA_ale1__2,11.6227265526,3.505451186
cck_tpiA__tpiA_ale2__1,-2.2605511094,-0.6803713610000001
cck_tpiA__tpiA_ale2__2,-2.0237002776,-1.001355467
cck_tpiA__tpiA_ale3__1,6.885577154,-0.73162975
cck_tpiA__tpiA_ale3__2,7.4753342196,-0.48603779700000005
cck_tpiA__tpiA_ale4__1,13.5993926717,3.963287363
cck_tpiA__tpiA_ale4__2,13.566913837,3.9773566220000003
acid_tale__acid_ale1_pH7__1,0.467733353,-0.602999716
acid_tale__acid_ale1_pH7__2,0.3291371021,-0.511906462
acid_tale__acid_ale1_pH5__1,-2.7191375415,-1.177437692
acid_tale__acid_ale1_pH5__2,-2.722238005,-1.056497003
acid_tale__acid_ale2_pH7__1,-0.6071762311000001,-0.755278432
acid_tale__acid_ale2_pH7__2,-0.0824311413,-0.450825472
acid_tale__acid_ale2_pH5__1,-0.6029639138,-0.65153015
acid_tale__acid_ale2_pH5__2,-1.1617023038,-1.128051776
acid_tale__low_Mg_ale_pH7__1,-1.7460913731,-0.81616174
acid_tale__low_Mg_ale_pH7__2,-1.2447537527,-0.5885131920000001
acid_tale__low_Mg_ale_pH5__1,0.025314975700000002,-0.21378144000000002
acid_tale__low_Mg_ale_pH5__2,0.2735098265,-0.27978356200000004
acid_tale__MES_ale_pH7__1,-0.0497534586,-0.5612749220000001
acid_tale__MES_ale_pH7__2,-0.6215250824,-0.5053909999999999
acid_tale__MES_ale_pH5__1,-0.20534470700000002,-0.34513746300000003
acid_tale__MES_ale_pH5__2,-0.7300486023,-0.227649115
acid_tale__gmos_pH7__1,-0.057584496000000006,-0.578939431
acid_tale__gmos_pH7__2,0.12911541270000002,-0.48929732600000003
acid_tale__gmos_pH5__1,-1.1090322323,-0.35970521600000005
acid_tale__gmos_pH5__2,-1.0697775454,-0.36339349800000004
adnB__wt_adn__1,-1.9917889244,0.003829573
adnB__wt_adn__2,-0.9579666501,-0.314813214
adnB__delydhB_adn__1,-0.9093461774,-0.123416774
adnB__delydhB_adn__2,-0.5777947488,0.075774148
ytf2__wt_glc__1,0.2952098597,-0.073581694
ytf2__wt_glc__2,0.1033725115,0.035825228
ytf2__ybcM_glc__1,0.9849115046,-0.5926704890000001
ytf2__ybcM_glc__2,0.443711589,-0.44665125400000005
ytf2__ydhB_glc__1,0.7193846002000001,0.088594698
ytf2__ydhB_glc__2,0.4467596243,0.016059883
ytf2__yfeC_glc__1,0.6969035537,0.19940147100000002
ytf2__yfeC_glc__2,1.0997500482,-0.08750867200000001
ytf2__yciT_glc__1,0.3906424374,-0.156313232
ytf2__yciT_glc__2,0.4084082632,-0.162233374
ytf2__ydiZ_glc__1,0.6472634662,-0.16316568
ytf2__ydiZ_glc__2,0.4546474864,-0.072438481
ytf2__ynfL_glc__1,1.1252548412,0.166287642
ytf2__ynfL_glc__2,0.8420065705,0.075380187
misc2__dellon_glc__1,-2.2941871568,-0.768503892
misc2__dellon_glc__2,-2.7058701874,-0.872440489
ytf3__wt_glc2__1,1.0628047679,-0.036138238
ytf3__wt_glc2__2,0.76625809,-0.040855091
ytf3__wt_pH7_lactate__1,0.9522559081,-0.127779719
ytf3__wt_pH7_lactate__2,0.8765925926,-0.12117001300000001
ytf3__wt_pH55_lactate__1,1.8881927438,0.043455337000000004
ytf3__wt_pH55_lactate__2,1.7811174542,0.23900375000000001
ytf3__wt_pH55_HCl__1,1.213318886,0.227032686
ytf3__wt_pH55_HCl__2,1.2568761457,0.26409002
ytf3__dyieP_pH7__1,0.7478100224,-0.075398487
ytf3__dyieP_pH7__2,0.3201898045,-0.182876538
ytf3__dyieP_pH55__1,0.8895318902,-0.43680256500000003
ytf3__dyieP_pH55__2,0.8833300979,-0.32401206200000005
