sample,new_2678579_2679086_c
LBexp_1,11.3884
LBexp_2,11.7886
LBexp_3,11.6274
LBtran_1,11.97
LBtran_2,11.808
LBtran_3,11.3404
LBstat_1,11.3456
LBstat_2,11.2614
LBstat_3,11.161
LBGexp_1,10.4344
LBGexp_2,10.9316
LBGexp_3,11.5432
LBGtran_2,11.8727
LBGtran_3,10.2841
LBGstat_1,10.7732
LBGstat_2,10.5815
LBGstat_3,10.7214
S0_1,12.0397
S0_2,11.6144
S0_3,11.2735
S1_1,12.4197
S1_2,12.3664
S1_3,11.6917
S2_1,11.1217
S2_2,11.1356
S2_3,11.0653
S3_1,12.2745
S3_2,11.8868
S4_1,12.4629
S4_2,12.5754
S4_3,12.4145
S5_1,12.673
S5_2,12.7185
S5_3,12.6808
S6_1,12.1989
S6_2,11.1479
S6_3,11.8708
S6/t_1,11.6205
S6/t_2,10.8175
S6_4,11.3433
S6_5,11.9061
S6_6,11.9072
S7_4,11.8613
S7_5,11.5427
S7_6,11.6533
S8_4,11.4966
S8_5,11.7755
G135_1,12.2829
G135_3,11.1396
G150_1,10.8612
G150_2,11.5063
G150_3,11.2151
G180_1,11.5818
G180_2,11.8509
G180_3,11.1395
C30_1,11.3624
C30_2,11.529000000000002
C90_1,11.6619
C90_2,11.5618
BI_1,10.8514
BI_2,11.3648
BC_2,11.0785
BC/t_1,9.9153
BC/t_2,11.0172
BC_1,10.4002
Sw_1,10.3162
Sw_2,10.5773
BT_1,11.2752
BT_2,11.298
B36_1,11.295
B36_2,10.7815
B60_1,10.5037
B60_2,11.8185
M9exp_1,11.3814
M9exp_2,11.0173
M9exp_3,11.118
M9tran_1,10.8818
M9tran_2,10.7662
M9tran_3,10.7592
M9stat_1,9.1438
M9stat_2,9.5102
M9stat_3,9.0303
M+G_1,11.1243
M+G_2,11.2964
M+G_3,11.4367
Glu_1,11.8585
Glu_2,11.6917
Glu_3,11.7074
Fru_1,12.1547
Fru_2,12.3719
Fru_3,11.2229
Mal_1,10.3553
Mal_2,11.050999999999998
Mal_3,11.0907
G+S_2,11.8576
G+S_3,12.5038
Pyr_1,11.6816
Pyr_2,11.7264
Pyr_3,11.9566
Gly_1,10.6151
Gly_2,11.489
Gly_3,11.4061
Glucon_1,10.6893
Glucon_2,11.4718
Glucon_3,10.6755
aero_1,12.3675
aero_2,11.4235
aero_3,12.3584
nit_1,12.364
nit_2,12.3404
nit_3,11.9492
ferm_1,11.1365
ferm_2,12.015999999999998
ferm_3,12.3707
T-5.40H_1,11.4871
T-4.40H_1,11.5033
T-3.40H_1,11.2418
T-2.40H_1,10.4053
T-1.40H_1,10.992
T-1.10H_1,10.4656
T-0.40H_1,11.7782
T0.0H_1,11.1521
T0.30H_1,10.2479
T1.0H_1,8.9626
T1.30H_1,9.0317
T2.0H_1,8.8754
T2.30H_1,9.2345
T3.0H_1,9.0047
T3.30H_1,9.7118
T4.0H_1,10.0771
T5.0H_1,9.9099
HPh_1,11.9584
HPh_2,11.95
HPh_3,12.5396
