,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A,rep9_idx,rep9_A,rep10_idx,rep10_A,rep11_idx,rep11_A,rep12_idx,rep12_A,rep13_idx,rep13_A,rep14_idx,rep14_A
0,algU_regulon__empty_vector,-3.333329908391155e-11,1.5429154158182188,3.0,0.0,-1.1281758054,2.0,1.7582413662,4.0,-0.6300655609,,,,,,,,,,,,,,,,,,,,,,
1,algU_regulon__algU_overexpression,1.3691999196666667,0.3204742817074019,3.0,1.0,1.6500389068999999,3.0,1.0200919916,5.0,1.4374688605000001,,,,,,,,,,,,,,,,,,,,,,
2,co_culture__c_viol_40,0.79129682925,2.8088850937725605,4.0,6.0,3.2016701429,20.0,-1.1683753319,40.0,-2.0720194552,63.0,3.2039119612,,,,,,,,,,,,,,,,,,,,
3,co_culture__c_viol_12.5,0.4108412311,2.2132784689205978,4.0,7.0,2.1476871118,33.0,0.8622461718000001,81.0,-2.814150656,82.0,1.4475822968,,,,,,,,,,,,,,,,,,,,
4,co_culture__b_thai_30,5.19835552595,1.1302269749430183,4.0,8.0,4.9889818057,51.0,5.1961003623,65.0,6.6763950245,76.0,3.9319449113,,,,,,,,,,,,,,,,,,,,
5,co_culture__b_thai_25,2.201294097466667,1.5037597648434906,3.0,9.0,0.6712150371000001,22.0,3.6772745409,49.0,2.2553927144,,,,,,,,,,,,,,,,,,,,,,
6,co_culture__mono_30,1.3599106166,1.0877198943126647,2.0,10.0,0.5907765033,26.0,2.1290447299,,,,,,,,,,,,,,,,,,,,,,,,
7,co_culture__b_thai_12.5,4.5000805925,2.6519017540173015,3.0,11.0,5.204214506,54.0,1.5671747243,83.0,6.7288525472,,,,,,,,,,,,,,,,,,,,,,
8,co_culture__b_thai_35,3.7253138720249996,0.42278463733977495,4.0,12.0,3.0933247217,48.0,3.909095115,64.0,3.9855395173,78.0,3.9132961341,,,,,,,,,,,,,,,,,,,,
9,co_culture__mono_25,0.033872590049999984,1.7537480805731651,4.0,13.0,-0.1051062638,38.0,1.3100774833,67.0,-2.3964924817,72.0,1.3270116224000001,,,,,,,,,,,,,,,,,,,,
10,co_culture__c_viol_30,1.7408912335000002,1.0006352867193475,3.0,14.0,1.8542772291,41.0,2.6800037835,85.0,0.6883926879000001,,,,,,,,,,,,,,,,,,,,,,
11,co_culture__c_viol_35,2.7710377899,0.9187464483816618,4.0,15.0,3.1494149199,52.0,3.2484543010999998,71.0,1.3957767433,80.0,3.2905051953,,,,,,,,,,,,,,,,,,,,
12,co_culture__b_thai_40,2.7737029029333335,0.8327292328282024,3.0,16.0,3.6379003537,53.0,1.9764876895999999,77.0,2.7067206655,,,,,,,,,,,,,,,,,,,,,,
13,co_culture__b_thai_45,3.5285957775666668,2.843617362513624,3.0,17.0,2.1544485404,50.0,6.7982938815,66.0,1.6330449108,,,,,,,,,,,,,,,,,,,,,,
14,co_culture__b_thai_c_viol_40,3.2862469703999992,1.4954351345429027,3.0,18.0,1.6168778453,25.0,3.7385295393,62.0,4.5033335266,,,,,,,,,,,,,,,,,,,,,,
15,co_culture__mono_35,-0.19523585107500008,2.245258393551784,4.0,19.0,2.5440916564,28.0,-1.7182106030000002,56.0,-2.3134505496,73.0,0.7066260919,,,,,,,,,,,,,,,,,,,,
16,co_culture__b_thai_c_viol_45,3.678699544225,0.3278558989722294,4.0,21.0,3.7365996772,34.0,4.0588054457,45.0,3.6580786162,58.0,3.2613144378,,,,,,,,,,,,,,,,,,,,
17,co_culture__c_viol_25,2.66449793755,0.1304478682806093,4.0,23.0,2.6983917662,42.0,2.6522328622,70.0,2.8110316048,79.0,2.496335517,,,,,,,,,,,,,,,,,,,,
18,co_culture__mono_45,1.875411771925,1.3605575940221055,4.0,24.0,1.4078080715999999,29.0,2.7346730425,68.0,0.1763082411,74.0,3.1828577325,,,,,,,,,,,,,,,,,,,,
19,co_culture__mono_40,0.26244988975000005,1.8613375419194538,4.0,27.0,0.27674859290000003,31.0,-1.6868004235,69.0,-0.3066178665,75.0,2.7664692561,,,,,,,,,,,,,,,,,,,,
20,co_culture__b_thai_c_viol_35,4.586163596725,1.6795663991349867,4.0,30.0,6.1017190276,32.0,5.4718628314,59.0,2.2678497058,86.0,4.5032228221,,,,,,,,,,,,,,,,,,,,
21,co_culture__b_thai_c_viol_25,4.3513939083,,1.0,35.0,4.3513939083,,,,,,,,,,,,,,,,,,,,,,,,,,
22,co_culture__b_thai_c_viol_30,2.8004138230499995,1.5951784352515062,4.0,36.0,5.0219681649,44.0,2.6418447939,60.0,2.2911187777,61.0,1.2467235557,,,,,,,,,,,,,,,,,,,,
23,co_culture__mono_12.5,-2.949029909160572e-17,1.4605231121048348,4.0,37.0,-2.0814887886,46.0,0.980499973,57.0,1.0501539533,84.0,0.0508348623,,,,,,,,,,,,,,,,,,,,
24,co_culture__c_viol_45,2.26180218255,0.1009989842413333,2.0,39.0,2.3332192492,43.0,2.1903851159,,,,,,,,,,,,,,,,,,,,,,,,
25,co_culture__b_thai_c_viol_12.5,4.6177962319,1.7785595571430595,2.0,47.0,5.8754277555000005,55.0,3.3601647083,,,,,,,,,,,,,,,,,,,,,,,,
26,immunity_2__WT_sid2,-3.33333360913457e-11,4.2757101059703375,3.0,87.0,2.7435925473,90.0,2.1829501112,93.0,-4.9265426586,,,,,,,,,,,,,,,,,,,,,,
27,immunity_2__WT_pad4,-2.4223206302,2.7813187832948727,3.0,88.0,-0.1536290931,91.0,-1.58803408,94.0,-5.5252987175,,,,,,,,,,,,,,,,,,,,,,
28,immunity_2__WT_PS,-1.6085407259,2.2736332496513825,3.0,89.0,-3.8802892102,92.0,0.6669726135,95.0,-1.612305581,,,,,,,,,,,,,,,,,,,,,,
29,immunity_in_vitro__WT_MM,2.5000036762978795e-11,4.2824150995257435,4.0,96.0,3.3963926414,97.0,-5.9898952996,98.0,2.7527356285,99.0,-0.15923297020000002,,,,,,,,,,,,,,,,,,,,
30,immunity_isolated__WT_DE,2.1163666028000003,2.850164287094157,2.0,100.0,4.1317370977,104.0,0.1009961079,,,,,,,,,,,,,,,,,,,,,,,,
31,immunity_isolated__WT_DEPS,1.2884980710999998,3.5306903832977925,2.0,101.0,3.7850731833999998,105.0,-1.2080770412,,,,,,,,,,,,,,,,,,,,,,,,
32,immunity_isolated__WT_WT,-8.333297015402271e-12,2.0499980066764354,12.0,102.0,-1.8477341439,110.0,-0.8100643571,117.0,-1.3123732216000001,125.0,-0.4353212736,131.0,4.6524902736,134.0,-1.3240423985,138.0,-1.8532756109,159.0,2.1787096459,162.0,2.6440063589,164.0,-0.6099754586,170.0,-0.15133437100000002,174.0,-1.1310854433,,,,
