,A,ImmR
R2,,0.054694108103697014
xmin,,-2.030818547927309
xmid,,
xmax,,4.894988546453174
ystart,,-3.651405938022095
yend,,15.735205423475794
amb:ctrl:1,2.8368253973549287,0.1109997285733284
amb:ctrl:2,-2.2881221751765346,-0.3202635586245659
amb:ctrl:3,-0.5487032221783895,0.2092638300512384
amb:amb:1,-2.4570326232422133,-0.008553413637612195
amb:amb:2,-0.5845375694875977,0.19582364651762865
amb:amb:3,-3.1205569721413218,0.662718749676924
ave1:ctrl_5m:1,1.030374471011892,0.05304817383735383
ave1:vdave1_5m:1,0.2340494451552961,0.11255139550464753
ave1:ctrl_20m:1,-0.9546789503445658,-0.3322320353982162
ave1:vdave1_20m:1,-0.2599218541342124,-0.4117937249844825
ave1:supernatant_5m:1,-0.36517981051930776,0.0022027511277489253
ave1:vnave1_20m:1,-0.9366632390021574,-0.13608864019755007
ave1:supernatant_20m:1,-0.2903123296377694,-0.05574995677708472
ave1:ctrl_5m:2,-1.030374471011896,-0.05304817383735383
ave1:vdave1_5m:2,0.7179939457208603,-0.36725487523168
ave1:ctrl_20m:2,-0.9452178219435552,-0.011557040351312331
ave1:vdave1_20m:2,-0.23739983855150334,-0.2207084093084033
ave1:supernatant_5m:2,-0.4861503332709822,-0.051912454802901735
ave1:vnave1_20m:2,-0.910997626414054,-0.21110121414849287
ave1:supernatant_20m:2,-0.2534507420210568,0.2188529066733098
biofilm_time:8h:1,-0.3127843840273428,-0.3331729456327173
biofilm_time:8h:2,0.6454290043909051,0.2838789041655092
biofilm_time:8h:3,-0.11087184406805596,0.15444938619592374
biofilm_time:8h:4,-0.22177277629547856,-0.1051553447287148
biofilm_time:12h:1,1.0221340343583816,0.4732037493605112
biofilm_time:12h:2,1.2375388315607057,0.3088609775207853
biofilm_time:12h:3,1.1521293598771252,0.3407001736284716
biofilm_time:12h:4,0.06592906317652672,0.4264824801081746
biofilm_time:16h:1,4.6938048155805285,-0.4689017090071194
biofilm_time:16h:2,-0.8149881704610009,-0.6091721339548419
biofilm_time:16h:3,10.212950392733363,-0.3359176865305677
biofilm_time:16h:4,11.325843985513488,-0.18541719021192904
biofilm_time:20h:1,13.889074743750589,0.7469964681392272
biofilm_time:20h:2,3.367768622393952,0.6996301283746673
biofilm_time:20h:3,16.005602117796506,0.7493055251410539
biofilm_time:20h:4,5.075652230595432,0.7276876981279212
biofilm_time:24h:1,10.959317902017489,0.5125709228136053
biofilm_time:24h:2,2.6083728359359344,0.6187317893027862
biofilm_time:24h:3,5.817743899684074,0.27067647030537145
biofilm_time:24h:4,5.289686993916369,0.6311000112754357
biofilm_time:28h:1,18.879426657000405,0.8292321230426261
biofilm_time:28h:2,9.237018201438918,0.8764130581955163
biofilm_time:28h:3,12.968246772107587,1.0281074205588585
biofilm_time:28h:4,15.217729563091703,0.3117879783433457
biofilm_time:32h:1,11.993345735750244,0.8253566208551479
biofilm_time:32h:2,15.506952292060713,0.4347962829983301
biofilm_time:32h:3,18.705256467078712,0.8709271959638984
biofilm_time:32h:4,16.217778223645134,0.8097917119971091
codY:wt:1,-0.8896252085223583,-0.5423322702194184
codY:wt:2,0.8896252085223441,0.5423322702194184
codY:ctrl:1,0.7268037215823059,-0.3810215518844471
codY:ctrl:2,4.40440493716372,0.8219376308107726
codY:codYR61K:1,2.6650119428481838,-0.703593651972521
codY:codYR61K:2,4.957870268760852,0.4683513664902765
codY:codYR61H:1,2.083325729125141,-0.6891008333169042
codY:codYR61H:2,2.9203441840251103,0.5529802230495804
codY:codYF71Y:1,0.9947029674257598,0.3312186877326733
codY:codYF71Y:2,2.4015897000468125,0.3179909541070316
decay:wt:1,0.7185126581241406,0.3127666082891367
decay:wt:2,-0.5567778062262829,0.12078214188663194
decay:wt:3,-0.1617348518978097,-0.4335487501757696
decay:delpnpA:1,2.7222155993881474,-0.4268028680334921
decay:delpnpA:2,3.5752320118678567,0.8265211903727336
decay:delpnpA:3,3.6371368246334987,0.330340898271523
ecm_tasA:deltasA:1,0.025781871005820862,0.6364554476539475
ecm_tasA:deltasA:2,-0.9582051957428208,0.6212055283616307
ecm_tasA:deltasA:3,-1.5340499996845125,0.20942927273421308
ecm_tasA:delcssRS:1,1.0914463714658555,0.7233162405072049
ecm_tasA:delcssRS:2,0.2469666626396003,1.3577472331764031
ecm_tasA:delcssRS:3,-0.3701497117662392,1.0546564440691697
ecm_tasA:wt:1,-0.030188832895439093,-0.18361022683467887
ecm_tasA:wt:2,0.030188832895446962,0.18361022683467887
heatshock:wt_37C:1,0.5417064283448773,-0.2747015544280353
heatshock:wt_37C:2,0.6049866736076922,-0.24709894201566485
heatshock:wt_37C:3,-1.1466931019525282,0.5218004964437006
heatshock:wt_48C:1,0.6339794686134761,0.229806968665617
heatshock:wt_48C:2,-0.8724854959807189,1.1113604120482563
heatshock:wt_48C:3,-0.3649132283713843,0.7212692864271797
heatshock:wt_53C:1,44.03793004906535,2.56489826285029
heatshock:wt_53C:2,44.34853306344023,2.0116252190066617
heatshock:wt_48_53C:1,8.17373029862167,0.6556685011438557
heatshock:wt_48_53C:2,9.034085048381336,0.7216200885288822
heatshock:wt_48_53C:3,6.329826726748655,0.22402688567846815
heatshock:delrelA_37C:1,0.6493344219223391,0.5201458464013351
heatshock:delrelA_37C:2,-0.9146212772687982,0.4895060256475268
heatshock:delrelA_48C:1,3.023209235697081,1.5140480619526362
heatshock:delrelA_48C:2,3.7955818740324485,0.6358480482855935
heatshock:delrelA_48C:3,3.665628422660384,-0.3173312072714656
heatshock:ppGpp_null_37C:1,1.0231873497991528,0.010795945561620446
heatshock:ppGpp_null_37C:2,0.9176114222545,0.02596262644634395
