,A,ImmR
heatshock:ppGpp_null_37C:3,0.00912951407280604,0.15729997629419978
heatshock:ppGpp_null_48C:1,3.789301275604904,0.6970965493993018
heatshock:ppGpp_null_48C:2,4.191815902480212,1.2469191133500002
heatshock:ppGpp_null_48C:3,2.490705584885731,1.392270620414788
ldar:yfiJKplus:1,2.5941852726856656,4.123560817381677
ldar:yfiJKplus:2,2.1602048370714613,3.64462700130776
ldar:yfiJ_A152E:1,0.8267186089945366,4.894988546453174
ldar:yfiJ_A152E:2,2.605204052924866,3.720124333157621
ldar:wt:1,-0.02224136242644168,0.0
ldar:wt:2,0.06262249151430882,0.0
ldar:wt:3,-0.040381129087856835,0.0
mk7:shake:1,-1.4848660707118746,0.3923805454213545
mk7:shake:2,-1.1366478312447097,-0.8863521588815391
mk7:shake:3,1.7879809519104466,-0.02912061866221638
mk7:shake:4,0.8335329500461414,0.5230922321224014
mk7:static:1,19.370984957312945,0.40561481291957335
mk7:static:2,19.35152022102348,0.6444256205235472
mk7:static:3,15.346088957000509,0.2840640501404117
mk7:static:4,15.60571681627522,0.6942554469922415
nusA:nusA_induced:1,3.5021931989588024,0.14145162383269838
nusA:nusA_induced:2,1.7127523994745693,-0.3256309443644412
nusA:nusA_induced:3,2.2908464067587144,-0.2625837080229445
nusA:nusA_induced:4,0.6630240292817657,0.02275017363262144
nusA:nusA_induced:5,4.592792349978294,0.8744996651164776
nusA:nusA_induced:6,3.5493886169022715,0.7708454618753171
nusA:no_nusA:1,0.15020071733119222,-0.039522640780695895
nusA:no_nusA:2,-1.3204373532017322,0.28155392316118105
nusA:no_nusA:3,0.9072976259795984,0.20774390723988656
nusA:no_nusA:4,-2.4352623480101654,-0.6294041779736697
nusA:no_nusA:5,1.6564307660202942,0.06408844111859491
nusA:no_nusA:6,1.0417705918808318,0.11554054723470485
pamR:wt_exp:1,-0.0601553967472165,-0.3865425007325767
pamR:wt_exp:2,0.060155396747231776,0.3865425007325758
pamR:delydhC_exp:1,4.329127664605752,1.7357878533121127
pamR:delydhC_exp:2,2.7888646180986685,1.6881556080987394
pamR:delydhC_exp:3,1.158157168238709,2.0206128452201373
pamR:wt_stat:1,-2.49912188290717,-0.8182615185572004
pamR:wt_stat:2,1.196243135923818,-1.3882422589038803
pamR:wt_stat:3,-2.3149441835434033,-1.4078765603364136
pamR:delydhC_stat:1,-1.2095295962550994,-1.1316145699707605
pamR:delydhC_stat:2,1.8466852875135529,-0.7167206317151109
rho_strains:ncib3610:1,-0.66911721915341,-0.09264185623653898
rho_strains:ncib3610:2,0.6691172191534034,0.09264185623653988
rho_strains:ncib3610_delrho:1,-0.8825306069440778,1.0738914968619842
rho_strains:ncib3610_delrho:2,0.3845935971231036,1.450294634198135
rnase_j1:delrnjA:1,-17.958862735968292,-2.030818547927309
rnase_j1:delrnjA:2,-19.520043370653593,0.6060270993444137
rnase_j1:delrnjA:3,-17.39351333220119,0.4082343064760732
rnase_j1:wt:1,-7.453672728549668,-0.4050685279296298
rnase_j1:wt:2,2.983182171145757,0.4799924986640241
rnase_j1:wt:3,4.470490557403887,-0.07492397073439339
sigI:delrsgI_37C:1,4.318024366788455,0.7247904673538299
sigI:delrsgI_37C:2,1.5653496831646307,-0.9074741278800094
sigI:delrsgI_37C:3,4.00155651733963,0.5278005133201011
sigI:delrsgI_52C:1,1.9097910315937352,1.8742232735942668
sigI:delrsgI_52C:2,4.4702637203534925,1.1624779606930071
sigI:delrsgI_52C:3,3.611193358748052,1.9604871270579218
sigI:delrsgI_sigI_37C:1,2.8449765055514664,0.3481775975130912
sigI:delrsgI_sigI_37C:2,0.11202813534967287,-0.7050825996361798
sigI:delrsgI_sigI_37C:3,2.494737870898395,0.27756970057874764
sigI:delrsgI_sigI_52C:1,3.407623798270292,1.8064512086512805
sigI:delrsgI_sigI_52C:2,4.0718072040316935,2.095304836415334
sigI:delrsgI_sigI_52C:3,3.512757037738357,1.2327619453138512
sigI:wt_37C:1,0.22459410949755168,0.1264970721759866
sigI:wt_37C:2,1.97791630559516,0.70701290142416
sigI:wt_37C:3,-2.2025104150927226,-0.8335099736001474
sigI:wt_52C:1,4.883639404170366,1.6078834239662312
sigI:wt_52C:2,3.933936815776476,1.8336738467936942
sigI:wt_52C:3,2.4921930220006416,1.3452693947342569
spbeta:spbeta_nopep_20m:1,-1.4221889356305533,0.0
spbeta:spbeta_pep_20m:1,-0.8945950155570139,0.0
spbeta:spbeta_nopep_20m:2,-1.3037132970677163,0.0
spbeta:spbeta_pep_20m:2,-1.248146890217676,0.0
spbeta:phi3T_pep_10m:1,1.4818564420444744,0.0
spbeta:phi3T_pep_20m:1,0.3720101654462207,0.0
spbeta:phi3T_nopep_10m:1,1.4475830477794291,0.0
spbeta:phi3T_nopep_20m:1,0.5674471277672437,0.0
spbeta:phi3T_pep_10m:2,-0.8325316824433618,0.0
spbeta:phi3T_pep_20m:2,-0.2143549432117711,0.0
spbeta:phi3T_nopep_10m:2,-0.5564661053355171,0.0
spbeta:phi3T_nopep_20m:2,-0.15878455167642908,0.0
spbeta:phi3T_pep_10m:3,-0.64932475960112,0.0
spbeta:phi3T_pep_20m:3,-0.5170913904974119,0.0
spbeta:phi3T_nopep_10m:3,-1.6320254705613004,0.0
spbeta:phi3T_nopep_20m:3,-0.7334335765272619,0.0
spore_genes:wt_0h:1,0.20171246178453825,-0.20898728555132173
spore_genes:delyphF_0h:1,-1.5989569982807572,0.19982105498068406
spore_genes:delyphF_0h:2,-0.9015317276054912,0.2319670866188668
spore_genes:delyphF_0h:3,0.702790110051942,-1.0806610961873444
spore_genes:delygaB_0h:1,9.965001723327957,0.9143624512779408
spore_genes:delygaB_0h:2,9.905922940318936,1.5607459748555597
spore_genes:delygaB_0h:3,10.695675350281354,1.0782683658136216
spore_genes:wt_3h:1,5.643484010747009,-0.1869630624738257
spore_genes:wt_3h:2,4.552944486676027,0.21111757500524853
spore_genes:wt_3h:3,1.5967759348782389,0.18694673782927484
spore_genes:delyizD_3h:1,1.1585906769602758,-0.021094367056505803
spore_genes:wt_0h:2,-0.3849660029180413,-0.03338323214195249
spore_genes:delyizD_3h:2,3.54864897783077,0.5998528611997145
spore_genes:delyizD_3h:3,3.9718023006289482,0.16529761495337514
spore_genes:delykzB_3h:1,6.2913269069238975,-0.2730648092761045
spore_genes:delykzB_3h:2,6.272888495089555,0.3253452035393636
spore_genes:delykzB_3h:3,6.1503656023534,0.3807242443501595
spore_genes:delyphF_3h:1,4.608537502171826,-0.2410189563107075
spore_genes:delyphF_3h:2,1.4910282007624556,-0.4443885336334086
spore_genes:delyphF_3h:3,3.076114365838358,0.4746121395764691
spore_genes:delygaB_3h:1,1.9531141201477404,-0.4324977119225517
spore_genes:delygaB_3h:2,1.7794736857607931,-0.5619369957674207
spore_genes:wt_0h:3,0.18325354113352155,0.2423705176932751
spore_genes:delygaB_3h:3,1.8538059859383225,-0.6424239203302529
spore_genes:delyizD_0h:1,-0.2628643146255392,0.4017411324270697
spore_genes:delyizD_0h:2,-0.4639953295066017,-0.03483051327354403
spore_genes:delyizD_0h:3,2.1477032288477504,1.0422748175972112
spore_genes:delykzB_0h:1,5.918754381019123,-0.3325530679475248
spore_genes:delykzB_0h:2,4.212498600320711,0.5982673293621961
spore_genes:delykzB_0h:3,7.231014345942631,0.03972500517017874
swarming:comIQ12L:1,0.3633259884606148,0.4268551313728466
swarming:comIQ12L:2,-0.3937365001913916,-0.01807727127201897
swarming:comIQ12L:3,0.030410511730774813,-0.4087778601008294
swarming:comIQ12L_delefp:1,-0.9542616366011551,0.14387034277370692
swarming:comIQ12L_delefp:2,-2.274205441154411,0.3627609377722108
swarming:comIQ12L_delefp:3,-1.3310321470552589,-0.06213582555145969
swarming:comIQ12L_delefp_fliYS164A:1,0.5817443488084121,0.05334335337086493
swarming:comIQ12L_delefp_fliYS164A:2,-2.361708484721855,0.09423035695072723
swarming:comIQ12L_delefp_fliYS164A:3,-1.830417643850656,-0.006351014801664334
swarming:comIQ12L_delefp_nusGN21S:1,-0.4987827591168301,-0.4085932660952434
swarming:comIQ12L_delefp_nusGN21S:2,0.6472346220024963,0.062440891986736524
swarming:comIQ12L_delefp_nusGN21S:3,-0.3675957810648381,-0.21901897730170367
synant49:ctrl:1,2.8370023509147155,0.11099981891214394
synant49:ctrl:2,-2.2879869702906674,-0.32026355773291915
synant49:ctrl:3,-0.5490153806240446,0.2092637388207761
synant49:synant49:1,-0.013963907813925966,1.1314076026809587
synant49:synant49:2,0.7787699254172629,1.227825684130396
synant49:synant49:3,-0.9893772420240128,1.2803386215141421
tasA:wt_72h:1,-2.7529612012677926,0.3550850418856744
tasA:wt_72h:2,-5.725707058493729,0.26467466269938544
tasA:deltasA_72h:1,-9.669456841799684,0.5005129588686899
tasA:deltasA_72h:2,-9.139709874758193,-0.5789394351524999
tasA:wt_24h:1,-1.8783339323570964,-0.034379828423160674
tasA:wt_24h:2,1.8783339323570896,0.03437982842315978
tasA:wt_48h:1,-3.7726785877626656,-0.05433128684531496
tasA:wt_48h:2,-2.0836290713898102,-0.4361448497260847
tasA:deltasA_24h:1,-6.249878515392537,0.7655187851840708
tasA:deltasA_24h:2,-5.403550201151514,0.7860642407308465
tasA:deltasA_48h:1,-8.216813390990632,0.6362373638232217
tasA:deltasA_48h:2,-7.617800469695449,0.3710142810936529
yacP:wt:1,0.08465226452951577,0.0
yacP:delyacP:1,0.16659086183961036,0.0
yacP:yacP_induced:1,-0.16398247288529175,0.0
yacP:yacP_no_induce:1,-0.7086154451138599,0.0
yacP:wt:2,0.2629315318243715,0.0
yacP:delyacP:2,0.03214408490534559,0.0
yacP:yacP_induced:2,0.2662191753410747,0.0
yacP:yacP_no_induce:2,-0.5256309496022458,0.0
yacP:wt:3,-0.34758379635388725,0.0
yacP:delyacP:3,-0.1907857469723239,0.0
yacP:yacP_induced:3,-0.14262879197459302,0.0
yacP:yacP_no_induce:3,-0.5136377021933825,0.0
yonO:wt:1,1.4251368384373146,-0.2224038600877849
yonO:wt:2,-0.9394341131404252,0.3576778925672164
yonO:wt:3,-0.4857027252968484,-0.13527403247943326
yonO:wt_mmc:1,48.76459534282194,0.09284803202641356
yonO:wt_mmc:2,42.05356019014326,0.3784657685498498
yonO:wt_mmc:3,50.26157898392434,0.21885921576138845
yonO:delyonO:1,-1.933428714127784,0.5764869983528529
yonO:delyonO:2,-1.314261678821138,0.19379817478319872
yonO:delyonO:3,2.0346465012022974,-0.20982098344579736
yonO:delyonO_mmc:1,47.15311659857922,1.0094069872132367
yonO:delyonO_mmc:2,46.15864562574256,0.7946928851121529
yonO:delyonO_mmc:3,48.928030000330494,0.33305542976254543
yydF:ctrl:1,0.5592102832536221,0.1125800452890502
yydF:ctrl:2,-0.0005598800105638288,0.4342867663832246
yydF:ctrl:3,-0.558650403243052,-0.5468668116722744
yydF:yydF:1,0.7773587585297019,-0.044758256214578296
yydF:yydF:2,0.47874058137364595,-0.2500817494689347
yydF:yydF:3,0.5252581070583316,-0.6320605827202712
