,-0.0649385817916061,-0.04870393634370457,-0.03246929089580304,-0.016234645447901513,1.3877787807814457e-17,0.01623464544790154,0.03246929089580307,0.048703936343704596,0.06493858179160612,0.08117322723950766,0.09740787268740918,0.11364251813531069,0.12987716358321222,0.14611180903111376,0.1623464544790153,0.1785810999269168,0.19481574537481833,0.21105039082271987,0.2272850362706214,0.2435196817185229
thresh,-0.07305590451555685,0.07305590451555685,2,,,,,,,,,,,,,,,,,
unreg,0,4,63,941,3688,786,63,3,4,2,3,2,2,1,0,2,1,0,0,0
PmrA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,0,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],['PA4357' 'phoQ'],['phoP' 'PA4359' 'PA1343'],['pmrB' 'oprH'],['PA4775' 'pmrA'],['PA4782'],[],['PA3559' 'PA4774'],['PA4773'],[],[],[]
PmrA_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['arnB' 'arnC'],['arnA' 'arnE' 'arnF'],['arnT' 'arnD'],[],[],[]
