,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X
0,LB__LBexp,10.739833333333332,0.63704639025218,3.0,0.0,10.0082,1.0,11.1717,2.0,11.0396,,,,,,,,,,
1,LB__LBtran,11.951066666666668,0.32339991238918653,3.0,3.0,12.2828,4.0,11.6367,5.0,11.9337,,,,,,,,,,
2,LB__LBstat,10.970333333333334,0.30583584376807993,3.0,6.0,11.1953,7.0,11.0936,8.0,10.6221,,,,,,,,,,
3,LB__LBGexp,10.013366666666666,0.5435186871979041,3.0,9.0,9.5081,10.0,10.5884,11.0,9.9436,,,,,,,,,,
4,LB__LBGtran,10.87205,0.2857418502774836,2.0,12.0,10.67,13.0,11.0741,,,,,,,,,,,,
5,LB__LBGstat,8.489433333333332,0.988861276081399,3.0,14.0,8.1049,15.0,7.7506,16.0,9.6128,,,,,,,,,,
6,Life Cycle__S0,11.401033333333332,0.21665050965398935,3.0,17.0,11.6432,18.0,11.2256,19.0,11.3343,,,,,,,,,,
7,Life Cycle__S1,13.781666666666666,0.1385305862736936,3.0,20.0,13.8852,21.0,13.6243,22.0,13.8355,,,,,,,,,,
8,Life Cycle__S2,13.094033333333334,0.13922730814510945,3.0,23.0,12.9336,24.0,13.1832,25.0,13.1653,,,,,,,,,,
9,Life Cycle__S3,13.300049999999999,0.06441742776609383,2.0,26.0,13.3456,27.0,13.2545,,,,,,,,,,,,
10,Life Cycle__S4,13.331533333333333,0.4159569849555766,3.0,28.0,13.8018,29.0,13.0118,30.0,13.181,,,,,,,,,,
11,Life Cycle__S5,13.613866666666667,0.14493792924329166,3.0,31.0,13.5213,32.0,13.5394,33.0,13.7809,,,,,,,,,,
12,Life Cycle__S6,12.723775,0.8774177678197055,8.0,34.0,13.065,35.0,12.1456,36.0,13.4684,37.0,12.5175,38.0,10.946,39.0,12.7057,40.0,13.2924,41.0,13.6496
13,Life Cycle__S7,12.813699999999999,0.2933259620285941,3.0,42.0,13.0935,43.0,12.8391,44.0,12.5085,,,,,,,,,,
14,Life Cycle__S8,12.18045,0.08577205255792804,2.0,45.0,12.2411,46.0,12.1198,,,,,,,,,,,,
15,Life Cycle__G135,8.62245,0.46181143879293435,2.0,47.0,8.949,48.0,8.2959,,,,,,,,,,,,
16,Life Cycle__G150,9.129833333333332,0.1270259947149934,3.0,49.0,9.0634,50.0,9.0498,51.0,9.2763,,,,,,,,,,
17,Life Cycle__G180,8.761733333333334,0.26305173128746595,3.0,52.0,8.8548,53.0,8.9656,54.0,8.4648,,,,,,,,,,
18,Stress Time Course__C30,10.51925,0.04023437584951499,2.0,55.0,10.4908,56.0,10.5477,,,,,,,,,,,,
19,Stress Time Course__C90,11.90815,0.2947928170766717,2.0,57.0,12.1166,58.0,11.6997,,,,,,,,,,,,
20,Biofilm__BI,11.33485,0.15945257915756664,2.0,59.0,11.2221,60.0,11.4476,,,,,,,,,,,,
21,Biofilm__BC,13.463575,0.14369009186440138,4.0,61.0,13.6765,62.0,13.392,63.0,13.4202,64.0,13.3656,,,,,,,,
22,Biofilm__Sw,13.3139,0.1619274528917188,2.0,65.0,13.1994,66.0,13.4284,,,,,,,,,,,,
23,Life Cycle__BT,10.9637,0.4966718031054303,2.0,67.0,11.3149,68.0,10.6125,,,,,,,,,,,,
24,Life Cycle__B36,12.354,0.0008485281374231356,2.0,69.0,12.3546,70.0,12.3534,,,,,,,,,,,,
25,Life Cycle__B60,12.170200000000001,0.16334166645409237,2.0,71.0,12.2857,72.0,12.0547,,,,,,,,,,,,
26,M9__M9exp,11.867433333333333,0.2242368019155941,3.0,73.0,12.125,74.0,11.7157,75.0,11.7616,,,,,,,,,,
27,M9__M9tran,12.0537,0.20228294540074265,3.0,76.0,12.0755,77.0,11.8414,78.0,12.2442,,,,,,,,,,
28,M9__M9stat,11.270466666666666,0.08431899746399565,3.0,79.0,11.1872,80.0,11.3558,81.0,11.2684,,,,,,,,,,
29,Supplement__M+G,11.294366666666667,0.18118041652820352,3.0,82.0,11.4956,83.0,11.1442,84.0,11.2433,,,,,,,,,,
30,Supplement__Glu,11.878433333333334,0.07153225379738423,3.0,85.0,11.9603,86.0,11.828,87.0,11.847,,,,,,,,,,
31,Supplement__Fru,11.905833333333334,0.5237190500004112,3.0,88.0,12.206,89.0,12.2104,90.0,11.3011,,,,,,,,,,
32,Supplement__Mal,11.588233333333335,0.18043398608170574,3.0,91.0,11.5154,92.0,11.7937,93.0,11.4556,,,,,,,,,,
33,Supplement__G+S,12.531849999999999,0.12126881297349289,2.0,94.0,12.4461,95.0,12.6176,,,,,,,,,,,,
34,Supplement__Pyr,11.872066666666667,0.33450155953796873,3.0,96.0,11.496,97.0,12.1364,98.0,11.9838,,,,,,,,,,
35,Supplement__Gly,11.258766666666666,0.7420638943738832,3.0,99.0,10.7868,100.0,12.1141,101.0,10.8754,,,,,,,,,,
36,Supplement__Glucon,11.726833333333333,0.2952890335473592,3.0,102.0,11.5089,103.0,12.0629,104.0,11.6087,,,,,,,,,,
37,Stressors__aero,11.610566666666665,0.18730783041115276,3.0,105.0,11.5692,106.0,11.4474,107.0,11.8151,,,,,,,,,,
38,Stressors__nit,10.950266666666666,0.24837071754402418,3.0,108.0,10.812,109.0,11.237,110.0,10.8018,,,,,,,,,,
39,Stressors__ferm,10.7061,0.20859424728405107,3.0,111.0,10.4671,112.0,10.8515,113.0,10.7997,,,,,,,,,,
40,Glc Growth/Exhaust__T-5.40H,12.1775,,1.0,114.0,12.1775,,,,,,,,,,,,,,
41,Glc Growth/Exhaust__T-4.40H,12.1848,,1.0,115.0,12.1848,,,,,,,,,,,,,,
42,Glc Growth/Exhaust__T-3.40H,12.4238,,1.0,116.0,12.4238,,,,,,,,,,,,,,
43,Glc Growth/Exhaust__T-2.40H,11.6592,,1.0,117.0,11.6592,,,,,,,,,,,,,,
44,Glc Growth/Exhaust__T-1.40H,11.6686,,1.0,118.0,11.6686,,,,,,,,,,,,,,
45,Glc Growth/Exhaust__T-1.10H,12.1389,,1.0,119.0,12.1389,,,,,,,,,,,,,,
46,Glc Growth/Exhaust__T-0.40H,12.2378,,1.0,120.0,12.2378,,,,,,,,,,,,,,
47,Glc Growth/Exhaust__T0.0H,11.7261,,1.0,121.0,11.7261,,,,,,,,,,,,,,
48,Glc Growth/Exhaust__T0.30H,11.3143,,1.0,122.0,11.3143,,,,,,,,,,,,,,
49,Glc Growth/Exhaust__T1.0H,11.0544,,1.0,123.0,11.0544,,,,,,,,,,,,,,
50,Glc Growth/Exhaust__T1.30H,11.4189,,1.0,124.0,11.4189,,,,,,,,,,,,,,
51,Glc Growth/Exhaust__T2.0H,11.6308,,1.0,125.0,11.6308,,,,,,,,,,,,,,
52,Glc Growth/Exhaust__T2.30H,12.0534,,1.0,126.0,12.0534,,,,,,,,,,,,,,
53,Glc Growth/Exhaust__T3.0H,11.6139,,1.0,127.0,11.6139,,,,,,,,,,,,,,
54,Glc Growth/Exhaust__T3.30H,12.2669,,1.0,128.0,12.2669,,,,,,,,,,,,,,
55,Glc Growth/Exhaust__T4.0H,12.2142,,1.0,129.0,12.2142,,,,,,,,,,,,,,
56,Glc Growth/Exhaust__T5.0H,11.4625,,1.0,130.0,11.4625,,,,,,,,,,,,,,
57,Stressors__HPh,11.960366666666667,0.21485377197837016,3.0,131.0,11.9966,132.0,11.7297,133.0,12.1548,,,,,,,,,,
58,Stressors__LPh,11.427566666666666,0.18020000924898175,3.0,134.0,11.3999,135.0,11.62,136.0,11.2628,,,,,,,,,,
59,Stressors__LPhT,12.283433333333333,0.19257113837055964,3.0,137.0,12.4926,138.0,12.1135,139.0,12.2442,,,,,,,,,,
60,Stressors__SMMPr,12.2301,0.21536099925473984,3.0,140.0,12.0565,141.0,12.1627,142.0,12.4711,,,,,,,,,,
61,Stressors__HiTm,12.8294,0.4703153091278226,3.0,143.0,12.9149,144.0,12.3222,145.0,13.2511,,,,,,,,,,
62,Stressors__LoTm,12.473666666666666,0.0814309728133793,3.0,146.0,12.4967,147.0,12.3832,148.0,12.5411,,,,,,,,,,
63,Stressors__HiOs,12.698566666666666,0.10749703871890265,3.0,149.0,12.8135,150.0,12.6005,151.0,12.6817,,,,,,,,,,
64,Stressors__BMM,11.896733333333335,0.039522314372178236,3.0,152.0,11.858,153.0,11.937,154.0,11.8952,,,,,,,,,,
65,Stressors__Heat,12.096066666666667,0.20601032336592573,3.0,155.0,12.2172,156.0,12.2128,157.0,11.8582,,,,,,,,,,
66,Stressors__Cold,10.706333333333333,0.2623019125613335,3.0,158.0,10.6646,159.0,10.987,160.0,10.4674,,,,,,,,,,
67,Stressors__Etha,11.824666666666667,0.2034799334905858,3.0,161.0,12.0335,162.0,11.8135,163.0,11.627,,,,,,,,,,
68,Stress Time Course__SMM,12.388933333333334,0.20496639561970456,3.0,164.0,12.1576,165.0,12.5479,166.0,12.4613,,,,,,,,,,
69,Stress Time Course__Salt,11.349233333333336,0.1251445697317046,3.0,167.0,11.2585,168.0,11.492,169.0,11.2972,,,,,,,,,,
70,Stress Time Course__Mt0,10.4321,0.49610611768048113,2.0,170.0,10.7829,171.0,10.0813,,,,,,,,,,,,
71,Stress Time Course__M0t45,10.966633333333334,0.3215384010244086,3.0,172.0,11.3253,173.0,10.7042,174.0,10.8704,,,,,,,,,,
72,Stress Time Course__M0t90,11.865766666666666,0.34935193334706693,3.0,175.0,11.6579,176.0,11.6703,177.0,12.2691,,,,,,,,,,
73,Stress Time Course__M40t45,11.281266666666667,0.906176695426082,3.0,178.0,10.7439,179.0,12.3275,180.0,10.7724,,,,,,,,,,
74,Stress Time Course__M40t90,11.983433333333332,0.3049846608164638,3.0,181.0,11.745,182.0,11.8782,183.0,12.3271,,,,,,,,,,
75,Stress Time Course__dia0,10.722999999999999,0.4715324803234664,3.0,184.0,10.1802,185.0,11.0314,186.0,10.9574,,,,,,,,,,
76,Stress Time Course__dia5,10.899533333333332,0.5428644981331282,3.0,187.0,11.4789,188.0,10.8171,189.0,10.4026,,,,,,,,,,
77,Stress Time Course__dia15,9.702399999999999,0.8553056295851206,3.0,190.0,8.9566,191.0,9.5146,192.0,10.636,,,,,,,,,,
78,Stressors__Diami,9.026333333333332,0.3904162692989798,3.0,193.0,9.1099,194.0,9.3682,195.0,8.6009,,,,,,,,,,
79,Stressors__Paraq,8.792866666666667,0.599900461187798,3.0,196.0,8.8995,197.0,9.3323,198.0,8.1468,,,,,,,,,,
80,Stressors__H2O2,8.4303,0.12490048038338361,3.0,199.0,8.4156,200.0,8.5619,201.0,8.3134,,,,,,,,,,
81,Stressors__Oxctl,9.142166666666668,0.3461943721861069,3.0,202.0,8.841000000000003,203.0,9.0651,204.0,9.5204,,,,,,,,,,
82,Carbon Transition__GM-0.1,12.195033333333333,0.5552667317004807,3.0,205.0,11.5621,215.0,12.4228,225.0,12.6002,,,,,,,,,,
83,Carbon Transition__GM-0.2,11.943299999999999,0.7420627466730831,3.0,206.0,11.0865,216.0,12.3629,226.0,12.3805,,,,,,,,,,
84,Carbon Transition__GM+5,11.443566666666667,0.47880426411356597,3.0,207.0,11.0356,217.0,11.3244,227.0,11.9707,,,,,,,,,,
85,Carbon Transition__GM+15,11.397333333333334,0.4046520768924011,3.0,208.0,11.3043,219.0,11.0473,229.0,11.8404,,,,,,,,,,
86,Carbon Transition__GM+25,11.787266666666667,0.5074147153299091,3.0,209.0,12.3462,220.0,11.66,230.0,11.3556,,,,,,,,,,
87,Carbon Transition__GM+45,11.274700000000001,0.9129381085265309,3.0,210.0,11.6682,221.0,10.231,231.0,11.9249,,,,,,,,,,
88,Carbon Transition__GM+60,11.143,0.5982996155773462,3.0,211.0,11.4756,222.0,10.4523,232.0,11.5011,,,,,,,,,,
89,Carbon Transition__GM+90,11.762466666666667,0.7048276692449963,3.0,212.0,11.2149,223.0,12.5577,233.0,11.5148,,,,,,,,,,
90,Carbon Transition__GM+120,11.12755,1.5105922166488217,2.0,213.0,10.0594,234.0,12.1957,,,,,,,,,,,,
91,Carbon Transition__GM+150,11.273566666666667,1.1495937296859848,3.0,214.0,12.103,224.0,9.9613,235.0,11.7564,,,,,,,,,,
92,Carbon Transition__GM+10,10.839849999999998,0.3109148516877251,2.0,218.0,11.0597,228.0,10.62,,,,,,,,,,,,
93,Carbon Transition__MG-0.1,11.164699999999998,0.8626412406093283,3.0,236.0,11.2876,244.0,10.2472,254.0,11.9593,,,,,,,,,,
94,Carbon Transition__MG+5,11.497166666666667,0.6241375195686711,3.0,237.0,11.3855,246.0,10.9364,256.0,12.1696,,,,,,,,,,
95,Carbon Transition__MG+10,11.117533333333332,0.9375403849079427,3.0,238.0,12.0962,247.0,11.029000000000002,257.0,10.2274,,,,,,,,,,
96,Carbon Transition__MG+15,11.676466666666668,0.5410373770206021,3.0,239.0,11.0539,248.0,12.0328,258.0,11.9427,,,,,,,,,,
97,Carbon Transition__MG+25,11.470766666666668,0.6720503279765089,3.0,240.0,11.9502,249.0,10.7026,259.0,11.7595,,,,,,,,,,
98,Carbon Transition__MG+45,11.311166666666665,0.6637566747938087,3.0,241.0,11.3942,250.0,10.6098,260.0,11.9295,,,,,,,,,,
99,Carbon Transition__MG+120,12.215633333333335,0.49932478742130637,3.0,242.0,11.8284,253.0,12.7792,263.0,12.0393,,,,,,,,,,
100,Carbon Transition__MG+150,11.7614,0.21269771978091268,2.0,243.0,11.611,264.0,11.9118,,,,,,,,,,,,
101,Carbon Transition__MG-0.2,11.467600000000001,0.5416437943888954,2.0,245.0,11.0846,255.0,11.8506,,,,,,,,,,,,
102,Carbon Transition__MG+60,11.6173,0.489176471224854,2.0,251.0,11.2714,261.0,11.9632,,,,,,,,,,,,
103,Carbon Transition__MG+90,11.4433,0.5481491767758115,2.0,252.0,11.0557,262.0,11.8309,,,,,,,,,,,,
