,-0.09477791261786121,-0.07582233009428897,-0.05686674757071673,-0.03791116504714449,-0.018955582523572254,-1.3877787807814457e-17,0.018955582523572226,0.037911165047144466,0.056866747570716705,0.07582233009428894,0.09477791261786118,0.11373349514143342,0.13268907766500565,0.15164466018857792,0.17060024271215013,0.1895558252357224,0.2085114077592946,0.22746699028286682,0.2464225728064391,0.26537815533001136
thresh,-0.10425570387964733,0.10425570387964733,1,,,,,,,,,,,,,,,,,
unreg,3,2,6,38,510,1311,342,43,19,8,4,1,0,3,1,2,1,2,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],['Saci_2061'],[],['caiD' 'acsA_4' 'Saci_2137'],['cdhA_4'],['absAb' 'hudA'],['adh_2'],['proP_2' 'nagAc'],[],[]
