,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,-1.1662216551390856,1.6837198020104274,2.0,0.0,0.02434803448055884,1.0,-2.35679134475873,,
1,Chrom__sac_sta,1.9516786800657229,0.1914104845391356,2.0,2.0,1.8163310284578973,3.0,2.0870263316735485,,
2,Chrom__sac_MW001,-1.3322676295501878e-15,3.069943979926894,2.0,4.0,-2.1707782060691265,5.0,2.170778206069124,,
3,Chrom__sac_fadR,-2.4151410506226942,1.4821142271475216,2.0,6.0,-3.4631540711317657,7.0,-1.3671280301136226,,
4,FadR__wt_p,1.942890293094024e-15,0.7633465855371354,2.0,8.0,-0.5397675470289035,9.0,0.5397675470289074,,
5,FadR__ko_p,0.42092522847478486,2.5027427902679618,2.0,10.0,-1.348781170089432,11.0,2.190631627039002,,
6,GDGT__75_2.4_log,-1.887379141862766e-15,2.0838650953961926,3.0,12.0,-1.9005932224901023,27.0,2.2283039616852194,50.0,-0.3277107391951227
7,GDGT__80_3.5_stat,-0.7797651373039335,0.32827680250971386,3.0,13.0,-1.1583398925636414,20.0,-0.5738487165253935,42.0,-0.6071068028227656
8,GDGT__80_2.4_log,1.4136467683447662,5.833960097057168,3.0,14.0,-5.3227765740149895,37.0,4.805114157923477,41.0,4.758602721125811
9,GDGT__75_3.5_stat,-2.121973855259276,1.523642561982507,3.0,15.0,-3.7314221513279286,24.0,-1.932671345937712,28.0,-0.7018280685121883
10,GDGT__80_1.6_stat,3.5114061396904237,2.5657881777978915,3.0,16.0,5.012130238674046,17.0,0.5487739083775108,33.0,4.9733142720197145
11,GDGT__75_2.4_stat,-2.2087337273821768,0.14894899161128664,3.0,18.0,-2.2819018204086974,26.0,-2.3069481405194847,31.0,-2.0373512212183478
12,GDGT__80_2.4_stat,-1.0586653549013871,0.46038216882207605,3.0,19.0,-0.6185145899427396,29.0,-1.0205698260660228,30.0,-1.536911648695399
13,GDGT__80_1.6_log,9.74902596375778,3.7862982030290557,2.0,21.0,12.426343098714066,39.0,7.071708828801496,,
14,GDGT__65_3.5_stat,-3.939061621056304,0.892409084548346,3.0,22.0,-3.4961091990469555,23.0,-4.966291416019161,34.0,-3.3547842481027965
15,GDGT__75_1.6_stat,3.07510226028306,1.3908815485192496,3.0,25.0,3.667828081533322,32.0,1.486045047965256,38.0,4.071433651350602
16,GDGT__75_1.6_log,2.1915268396968606,2.0417113317426723,2.0,35.0,0.7478189117962001,36.0,3.6352347675975207,,
17,GDGT__65_2.4_stat,-3.7508700243672433,1.8780820578149828,3.0,40.0,-4.549761590986033,46.0,-1.6054226905214255,49.0,-5.097425791594271
18,GDGT__65_2.4_log,-7.472121598392363,2.5750646049706774,3.0,43.0,-4.503810055248811,44.0,-9.107282856299419,47.0,-8.805271883628857
19,GDGT__80_3.5_log,-0.7259912705259617,3.2943855102684285,3.0,45.0,-4.529509466909682,51.0,1.1217966538781623,52.0,1.2297390014536345
20,GDGT__65_1.6_log,-2.660812318633297,2.4480534445797213,3.0,48.0,-4.966421621052416,53.0,-0.09164260997299092,54.0,-2.9243727248744844
21,NutLim__t0,-7.771561172376096e-16,0.7661187622530038,2.0,55.0,-0.5417277719833442,56.0,0.5417277719833427,,
22,NutLim__t05,-3.817828011952125,0.46554978599199515,3.0,57.0,-3.292517752511196,58.0,-4.179343911099954,59.0,-3.9816223722452246
23,NutLim__t1,-1.9596942923028333,1.166710545722118,3.0,60.0,-0.8919865521722058,61.0,-3.2050350798501652,62.0,-1.7820612448861293
24,NutLim__t15,-0.26615680127783564,0.8578875205581028,3.0,63.0,0.5180951834373599,64.0,-1.182384516855303,65.0,-0.13418107041556376
25,NutLim__t2,1.3539047429341597,0.24351432555716743,3.0,66.0,1.3079262920369914,67.0,1.1366571824997642,68.0,1.6171307542657236
26,NutLim__t4,0.331522897686247,1.7170256674907682,2.0,69.0,-0.8825975952678333,70.0,1.5456433906403273,,
27,UV_irr__wt0,1.4247862149356176e-15,0.7730424284246271,3.0,71.0,-0.595016869730176,72.0,0.8737555951158115,73.0,-0.2787387253856312
28,UV_irr__wt1,0.13037679533945973,0.34194635717297583,3.0,74.0,-0.11495440468376472,75.0,0.5209729141525736,76.0,-0.014888123450429709
29,UV_irr__wt2,0.554798955745773,0.40683361502661575,3.0,77.0,1.0136903625379428,78.0,0.2383038531854657,79.0,0.4124026515139105
30,UV_irr__mut0,0.3481462684637955,0.6877322570676113,3.0,80.0,0.4420393007547503,81.0,0.9841080413855384,82.0,-0.3817085367489023
31,UV_irr__mut1,-1.1414825163756086,0.49968399539450487,3.0,83.0,-0.8547399721215283,84.0,-0.8512432140934927,85.0,-1.7184643629118046
32,UV_irr__mut2,-0.39324558953389815,0.7031785072157033,3.0,86.0,-0.5111641874197096,87.0,-1.0300099542783707,88.0,0.3614373730963857
33,YtrA__overexpr,1.800942941494888,0.7801929220886492,3.0,89.0,1.0227243339298966,90.0,1.7970091880852617,91.0,2.5830953024695056
34,YtrA__wt,-1.8503717077085943e-16,1.370687571379438,3.0,92.0,0.6211931678145837,93.0,-1.5713002384309964,94.0,0.9501070706164122
