sample,new_4183947_4184016
LBexp_1,9.8692
LBexp_2,9.7125
LBexp_3,9.4645
LBtran_1,9.5524
LBtran_2,9.2689
LBtran_3,9.3675
LBstat_1,8.1589
LBstat_2,8.5809
LBstat_3,8.2858
LBGexp_1,9.9108
LBGexp_2,10.4807
LBGexp_3,10.2196
LBGtran_2,9.0057
LBGtran_3,9.4197
LBGstat_1,9.9643
LBGstat_2,9.67
LBGstat_3,9.1624
S0_1,8.4841
S0_2,9.0212
S0_3,9.4349
S1_1,8.4672
S1_2,8.6085
S1_3,8.9014
S2_1,8.868
S2_2,8.6806
S2_3,8.3141
S3_1,7.9883
S3_2,8.3396
S4_1,8.6586
S4_2,8.0998
S4_3,8.3523
S5_1,7.6028
S5_2,8.5587
S5_3,8.5318
S6_1,7.7438
S6_2,7.4421
S6_3,8.3197
S6/t_1,8.3445
S6/t_2,7.6516
S6_4,8.0991
S6_5,8.1395
S6_6,8.2418
S7_4,9.239
S7_5,8.8397
S7_6,9.3601
S8_4,8.3995
S8_5,9.0331
G135_1,11.6246
G135_3,9.7941
G150_1,10.4556
G150_2,10.7785
G150_3,10.9518
G180_1,10.9345
G180_2,11.4148
G180_3,10.4441
C30_1,9.4416
C30_2,9.1627
C90_1,8.9404
C90_2,8.3599
BI_1,8.9323
BI_2,9.081
BC_2,8.1624
BC/t_1,8.2412
BC/t_2,9.488
BC_1,8.1569
Sw_1,7.8283
Sw_2,8.3996
BT_1,7.1702
BT_2,7.345
B36_1,9.6397
B36_2,10.1255
B60_1,9.6943
B60_2,10.2867
M9exp_1,10.6407
M9exp_2,10.1161
M9exp_3,10.155
M9tran_1,10.2654
M9tran_2,10.0951
M9tran_3,10.4977
M9stat_1,8.2146
M9stat_2,8.2919
M9stat_3,7.9798
M+G_1,10.0268
M+G_2,9.6663
M+G_3,9.4128
Glu_1,10.5512
Glu_2,9.5156
Glu_3,10.1128
Fru_1,9.4026
Fru_2,9.6092
Fru_3,9.4586
Mal_1,8.8729
Mal_2,8.9642
Mal_3,9.0764
G+S_2,8.2533
G+S_3,8.4625
Pyr_1,8.5092
Pyr_2,8.957
Pyr_3,9.1072
Gly_1,8.3347
Gly_2,8.3302
Gly_3,8.2056
Glucon_1,9.4533
Glucon_2,9.2447
Glucon_3,8.6039
aero_1,9.82
aero_2,9.2203
aero_3,10.0778
nit_1,8.6768
nit_2,9.1563
nit_3,8.859
ferm_1,8.6885
ferm_2,8.8725
ferm_3,8.9915
T-5.40H_1,10.5312
T-4.40H_1,10.1138
T-3.40H_1,10.1367
T-2.40H_1,10.0569
T-1.40H_1,10.117
T-1.10H_1,10.3513
T-0.40H_1,10.3951
T0.0H_1,10.4301
T0.30H_1,9.6971
T1.0H_1,8.907
T1.30H_1,8.9557
T2.0H_1,8.7823
T2.30H_1,9.4319
T3.0H_1,8.9743
T3.30H_1,9.7663
T4.0H_1,9.8726
T5.0H_1,9.5881
