,USA300HOU_RS01870
USA300_LAC_U01-Set001_CAMHB_PreCulture_1,6.0224017112
USA300_LAC_U01-Set001_CAMHB_Control_1,5.9771009046
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_1,5.8013080639
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_1,5.6520945493
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_1,5.5773512655
USA300_LAC_U01-Set001_CAMHB_PreCulture_2,5.9264215699000005
USA300_LAC_U01-Set001_CAMHB_Control_2,5.9347107467
USA300_LAC_U01-Set001_CAMHB_0.15ug/mLNafcillin_2,5.8419616564
USA300_LAC_U01-Set001_CAMHB_0.5ug/mLNafcillin_2,5.6946681033
USA300_LAC_U01-Set001_CAMHB_1ug/mLNafcillin_2,5.5971125557
USA300_TCH1516_U01-Set000_CAMHB_Control_1,4.2939201384
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_1,3.6661882989
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_1,3.8766590279
USA300_LAC_U01-Set001_R10LB_PreCulture_1,7.4463921096
USA300_LAC_U01-Set001_R10LB_PreCulture_2,7.0485814873
USA300_LAC_U01-Set001_R10LB_Control_1,7.9544688482
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_1,7.7988693792
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_1,7.6762245664
USA300_LAC_U01-Set001_R10LB_Control_2,7.6064623091
USA300_LAC_U01-Set001_R10LB_0.1ug/mLNafcillin_2,7.7322578574000005
USA300_LAC_U01-Set001_R10LB_0.15ug/mLNafcillin_2,7.5400325201000005
USA300_TCH1516_U01-Set000_R10LB_Control_1,7.5434317275
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_1,7.3095995548
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_1,7.1355835152000004
USA300_TCH1516_U01-Set000_R10LB_Control_2,7.2349646107
USA300_TCH1516_U01-Set000_R10LB_0.031ug/mLNafcillin_2,7.3897168275
USA300_TCH1516_U01-Set000_R10LB_0.0625ug/mLNafcillin_2,7.4548987105
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_1,6.452910281
USA300_TCH1516_U01-Set000_CAMHB_PreCulture_2,6.4274166607
USA300_TCH1516_U01-Set000_CAMHB_Control_2,4.1574556575
USA300_TCH1516_U01-Set000_CAMHB_0.0625ug/mLNafcillin_2,4.120658976
USA300_TCH1516_U01-Set000_CAMHB_0.5ug/mLNafcillin_2,4.0058334188
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_1,4.7785953311
USA300_TCH1516_U01-Set000_CAMHB_1ug/mLNafcillin_2,4.6505707328
USA300_LAC_U01-Set004_CAMHB_Control_1,7.0375469933
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_1,6.8953960196
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_1,7.0679325601
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_1,7.2370520927
USA300_LAC_U01-Set004_CAMHB_Control_2,7.0796021606
USA300_LAC_U01-Set004_CAMHB_0.65ug/mLVancomycin_2,6.7942434605
USA300_LAC_U01-Set004_CAMHB_0.7ug/mLVancomycin_2,7.0354334048
USA300_LAC_U01-Set004_CAMHB_0.8ug/mLVancomycin_2,7.0131809535
USA300_LAC_U01-Set004_R10LB_Control_1,8.0771767056
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_1,8.3275224349
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_1,8.1500497586
USA300_LAC_U01-Set004_R10LB_Control_2,8.1251712412
USA300_LAC_U01-Set004_R10LB_0.6ug/mLVancomycin_2,8.2547457375
USA300_LAC_U01-Set004_R10LB_0.8ug/mLVancomycin_2,7.9256613312
USA300_TCH1516_U01-Set003_CAMHB_Control_2,3.9913818195
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_2,4.7587145833
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_2,3.7134169458
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_2,4.1248020991
USA300_TCH1516_U01-Set003_CAMHB_Control_3,4.2301821685
USA300_TCH1516_U01-Set003_CAMHB_0.45ug/mLVancomycin_3,3.5170248306
USA300_TCH1516_U01-Set003_CAMHB_0.65ug/mLVancomycin_3,3.8404848101
USA300_TCH1516_U01-Set003_CAMHB_0.7ug/mLVancomycin_3,4.5053186369
USA300_LAC_ICA-Set001_R10LB_Control_1,8.0293107651
USA300_LAC_ICA-Set001_R10LB_Control_2,7.9878898629
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_1,8.1863375777
USA300_LAC_ICA-Set001_R10LB_1.5mMIle_2,8.2348246622
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_1,7.9725992858
USA300_LAC_ICA-Set001_R10LB_4percentNaCl_2,8.0202589317
USA300_LAC_ICA-Set001_R10LB_5.5pH_1,8.093296314
USA300_LAC_ICA-Set001_R10LB_5.5pH_2,7.941523758
USA300_TCH1516_BK-Set001_THB_Control_1,3.7167426823
USA300_TCH1516_BK-Set001_THB_Control_2,5.10817752
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_1,5.6645248177
USA300_TCH1516_BK-Set001_THB_0.25ug/mLLinezolid_2,5.0087940914
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_1,5.4908038209
USA300_TCH1516_BK-Set001_THB_2.5ug/mLNafcillin_2,4.5220670566
USA300_TCH1516_BK-Set001_THB_0.5ug/mLVancomycin_1,4.576629238
