,-0.10676234764523099,-0.07117489843015398,-0.03558744921507698,2.7755575615628914e-17,0.03558744921507703,0.07117489843015404,0.10676234764523104,0.14234979686030805,0.17793724607538505,0.21352469529046206,0.24911214450553906,0.28469959372061604,0.3202870429356931,0.35587449215077005,0.3914619413658471,0.42704939058092417,0.4626368397960011,0.49822428901107807,0.5338117382261551,0.5693991874412322
thresh,-0.0889686230376925,0.0889686230376925,1,,,,,,,,,,,,,,,,,
unreg,2,5,197,3830,210,8,1,1,0,1,0,0,0,1,0,1,0,0,0,0
unreg_genes,['xylE' 'glnB'],[],[],[],[],[],['ydfA'],['xylB'],[],['xylA'],[],[],[],['glrR'],[],['ubiK'],[],[],[],[]
