,new_2308165_2308470
M9exp_1,10.3435
M9exp_2,10.0587
M9exp_3,9.8555
M9tran_1,10.3565
M9tran_2,10.3909
M9tran_3,10.6961
M9stat_1,9.7418
M9stat_2,9.6791
M9stat_3,9.3373
MG-0.1_1,10.696
MG-0.1_2,9.486
MG-0.1_3,11.2057
MG-0.2_2,10.3947
MG-0.2_3,10.5911
MG+5_1,10.7235
MG+5_2,9.8921
MG+5_3,10.5655
MG+10_1,11.1557
MG+10_2,10.2162
MG+10_3,9.7012
MG+15_1,10.4178
MG+15_2,10.4777
MG+15_3,10.7178
MG+25_1,10.6578
MG+25_2,9.8875
MG+25_3,10.6898
MG+45_1,10.3256
MG+45_2,9.3048
MG+45_3,10.6203
MG+60_2,9.6037
MG+60_3,10.1267
MG+90_2,9.3149
MG+90_3,10.4592
MG+120_1,9.6261
MG+120_2,10.5718
MG+120_3,10.1838
MG+150_1,9.7188
MG+150_3,10.3505
GM-0.1_1,10.3968
GM-0.1_2,11.4207
GM-0.1_3,11.5666
GM-0.2_1,9.733
GM-0.2_2,10.5342
GM-0.2_3,11.1769
GM+5_1,10.4863
GM+5_2,10.3443
GM+5_3,10.9058
GM+10_2,10.2279
GM+10_3,9.8609
GM+15_1,10.379
GM+15_2,10.0965
GM+15_3,10.1768
GM+25_1,10.9475
GM+25_2,10.7184
GM+25_3,10.3957
GM+45_1,10.5574
GM+45_2,9.1738
GM+45_3,9.7176
GM+60_1,10.5131
GM+60_2,8.9633
GM+60_3,9.7395
GM+90_1,10.4747
GM+90_2,10.2686
GM+90_3,9.8942
GM+120_1,9.219
GM+120_3,10.6593
GM+150_1,10.8201
GM+150_2,10.4846
GM+150_3,10.2291
BT_1,11.3965
BT_2,10.9768
B36_1,10.9703
B36_2,10.8303
B60_1,11.5109
B60_2,12.4383
S0_1,11.792
S0_2,12.4376
S0_3,11.9578
S1_1,12.605
S1_2,12.5561
S1_3,12.2929
S2_1,12.6295
S2_2,11.8933
S2_3,10.989
S3_1,12.4978
S3_2,12.0856
S4_1,12.8597
S4_2,12.1703
S4_3,11.3641
S5_1,12.1924
S5_2,11.9807
S5_3,12.1031
S6_1,11.8327
S6_2,8.2618
S6_3,11.7311
S6/t_1,11.5705
S6/t_2,8.2148
S6_4,11.0609
S6_5,11.666
S6_6,11.6877
S7_4,11.4366
S7_5,11.3332
S7_6,11.5658
S8_4,11.4098
S8_5,10.7096
G135_1,9.4798
G135_3,8.5252
G150_1,9.3693
G150_2,9.7436
G150_3,9.1195
G180_1,8.9318
G180_2,9.2067
G180_3,9.1769
T-5.40H_1,12.425
T-4.40H_1,12.3933
T-3.40H_1,11.8004
T-2.40H_1,11.1868
T-1.40H_1,10.984000000000002
T-1.10H_1,10.9849
T-0.40H_1,11.2404
T0.0H_1,10.5203
T0.30H_1,9.5483
T1.0H_1,10.4934
T1.30H_1,10.1109
T2.0H_1,10.7056
T2.30H_1,11.4711
T3.0H_1,11.6707
T3.30H_1,12.3403
T4.0H_1,12.385
T5.0H_1,11.5893
LBexp_1,9.1543
LBexp_2,10.6806
LBexp_3,9.2891
LBtran_1,11.042
LBtran_2,10.6997
LBtran_3,9.1667
LBstat_1,10.6216
LBstat_2,11.1053
LBstat_3,10.2959
LBGexp_1,9.3872
LBGexp_2,7.9709
LBGexp_3,8.625
LBGtran_2,8.5862
LBGtran_3,8.0791
LBGstat_1,8.0549
LBGstat_2,7.8486
LBGstat_3,8.3484
Mt0_1,8.9926
Mt0_3,8.9888
M0t45_1,9.2925
M0t45_2,9.8799
M0t45_3,10.0026
M0t90_1,9.3554
M0t90_2,11.1014
M0t90_3,9.8488
M40t45_1,9.3881
M40t45_2,9.8758
M40t45_3,10.3213
M40t90_1,9.1622
M40t90_2,10.3505
M40t90_3,9.5513
dia0_1,9.5313
dia0_2,9.8924
dia0_3,9.9058
dia5_1,8.5184
dia5_2,10.1886
dia5_3,9.9167
dia15_1,10.4759
dia15_2,10.9805
dia15_3,8.8198
C30_1,11.3302
C30_2,11.7218
C90_1,10.965
C90_2,10.4948
SMM_1,10.4686
SMM_2,10.5999
SMM_3,11.0843
Salt_1,11.2131
Salt_2,11.3284
Salt_3,11.3072
M+G_1,10.8106
M+G_2,11.4016
M+G_3,11.415
Glu_1,11.784
Glu_2,11.7244
Glu_3,12.1773
Fru_1,11.7654
Fru_2,12.3833
Fru_3,11.3699
Mal_1,10.2967
Mal_2,10.996
Mal_3,11.2018
G+S_2,11.9452
G+S_3,12.0398
Pyr_1,12.1486
Pyr_2,12.8578
Pyr_3,12.3622
Gly_1,11.0125
Gly_2,12.1647
Gly_3,11.2178
Glucon_1,10.9529
Glucon_2,10.9664
Glucon_3,10.2036
BI_1,10.9727
BI_2,10.8929
BC_2,11.3861
BC/t_1,10.9993
BC/t_2,11.483
BC_1,10.7121
Sw_1,10.3115
Sw_2,10.7829
BMM_1,10.9815
BMM_2,11.0671
BMM_3,11.4572
Heat_1,12.0226
Heat_2,11.3983
Heat_3,11.5672
Cold_1,13.185
Cold_2,12.8897
Cold_3,12.6111
Etha_1,9.009
Etha_2,9.5028
Etha_3,9.0153
SMMPr_1,10.4592
SMMPr_2,10.1242
SMMPr_3,10.0532
HiTm_1,8.0578
HiTm_2,9.3705
HiTm_3,10.4547
LoTm_1,13.2996
LoTm_2,13.0174
LoTm_3,12.8721
HiOs_1,10.441
HiOs_2,10.5154
HiOs_3,10.488
Oxctl_1,9.4261
Oxctl_2,9.7419
Oxctl_3,10.5873
Diami_1,8.8031
Diami_2,9.1258
Diami_3,9.3131
Paraq_1,9.7136
Paraq_2,10.5031
Paraq_3,9.3777
H2O2_1,10.4872
H2O2_2,10.681
H2O2_3,10.1054
HPh_1,11.0773
HPh_2,11.0023
HPh_3,11.4336
LPh_1,11.0212
LPh_2,11.5638
LPh_3,11.2635
LPhT_1,11.1373
LPhT_2,11.6796
LPhT_3,12.1981
aero_1,11.4889
aero_2,10.2233
aero_3,11.3077
nit_1,12.252
nit_2,12.3022
nit_3,12.0324
ferm_1,11.5452
ferm_2,11.2415
ferm_3,12.278
