,STM0488
SRX3136375,0.1542011888
SRX3136376,0.0551663587
SRX3136377,0.1775043548
SRX3136378,-0.3868719024
SRX3136379,0.1562619731
SRX3136380,-0.0445518354
SRX3136381,0.08009301320000001
SRX3136382,0.051021638
SRX8914620,-0.18624184800000002
SRX8914621,0.0404608064
SRX8914622,0.1457810416
SRX8914623,-0.9630783530000001
SRX8914625,-0.39493697440000003
ERX3503512,-0.1117741856
ERX3503513,0.1864753386
ERX3503514,-0.0747011529
ERX3503515,1.1006937139
ERX3503516,1.1048962743
ERX3503517,1.1686141072
ERX3503518,0.1141741804
ERX3503519,0.4385917111
ERX3503520,0.4520341438
SRX2195704,0.1349131805
SRX2195705,-0.1349131805
SRX2195706,-0.2905891868
SRX2195707,-0.3898625725
SRX2195708,-0.4016194221
SRX2195709,-0.6368087162
SRX2195710,0.8498158521
SRX2195711,0.5360686993
ERX3467881,0.1428976894
ERX3467883,-0.1428976894
SRX3798491,-1.6284971995
SRX3798492,-0.45578411360000004
SRX3798499,-3.4198683704
SRX3798500,-0.7130461641
SRX3798501,-3.0294993156
SRX3798502,-2.9611155432
SRX3798503,-0.6272953719000001
SRX3798504,-2.0942424845
SRX3798506,-1.4938867118
SRX3798507,-0.5826039934
SRX3798508,-0.7172934738000001
SRX3798509,-0.12437565290000001
SRX3798510,0.0280504373
SRX3798517,-0.5780337105000001
SRX3798518,0.0963252156
SRX4341761,-0.3312335602
SRX4341762,-0.4765540218
SRX4341763,-0.2309710988
SRX4341764,-0.5420777722
SRX4341765,-0.5934148239
SRX4341766,-0.5103560285000001
SRX4341767,-0.1601102007
SRX4341768,0.0965684758
SRX4341769,0.0635417249
SRX1258665,-1.0338995273
SRX1258666,-1.327530323
SRX1258667,-1.2112351702
SRX1258669,0.35202339720000003
SRX1258670,-0.35202339720000003
ERX2079594,-0.2925019859
ERX2079595,-0.3523791375
ERX2079596,-0.3080141259
ERX2079597,-0.0800489185
ERX2079598,0.0615599831
ERX2079599,0.0184889354
SRX2804001,0.2355393532
SRX2804004,-0.23476203480000002
SRX2804005,-0.22937276150000002
SRX2804006,-0.0884558153
SRX2804007,0.0946879452
SRX2804008,0.0696179595
SRX2804009,-0.4671422819
SRX2804010,0.20494187700000002
SRX2804011,0.8085342640000001
SRX2804012,0.1139908854
SRX2804013,0.0770284702
SRX2804014,-0.1559157306
SRX2804015,-0.10220997
SRX2804016,-0.0262256369
SRX2804017,-0.0202080624
SRX2804019,-0.0472909688
SRX2804020,0.20091479240000001
SRX2804021,0.3260267781
SRX2804022,0.2195018366
SRX2804023,0.3592046676
SRX2804024,0.6525327125
SRX2804027,-0.0814391409
SRX2804028,-0.5401450512
SRX2804029,0.621584192
SRX2804030,-0.0293594111
SRX2804031,-0.0303894458
SRX2804032,-0.1254805884
SRX2804033,0.047109092000000005
SRX2804034,0.0935846447
SRX2804035,-0.1050363025
SRX2804036,-0.0486396344
SRX2804037,0.0318230173
SRX2804038,-0.1561282602
SRX2804039,-0.2164863484
SRX2804040,0.0193172251
SRX2804041,-0.3877312611
SRX2804042,-0.15306162850000002
SRX2804043,0.1519143424
SRX2804044,-0.18360802980000002
SRX2804045,-1.3206820689
SRX2804046,0.2570810557
SRX2804047,-0.11322327230000001
SRX2804048,-0.4263216647
SRX2804049,0.1782748988
SRX2804050,-0.2737245895
SRX2804051,-0.28321185190000003
SRX2804052,0.2449923001
SRX2804053,-0.49907085910000004
SRX2804054,0.1207146954
SRX2804055,0.1376653515
SRX2804056,-0.0128945573
SRX2804057,-0.2558592489
SRX2804058,0.1399547256
SRX2804059,-0.1407628648
SRX2070419,-0.668129388
SRX2070420,-1.3952301947999999
SRX2070421,-1.6261228550000002
SRX2070422,-0.1374199841
SRX2070423,-0.1025569794
SRX2070424,0.0410716815
SRX2070425,-0.11488118950000001
SRX2070426,0.0469873099
SRX2070427,0.0678938796
SRX1470895,0.0366015726
SRX1470896,-0.0366015726
SRX2409106,0.0736046841
SRX2409107,0.031701441500000004
SRX2409108,-0.10530612560000001
SRX2409109,0.13729836180000002
SRX2409110,-0.08706143400000001
SRX2409111,-0.10382056640000001
SRX7973255,-0.1002925898
SRX7973256,0.020691555
SRX7973257,0.0796010348
SRX7973258,0.37030898570000004
SRX7973259,0.9979269501
SRX7973260,0.44915587970000004
SRX7973261,1.0374999894
SRX7973262,0.5073413684
SRX7973264,0.26768767600000004
