,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,0.0010418495187532561,,1.0,0.0,0.0010418495187532561
1,Cr__2,-0.0009370171135695254,,1.0,1.0,-0.0009370171135695254
2,Cr__3,0.02309689409714899,,1.0,2.0,0.02309689409714899
3,Cr__4,0.026933428243349943,,1.0,3.0,0.026933428243349943
4,Cr__5,0.04372490456896665,,1.0,4.0,0.04372490456896665
5,Cr__6,0.06265819776849252,,1.0,5.0,0.06265819776849252
6,Fe__1,-0.04529396419965113,,1.0,6.0,-0.04529396419965113
7,Fe__2,-0.09747902081878787,,1.0,7.0,-0.09747902081878787
8,Fe__3,-0.15925472635011068,,1.0,8.0,-0.15925472635011068
9,Fe__4,-0.1848506476801657,,1.0,9.0,-0.1848506476801657
10,Fe__5,-0.2055318283391765,,1.0,10.0,-0.2055318283391765
11,Fe__6,-0.2108355427291808,,1.0,11.0,-0.2108355427291808
12,Cd__1,-0.0006363584851185943,,1.0,12.0,-0.0006363584851185943
13,Cd__2,0.007935078877629927,,1.0,13.0,0.007935078877629927
14,Cd__3,0.006286813343845032,,1.0,14.0,0.006286813343845032
15,Cd__4,-0.000636432552161446,,1.0,15.0,-0.000636432552161446
16,Cd__5,0.008232898306879998,,1.0,16.0,0.008232898306879998
17,Cd__6,0.013879640758536524,,1.0,17.0,0.013879640758536524
18,Zn__1,-0.018849902312854463,,1.0,18.0,-0.018849902312854463
19,Zn__2,-0.03296155543675984,,1.0,19.0,-0.03296155543675984
20,Zn__3,-0.024504435238970425,,1.0,20.0,-0.024504435238970425
21,Zn__4,-0.027867482814475292,,1.0,21.0,-0.027867482814475292
22,Zn__5,-0.029840374024380206,,1.0,22.0,-0.029840374024380206
23,Zn__6,-0.03568172174991178,,1.0,23.0,-0.03568172174991178
24,Cu__1,0.004680628628392121,,1.0,24.0,0.004680628628392121
25,Cu__2,0.010753493630018951,,1.0,25.0,0.010753493630018951
26,Cu__3,0.021152375084553896,,1.0,26.0,0.021152375084553896
27,Cu__4,0.03056142728252887,,1.0,27.0,0.03056142728252887
28,Cu__5,0.053855915826862964,,1.0,28.0,0.053855915826862964
29,Cu__6,0.05650906165812542,,1.0,29.0,0.05650906165812542
30,Pb__1,-0.010673504361166288,,1.0,30.0,-0.010673504361166288
31,Pb__2,-0.008819706127636941,,1.0,31.0,-0.008819706127636941
32,Pb__3,-0.001527875777139467,,1.0,32.0,-0.001527875777139467
33,Pb__4,-0.0032596832019809326,,1.0,33.0,-0.0032596832019809326
34,Pb__5,0.004854570942703313,,1.0,34.0,0.004854570942703313
35,Pb__6,0.004909620288504985,,1.0,35.0,0.004909620288504985
