,b1193
control__wt_glc__1,6.9411421846
control__wt_glc__2,7.0561278663
fur__wt_dpd__1,6.8542286303
fur__wt_dpd__2,6.7359529137
fur__wt_fe__1,6.8139887555000005
fur__wt_fe__2,6.7188761567
fur__delfur_dpd__1,6.9695823145
fur__delfur_dpd__2,6.8718197475
fur__delfur_fe2__1,6.8429217458
fur__delfur_fe2__2,6.9610295232
acid__wt_ph5__1,7.2759017913
acid__wt_ph5__2,7.3325852021
acid__delgadx_ph5__1,7.1859277995
acid__delgadx_ph5__2,7.2066691058
acid__delgadw_ph5__1,7.2078425526
acid__delgadw_ph5__2,7.1934080392
acid__delgade_ph5__1,7.2277083371
acid__delgade_ph5__2,7.2654117728
oxidative__wt_pq__1,7.0660923705
oxidative__wt_pq__2,7.049138698
oxidative__deloxyr_pq__1,7.2728794052
oxidative__deloxyr_pq__2,7.2650357894
oxidative__delsoxr_pq__1,7.2985526761
oxidative__delsoxr_pq__2,7.3042110377
oxidative__delsoxs_pq__1,7.1483198566
oxidative__delsoxs_pq__2,7.2173947081
nac_ntrc__wt_csn__1,6.8115325929
nac_ntrc__wt_csn__2,6.8117714463
nac_ntrc__wt_cytd__1,6.7440726343
nac_ntrc__wt_cytd__2,6.7327040811
nac_ntrc__wt_gln__1,6.7478624051
nac_ntrc__wt_gln__2,6.8465769633
nac_ntrc__bw_delnac_csn__1,7.6843213972
nac_ntrc__bw_delnac_csn__2,7.3297477317
nac_ntrc__bw_delnac_cytd__1,7.3382454646
nac_ntrc__bw_delnac_cytd__2,7.3428588861
nac_ntrc__bw_delnac_gln__1,7.4008402904
nac_ntrc__bw_delnac_gln__2,7.2597993356
nac_ntrc__bw_delnac_nh4__1,7.6008187278
nac_ntrc__bw_delnac_nh4__2,7.4800260845
misc__wt_no_te__1,7.219129055
misc__wt_no_te__2,7.4549164546
misc__bw_delcbl__1,7.345655085
misc__bw_delcbl__2,7.2928909727
misc__bw_delfabr__1,6.8691052405
misc__bw_delfabr__2,7.0091461459
misc__bw_delfadr__1,7.3010426911
misc__bw_delfadr__2,7.3385801703
misc__nitr_031__1,7.0647550503
omics__wt_glu__1,6.5412722307
omics__wt_glu__2,6.6412778875
omics__wt_gly__1,6.7721087322999995
omics__wt_gly__2,6.8243347468
omics__wt_thr__1,5.2001114072
omics__wt_thr__2,5.4071712466
omics__bw_ac__1,6.8620627486
omics__bw_ac__2,6.9288000458
omics__bw_fum__1,7.5105937206
omics__bw_fum__2,7.6134137123
omics__bw_glc__1,7.5984493412
omics__bw_glc__2,7.5457013476
omics__bw_pyr__1,7.41722851
omics__bw_pyr__2,7.5303467085
ompr__wt_nacl__1,6.0331277089
ompr__wt_nacl__2,5.9906217063
ompr__bw_delompr_nacl__1,5.50948352
ompr__bw_delompr_nacl__2,5.6329274213
minspan__wt_ade__1,6.3273871064
minspan__wt_glc__1,6.5734394238
minspan__wt_glc__2,6.5389021889
minspan__wt_glc__3,6.6044755638
minspan__wt_glc__4,6.6760809902
minspan__wt_glc_anaero__1,6.7122648469
minspan__wt_glc_anaero__2,6.6011733035999995
minspan__wt_trp__1,5.6632733059
minspan__bw_delcra_glc__1,6.2096817628
minspan__bw_delcra_glc__2,6.107827968
minspan__bw_delcra_trp__1,5.8134535817
minspan__bw_delmntr__1,5.9222425509
minspan__bw_delnac_ade__1,6.06327718
minspan__bw_delnac_glc__1,6.9583287564
cra_crp__wt_ac__1,6.3414020846
cra_crp__wt_ac__2,6.0209779564
