locus,gene_weight,gene_name,gene_product,cog,regulator,link
b4453,0.5553071074281049,ldrD,small toxic polypeptide LdrD,Function unknown,rdlD,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9041
b4428,0.1120938300476374,hokB,toxin HokB,Function unknown,,https://ecocyc.org/gene?orgid=ECOLI&id=G0-9610
b2444,0.1112522378301682,yffM,CPZ-55 prophage%3B uncharacterized protein YffM,No COG annotation,,https://ecocyc.org/gene?orgid=ECOLI&id=G7274
b1420,0.1071711279424617,mokB,putative regulatory protein MokB,No COG annotation,"sokB,Crp",https://ecocyc.org/gene?orgid=ECOLI&id=G6736
