,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A
0,control__wt_glc,1.4155343563970746e-15,0.4494423274281441,2.0,0.0,-0.3178037174767039,1.0,0.3178037174767067,,,,,,,,
1,fur__wt_dpd,1.5147631709620812,0.9082176785949984,2.0,2.0,0.8725562916340535,3.0,2.156970050290109,,,,,,,,
2,fur__wt_fe,0.9322482822969513,0.021088041249474415,2.0,4.0,0.9173367853275064,5.0,0.9471597792663964,,,,,,,,
3,fur__delfur_dpd,1.8606371415646172,0.5463530437463997,2.0,6.0,1.4743071994096275,7.0,2.246967083719607,,,,,,,,
4,fur__delfur_fe2,1.4139031754309408,0.12035644688655665,2.0,8.0,1.4990080351839434,9.0,1.328798315677938,,,,,,,,
5,acid__wt_ph5,0.9773472280097959,0.09113940559192521,2.0,10.0,1.0417925197371574,11.0,0.9129019362824344,,,,,,,,
6,acid__delgadx_ph5,0.4950848104356229,,1.0,12.0,0.4950848104356229,,,,,,,,,,
7,acid__delgadw_ph5,0.48512010032572106,0.3631813812177251,2.0,13.0,0.7419281177854711,14.0,0.228312082865971,,,,,,,,
8,acid__delgade_ph5,0.949983979948425,0.2165879292198217,2.0,15.0,0.7968331864739371,16.0,1.1031347734229129,,,,,,,,
9,oxidative__wt_pq,0.7715768995265215,0.005168346536482555,2.0,17.0,0.7679223266430527,18.0,0.7752314724099904,,,,,,,,
10,oxidative__deloxyr_pq,0.9080490983160867,0.11062170416394168,2.0,19.0,0.8298277411553514,20.0,0.986270455476822,,,,,,,,
11,oxidative__delsoxr_pq,0.7460620714146247,0.32941942206617925,2.0,21.0,0.5131273642170758,22.0,0.9789967786121734,,,,,,,,
12,oxidative__delsoxs_pq,1.809034554662416,0.636635065594959,2.0,23.0,2.259203526685754,24.0,1.358865582639078,,,,,,,,
13,nac_ntrc__wt_csn,0.9982119285231734,0.23474378350829153,2.0,25.0,0.8322230073630736,26.0,1.1642008496832732,,,,,,,,
14,nac_ntrc__wt_cytd,-0.12099962942803666,0.18599275697419718,2.0,27.0,-0.252516369136073,28.0,0.0105171102799997,,,,,,,,
15,nac_ntrc__wt_gln,-0.5604105989986272,0.029648211701119292,2.0,29.0,-0.581375050542543,30.0,-0.5394461474547114,,,,,,,,
16,nac_ntrc__bw_delnac_csn,2.502349926825479,0.19775454130794687,2.0,31.0,2.3625163496561945,32.0,2.6421835039947634,,,,,,,,
17,nac_ntrc__bw_delnac_cytd,0.0912479637338398,0.11583181821261768,2.0,33.0,0.1731534278691492,34.0,0.0093424995985304,,,,,,,,
18,nac_ntrc__bw_delnac_gln,-0.20571407233105285,0.0625221648094547,2.0,35.0,-0.2499239190422812,36.0,-0.1615042256198245,,,,,,,,
19,nac_ntrc__bw_delnac_nh4,1.75479037850713,0.6841206541766585,2.0,37.0,2.238536732225222,38.0,1.2710440247890378,,,,,,,,
20,misc__wt_no_te,0.17527399712166325,0.6531198992530949,2.0,39.0,0.6370995068114014,40.0,-0.2865515125680749,,,,,,,,
21,misc__bw_delcbl,1.4405399871331408,0.38793212334746385,2.0,41.0,1.7148494221922286,42.0,1.1662305520740528,,,,,,,,
22,misc__bw_delfabr,1.5121367446766416,0.6284935724650438,2.0,43.0,1.0677246776544504,44.0,1.956548811698833,,,,,,,,
23,misc__bw_delfadr,0.7997961018514332,0.2638197915285174,2.0,45.0,0.6132473382503973,46.0,0.9863448654524692,,,,,,,,
24,misc__nitr_031,-1.6585803676378086,,1.0,47.0,-1.6585803676378086,,,,,,,,,,
25,omics__wt_glu,1.4513869091061955,0.7531972608082308,2.0,48.0,0.9187960184175628,49.0,1.983977799794828,,,,,,,,
26,omics__wt_gly,3.9913930067408976,0.3167070043861915,2.0,50.0,3.767447336290144,51.0,4.215338677191651,,,,,,,,
27,omics__wt_thr,3.8391985926131635,0.03527456094741221,2.0,52.0,3.864141473862457,53.0,3.81425571136387,,,,,,,,
28,omics__bw_ac,3.0224521797983837,0.22713608498129453,2.0,54.0,2.861842713855946,55.0,3.1830616457408207,,,,,,,,
29,omics__bw_fum,5.087781382308581,0.10459033277199094,2.0,56.0,5.013824848758948,57.0,5.161737915858213,,,,,,,,
30,omics__bw_glc,3.060245757657996,0.15922626209643997,2.0,58.0,2.947655787986617,59.0,3.1728357273293755,,,,,,,,
31,omics__bw_pyr,3.02519967296871,0.39332160814343387,2.0,60.0,3.30332004927413,61.0,2.7470792966632898,,,,,,,,
32,ompr__wt_nacl,0.26904472136699836,0.3795677347934308,2.0,62.0,0.5374396405590504,63.0,0.0006498021749464,,,,,,,,
33,ompr__bw_delompr_nacl,1.5354668039951935,0.8215206229223072,2.0,64.0,2.1163696073481537,65.0,0.9545640006422336,,,,,,,,
34,minspan__wt_ade,-1.4984696272024234,,1.0,66.0,-1.4984696272024234,,,,,,,,,,
35,minspan__wt_glc,-1.4080900213129584,0.22124188798324546,3.0,67.0,-1.5036494305869494,68.0,-1.5654913890798163,69.0,-1.1551292442721095,,,,,,
36,minspan__wt_glc_anaero,-1.7759155635611943,1.33123767817008,2.0,70.0,-0.8345883739560959,71.0,-2.7172427531662926,,,,,,,,
37,minspan__wt_trp,-1.3446713687883365,,1.0,72.0,-1.3446713687883365,,,,,,,,,,
38,minspan__bw_delcra_glc,0.0713370697924568,,1.0,73.0,0.0713370697924568,,,,,,,,,,
39,minspan__bw_delcra_trp,-1.4428815370636294,,1.0,74.0,-1.4428815370636294,,,,,,,,,,
40,minspan__bw_delmntr,-1.6016005091268746,,1.0,75.0,-1.6016005091268746,,,,,,,,,,
41,minspan__bw_delnac_ade,-1.2875479393746565,,1.0,76.0,-1.2875479393746565,,,,,,,,,,
42,minspan__bw_delnac_glc,-1.3849121320208857,,1.0,77.0,-1.3849121320208857,,,,,,,,,,
43,cra_crp__wt_ac,3.5212553481873172,0.45281607138145946,2.0,78.0,3.2010660334832357,79.0,3.841444662891399,,,,,,,,
44,cra_crp__wt_fru,2.480483260840564,0.05699818451982563,2.0,80.0,2.440179458051273,81.0,2.5207870636298546,,,,,,,,
45,cra_crp__delcra_ac,2.8077050745968206,0.3376286512930806,2.0,82.0,3.046444583449026,83.0,2.568965565744615,,,,,,,,
46,cra_crp__delcra_fru,1.2736126950756614,0.08909505684077001,2.0,84.0,1.336612413937971,85.0,1.2106129762133522,,,,,,,,
47,cra_crp__delcra_glc,0.8524070568452291,0.4659694703646905,2.0,86.0,0.5229168845244524,87.0,1.1818972291660057,,,,,,,,
48,rpoB__wt_031,1.2947285826583566,,1.0,88.0,1.2947285826583566,,,,,,,,,,
49,rpoB__wt_044,0.1688056413232041,,1.0,89.0,0.1688056413232041,,,,,,,,,,
50,rpoB__wt_lb,-2.94215312979512,0.4125432304520562,2.0,90.0,-3.2338652455803736,91.0,-2.6504410140098664,,,,,,,,
51,rpoB__rpoBE546V_031,0.3939058498886171,,1.0,92.0,0.3939058498886171,,,,,,,,,,
52,rpoB__rpoBE546V_044,0.5927840389784286,,1.0,93.0,0.5927840389784286,,,,,,,,,,
53,rpoB__rpoBE546V_lb,-0.31617303116236184,2.396729801649877,2.0,94.0,1.378570864256155,95.0,-2.0109169265808786,,,,,,,,
54,rpoB__rpoBE546V_glc,0.6639755057409628,,1.0,96.0,0.6639755057409628,,,,,,,,,,
55,rpoB__rpoBE672K_glc,-3.2926508706598363,0.23992835713979307,2.0,97.0,-3.462305838992332,98.0,-3.122995902327341,,,,,,,,
56,rpoB__rpoBE672K_lb,-2.9456504799960523,0.7276642634760979,2.0,99.0,-3.460186815127116,100.0,-2.431114144864989,,,,,,,,
57,crp__wt_fru,0.9918333108329194,,1.0,101.0,0.9918333108329194,,,,,,,,,,
58,crp__wt_glyc,1.2196996303008563,0.5264217679624122,2.0,102.0,0.8474632284104233,103.0,1.5919360321912892,,,,,,,,
59,crp__delar1_glyc,-1.6509171467709063,0.6439652911421058,2.0,104.0,-1.195564922555554,105.0,-2.1062693709862588,,,,,,,,
60,crp__delar1ar2_glyc,-2.2167092104090176,0.6665170784562315,3.0,106.0,-1.4471067381499805,107.0,-2.596121393429303,108.0,-2.6068994996477683,,,,,,
61,crp__delar2_glyc,-0.8847071316083553,0.7454840219014657,3.0,109.0,-1.0924802427733002,110.0,-1.5042631636705517,111.0,-0.0573779883812138,,,,,,
62,crp__delcrp_fru,-2.6303305091118476,0.7389726035741147,3.0,112.0,-2.55931477374898,113.0,-1.929429466722756,114.0,-3.4022472868638065,,,,,,
63,crp__delcrp_glc,-2.778401722501318,1.0895061503175485,3.0,115.0,-2.551440234932516,116.0,-1.820252859588432,117.0,-3.963512072983006,,,,,,
64,crp__delcrp_glyc,-2.876452838593862,1.0411393091165084,3.0,118.0,-2.748278840040199,119.0,-3.975744953081527,120.0,-1.9053347226598605,,,,,,
65,glu__glu_ale3,-1.53630811004597,,1.0,121.0,-1.53630811004597,,,,,,,,,,
66,glu__glu_ale4,-1.1179763032853929,,1.0,122.0,-1.1179763032853929,,,,,,,,,,
