,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X,rep4_idx,rep4_X,rep5_idx,rep5_X,rep6_idx,rep6_X,rep7_idx,rep7_X,rep8_idx,rep8_X,rep9_idx,rep9_X,rep10_idx,rep10_X,rep11_idx,rep11_X,rep12_idx,rep12_X,rep13_idx,rep13_X,rep14_idx,rep14_X,rep15_idx,rep15_X,rep16_idx,rep16_X,rep17_idx,rep17_X,rep18_idx,rep18_X,rep19_idx,rep19_X,rep20_idx,rep20_X,rep21_idx,rep21_X
0,ME_vs_LE__THY_None_WT_earlylog-planktonic,3.33333360913457e-11,0.19605069090300195,3.0,0.0,0.22615714850000002,1.0,-0.1043848091,2.0,-0.1217723393,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,ME_vs_LE__THY_None_WT_latelog-planktonic,5.691220646733332,1.785285084387046,3.0,3.0,6.6686286937,4.0,6.7743779291,5.0,3.6306553174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,ME_vs_LE__THY_None_WT_earlystationary-planktonic,5.500001749233334,0.9514061771413392,3.0,6.0,4.9589803624,7.0,4.9424752405,8.0,6.5985496448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,ME_vs_S__THY_None_WT_mid-exponential_OD1.0,4.761886652189452e-12,0.6615229477533453,21.0,9.0,0.7138837928,10.0,0.0592301509,11.0,-0.2576083309,12.0,0.2847313436,13.0,0.0185970362,14.0,-0.706347002,15.0,-0.5309484314,16.0,-0.5780015646000001,17.0,-0.2234944857,18.0,1.9414817415,19.0,0.1565803903,20.0,-0.3279453482,21.0,-0.026380838400000002,22.0,-0.4852550796,23.0,-0.8747327711,24.0,1.3379342557,25.0,-0.010807765300000001,26.0,-0.27181685180000004,27.0,0.1817274941,28.0,-0.3525614693,29.0,-0.048266266700000005
4,ME_vs_S__THY_None_WT_early-stationary_OD1.8,4.025599457414286,1.1210694638048353,21.0,30.0,3.0709190899,31.0,4.8933592265,32.0,5.2586871351,33.0,4.8550839691,34.0,6.6152412825999996,35.0,4.1242909828,36.0,2.9457963873,37.0,4.3152338853,38.0,2.9070648774,39.0,5.1419192795,40.0,4.8373095171,41.0,4.7824668267,42.0,4.1736312159,43.0,3.5278434612,44.0,4.2692998908,45.0,4.5263735972,46.0,2.9961876551,47.0,4.0823859876,48.0,2.5479465873000002,49.0,2.4168283511,50.0,2.2497194002
5,WT_vs_Del_ccpA__THY_None_WT_exponential,6.938893903907228e-18,0.24872502335995167,3.0,51.0,0.26888582510000003,52.0,-0.2218468429,53.0,-0.0470389822,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,WT_vs_Del_ccpA__THY_None_Del-ccpA_exponential,3.7607245808750003,0.18147085910533342,4.0,54.0,4.0227087955,55.0,3.604794098,56.0,3.6971792336,57.0,3.7182161964000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7,WT_vs_Del_covR__THY_None_WT_late-exponential,5.204170427930421e-18,0.28331375036095036,4.0,58.0,-0.4022458598,59.0,0.2360671588,60.0,0.1518749882,61.0,0.0143037128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,WT_vs_Del_covR__THY_None_covR-D53A_late-exponential,1.219992707575,0.3965445527106672,4.0,62.0,1.1647188478000001,63.0,1.2986758153,64.0,0.727547759,65.0,1.6890284082,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,WT_vs_Del_covR__THY_None_covS-E281A_late-exponential,0.7479297972000001,0.16297073830159436,4.0,66.0,0.7100779776,67.0,0.6460210211,68.0,0.9882414796000001,69.0,0.6473787105000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,WT_vs_Del_covR__THY_None_covS-T284A_late-exponential,0.393689291625,0.42486068045215303,4.0,70.0,0.4853399216,71.0,0.9488673904,72.0,0.1588851182,73.0,-0.0183352637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,WT_vs_Del_dahA__THY_None_WT_mid-exponential,-1.666666804567285e-11,0.19514785228235662,6.0,74.0,0.23578491610000002,75.0,0.1299307909,76.0,0.1285498953,86.0,-0.13810083210000001,88.0,-0.0808370846,90.0,-0.2753276857,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
