,-0.05654170314565593,-0.04784297958478578,-0.039144256023915636,-0.030445532463045488,-0.02174680890217534,-0.013048085341305193,-0.004349361780435046,0.0043493617804351015,0.013048085341305249,0.021746808902175396,0.030445532463045544,0.03914425602391569,0.04784297958478584,0.056541703145655986,0.06524042670652613,0.07393915026739628,0.08263787382826643,0.09133659738913658,0.10003532095000672,0.10873404451087687
thresh,-0.060891064926091004,0.060891064926091004,2,,,,,,,,,,,,,,,,,
unreg,3,2,3,26,208,883,2088,1493,468,173,82,53,36,16,12,8,2,3,0,0
PydR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],"['cpo' 'PP_4054' 'chrR' 'PP_5365' 'PP_2853' 'PP_3558' 'yeaG' 'PP_3611'
 'rmf' 'PP_3145' 'PP_2292' 'PP_4593']",['PP_1122' 'katG' 'PP_5525' 'PP_4851' 'PP_1726' 'ygaU' 'ycaC-I' 'icd'],['PP_5540' 'PP_0086'],['PP_2422' 'PP_1121' 'PP_0679'],[],[]
PydR_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['pydP'],[],['pydB' 'hyuC'],['pydA' 'pydX'],[]
