,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,Chrom__sac_log,-22.26796012760717,0.2530537295987507,2.0,0.0,-22.446896135810995,1.0,-22.089024119403348,,
1,Chrom__sac_sta,10.078860658526823,0.2285226540023425,2.0,2.0,10.240450576826627,3.0,9.91727074022702,,
2,Chrom__sac_MW001,-7.327471962526033e-15,3.638731138028751,2.0,4.0,-2.5729714626147806,5.0,2.572971462614766,,
3,Chrom__sac_fadR,-0.7311615115823221,2.6795876354774992,2.0,6.0,-2.6259160994120885,7.0,1.1635930762474442,,
4,FadR__wt_p,-8.43769498715119e-15,5.461336507096959,2.0,8.0,-3.8617480785099216,9.0,3.8617480785099048,,
5,FadR__ko_p,2.0751963841376524,8.099033591223865,2.0,10.0,-3.65168518927438,11.0,7.802077957549685,,
6,GDGT__75_2.4_log,-4.884981308350689e-15,1.529898063498448,3.0,12.0,-1.7242950450684456,27.0,0.5294418976033775,50.0,1.1948531474650534
7,GDGT__80_3.5_stat,5.704997577305928,1.8952125886703677,3.0,13.0,3.926943101815076,20.0,5.489161715887096,42.0,7.698887914215613
8,GDGT__80_2.4_log,-2.461448193519091,1.9816317335723652,3.0,14.0,-3.948165787358601,37.0,-0.21173040066673884,41.0,-3.2244483925319316
9,GDGT__75_3.5_stat,9.562793145689716,1.6809078348266404,3.0,15.0,10.427169902178774,24.0,7.625582918330472,28.0,10.635626616559902
10,GDGT__80_1.6_stat,6.27662746398784,0.6902026657680488,3.0,16.0,6.5966175523842905,17.0,5.484505472626828,33.0,6.7487593669524015
11,GDGT__75_2.4_stat,7.367006897250655,0.7871291262597414,3.0,18.0,7.193854881916658,26.0,8.226296335689861,31.0,6.680869474145446
12,GDGT__80_2.4_stat,7.364968772738589,1.2740792531341736,3.0,19.0,7.9488181732310865,29.0,8.242496017390183,30.0,5.903592127594497
13,GDGT__80_1.6_log,-4.703052435461275,4.032728853652757,2.0,21.0,-1.8514825163567583,39.0,-7.554622354565791,,
14,GDGT__65_3.5_stat,7.280674007716228,1.0315139980529677,3.0,22.0,7.562246880593974,23.0,6.1376108299909236,34.0,8.142164312563786
15,GDGT__75_1.6_stat,7.1238923614274485,0.5710825488006788,3.0,25.0,7.725345366567187,32.0,6.589016356400361,38.0,7.057315361314801
16,GDGT__75_1.6_log,-21.291662068069186,0.029832318947948234,2.0,35.0,-21.3127567030958,36.0,-21.270567433042572,,
17,GDGT__65_2.4_stat,-1.5108355344956232,2.147880213221452,3.0,40.0,-1.9320840770427208,46.0,-3.4168835712092345,49.0,0.8164610447650853
18,GDGT__65_2.4_log,-11.687636903351562,4.634759890777209,3.0,43.0,-7.7168496513160445,44.0,-16.780382407490197,47.0,-10.565678651248447
19,GDGT__80_3.5_log,1.3972938628635838,2.5120571269105674,3.0,45.0,-1.492926686150868,51.0,2.6293316323329154,52.0,3.0554766424087045
20,GDGT__65_1.6_log,-17.82921695015544,1.4904344807248402,3.0,48.0,-18.615144012547297,53.0,-16.110306990636104,54.0,-18.762199847282922
21,NutLim__t0,-3.219646771412954e-15,2.358811633399909,2.0,55.0,1.6679317015187891,56.0,-1.6679317015187956,,
22,NutLim__t05,9.11758120775111,0.4267414370307455,3.0,57.0,8.890374309633224,58.0,8.852514585158223,59.0,9.609854728461883
23,NutLim__t1,15.04650834324797,0.32381822919641096,3.0,60.0,14.677887916970079,61.0,15.176527843019619,62.0,15.285109269754207
24,NutLim__t15,17.971098663351942,0.7699134112242979,3.0,63.0,17.361791500534768,64.0,18.836399412583393,65.0,17.715105076937665
25,NutLim__t2,19.37864393580198,0.9754937204535334,3.0,66.0,18.846660895296203,67.0,20.50448051890337,68.0,18.78479039320636
26,NutLim__t4,20.60375128478543,0.674218780573839,2.0,69.0,21.080495956532516,70.0,20.127006613038343,,
27,UV_irr__wt0,1.6653345369377348e-15,0.4807893052431032,3.0,71.0,0.5542569603365827,72.0,-0.3046561476137171,73.0,-0.24960081272286055
28,UV_irr__wt1,-2.065105274330851,0.40153483519368066,3.0,74.0,-1.606215925455277,75.0,-2.2371422141814734,76.0,-2.351957683355802
29,UV_irr__wt2,1.8303738925558672,0.3994878479375344,3.0,77.0,1.6109140619430342,78.0,2.2914847659552096,79.0,1.5887228497693575
30,UV_irr__mut0,1.8188113570212332,0.1448393720328588,3.0,80.0,1.8394933177740265,81.0,1.9521980220907904,82.0,1.6647427311988827
31,UV_irr__mut1,-0.17416114491235957,1.515523909318713,3.0,83.0,-0.544729557218108,84.0,1.4922786940379502,85.0,-1.470032571556921
32,UV_irr__mut2,0.6750614618320592,0.8251253902071471,3.0,86.0,0.7846599593684965,87.0,1.4399103305922183,88.0,-0.1993859044645374
33,YtrA__overexpr,-3.519555672814047,0.6949696681968276,3.0,89.0,-3.796780553083684,90.0,-4.033126193230348,91.0,-2.7287602721281097
34,YtrA__wt,3.7007434154171886e-16,1.037741461690623,3.0,92.0,0.2103922007343896,93.0,-1.126816716209688,94.0,0.9164245154752996
