,A,XylR
R2,,0.8193225733204927
xmin,,-2.0589502558619586
xmid,,
xmax,,2.240227320862392
ystart,,-20.89189304879409
yend,,17.654558061240664
Chrom:sac_log:1,-22.446896135810995,-2.0589502558619586
Chrom:sac_log:2,-22.089024119403348,-2.045386651895048
Chrom:sac_sta:1,10.240450576826627,1.6962747159285794
Chrom:sac_sta:2,9.91727074022702,1.6944188683083006
Chrom:sac_MW001:1,-2.5729714626147806,0.013834905125436059
Chrom:sac_MW001:2,2.572971462614766,-0.013834905125436059
Chrom:sac_fadR:1,-2.6259160994120885,0.0279163338143924
Chrom:sac_fadR:2,1.1635930762474442,0.003068160664587261
FadR:wt_p:1,-3.8617480785099216,-0.4787921028611342
FadR:wt_p:2,3.8617480785099048,0.4787921028611342
FadR:ko_p:1,-3.65168518927438,-0.4698197290868915
FadR:ko_p:2,7.802077957549685,0.8634802999263789
GDGT:75_2.4_log:1,-1.7242950450684456,-0.2444677513469529
GDGT:80_3.5_stat:1,3.926943101815076,0.7683175638679423
GDGT:80_2.4_log:1,-3.948165787358601,0.0859093682480161
GDGT:75_3.5_stat:1,10.427169902178774,1.159619303215674
GDGT:80_1.6_stat:1,6.5966175523842905,0.6968421885142195
GDGT:80_1.6_stat:2,5.484505472626828,0.8863751831678925
GDGT:75_2.4_stat:1,7.193854881916658,1.5480687375469857
GDGT:80_2.4_stat:1,7.9488181732310865,0.6987660877698012
GDGT:80_3.5_stat:2,5.489161715887096,0.6076539361702125
GDGT:80_1.6_log:1,-1.8514825163567583,0.4372176144394242
GDGT:65_3.5_stat:1,7.562246880593974,1.7104078114996977
GDGT:65_3.5_stat:2,6.1376108299909236,1.9646135554669664
GDGT:75_3.5_stat:2,7.625582918330472,1.063535935911025
GDGT:75_1.6_stat:1,7.725345366567187,1.3821486439718598
GDGT:75_2.4_stat:2,8.226296335689861,1.3795238000315813
GDGT:75_2.4_log:2,0.5294418976033775,-0.029545497134339627
GDGT:75_3.5_stat:3,10.635626616559902,1.11541111522261
GDGT:80_2.4_stat:2,8.242496017390183,0.8940076486580413
GDGT:80_2.4_stat:3,5.903592127594497,1.1901044705090058
GDGT:75_2.4_stat:3,6.680869474145446,1.433000967074333
GDGT:75_1.6_stat:2,6.589016356400361,1.365264687073008
GDGT:80_1.6_stat:3,6.7487593669524015,0.6815672701799596
GDGT:65_3.5_stat:3,8.142164312563786,1.5770351834373582
GDGT:75_1.6_log:1,-21.3127567030958,-1.162600171951509
GDGT:75_1.6_log:2,-21.270567433042572,-1.5302153125459697
GDGT:80_2.4_log:2,-0.21173040066673884,0.2321561403146113
GDGT:75_1.6_stat:3,7.057315361314801,1.331473960786802
GDGT:80_1.6_log:2,-7.554622354565791,-0.4030109375758997
GDGT:65_2.4_stat:1,-1.9320840770427208,0.4394064986618531
GDGT:80_2.4_log:3,-3.2244483925319316,0.16616192690797504
GDGT:80_3.5_stat:3,7.698887914215613,1.0491124824395437
GDGT:65_2.4_log:1,-7.7168496513160445,-1.3329120633429037
GDGT:65_2.4_log:2,-16.780382407490197,-0.9372658656822308
GDGT:80_3.5_log:1,-1.492926686150868,-0.11175109635625446
GDGT:65_2.4_stat:2,-3.4168835712092345,0.13012363191982598
GDGT:65_2.4_log:3,-10.565678651248447,-1.362411064929118
GDGT:65_1.6_log:1,-18.615144012547297,-1.0637896559220676
GDGT:65_2.4_stat:3,0.8164610447650853,0.401230618577717
GDGT:75_2.4_log:3,1.1948531474650534,0.2740132484812925
GDGT:80_3.5_log:2,2.6293316323329154,0.7520930328223745
GDGT:80_3.5_log:3,3.0554766424087045,0.9169122137550296
GDGT:65_1.6_log:2,-16.110306990636104,-0.8140145542842561
GDGT:65_1.6_log:3,-18.762199847282922,-1.1540598296393174
NutLim:t0:1,1.6679317015187891,0.2386042413942473
NutLim:t0:2,-1.6679317015187956,-0.2386042413942491
NutLim:t05:1,8.890374309633224,1.609870374206665
NutLim:t05:2,8.852514585158223,1.6442900778541707
NutLim:t05:3,9.609854728461883,1.7030056064999002
NutLim:t1:1,14.677887916970079,1.5460727662954843
NutLim:t1:2,15.176527843019619,1.9845204712203373
NutLim:t1:3,15.285109269754207,1.8929434416285549
NutLim:t15:1,17.361791500534768,1.8614324965879483
NutLim:t15:2,18.836399412583393,2.0924286910315644
NutLim:t15:3,17.715105076937665,2.0060048138321807
