,PSPTOA0021
SRX1828913,0.0697004361
SRX1828914,-0.1253308799
SRX1828915,0.22388380330000002
SRX1828916,-0.0661700815
SRX1828917,-0.2935842393
SRX1828918,-0.9686387972
SRX3983989,3.1094296262
SRX3983990,-0.1396525405
SRX3983993,0.7819181003
SRX3983994,0.516373086
SRX3983995,2.0138387608
SRX3983996,0.2968245436
SRX3983997,1.5148061453000001
SRX3983998,1.6447623043
SRX3983999,2.509563434
SRX3984000,2.6867707438
SRX3984001,1.7182566409
SRX3984002,2.1231385013
SRX3984003,0.8476007120000001
SRX3984004,1.76698758
SRX3984005,2.9168554734
SRX3984006,1.2761415804
SRX3984007,-0.08617685
SRX3984008,1.8102640942
SRX3984009,1.6169125834
SRX3984010,3.7309737579
SRX3984011,2.1520061062
SRX3984012,1.1068976269
SRX3984013,2.013681989
SRX3984014,1.6497050776000002
SRX3984015,0.5127480823
SRX3984016,1.6398954872
SRX3984017,3.4021799536
SRX3984019,0.1000369168
SRX3984020,3.408939916
SRX3984021,2.5319590765999997
SRX3984022,3.1111386984
SRX3984023,0.0868820558
SRX3984024,2.2341602664
SRX3984025,3.066144568
SRX3984026,3.163504642
SRX3984027,2.4972146473
SRX3984028,2.0499849817
SRX3984029,2.8434250922
SRX3984031,1.9947912433
SRX3984032,2.681464479
SRX3984034,0.18489621380000001
SRX3984035,-1.146525444
SRX3984036,4.2655369458
SRX3984037,3.4339463116
SRX3984038,4.4973319332
SRX3984039,3.7714946087
SRX3984040,2.4883179912
SRX3984041,4.2535895383
SRX3984042,-0.042650931
SRX3984043,-0.6712442432
SRX3984045,1.9294674143
SRX3984046,0.29215647110000004
SRX3984047,1.9098682124000002
SRX3984048,0.8256804042
SRX3984049,0.5532493461
SRX3984050,0.41780612500000003
SRX3984051,1.8315799367
SRX3984052,1.8881371274
SRX3984056,2.7083517443
SRX3984057,2.3126806677
SRX3984058,3.1814692982
SRX3984059,1.8207192771
SRX3984061,1.6180514401
SRX3984062,2.3134676858
SRX3984063,1.9488185589
SRX3984064,1.9985707155
SRX3984065,1.8971159234
SRX3984066,1.873212247
SRX3984067,2.1603673501
SRX3984068,1.7716986672
SRX3984069,0.3748529337
SRX3984070,1.2022247936000001
SRX3984071,0.9561627198
SRX3984073,2.514771039
SRX3984074,2.8708543827
SRX3984077,-0.4377146045
SRX3984078,-0.23525204200000002
SRX3984079,0.7966572565000001
SRX3984080,-0.5639347407
SRX3984082,2.1375578218
SRX3984084,2.3355648705
SRX6997963,0.1617824663
SRX6997964,-0.6778008483
SRX6997965,-0.23545960400000002
SRX6997967,0.4885620645
SRX6997968,-0.060601222600000004
SRX6997969,-1.1091337752000001
SRX6997971,-0.6503445308
SRX6997972,-0.5607760144
SRX6997973,-0.5840386197
SRX3159100,-0.6959199917000001
SRX3159101,0.9053294798
SRX3159102,-0.1514226133
SRX3159103,-0.057986874800000004
SRX3159000,-0.6257073243
SRX3159001,0.0406349281
SRX3159002,0.3404090709
SRX3159003,-0.1201678109
SRX3159004,-0.0572283856
SRX3159005,-0.0709992319
SRX3159006,-2.011722254
SRX3159007,0.2767051088
SRX3159008,0.3085283258
SRX3159009,0.9836663489
SRX3159010,-1.5204844591
SRX3159012,-0.6894173990000001
SRX3159013,-0.8650454859000001
SRX3159014,-1.2538341856
SRX3159015,-0.4021304088
SRX3159016,0.1796442759
SRX3159017,0.1151050161
SRX3159018,0.20120216900000001
SRX3159019,-0.1259039482
SRX3159020,-0.2045548537
SRX3159021,0.0083836717
SRX3159022,0.268559681
SRX3159023,-0.7174793054
SRX3159024,0.7884945402
SRX3159025,-0.4890088595
SRX3159026,0.4011936719
SRX3159027,-0.3487979444
SRX3159028,-0.5996965358
SRX3159029,-0.6538044670000001
SRX3159030,0.5368003977
SRX3159034,-0.9650970087
SRX3159036,-0.2059134562
SRX3159037,0.5493144774000001
SRX3159041,0.5355998957
SRX3159042,-0.36375989950000004
SRX3159043,-0.011306586700000001
SRX3159045,-1.2659852786
SRX3159047,0.527069719
SRX3159048,-0.23618270900000002
SRX3159049,-0.8691116637
SRX3159050,-0.9482072180000001
SRX3159051,0.060691609900000006
SRX3159052,-0.6040865601000001
SRX3159053,-0.0300633348
SRX3159054,-0.727888339
SRX3159055,-0.3639463083
SRX3159056,-0.6048928312
SRX3159057,-0.3314575658
SRX3159058,-0.23743442750000002
SRX3159060,0.5427684898
SRX3159061,0.2132180309
SRX3159062,-0.3496206106
SRX3159063,0.36772372870000003
SRX3159066,-2.3551187808
SRX3159069,-1.0694032502
SRX3159070,0.042004344000000006
SRX3159071,-1.304515752
SRX3159073,-0.8015515919
SRX3159074,-0.5531400484
SRX3159075,0.089684179
SRX3159076,0.011051256800000001
SRX3159080,-0.2966112201
SRX3159082,0.33115742
SRX3159083,0.10537638190000001
SRX3159086,-0.008226084100000001
SRX3159087,-0.5974606283
SRX3159088,-0.15221990970000002
SRX3159089,1.0165644386
SRX3159090,0.1372045724
SRX3159091,0.6399524818
SRX3159092,0.6968934533000001
SRX3159093,0.6537269316000001
SRX3159094,1.2591649424
SRX3159095,0.7983033574
SRX3159096,0.2740266437
SRX3159097,0.1296676339
SRX3159098,1.1356173877
SRX3159099,1.2194304705
SRX3158988,-0.0766046722
SRX3158989,-0.2383075339
SRX3158990,0.8834706839
SRX3158991,0.45692574610000003
SRX3158992,0.2235518076
SRX3158996,-0.1469471354
SRX3644656,-0.1318827547
SRX3644657,-0.1717688702
SRX3644658,0.30365162490000003
SRX3644659,-0.22852292440000002
SRX3644660,-0.0320872433
SRX3644661,0.5123836298000001
SRX3644662,-0.4319591319
SRX3644663,-1.1886785029
SRX3644664,0.499265406
SRX3644665,0.01196631
SRX3644666,-0.7685995535
SRX3644667,0.8826739711
SRX3644668,-0.1240531275
SRX3644669,-0.3112940855
SRX3644670,0.11717765570000001
SRX3644671,0.0735076414
SRX3644672,-0.2072797341
SRX3644673,0.0722452633
