locus,gene_weight,gene_name,gene_product,cog,operon,regulator,link
new_3788276_3788397_c,0.119665877,S1427,intergenic region,No COG category,,,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3788276_3788397_c
new_3224826_3225137_c,0.11645893,S1200,intergenic region,No COG category,,stringent response,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3224826_3225137_c
new_3036410_3036583,0.113352138,S1137,3'UTR of rpsD,No COG category,,"SigA,stringent response",http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3036410_3036583
new_3224669_3224824_c,0.09957420600000001,S1198,5'UTR of yugJ,No COG category,,Spx,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_3224669_3224824_c
new_1229759_1229848,0.098212509,S412,intergenic region,No COG category,,SigA,http://subtiwiki.uni-goettingen.de/v3/gene/search/exact/new_1229759_1229848
