,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,1.3306345346666666,0.5511555611314866,3.0,0.0,1.709930015,1.0,0.6984106355,2.0,1.5835629535,,,,,,,,,,
1,LB__LBtran,-1.1810565852333335,0.6897770604708221,3.0,3.0,-0.8301330756,4.0,-1.9757371309,5.0,-0.7372995492000001,,,,,,,,,,
2,LB__LBstat,2.7934589128666665,1.2179407438578749,3.0,6.0,1.6949888645,7.0,2.582166278,8.0,4.1032215961,,,,,,,,,,
3,LB__LBGexp,9.277977170866668,10.36534805806754,3.0,9.0,1.9012838734000002,10.0,21.1289666123,11.0,4.8036810269,,,,,,,,,,
4,LB__LBGtran,13.36172688005,2.763165571360202,2.0,12.0,15.3155799931,13.0,11.407873767,,,,,,,,,,,,
5,LB__LBGstat,6.6386783034,2.3481416135523676,3.0,14.0,5.8599052471,15.0,4.7788642108,16.0,9.2772654523,,,,,,,,,,
6,Life Cycle__S0,4.869046554566666,0.5303633244974699,3.0,17.0,4.4524281381,18.0,4.688630825,19.0,5.4660807006,,,,,,,,,,
7,Life Cycle__S1,-2.0423978253333335,0.37457324937894226,3.0,20.0,-1.8010319525,21.0,-2.4739054804,22.0,-1.8522560431000001,,,,,,,,,,
8,Life Cycle__S2,2.5181223587,1.3009577799373673,3.0,23.0,1.8075885217,24.0,1.7271574529,25.0,4.0196211015,,,,,,,,,,
9,Life Cycle__S3,5.5249343176,0.2973120613370796,2.0,26.0,5.3147029429,27.0,5.7351656923,,,,,,,,,,,,
10,Life Cycle__S4,9.1338487806,1.4301823612067877,3.0,28.0,8.0869588847,29.0,8.551202527200001,30.0,10.7633849299,,,,,,,,,,
11,Life Cycle__S5,7.803474078266667,0.31354609258790456,3.0,31.0,7.7591340841,32.0,7.5144582372,33.0,8.1368299135,,,,,,,,,,
