,-0.28473813191765,-0.25476569697895,-0.22479326204025002,-0.19482082710155002,-0.16484839216285002,-0.13487595722415002,-0.10490352228545002,-0.07493108734675002,-0.044958652408050026,-0.014986217469350027,0.014986217469349972,0.04495865240804997,0.07493108734674997,0.10490352228544997,0.13487595722414997,0.16484839216284997,0.19482082710154996,0.22479326204025002,0.25476569697894996,0.2847381319176499
thresh,-0.14986217469350002,0.14986217469350002,2,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,0,1,6,78,1881,1885,54,13,0,0,0,0,0,0,0
cecR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[]
cecR_genes,['ybiH'],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['ybhR' 'ybhS' 'ybhF'],['ybhG'],[],[]
