,-0.10393595964,-0.06929063976,-0.03464531987999998,2.7755575615628914e-17,0.03464531988000004,0.06929063976000006,0.10393595964000006,0.13858127952000004,0.17322659940000007,0.2078719192800001,0.24251723916000012,0.2771625590400001,0.3118078789200001,0.34645319880000014,0.3810985186800001,0.4157438385600002,0.45038915844000016,0.48503447832000013,0.5196797982000002,0.5543251180800002
thresh,-0.08661329970000001,0.08661329970000001,2,,,,,,,,,,,,,,,,,
unreg,1,0,167,3902,135,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
GcvA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0
unreg_genes,['livJ'],[],[],[],[],[],[],[],[],[],[],['ygfF'],[],[],[],[],[],[],[],[]
GcvA_genes,[],[],[],['gcvA'],[],[],[],[],[],[],[],[],[],[],[],['gcvP' 'gcvH'],['gcvT'],[],[],[]
