,-0.0992708812456624,-0.08272573437138533,-0.06618058749710827,-0.049635440622831206,-0.03309029374855414,-0.016545146874277078,-1.3877787807814457e-17,0.01654514687427705,0.033090293748554114,0.049635440622831165,0.06618058749710824,0.08272573437138532,0.09927088124566237,0.11581602811993942,0.1323611749942165,0.14890632186849356,0.1654514687427706,0.18199661561704766,0.1985417624913247,0.21508690936560182
thresh,-0.10754345468280094,0.10754345468280094,1,,,,,,,,,,,,,,,,,
unreg,0,1,1,3,54,913,3800,691,68,12,4,2,0,0,1,5,2,6,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],['tagP1'],['tagF1' 'tssG1' 'tagX1' 'tssM1' 'tssA1'],['tssE1' 'clpV'],['tssF1' 'puuD' 'tssJ1' 'tssK1' 'tssB1' 'hcp1'],['tssL1'],[]
