,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A
0,ALE__GalactoseA5,-4.810118047682735,0.09206064023392665,2.0,0.0,-4.74502134469295,1.0,-4.875214750672519,,,,
1,ALE__GalactoseA6,11.786467032959322,0.3217308546426154,2.0,2.0,11.558968963924585,3.0,12.013965101994058,,,,
2,ALE__GalactoseA8,-4.440355275073567,0.35510685651399665,2.0,4.0,-4.691453741360452,5.0,-4.1892568087866815,,,,
3,ALE__IL_Control,3.0575764142781736e-10,1.4765204544138872,4.0,6.0,-0.8387321772656816,7.0,-1.429483621233372,8.0,0.3527496557444193,9.0,1.9154661439776648
4,ALE__IL_TEOH_OAc,2.272801912995491,0.1077749838319341,2.0,10.0,2.19659349108566,11.0,2.3490103349053224,,,,
5,ALE__IL_TEA_HS,4.4676966062217165,0.06710876900135597,2.0,12.0,4.515149671859657,13.0,4.420243540583776,,,,
6,ALE__IL_Mixed,2.9435580811197584,0.4928008842350684,2.0,14.0,3.2920209281371022,15.0,2.595095234102415,,,,
7,ALE__IL_PP5350,4.861630267586982,0.1097269807886383,2.0,16.0,4.939218959781754,17.0,4.78404157539221,,,,
8,ALE__IL_T8,1.75846643700393,0.29131703221701316,2.0,18.0,1.96445868595972,19.0,1.55247418804814,,,,
9,ALE__IL_T9,10.921848352861655,0.27789468337948736,2.0,20.0,10.725347137788331,21.0,11.11834956793498,,,,
10,ALE__IL_Control2,11.053904732959637,0.5530162240891198,2.0,22.0,10.662863210800042,23.0,11.444946255119234,,,,
11,ALE__IL_Glc+Ace,1.2495543573577321,0.10006979106761109,2.0,24.0,1.320314385213561,25.0,1.1787943295019034,,,,
12,ALE__XyloseA1,7.704091199686696,0.9627637142442448,2.0,26.0,8.384867950709149,27.0,7.023314448664243,,,,
13,ALE__XyloseA2,-0.37405427710808037,1.3364718164860967,2.0,28.0,-1.3190825614101025,29.0,0.5709740071939418,,,,
14,ALE__XyloseA3,-5.559080950312975,0.5471137424407165,2.0,30.0,-5.172213112952794,31.0,-5.945948787673156,,,,
15,ALE__XyloseA4,4.007996250079216,0.21561354331679325,2.0,32.0,4.1604580486741805,33.0,3.8555344514842527,,,,
16,Aromatic__Coumarate,2.900109050935526,1.1599367002212428,3.0,34.0,1.9654723605592344,35.0,4.198266635249981,36.0,2.5365881569973623,,
17,Aromatic__Coumarate+ferulate,3.9003577398052727,1.0396462975541192,3.0,37.0,4.342066057411563,38.0,4.64621695405334,39.0,2.7127902079509143,,
18,Aromatic__Ferulate,2.677064105704151,0.4558273570296176,3.0,40.0,2.26926695956638,41.0,2.5927705638253435,42.0,3.169154793720728,,
19,Aromatic__Glucose,6.861596476189409e-11,0.6774125269760672,3.0,43.0,-0.1906553169236214,44.0,0.7523098838045376,45.0,-0.5616545666750683,,
20,Bioreactor1__24h,1.7715073852286878e-10,2.921899556378547,2.0,46.0,2.0660949904383865,47.0,-2.066094990084085,,,,
21,Bioreactor2__S_0min,-4.1940185121121704e-10,0.7267880080628364,3.0,48.0,0.680544834895557,60.0,-0.7655545056476456,72.0,0.0850096694938831,,
