,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,1.8174119624000002,0.7184627555432723,3.0,0.0,2.3131342429,1.0,0.9934576903000001,2.0,2.145643954,,,,,,,,,,
1,LB__LBtran,2.81797654,0.6195948511679888,3.0,3.0,3.5330078777000002,4.0,2.439355915,5.0,2.4815658273,,,,,,,,,,
2,LB__LBstat,5.2911344982,0.9232658059175228,3.0,6.0,4.2429725764,7.0,5.6465821657,8.0,5.9838487525,,,,,,,,,,
3,LB__LBGexp,2.6301031436,0.2664275206940789,3.0,9.0,2.8814988491999998,10.0,2.6579753829,11.0,2.3508351987,,,,,,,,,,
4,LB__LBGtran,3.6434234863499997,0.7217871781593795,2.0,12.0,4.1538040946,13.0,3.1330428781,,,,,,,,,,,,
5,LB__LBGstat,4.734741300466667,1.5546415797054405,3.0,14.0,3.3221970020000002,15.0,4.4816129103,16.0,6.4004139891000005,,,,,,,,,,
6,Life Cycle__S0,2.6863144663333336,0.4268443737911232,3.0,17.0,2.2401887908,18.0,2.7279247465000003,19.0,3.0908298617,,,,,,,,,,
7,Life Cycle__S1,3.5507837577333334,0.13455997166448838,3.0,20.0,3.6978967055,21.0,3.5205253372,22.0,3.4339292305,,,,,,,,,,
8,Life Cycle__S2,25.2139634808,0.46473966148944534,3.0,23.0,24.7502727381,24.0,25.2118726978,25.0,25.6797450065,,,,,,,,,,
9,Life Cycle__S3,24.5673473019,0.9777457634331531,2.0,26.0,23.8759766423,27.0,25.2587179615,,,,,,,,,,,,
10,Life Cycle__S4,27.45432553183333,1.188914289344155,3.0,28.0,26.0895289254,29.0,28.2652339697,30.0,28.0082137004,,,,,,,,,,
11,Life Cycle__S5,27.936611733033335,0.012139197966177174,3.0,31.0,27.9298627743,32.0,27.9506257046,33.0,27.9293467202,,,,,,,,,,
12,Life Cycle__S6,21.8675704791875,5.462287122321118,8.0,34.0,28.8730006936,35.0,19.235229231,36.0,29.1416482708,37.0,26.9494421416,38.0,18.0961248738,39.0,16.1123273601,40.0,17.6223389122,41.0,18.9104523504
13,Life Cycle__S7,13.6685213987,0.8411795001821253,3.0,42.0,12.8883560305,43.0,13.5575158169,44.0,14.5596923487,,,,,,,,,,
14,Life Cycle__S8,12.1314279599,1.576187558447365,2.0,45.0,11.0168950489,46.0,13.2459608709,,,,,,,,,,,,
