,condition,X_avg,X_std,n,rep1_idx,rep1_X
0,Cr__1,-0.005276271190494872,,1.0,0.0,-0.005276271190494872
1,Cr__2,-0.0005317658287712297,,1.0,1.0,-0.0005317658287712297
2,Cr__3,0.007926933003762699,,1.0,2.0,0.007926933003762699
3,Cr__4,0.01892076029706737,,1.0,3.0,0.01892076029706737
4,Cr__5,0.026621099734024503,,1.0,4.0,0.026621099734024503
5,Cr__6,0.03209996046699773,,1.0,5.0,0.03209996046699773
6,Fe__1,-0.020137169154736116,,1.0,6.0,-0.020137169154736116
7,Fe__2,-0.06035277708662285,,1.0,7.0,-0.06035277708662285
8,Fe__3,-0.11583204093613905,,1.0,8.0,-0.11583204093613905
9,Fe__4,-0.18419627805030694,,1.0,9.0,-0.18419627805030694
10,Fe__5,-0.23684106085131654,,1.0,10.0,-0.23684106085131654
11,Fe__6,-0.28528240008865663,,1.0,11.0,-0.28528240008865663
12,Cd__1,-0.006596973225230867,,1.0,12.0,-0.006596973225230867
13,Cd__2,-0.00913456701710842,,1.0,13.0,-0.00913456701710842
14,Cd__3,0.00014187879236140927,,1.0,14.0,0.00014187879236140927
15,Cd__4,0.003445515277353843,,1.0,15.0,0.003445515277353843
16,Cd__5,0.000753057786051658,,1.0,16.0,0.000753057786051658
17,Cd__6,0.004995288477591771,,1.0,17.0,0.004995288477591771
18,Zn__1,0.4166160750921957,,1.0,18.0,0.4166160750921957
19,Zn__2,2.6856895783053822,,1.0,19.0,2.6856895783053822
20,Zn__3,3.7572844880161047,,1.0,20.0,3.7572844880161047
21,Zn__4,3.4525153954669463,,1.0,21.0,3.4525153954669463
22,Zn__5,3.140103704887806,,1.0,22.0,3.140103704887806
23,Zn__6,2.925086441928101,,1.0,23.0,2.925086441928101
24,Cu__1,0.005933691669333609,,1.0,24.0,0.005933691669333609
25,Cu__2,0.011179000952534405,,1.0,25.0,0.011179000952534405
26,Cu__3,0.017817101312610543,,1.0,26.0,0.017817101312610543
27,Cu__4,0.024041077550515214,,1.0,27.0,0.024041077550515214
28,Cu__5,0.029588843474358237,,1.0,28.0,0.029588843474358237
29,Cu__6,0.03815210748744358,,1.0,29.0,0.03815210748744358
30,Pb__1,-0.002557693567661314,,1.0,30.0,-0.002557693567661314
31,Pb__2,-0.0010646517561421725,,1.0,31.0,-0.0010646517561421725
32,Pb__3,0.007184985846981368,,1.0,32.0,0.007184985846981368
33,Pb__4,0.012845046043441376,,1.0,33.0,0.012845046043441376
34,Pb__5,0.01729270084086149,,1.0,34.0,0.01729270084086149
35,Pb__6,0.024312249864421376,,1.0,35.0,0.024312249864421376
