,-0.0508414849902508,-0.03050489099415048,-0.010168296998050164,0.010168296998050157,0.03050489099415047,0.05084148499025078,0.07117807898635112,0.09151467298245142,0.11185126697855174,0.13218786097465207,0.15252445497075237,0.1728610489668527,0.19319764296295303,0.21353423695905335,0.23387083095515362,0.2542074249512539,0.27454401894735425,0.2948806129434546,0.3152172069395549,0.3355538009356552
thresh,-0.061009781988300954,0.061009781988300954,3,,,,,,,,,,,,,,,,,
unreg,4,115,2840,2478,92,13,7,7,2,0,0,1,0,0,0,0,0,0,0,0
CysB,1,1,1,2,0,0,0,0,1,0,0,0,0,1,0,3,0,0,0,0
YdfF,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
unreg_genes,[],[],[],[],[],[],['PA2328' 'PA3447' 'PA2087' 'PA4192' 'PA2308' 'PA3448' 'PA2090'],['PA2204' 'PA4191' 'PA5383' 'PA2597' 'PA2086' 'PA2307' 'PA3937'],['PA2085' 'PA3936'],[],[],['tauD'],[],[],[],[],[],[],[],[]
CysB_genes,['atsR'],['PA0185'],['PA0184'],['PA3446' 'atsA'],[],[],[],[],['PA3445'],[],[],[],[],['PA3444'],[],['PA3441' 'PA3442' 'PA3443'],[],[],[],[]
YdfF_genes,[],[],[],['cysT'],[],[],['cysW'],[],[],[],['cysA'],[],[],[],[],[],[],[],[],[]
