,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A,rep4_idx,rep4_A,rep5_idx,rep5_A,rep6_idx,rep6_A,rep7_idx,rep7_A,rep8_idx,rep8_A
0,LB__LBexp,4.502826080266667,2.475999674898789,3.0,0.0,1.8222132432,1.0,4.9821385944,2.0,6.7041264032,,,,,,,,,,
1,LB__LBtran,9.057972735633333,0.2874642578654985,3.0,3.0,8.8142074899,4.0,9.3749696283,5.0,8.9847410887,,,,,,,,,,
2,LB__LBstat,19.117024853333334,1.735681095605174,3.0,6.0,17.1423421956,7.0,19.8076168493,8.0,20.4011155151,,,,,,,,,,
3,LB__LBGexp,4.355403384,1.4534030951270842,3.0,9.0,5.3455760247,10.0,2.6868396829,11.0,5.0337944444,,,,,,,,,,
4,LB__LBGtran,5.12026489665,3.673187760116779,2.0,12.0,7.7176008704,13.0,2.5229289229000003,,,,,,,,,,,,
5,LB__LBGstat,9.939773291433333,1.9453924264039875,3.0,14.0,8.0139036279,15.0,9.9012985057,16.0,11.9041177407,,,,,,,,,,
6,Life Cycle__S0,10.985424847633332,2.846520532827884,3.0,17.0,13.1774653094,18.0,7.7683440084,19.0,12.0104652251,,,,,,,,,,
7,Life Cycle__S1,6.555026912733333,6.755256862292978,3.0,20.0,8.3235875527,21.0,12.2500809225,22.0,-0.9085877370000001,,,,,,,,,,
8,Life Cycle__S2,11.690654012000001,1.394055988970177,3.0,23.0,11.5603726741,24.0,10.3663119786,25.0,13.1452773833,,,,,,,,,,
9,Life Cycle__S3,15.12425450755,6.808624913441282,2.0,26.0,19.9386793544,27.0,10.3098296607,,,,,,,,,,,,
10,Life Cycle__S4,17.509054575433332,2.0288408064983052,3.0,28.0,15.1901326956,29.0,18.3801650263,30.0,18.9568660044,,,,,,,,,,
11,Life Cycle__S5,19.802734553366665,2.7978547139206453,3.0,31.0,23.0318797982,32.0,18.2745143544,33.0,18.1018095075,,,,,,,,,,
12,Life Cycle__S6,28.5992377472625,4.5955457376199895,8.0,34.0,30.2300645869,35.0,33.1733245679,36.0,22.6051080928,37.0,30.6607015332,38.0,35.8190256979,39.0,26.3768438919,40.0,25.5047757695,41.0,24.424057838
13,Life Cycle__S7,30.900745156866666,1.033914257254617,3.0,42.0,29.7707546658,43.0,31.7993866356,44.0,31.1320941692,,,,,,,,,,
14,Life Cycle__S8,35.142473818949995,3.8377948483201867,2.0,45.0,32.4287430569,46.0,37.856204581,,,,,,,,,,,,
15,Life Cycle__G135,16.411141335299998,9.268592922277415,2.0,47.0,9.8572564279,48.0,22.9650262427,,,,,,,,,,,,
16,Life Cycle__G150,5.713197882166667,2.5649608756478393,3.0,49.0,7.1350289506,50.0,2.7522108817,51.0,7.2523538142,,,,,,,,,,
