,-0.3216357073846154,-0.26802975615384617,-0.21442380492307694,-0.16081785369230772,-0.1072119024615385,-0.05360595123076928,-5.551115123125783e-17,0.05360595123076917,0.10721190246153839,0.1608178536923076,0.21442380492307683,0.2680297561538461,0.3216357073846153,0.37524165861538444,0.4288476098461537,0.482453561076923,0.5360595123076921,0.5896654635384613,0.6432714147692307,0.6968773659999998
thresh,-0.348438683,0.348438683,1,,,,,,,,,,,,,,,,,
unreg,0,0,0,0,0,76,4042,92,0,0,0,0,0,0,0,0,0,0,1,0
unreg_genes,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],['yjiS'],[]
