,-0.08657534428571428,-0.06926027542857142,-0.051945206571428565,-0.034630137714285705,-0.017315068857142846,1.3877787807814457e-17,0.017315068857142873,0.03463013771428573,0.05194520657142859,0.06926027542857144,0.08657534428571431,0.10389041314285719,0.12120548200000003,0.13852055085714288,0.15583561971428575,0.17315068857142862,0.19046575742857147,0.20778082628571432,0.22509589514285716,0.24241096400000006
thresh,-0.060602740999999995,0.060602740999999995,1,,,,,,,,,,,,,,,,,
unreg,2,5,12,68,663,1528,389,85,30,14,5,7,7,3,0,1,1,0,0,0
unreg_genes,['yhbJ' 'nan'],['cidA' 'nan' 'semB' 'nan' 'nan'],[],[],[],[],[],[],[],"['noS' 'arcC' 'nan' 'nan' 'narK' 'opucD' 'shetA' 'usp1' 'opucC' 'dppA'
 'nan' 'nan' 'narG' 'opucB']",['deoD' 'argF' 'opucA' 'norB' 'nan'],['mycA' 'cydB' 'nan' 'adhE' 'clpL' 'ytfE' 'nan'],['nan' 'nrdG' 'cydA' 'nrdD' 'nan' 'alD' 'yeaO'],['adhP' 'ilvA' 'ykbA'],[],['pflB'],['pflA'],[],[],[]
