,A,RpoH,Lrp
misc__bw_delcbl__1,2.3797500844,-0.1553616525,-0.30941163
misc__bw_delcbl__2,2.3024496207,-0.1838086395,-0.26496448
misc__bw_delfabr__1,2.8227595206,-0.3290080355,-0.26036956
misc__bw_delfabr__2,2.8061182869,-0.4380904855,-0.27374641
misc__bw_delfadr__1,1.9697551247,-0.0045732375000000006,-0.35011749999999997
misc__bw_delfadr__2,1.8542621777,0.0557026365,-0.23017134
misc__nitr_031__1,1.5730236341000001,0.3085846735,-0.18571492
omics__wt_glu__1,2.1581235488,-0.3315417865,-0.619665303
omics__wt_glu__2,1.943154029,-0.1262882955,-0.41678455000000003
omics__wt_gly__1,2.3757125314,-0.0714942115,-0.46201224
omics__wt_gly__2,2.3500201186,0.07240529750000001,-0.45940358000000003
omics__wt_thr__1,2.4641472105,0.6585219305000001,-0.823787359
omics__wt_thr__2,1.8480500911000002,0.5023839605,-0.6692287650000001
omics__bw_ac__1,1.0613356611,0.2087806955,-0.31974963
omics__bw_ac__2,1.5299437233000002,0.1507203175,-0.27927106
omics__bw_fum__1,3.8389099058,0.4502188875,-0.492263198
omics__bw_fum__2,3.5742745486,0.5176238215,-0.40191275
omics__bw_glc__1,3.3291046952,0.5301341495,0.06089709
omics__bw_glc__2,3.2054011776,0.6470471245,0.04774304
omics__bw_pyr__1,3.0199689461,0.4583157805,-0.24984238
omics__bw_pyr__2,2.1426093697,0.5045712005,-0.18606416
ompr__wt_nacl__1,1.6041385834000002,1.1369315205000001,-1.768785747
ompr__wt_nacl__2,1.1158008353,1.3021742325,-1.60188357
ompr__bw_delompr_nacl__1,3.0219935113,1.5058905075,-2.108711887
ompr__bw_delompr_nacl__2,2.825200341,1.4984535275,-2.047493032
minspan__wt_ade__1,1.2464418762,-0.5370177135,0.11695164
minspan__wt_glc__1,1.4661513916,-0.2858121575,-0.23467701
minspan__wt_glc__2,1.2885088933,-0.2473157325,-0.30810333
minspan__wt_glc__3,1.0899834392,-0.2302732265,-0.32713585
minspan__wt_glc_anaero__1,1.4135112481,-0.3388484155,-0.42433926
minspan__wt_glc_anaero__2,-0.4726453372,-0.3819653525,-0.36819001
minspan__wt_trp__1,2.1215854998,-0.0578159665,0.16952413
minspan__bw_delcra_glc__1,1.5518047715,0.37064244350000003,0.02859596
minspan__bw_delcra_trp__1,1.3659238948999999,0.0373271665,0.48235206
minspan__bw_delmntr__1,1.5231645729,0.1918218945,-0.489868083
minspan__bw_delnac_ade__1,2.0850874849,-0.3118562375,-0.25947829
minspan__bw_delnac_glc__1,0.9103963167,-0.3048554515,-0.16589605000000002
cra_crp__wt_ac__1,0.8434036092,-0.0462790795,-0.7937532780000001
cra_crp__wt_ac__2,0.5318494579,-0.11424740650000001,-1.007436182
cra_crp__wt_fru__1,2.270425896,-0.1035195065,-0.7812257650000001
cra_crp__wt_fru__2,2.3714638937,-0.0926060555,-0.567632298
cra_crp__delcra_ac__1,0.6667297479000001,0.38350224050000004,-0.912469379
cra_crp__delcra_ac__2,1.0127050508,0.4258808785,-0.928845298
cra_crp__delcra_fru__1,0.7182549452,0.020514267500000002,-0.14619799
cra_crp__delcra_fru__2,1.1686838928,0.0967051255,-0.16313055
cra_crp__delcra_glc__1,1.4929709723,0.0137858705,-0.17590444
cra_crp__delcra_glc__2,0.9885688041,0.0069680625,-0.07839542000000001
rpoB__wt_031__1,2.8238146119,0.1215050455,-0.15020317
rpoB__wt_044__1,0.8234776928,-0.0896495915,-0.14559594
rpoB__wt_lb__1,-0.2829130129,0.5375923535,-1.593807688
rpoB__wt_lb__2,0.1742976595,0.5501618045000001,-1.529605959
rpoB__rpoBE546V_031__1,2.3981109336,0.6412325775000001,0.20338541000000002
rpoB__rpoBE546V_044__1,1.8081253725000002,0.7212500425,0.22428217
rpoB__rpoBE546V_lb__1,1.472385078,0.9229984975000001,-1.654974314
rpoB__rpoBE546V_lb__2,1.3303738496,0.8778519535,-1.659310064
rpoB__rpoBE546V_glc__1,1.834443769,-0.33221376750000003,-0.29452587
rpoB__rpoBE672K_glc__1,-1.0540022203,-0.40670952250000003,-0.23889059999999998
rpoB__rpoBE672K_glc__2,-0.9908060253000001,-0.42209742250000004,-0.24658735
rpoB__rpoBE672K_lb__1,0.7713166934,0.2176569865,-2.250047412
rpoB__rpoBE672K_lb__2,1.4891384312,0.2566309465,-2.232371337
crp__wt_fru__1,-0.0056522431,-0.22940688850000002,-0.30661565
crp__wt_glyc__1,0.1815715448,-0.3523379265,-0.29483978
crp__wt_glyc__2,0.1463935097,-0.3442807895,-0.26687029
crp__delar1_glyc__1,2.5100362026000003,0.7111657395000001,0.12869008
crp__delar1_glyc__2,3.5220458739,0.9175130215,0.08123358
crp__delar1ar2_glyc__1,0.5032642262,0.037484921500000004,-0.03978781
crp__delar1ar2_glyc__2,0.2118653915,0.0076496945,-0.09250152
crp__delar1ar2_glyc__3,0.5747051459,-0.07902189550000001,-0.02866873
crp__delar2_glyc__1,1.5298216485,-0.0344367435,0.23935111
crp__delar2_glyc__2,1.4936074979,-0.0375224055,0.08016228
crp__delar2_glyc__3,1.4813126052,-0.0885141125,0.0555708
crp__delcrp_fru__1,-0.2509004233,0.6161261225,-0.40847084
crp__delcrp_fru__2,-0.4707596975,0.5875629305,-0.43283973000000003
crp__delcrp_fru__3,-0.32223619810000004,0.5785308675,-0.42214575
crp__delcrp_glc__1,-0.7551902891000001,0.6834815625,-0.37599616
crp__delcrp_glc__2,-0.6210665534,0.5490799805000001,-0.33779719
crp__delcrp_glc__3,-0.8033528336,0.5154435675,-0.31697267
crp__delcrp_glyc__1,1.3819075882,0.29652398550000003,-0.24442594
crp__delcrp_glyc__2,0.9472519896,0.4193187715,-0.40478448
crp__delcrp_glyc__3,0.28021759900000004,0.3970715515,-0.24804841
glu__glu_ale3__1,2.3255237589,1.3997430395000001,-0.25690686
glu__glu_ale4__1,2.5831959293,0.010458888500000001,-0.028286199999999997
glu__glu_ale5__1,2.5416960711,-0.3500366935,-0.32551995
glu__glu_ale6__1,1.8378320592000001,-0.6457246695000001,-0.46284116000000003
glu__glu_ale8__1,2.0294036497,0.9089740975,-0.30673697
glu__glu_ale9__1,1.3568960116,0.45810523150000004,-0.13352759
glu__glu_ale10__1,2.3226484952,1.0753171585,-0.44090492000000003
42c__wt_42c__1,-0.8987185017,0.2202389375,-0.18141898
42c__42c_ale1__1,1.3156224042,0.1667071195,0.02694655
42c__42c_ale2__1,2.0453649101,0.5734081975,-0.10089377000000001
42c__42c_ale3__1,1.0321438596,0.24756859250000002,-0.45554957
42c__42c_ale4__1,2.8192812499,1.1085452125,-0.17557376
42c__42c_ale5__1,1.2440907924,-0.2478266405,-0.34553532000000003
42c__42c_ale6__1,-0.5774564657,0.6028873855,-1.106744179
42c__42c_ale8__1,2.8077652441,1.4043876015,-0.45454868
42c__42c_ale9__1,0.6138739021,-0.1583267885,-0.28569004
42c__42c_ale10__1,2.3844263841,1.3246792115,-0.27727535000000003
ssw__wt_ac__1,0.8676490119,0.6814079725000001,-1.123708629
ssw__wt_glc__1,-0.35786087780000003,-0.4122422075,-0.32933045
ssw__wt_glyc__1,2.9663314352,0.1915209275,-2.208593492
ssw__wt_xyl__1,2.3542433711,0.2164462885,-1.22288826
ssw__glc_ale1__1,8.2092411454,0.4299451945,-0.26204188
ssw__glc_ale2__1,2.8595228431,0.1497704605,0.08305934
ssw__glc_ale3__1,0.8425940281000001,-0.2841493235,-0.28219376
ssw__glyc_ale1__1,7.296203281,-0.0858485295,-0.5586294470000001
ssw__glyc_ale2__1,1.2227510079,-0.2287460765,-0.01839781
ssw__xyl_ale1__1,3.4761536438,0.3266436305,-0.788568907
ssw__xyl_ale2__1,3.558710275,0.5253024995,-0.504243603
ssw__xyl_ale3__1,4.0445775363,-0.3186755115,-0.4955059
ssw__glc_ac_ac2__1,2.135443312,-0.9509524925,-0.781212087
ssw__glc_ac_glc1__1,2.6599905056,-0.30792529550000003,-1.081478057
ssw__glc_glyc_glc__1,2.6542533188,0.6274494255,-0.5697957290000001
ssw__glc_glyc_glyc__1,4.6212350344,0.34226794450000003,-0.560090508
ssw__glc_xyl_glc__1,2.0114514981,0.3337790035,-0.8671927960000001
ssw__glc_xyl_xyl__1,3.7020006469,-0.7243945945,-0.38103017
ica__wt_glc__1,0.6820091834,-1.1448341925,0.06347384
ica__wt_glc__2,0.6966006478,-1.1951906815,0.00921479
ica__wt_glc__3,2.1657548529,-0.5187241555000001,-0.15474256
ica__wt_glc__4,3.0900360583,-0.5721339635,0.17742326
ica__arg_sbt__1,-0.1665679665,-0.5761741015,0.25443381
ica__arg_sbt__2,0.3808752795,-0.5873045575,0.40943524000000003
ica__cytd_rib__1,1.1480267641,0.2242779745,-0.43020659
ica__cytd_rib__2,0.49630526610000003,0.1276066325,-0.6894574240000001
ica__gth__1,2.1585820149,0.6780507905000001,-1.38914273
ica__gth__2,2.4996715393,0.6610818445000001,-1.728700302
ica__leu_glcr__1,0.12972810040000002,-1.0476407515,0.49080945000000004
ica__leu_glcr__2,0.2102725026,-1.1170701025,0.42829762
ica__met_glc__1,1.5617050745,-1.0971552115,0.03236606
ica__met_glc__2,1.2890553276,-1.1991852355,0.00803655
ica__no3_anaero__1,1.4767142897,-0.2452488395,0.28264288
ica__no3_anaero__2,1.6632973498,-0.32349660350000004,0.32083455
ica__phe_acgam__1,1.7447027565000002,-0.6682372665,0.058785
ica__phe_acgam__2,1.1987990002,-0.7379192615,-0.00912936
ica__thm_gal__1,0.6218192841,-0.4516317225,-0.0365714
ica__thm_gal__2,0.24156969350000002,-0.3829641795,-0.08693455
ica__tyr_glcn__1,1.6268869833,-0.7744721335,-0.02905121
ica__tyr_glcn__2,1.1225566076,-0.7154407825,0.059710030000000004
ica__ura_pyr__1,1.9039942828,-0.6706693985000001,-0.08445652000000001
ica__ura_pyr__2,1.5111480964,-0.3480525755,-0.30024594
ica__wt_glc__5,1.766949076,-0.5603702635,0.27143482
ica__wt_glc__6,1.7124709141999999,-0.40812139150000004,0.30022169
ica__bw_delpurR_cytd__1,2.22697414,-0.7229277925,0.10733268
ica__bw_delpurR_cytd__2,3.7557749267,-0.0500284635,0.48952253
ica__ade_glc__1,3.8344235032,-0.10802515650000001,0.46172305
ica__ade_glc__2,2.2129681615,-0.7658928225,0.15487786
ytf__wt_glc__1,2.0529227261,-0.20927914350000001,-0.17537371000000002
ytf__wt_glc__2,3.6041727081,0.0753910265,-0.07718896
ytf__delyafC__1,1.5974296722,0.1521979125,-0.0800705
ytf__delyafC__2,1.6447715155,0.12675511450000002,-0.1430551
ytf__delyeiE__1,0.015648687300000002,-0.4431865575,-0.29998502
ytf__delyeiE__2,0.475331467,-0.6048669295,-0.26181165
ytf__delyiaJ__1,1.27103355,-0.25601179350000003,0.24298552
ytf__delyiaJ__2,1.6582414032,0.0385824385,0.35132101
ytf__delyieP__1,3.0356496215,0.3090155975,-0.20330401
ytf__delyieP__2,3.1971962061,0.6916859365,-0.29169976000000003
ytf__wt_ph5__1,0.9272489555000001,-0.5429303695000001,-0.08912223
ytf__wt_ph5__2,1.1327766354,-0.3957367305,-0.01004875
ytf__wt_ph8__1,2.218237509,-0.19940039750000002,-0.02918246
ytf__wt_ph8__2,1.9481323818,-0.0321801145,-0.11547148
ytf__delybaO__1,2.0211788256,0.005131264500000001,0.17370274
ytf__delybaO__2,2.5664112082,0.0686367455,-0.21776249
ytf__delybaQ__1,2.1660450902,-0.3593675195,-0.07307209
ytf__delybaQ__2,2.4748766285,-0.22417048550000002,-0.03263652
ytf__delybiH__1,2.2969534122,0.6223138395000001,-0.05516978
ytf__delybiH__2,3.8873575657,0.8691073185,-0.37959796
ytf__delydcI_ph5__1,0.6998858071,-0.7436486065,-0.17940493
ytf__delydcI_ph5__2,0.9965522015,-0.6829473915000001,-0.1263042
ytf__delydcI_ph8__1,3.3777380519,-0.050257248500000004,-0.0622388
ytf__delydcI_ph8__2,3.0701307488,-0.2250787495,-0.06653646
ytf__delyddM__1,0.6466073955,-0.0058948145000000006,-0.1669341
ytf__delyddM__2,0.2011304112,-0.0112600015,-0.17797947
ytf__delyheO__1,1.6324283794999999,0.1653627735,0.31964699
ytf__delyheO__2,2.2511013478,0.24700942850000002,-0.11753828000000001
fps__bw_glc__1,2.1287651068,-0.5405613865000001,0.07226071
fps__bw_glc__2,1.9707506526,-0.3429133455,0.06248798
fps__fps_thrA_ale1__1,1.7962491630000001,-0.1472699425,-0.02970654
fps__fps_thrA_ale1__2,1.2350653858,-0.3424955535,-0.06966261
fps__fps_thrA_ale2__1,2.025074648,-0.6185592895,-0.31138188
fps__fps_thrA_ale2__2,1.8142101260999999,-0.5940167505,-0.23852831
fps__fps_serB_ale1__1,0.90774003,-0.3518656805,0.09487494
fps__fps_serB_ale1__2,0.7540637193,-0.46483947550000004,0.11269868
fps__fps_serB_ale4__1,0.8270492733,-0.3926770075,-0.6702027690000001
fps__fps_serB_ale4__2,1.3714594093999999,-0.5053868185,-0.8400275580000001
fps__fps_ptsI_ale1__1,2.7314807828000003,-0.35002181250000003,-0.20800443000000002
fps__fps_ptsI_ale1__2,2.2708326861,-0.4139357605,-0.17410899
fps__fps_ptsI_ale3__1,2.988658062,-0.5294469075,-0.29801178
fps__fps_ptsI_ale3__2,3.1996089757,-0.4680353615,-0.27174836
pal__lyx_ale2_f6__1,1.2940813934,0.051469558500000005,-0.38475493
pal__lyx_ale2__1,2.6151646304,0.0674452415,-0.03855089
pal__lyx_ale2__2,1.7306296615,0.08714155750000001,0.01776822
pal__lyx_ale4__1,2.0632590951,-0.4784504425,-0.28835679000000003
pal__lyx_ale4__2,1.830794947,-0.4380573615,-0.39857271
pal__5drib_ale10_f18__1,6.6865538281,-0.2316383475,-0.637938282
pal__5drib_ale10_f18__2,6.5022762169,-0.2773723025,-0.7121514
pal__5drib_ale10__1,6.2474277061,-0.2189687595,-0.13741472
pal__arab_ale14_f9__1,2.8675548446,0.19614101550000002,-0.551283626
pal__arab_ale14_f9__2,2.608786392,0.0651578245,-0.58050524
pal__arab_ale14__1,2.4835535166,-0.8013487015,-0.29434625000000003
pal__arab_ale14__2,2.343607374,-0.6563447275000001,-0.19569644
pal__arab_ale16__1,2.8180763028999998,-0.34256291450000004,-0.26436319
pal__arab_ale16__2,4.4167935254,0.1086596885,-0.18312684
pal__tartr_ale26_f10__1,1.9225148908,-0.0668097195,-0.614576156
pal__tartr_ale26_f10__2,2.3791005622,0.0563631485,-0.7606980680000001
pal__tartr_ale26__1,1.9517045444,-0.3360581865,-0.5587764740000001
pal__tartr_ale26__2,0.5943324999,-0.2545395265,-0.6404226040000001
pal__tartr_ale28_f10__1,2.7480460222,0.8141447865,-0.671023727
pal__tartr_ale28_f10__2,2.2723129296,0.8269981385,-0.683802274
pal__tartr_ale28__1,2.4639875938999998,-0.28123345450000004,-0.18615218
pal__tartr_ale28__2,2.8747894402,0.0170186615,-0.11331335000000001
efeU__delmenFentC_citr__1,0.9398459085,-0.36826329150000003,0.09720816
efeU__delmenFentC_citr__2,1.0243966926,0.058095679500000004,0.19116583
efeU__delmenFentC__1,1.2365126786,-0.1257065205,-0.26105259000000003
efeU__delmenFentC__2,0.7144038445,-0.1327203545,-0.22935575
efeU__menFentC_ale39__1,1.8333200907,0.5973421875,0.10194157
efeU__menFentC_ale39__2,1.6133084888,0.3828632795,0.11070787
efeU__menFentC_ale29__1,2.859341506,0.4922053745,0.12408899
efeU__menFentC_ale29__2,2.4999543063000003,0.3372232235,0.04517944
efeU__menFentC_ale30__1,3.1897987529,-0.3317702395,0.05430786
efeU__menFentC_ale30__2,2.263997562,-0.2121393215,0.12852993000000001
efeU__menFentCubiC_ale36__1,0.6845925688000001,0.0258162795,0.24063004000000002
efeU__menFentCubiC_ale36__2,0.5947606728,-0.0924778955,0.21198176
efeU__menFentCubiC_ale37__1,1.3316311621999999,-0.3630987355,0.16018778
efeU__menFentCubiC_ale37__2,1.4236297003,-0.3033655635,0.09342974
efeU__menFentCubiC_ale38__1,1.7670818844,-0.5602763285,-0.26808569
efeU__menFentCubiC_ale38__2,1.6329307374000002,-0.3607347045,-0.15292358
misc2__salc_glc__1,2.2959474676,0.4128122835,-0.17273662
misc2__salc_glc__2,2.1083158031,0.9787452195,-0.30427998
misc2__dbcn_glc__1,4.7091865807,-0.1929672945,-0.963906997
misc2__dbcn_glc__2,4.5205671919,-0.0056567905,-0.729987248
misc2__tyr_glc__1,1.5647999117,-0.2603373695,0.35550835000000003
misc2__tyr_glc__2,1.3473447268,-0.23027564250000002,0.37793925
misc2__arg_cytd__1,1.8020931591,-0.5453135375,-0.08162854
misc2__arg_cytd__2,2.001297939,-0.5060487435000001,-0.026731460000000002
misc2__delyheO_pyr__1,1.2693996143000001,0.0292864075,-0.16229624
misc2__delyheO_pyr__2,1.6810802898000001,0.0145126735,-0.18057665
nquinone__delubiC__1,1.6421225974,-0.4704500325,0.51154067
nquinone__delubiC__2,1.9093826618,-0.5350459245,0.46337016000000003
nquinone__ubiC_ale1__1,1.3495580347,-0.34031809350000003,0.21381844
nquinone__ubiC_ale1__2,1.1618002121,-0.5809037865000001,0.07591557
nquinone__ubiC_ale2__1,1.5875382219,-0.2485338095,0.04561992
nquinone__ubiC_ale2__2,1.2756898687,-0.10779143050000001,0.05912618
nquinone__ubiC_ale3__1,0.9472167958000001,-0.7498959495,0.00533065
nquinone__ubiC_ale3__2,1.1032070247,-0.7121240775000001,-0.02938775
nquinone__ubiC_ale4__1,1.2635357699,-0.2811750135,-0.01176607
nquinone__ubiC_ale4__2,1.2488320179,-0.4321075575,-0.09053855
nquinone__delpdhR__1,2.6353219036,-0.7334631535,-0.03138267
nquinone__delpdhR__2,2.6125822017,-0.9317624275,-0.04183174
quinone__glu_ale4__1,1.6346993944000001,-0.7460329465000001,0.33323196
quinone__glu_ale4__2,1.9938453881,-0.1019584405,0.45691446
quinone__delmenF__1,1.4922664737,-0.26649166750000003,0.25037611
quinone__delmenF__2,1.8220473441,-0.2051467405,0.0773232
quinone__menF_ale5__1,2.2453731477,0.44710724550000003,0.27674044000000003
quinone__menF_ale5__2,1.588739693,0.5678297165,0.11631183
quinone__menF_ale6__1,1.4037424648,0.23115325750000001,0.0553896
quinone__menF_ale6__2,1.3079282832999999,0.2112794995,0.03072981
quinone__menF_ale7__1,1.5078630387,0.0475528775,0.13318965
quinone__menF_ale7__2,0.9617193747,0.0259653795,0.08433547
quinone__menF_ale8__1,1.6954991124,0.058696131500000005,0.06602767
quinone__menF_ale8__2,2.2011600914000002,0.2746366615,0.06603256
quinone__delmenFubiC__1,0.9662610982000001,-0.2862369105,0.20875959
quinone__delmenFubiC__2,1.4349770224,-0.2858282445,0.22473191
quinone__menFubiC_ale1__1,0.6863915103,-0.4769478835,0.09737311
quinone__menFubiC_ale1__2,0.5919458268000001,-0.6616936705,0.07873335000000001
quinone__menFubiC_ale2__1,0.4848086176,-0.6049460155,-0.17023841
quinone__menFubiC_ale2__2,-0.3757031578,-0.5433035485000001,-0.12017589999999999
quinone__menFubiC_ale3__1,1.6518206849000001,-0.5234052325,0.08325838
quinone__menFubiC_ale3__2,2.0538089435,-0.5427756675000001,0.01536032
quinone__menFubiC_ale4__1,1.7554906794,0.7188081085,0.33563127
quinone__menFubiC_ale4__2,2.088203284,0.9977936595,0.3669557
oxyR__wt_glc__1,1.7447456356000002,-0.7512837785,0.1244222
oxyR__wt_glc__2,1.7909571861,-0.7101771305,0.10579559000000001
oxyR__wt_h2o2__1,2.1341670158,-0.5683435605,0.03817485
oxyR__wt_h2o2__2,1.5865777394,-0.2827224405,0.07670667
oxyR__glu_ale4__1,0.7855124731,-0.0366722465,0.44391536000000004
oxyR__glu_ale4__2,0.4714492757,-0.3519155655,0.26528858
oxyR__glu_ale4_h2o2__1,1.7875307985000002,-0.0071797125,0.39307759000000003
oxyR__glu_ale4_h2o2__2,1.6883842813,-0.2161294265,0.48729608
oxyR__oxyR_ale17__1,1.1006761123,-0.4348685195,0.48082097
oxyR__oxyR_ale17__2,0.605867484,-0.34402401650000003,0.52501042
oxyR__oxyR_ale17_h2o2__1,0.8238951449,-0.23698014250000002,0.2120538
oxyR__oxyR_ale17_h2o2__2,0.7045645492,-0.3445940865,0.28869409
oxyR__oxyR_ale18__1,1.2192551905,-0.8938607675,-0.03178388
oxyR__oxyR_ale18__2,1.4315127268,-0.8668922715,0.14208676
oxyR__oxyR_ale18_h2o2__1,1.1733065112,-0.8557770815,0.29004413
oxyR__oxyR_ale18_h2o2__2,0.7076083115,-0.6929525495000001,0.22931725
oxyR__oxyR_ale19__1,1.7959341154000001,-0.7931730185,0.058007199999999995
oxyR__oxyR_ale19__2,1.6907735009,-0.6889610565000001,0.10202989999999999
oxyR__oxyR_ale19_h2o2__1,1.7042303201,-0.9750368925,-0.03982716
oxyR__oxyR_ale19_h2o2__2,1.726476421,-0.9088275445,0.01314232
oxyR__oxyR_ale20__1,0.6267116256,-1.0455794475,0.41260815
oxyR__oxyR_ale20__2,1.0152423871,-1.0104877495,0.28171779
oxyR__oxyR_ale20_h2o2__1,0.4837168484,-0.7813307305,0.28986345
oxyR__oxyR_ale20_h2o2__2,0.4746931951,-0.7838995525,0.30855238
svns_pgi__BmePgi24_15__1,1.8043017755,-0.4750295235,0.34940393000000003
svns_pgi__BmePgi24_15__2,1.9404846524,-0.4906664375,0.2045978
svns_pgi__BmePgi24_26__1,2.3502721369,-0.4512936635,0.35848346000000003
svns_pgi__BmePgi24_26__2,2.7602271367,-0.33195390950000003,0.50684359
svns_pgi__BmePgi24_41__1,1.7261773133,0.3308000675,-0.16785485
svns_pgi__BmePgi24_41__2,2.8101701897,-0.3494936195,0.20122215000000002
svns_pgi__BmePgi24_52__1,2.0950464244,-0.3703171175,0.42471604
svns_pgi__BmePgi24_52__2,2.4671361797,-0.4479818345,0.37638763000000003
svns_pgi__PaePgi2_34__1,1.2297734387,-0.43180093350000004,0.21257669999999998
svns_pgi__PaePgi2_34__2,1.5073716990000001,-0.4806968455,0.27375419
svns_pgi__PaePgi2_63__1,1.9236869644,-0.3098935075,0.4458261
svns_pgi__PaePgi2_63__2,1.8193614253,-0.2263516385,0.41603942
svns_pgi__PaePgi24_54__1,1.2512042541000001,-0.4056025895,0.55815454
svns_pgi__PaePgi24_54__2,1.4152242725,-0.3546399045,0.62799598
svns_pgi__PaePgi24_90__1,2.0505278985,-0.2331813885,0.79791422
svns_pgi__PaePgi24_90__2,2.5631356449,-0.1097040945,0.95693476
abx_media__m9_ctrl__1,0.1976256297,0.2848135905,-0.25888674
abx_media__m9_ctrl__2,0.1935015511,0.3887707365,-0.03890048
abx_media__rpmi_ctrl__1,4.3081441779,0.0631856885,-3.008981241
abx_media__rpmi_ctrl__2,3.5784610116,0.17561619650000002,-3.04641655
abx_media__camhb_ctrl__1,1.7610655229,-0.5410990225,-2.751771626
abx_media__camhb_ctrl__2,2.1272597289,-0.7753339875,-2.736818597
abx_media__m9_mero__1,1.2188172213,0.5738074115,-0.16459738000000002
abx_media__m9_mero__2,0.0036440566000000003,0.0736215835,-0.37902998
abx_media__rpmi_mero__1,3.1390509023,0.0737419035,-3.331796678
abx_media__rpmi_mero__2,3.5479553532,0.10788030350000001,-2.924358988
abx_media__camhb_mero__1,1.7674340585000001,-0.9930330725000001,-3.234400994
abx_media__camhb_mero__2,1.6401859027999999,-0.8797283375,-3.187440226
abx_media__m9_trisulf__1,0.2509160609,0.6593674475,-0.605157371
abx_media__m9_trisulf__2,1.4290620145,0.5512718085,-0.515767543
abx_media__rpmi_trisulf__1,3.7727221907,0.6723811835,-2.036743429
abx_media__rpmi_trisulf__2,3.4882167490000002,0.6744679705000001,-2.167946797
abx_media__camhb_trisulf__1,3.3311142961,1.1603164305,-2.415466852
abx_media__camhb_trisulf__2,3.0826771165,1.0455507605,-2.494355515
abx_media__m9_cef__1,1.2617130965,0.5502543785,-0.39921219999999996
abx_media__m9_cef__2,0.6120379418,0.4557828675,-0.596111169
abx_media__rpmi_cef__1,4.4857790019,1.6867676375,-2.613070847
abx_media__rpmi_cef__2,4.6824489308,1.7932651775,-2.593732105
abx_media__camhb_cef__1,2.1510691785000002,0.08030211250000001,-2.286276152
abx_media__camhb_cef__2,1.3230029436000001,0.0372246235,-2.3223952150000002
abx_media__m9_cipro__1,-0.1284574254,1.1022813395,-0.7110936320000001
abx_media__m9_cipro__2,0.19131541430000001,1.3646881765,-0.74030853
abx_media__rpmi_cipro__1,5.1937415305,1.5996977075,-2.247825273
abx_media__rpmi_cipro__2,4.9797051588,1.9360822375,-2.085224962
abx_media__camhb_cipro__1,2.6957366318,0.1861199225,-2.625730985
abx_media__camhb_cipro__2,3.1417858452,0.42501084850000004,-2.53850969
hot_tale__42c_ale3_30c__1,2.0750816958,-0.9253251305,0.05014264
hot_tale__42c_ale3_30c__2,1.1880038145,-0.9381797835000001,0.15686469
hot_tale__42c_ale3_37c__1,2.3051220311,-0.9572127435000001,0.34877371
hot_tale__42c_ale3_37c__2,2.3459984851,-0.8799391355,0.27855391
hot_tale__42c_ale3_44c__1,3.7200731413,1.6183332075,-0.14284623
hot_tale__42c_ale3_44c__2,3.7463770243,1.7373481575,-0.28906252
hot_tale__hot_ale3_mid_30c__1,1.9016461205000001,-1.1310384135,0.41202515
hot_tale__hot_ale3_mid_30c__2,1.3517395998000001,-1.0590336935,0.31564227
hot_tale__hot_ale3_mid_37c__1,3.6186493323,-1.0274100185,0.41067581000000003
hot_tale__hot_ale3_mid_37c__2,3.1372415744,-0.6749308455,0.5526681
hot_tale__hot_ale3_mid_44c__1,3.5587738437,0.5997391555,0.28582806
hot_tale__hot_ale3_mid_44c__2,4.6727145766,0.9685934125000001,0.31464813
hot_tale__hot_ale3_30c__1,1.414673834,-1.2132297245,0.48185567
hot_tale__hot_ale3_30c__2,1.0051154304,-1.1372315935,0.41281159
hot_tale__hot_ale3_37c__1,2.3746730692,-0.6882437415,0.36526211000000003
hot_tale__hot_ale3_37c__2,2.7179303146000002,-0.5833441905,0.31662597000000003
hot_tale__hot_ale3_44c__1,5.8363487528,0.9841707145,0.19396614
hot_tale__hot_ale3_44c__2,5.5318608635,0.9396353285000001,-0.02294698
hot_tale__hot_ale4_30c__1,2.4201763057,-1.0966008595,0.37995049999999997
hot_tale__hot_ale4_30c__2,2.2994547659,-0.9967830905,0.39448269999999996
hot_tale__hot_ale4_37c__1,3.2189169098,-0.5972070635,0.42355381000000003
hot_tale__hot_ale4_37c__2,3.2546773877,-0.4969261515,0.40527485
hot_tale__hot_ale4_44c__1,1.330083705,0.42098510250000004,0.1537477
hot_tale__hot_ale4_44c__2,5.1990611579,0.8722934835,0.22744643
hot_tale__hot_ale8_30c__1,3.0278283242,-0.8498550075,0.43443466000000003
hot_tale__hot_ale8_30c__2,3.2591171946,-0.7203092875,0.33584919999999996
hot_tale__hot_ale8_37c__1,4.0748836953,-0.37110204550000003,0.44365641
hot_tale__hot_ale8_37c__2,4.1757661507,-0.2858735525,0.44066302
hot_tale__hot_ale8_44c__1,5.5741873895000005,1.2274293125,0.11084082
hot_tale__hot_ale8_44c__2,4.4929170681,0.8898423945,0.10588531
hot_tale__hot_ale9_mid_30c__1,1.7772075712,-1.2667098015,0.29849836
hot_tale__hot_ale9_mid_30c__2,1.9535253214,-1.1445094955,0.13746951
hot_tale__hot_ale9_30c__1,2.2371982981,-1.0497338265,0.4141574
hot_tale__hot_ale9_30c__2,2.2908015681,-1.1532032085,0.43353771
hot_tale__hot_ale9_mid_37c__1,3.2188181262,-0.7406188545,0.45833565
hot_tale__hot_ale9_mid_37c__2,3.4182998558,-0.7191632325,0.50656561
hot_tale__hot_ale9_37c__1,3.2815308354,-0.7491845785,0.39724289999999995
